 20190429
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        7200   16.0491810       22.4579887       19.0262165    
        7260   15.9836063       22.4134502       19.0204430    
        7320   15.9180326       22.3721790       19.0151386    
        7380   15.8524590       22.3341751       19.0090275    
        7440   15.8196726       22.2990513       19.0011921    
        7500   15.7704916       22.2659721       18.9917316    
        7560   15.7377052       22.2338943       18.9819794    
        7620   15.7049179       22.2013931       18.9730625    
        7680   15.6885242       22.1682377       18.9657497    
        7740   15.6557379       22.1354885       18.9603462    
        7800   15.6229506       22.1047783       18.9564934    
        7860   15.6065578       22.0775833       18.9523830    
        7920   15.5901642       22.0541439       18.9460678    
        7980   15.5737705       22.0338268       18.9376049    
        8040   15.5573769       22.0148087       18.9290752    
        8100   15.5409832       21.9951477       18.9234447    
        8160   15.5409832       21.9744835       18.9227867    
        8220   15.5409832       21.9547482       18.9263439    
        8280   15.5245905       21.9384232       18.9325008    
        8340   15.5081968       21.9268360       18.9386940    
        8400   15.4918032       21.9198647       18.9437180    
        8460   15.4754095       21.9161339       18.9484844    
        8520   15.4590168       21.9133301       18.9565182    
        8580   15.4590168       21.9104748       18.9712601    
        8640   15.4590168       21.9082527       18.9898243    
        8700   15.4754095       21.9089375       19.0089359    
        8760   15.4918032       21.9162140       19.0255508    
        8820   15.4918032       21.9290867       19.0384941    
        8880   15.4918032       21.9425373       19.0488281    
        8940   15.5245905       21.9527149       19.0601635    
        9000   15.5245905       21.9584618       19.0755234    
        9060   15.5081968       21.9620724       19.0964298    
        9120   15.4918032       21.9673653       19.1225109    
        9180   15.4918032       21.9764805       19.1508121    
        9240   15.4918032       21.9905415       19.1785660    
        9300   15.4754095       22.0101624       19.2050781    
        9360   15.4754095       22.0340195       19.2305737    
        9420   15.4754095       22.0593586       19.2554550    
        9480   15.4754095       22.0845165       19.2807980    
        9540   15.5081968       22.1086330       19.3086643    
        9600   15.5409832       22.1321449       19.3411980    
        9660   15.5901642       22.1564579       19.3782692    
        9720   15.5901642       22.1835651       19.4195461    
        9780   15.5737705       22.2148247       19.4651623    
        9840   15.5737705       22.2507591       19.5154686    
        9900   15.5737705       22.2912674       19.5696373    
        9960   15.5901642       22.3359661       19.6289196    
       10020   15.6229506       22.3845005       19.6947861    
       10080   15.6393442       22.4378109       19.7664757    
       10140   15.6721315       22.4979153       19.8414917    
       10200   15.7213116       22.5635738       19.9174557    
       10260   15.7868853       22.6333065       19.9938622    
       10320   15.8196726       22.7062931       20.0720596    
       10380   15.8196726       22.7810078       20.1549797    
       10440   15.8524590       22.8570442       20.2449017    
       10500   15.8852463       22.9356098       20.3395882    
       10560   15.9344263       23.0194302       20.4343719    
       10620   15.9836063       23.1100807       20.5264530    
       10680   16.0327873       23.2039814       20.6138000    
       10740   16.1147537       23.2973099       20.6959896    
       10800   16.1967220       23.3876934       17.1651707    
       10860   16.2786884       23.4733543       17.2515831    
       10920   16.3278694       23.5535297       17.3338890    
       10980   16.3934422       23.6284332       17.4142380    
       11040   16.4590168       23.6983852       17.4942722    
       11100   16.4918041       23.7639046       17.5739918    
       11160   16.5409832       23.8268871       17.6515789    
       11220   16.5901642       23.8895683       17.7237778    
       11280   16.6229515       23.9519329       17.7870331    
       11340   16.6393452       24.0120316       17.8456268    
       11400   16.6721306       24.0670891       17.9114304    
       11460   16.7213116       24.1139259       17.9886608    
       11520   16.7540989       24.1530380       18.0744324    
       11580   16.7868843       24.1940880       18.1653271    
       11640   16.8032780       24.2466183       18.2592411    
       11700   16.8196716       24.3110619       18.3539009    
       11760   16.8360653       24.3829212       18.4469090    
       11820   16.8360653       24.4579582       18.5355129    
       11880   16.8360653       24.5332851       18.6178112    
       11940   16.8524590       24.6063919       18.6939392    
       12000   16.8688526       24.6753998       18.7660275    
       12060   16.8852463       24.7391224       18.8352280    
       12120   16.8852463       24.7974396       18.9009724    
       12180   16.9016399       24.8515491       18.9597645    
       12240   16.9180336       24.9023743       19.0085239    
       12300   16.9180336       24.9489040       19.0504875    
       12360   16.9016399       24.9872284       19.0971508    
       12420   16.8688526       25.0168343       19.1587505    
