 20180824
 Seconds  Measures(RH-%)  Meso-NH(RH-%)  FORECAST_AR(RH-%)
        7200   5.24590158       9.27497864       6.48134232    
        7260   5.24590158       9.27633381       6.48274612    
        7320   5.24590158       9.27443409       6.48191881    
        7380   5.24590158       9.27078152       6.47888851    
        7440   5.24590158       9.26598644       6.47381973    
        7500   5.24590158       9.25986671       6.46655703    
        7560   5.24590158       9.25242996       6.45667505    
        7620   5.24590158       9.24364758       6.44544697    
        7680   5.24590158       9.23300076       6.43330097    
        7740   5.26229525       9.22061062       6.42126131    
        7800   5.26229525       9.20752335       6.41051197    
        7860   5.26229525       9.19425964       6.40014791    
        7920   5.26229525       9.18233871       6.38893938    
        7980   5.26229525       9.17188835       6.37608433    
        8040   5.26229525       9.16181183       6.36128473    
        8100   5.26229525       9.15126228       6.34475374    
        8160   5.26229525       9.13958073       6.32608080    
        8220   5.26229525       9.12675953       6.30495167    
        8280   5.26229525       9.11288261       6.28160572    
        8340   5.26229525       9.09723186       6.25685406    
        8400   5.26229525       9.07957649       6.23109913    
        8460   5.26229525       9.06037712       6.20528316    
        8520   5.26229525       9.04013920       6.17974520    
        8580   5.26229525       9.01915169       6.15420580    
        8640   5.26229525       8.99823284       6.12865448    
        8700   5.26229525       8.97759151       6.10289669    
        8760   5.26229525       8.95716095       6.07691574    
        8820   5.26229525       8.93689346       6.05106449    
        8880   5.26229525       8.91680527       6.02511692    
        8940   5.26229525       8.89714050       5.99849844    
        9000   5.26229525       8.87797356       5.97119474    
        9060   5.26229525       8.85885143       5.94324255    
        9120   5.26229525       8.83934593       5.91484928    
        9180   5.26229525       8.81935883       5.88642693    
        9240   5.26229525       8.79885483       5.85824347    
        9300   5.26229525       8.77803802       5.83020830    
        9360   5.27868843       8.75726128       5.80224276    
        9420   5.29508209       8.73669052       5.77432966    
        9480   5.29508209       8.71617126       5.74663448    
        9540   5.29508209       8.69555569       5.71922874    
        9600   5.29508209       8.67500973       5.69206285    
        9660   5.27868843       8.65472698       5.66504335    
        9720   5.27868843       8.63471127       5.63824654    
        9780   5.27868843       8.61479187       5.61164284    
        9840   5.26229525       8.59486008       5.58522797    
        9900   5.26229525       8.57490063       5.55908394    
        9960   5.26229525       8.55485249       5.53338099    
       10020   5.26229525       8.53467178       5.50822973    
       10080   5.26229525       8.51441860       5.48371172    
       10140   5.26229525       8.49422932       5.45988941    
       10200   5.26229525       8.47427082       5.43680954    
       10260   5.26229525       8.45464134       5.41442680    
       10320   5.26229525       8.43543625       5.39268160    
       10380   5.26229525       8.41670609       5.37154770    
       10440   5.29508209       8.39837837       5.35104752    
       10500   5.29508209       8.38033676       5.33125877    
       10560   5.29508209       8.36252403       5.31234217    
       10620   5.31147528       8.34496975       5.29448605    
       10680   5.32786894       8.32778645       5.27771091    
       10740   5.36065578       8.31122398       5.26178932    
       10800   5.37704897       8.29552269       4.34609509    
       10860   5.40983629       8.28067684       4.33894300    
       10920   5.44262314       8.26636696       4.33172417    
       10980   5.47540998       8.25218964       4.32449198    
       11040   5.50819683       8.23794270       4.31735754    
       11100   5.54098368       8.22352982       4.31019735    
       11160   5.57377052       8.20902538       4.30301571    
       11220   5.62295103       8.19447136       4.29552031    
       11280   5.65573788       8.17975903       4.28743267    
       11340   5.68852472       8.16475677       4.27850056    
       11400   5.70491791       8.14909935       4.26849461    
       11460   5.73770475       8.13248253       4.25739574    
       11520   5.77049160       8.11463070       4.24519396    
       11580   5.80327892       8.09553909       4.23223972    
       11640   5.83606577       8.07530117       4.21861792    
       11700   5.86885262       8.05403519       4.20438576    
       11760   5.90163946       8.03195095       4.19000149    
       11820   5.95081949       8.00920963       4.17617702    
       11880   6.00000000       7.98597288       4.16315746    
