 20190115
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       32280   5.40197706       9.86050129       7.76083755    
       32340   5.37491131       9.86050129       7.79462290    
       32400   5.34560013       9.88544369       7.82532930    
       32460   5.31519985       9.88544369       7.85074854    
       32520   5.31645441       9.92023087       7.87337351    
       32580   5.27155542       9.92023087       7.89525270    
       32640   5.20195532       9.94416809       7.91779327    
       32700   5.15593338       9.94416809       7.94363308    
       32760   5.15838623       9.95777321       7.97141647    
       32820   5.08368158       9.95777321       8.00097656    
       32880   5.03813314       9.97706890       8.02969551    
       32940   5.01144457       9.97706890       8.05781460    
       33000   4.97602272       10.0067186       8.08397961    
       33060   4.95122242       10.0067186       8.10894871    
       33120   4.87931108       10.0345736       8.13474560    
       33180   4.84455538       10.0345736       8.15905857    
       33240   4.84831810       10.0557823       8.18016911    
       33300   4.83506680       10.0557823       8.19602966    
       33360   4.81328869       10.0811405       8.20456886    
       33420   4.83011103       10.0811405       8.21138668    
       33480   4.81888628       10.0958471       8.21461296    
       33540   4.83753347       10.0958471       8.21851349    
       33600   4.82724428       10.0829830       8.22369957    
       33660   4.79953337       10.0829830       8.22826099    
       33720   4.78427267       10.0569334       8.23269844    
       33780   4.80491114       10.0569334       8.23587418    
       33840   4.82408905       10.0366192       8.24045277    
       33900   4.83459091       10.0366192       8.24516964    
       33960   4.84084082       10.0162497       8.24865055    
       34020   4.84631109       10.0162497       8.25108337    
       34080   4.84256840       10.0024042       8.25502205    
       34140   4.82416296       10.0024042       8.26276398    
       34200   4.77092838       9.98412800       8.27215481    
       34260   4.77092838       9.98412800       8.28232193    
       34320   4.74590254       9.97235584       8.29087162    
       34380   4.74100018       9.97235584       8.29742813    
       34440   4.71548700       9.96736717       8.30885410    
       34500   4.71548700       9.96736717       8.32250404    
       34560   4.69157887       9.95635414       8.33900738    
       34620   4.69742107       9.95635414       8.35798454    
       34680   4.72135878       9.96525097       8.37257767    
       34740   4.69433355       9.96525097       8.38173676    
       34800   4.65352631       9.98543644       8.38610840    
       34860   4.63065767       9.98543644       8.38714027    
       34920   4.67643595       9.98843956       8.38988876    
       34980   4.68484592       9.98843956       8.39251423    
       35040   4.64534187       9.97299957       8.39414787    
       35100   4.65868425       9.97299957       8.39326859    
       35160   4.69920492       9.96471977       8.38623714    
       35220   4.74961519       9.96471977       8.37375927    
       35280   4.74961519       9.95293140       8.35795593    
       35340   4.76315403       9.95293140       8.34129429    
       35400   4.81602573       9.91709805       8.32491112    
       35460   4.87047482       9.91709805       8.30877972    
       35520   4.89033318       9.86832809       8.29410172    
       35580   4.92351294       9.86832809       8.28412151    
       35640   4.97071791       9.82101345       8.27952003    
       35700   4.99437523       9.82101345       8.27880573    
       35760   4.99964094       9.77975845       8.28159237    
       35820   5.03694868       9.77975845       8.28514194    
       35880   5.08889723       9.76003551       4.95516491    
       35940   5.08889723       9.76003551       4.96318102    
       36000   5.15261555       9.75436497       4.97181797    
       36060   5.20699978       9.75436497       4.98341894    
       36120   5.27556419       9.74739075       4.99899101    
       36180   5.27556419       9.74739075       5.01604891    
       36240   5.35020494       9.74049568       5.02887917    
       36300   5.44958973       9.74049568       5.03577518    
       36360   5.54915380       9.74709606       5.03990412    
       36420   5.56772518       9.74709606       5.04215336    
       36480   5.63271809       9.73699379       5.04708385    
