 20190421
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       28680   3.80082607       4.80752754       4.17020369    
       28740   3.79908705       4.80752754       4.17906284    
       28800   3.80480003       4.81343699       4.18874502    
       28860   3.81773329       4.81343699       4.19819260    
       28920   3.81960869       4.82419062       4.20695734    
       28980   3.84091306       4.82419062       4.21549749    
       29040   3.84291101       4.83866882       4.22382355    
       29100   3.86406660       4.83866882       4.23170471    
       29160   3.85728264       4.85075855       4.23848438    
       29220   3.86621737       4.85075855       4.24381065    
       29280   3.90030432       4.86285973       4.24790096    
       29340   3.90697789       4.86285973       4.25120306    
       29400   3.89636946       4.87143278       4.25349045    
       29460   3.89236951       4.87143278       4.25552034    
       29520   3.88486958       4.87498474       4.25665998    
       29580   3.89146662       4.87498474       4.25662804    
       29640   3.89193487       4.87524748       4.25584841    
       29700   3.90367389       4.87524748       4.25388432    
       29760   3.91195655       4.87267923       4.25241375    
       29820   3.90008879       4.87267923       4.25241423    
       29880   3.92058706       4.86760902       4.25333261    
       29940   3.91913033       4.86760902       4.25615978    
       30000   3.93380427       4.86472893       4.26021910    
       30060   3.93980002       4.86472893       4.26451778    
       30120   3.95232606       4.86580753       4.26885843    
       30180   3.96680427       4.86580753       4.27207708    
       30240   3.99078250       4.87248516       4.27342939    
       30300   3.98297787       4.87248516       4.27375507    
       30360   4.00891304       4.87929296       4.27216864    
       30420   4.02460861       4.87929296       4.26793385    
       30480   4.02854347       4.87892866       4.26298952    
       30540   4.01946688       4.87892866       4.25725555    
       30600   4.02658701       4.87140560       4.25030041    
       30660   4.03323936       4.87140560       4.24249935    
       30720   4.04736948       4.86135054       4.23378706    
       30780   4.04264450       4.86135054       4.22483063    
       30840   4.05448866       4.84663534       4.21681070    
       30900   4.04876089       4.84663534       4.21008968    
       30960   4.06373930       4.82842875       4.20449352    
       31020   4.06337786       4.82842875       4.20044184    
       31080   4.07453346       4.81423235       4.19719410    
       31140   4.08723927       4.81423235       4.19367456    
       31200   4.10941315       4.80454969       4.19075584    
       31260   4.10646677       4.80454969       4.18744802    
       31320   4.14924431       4.79809904       4.18292904    
       31380   4.19667387       4.79809904       4.17739964    
       31440   4.22895670       4.79409933       4.17091322    
       31500   4.23811102       4.79409933       4.16405535    
       31560   4.28046656       4.78546286       4.15829992    
       31620   4.31247807       4.78546286       4.15412998    
       31680   4.36767387       4.77305984       4.14976978    
       31740   4.38335562       4.77305984       4.14479685    
       31800   4.45613337       4.76500750       4.13916636    
       31860   4.47921753       4.76500750       4.13410664    
       31920   4.53347826       4.75619078       4.13079405    
       31980   4.53347826       4.75619078       4.12847281    
       32040   4.58069563       4.74482393       4.12628460    
       32100   4.62160873       4.74482393       4.12217379    
       32160   4.66456509       4.74026775       4.11586666    
       32220   4.66456509       4.74026775       4.10813951    
       32280   4.69571733       4.73614407       3.57367086    
       32340   4.70358706       4.73614407       3.56510544    
       32400   4.72254324       4.72338915       3.55598736    
       32460   4.72254324       4.72338915       3.54630494    
       32520   4.76430416       4.70507383       3.53627968    
       32580   4.81256533       4.70507383       3.52642941    
       32640   4.86495638       4.68435764       3.51601744    
       32700   4.86495638       4.68435764       3.50505877    
       32760   4.91895676       4.66252851       3.49333739    
       32820   4.98545647       4.66252851       3.48166943    
       32880   5.04969549       4.63793564       3.46953082    
       32940   5.06582212       4.63793564       3.45675564    
       33000   5.08391285       4.61032534       3.44433093    
       33060   5.12091112       4.61032534       3.43236232    
       33120   5.18266678       4.58088160       3.42050576    
       33180   5.23384428       4.58088160       3.40932846    
       33240   5.26350021       4.55273724       3.39862990    
       33300   5.29351091       4.55273724       3.38799763    
       33360   5.34408903       4.52445412       3.37838936    
       33420   5.38231134       4.52445412       3.36816096    
       33480   5.40484762       4.49786663       3.35678840    
       33540   5.41733313       4.49786663       3.34478951    
       33600   5.46093321       4.47549820       3.33191252    
       33660   5.49359989       4.47549820       3.31884956    
       33720   5.48941326       4.44843149       3.30593681    
       33780   5.50797844       4.44843149       3.29343843    
       33840   5.52537775       4.41785049       3.28115320    
       33900   5.51853323       4.41785049       3.26985288    
       33960   5.50128269       4.38795710       3.25990486    
       34020   5.50851107       4.38795710       3.25213814    
       34080   5.52104425       4.35904837       3.24550438    
       34140   5.53451109       4.35904837       3.23803568    
       34200   5.51234770       4.33533478       3.22919440    
       34260   5.53824425       4.33533478       3.21942449    
       34320   5.51911116       4.31606770       3.21144271    
       34380   5.50302219       4.31606770       3.20530152    
       34440   5.49682617       4.29142046       3.19920897    
       34500   5.50808907       4.29142046       3.19200516    
       34560   5.54711342       4.27393007       3.18449378    
       34620   5.56439543       4.27393007       3.17689204    
       34680   5.56439543       4.25658464       3.16979003    
       34740   5.59250021       4.25658464       3.16391873    
       34800   5.60102367       4.23817492       3.15862918    
       34860   5.59730959       4.23817492       3.15303087    
       34920   5.59730959       4.22180557       3.14672399    
       34980   5.58314276       4.22180557       3.14053464    
       35040   5.54033327       4.20777512       3.13494205    
       35100   5.50890493       4.20777512       3.12989473    
       35160   5.48697662       4.19106054       3.12541389    
       35220   5.48421431       4.19106054       3.12001419    
       35280   5.46369028       4.17672348       3.11344886    
       35340   5.44904900       4.17672348       3.10750771    
       35400   5.43554783       4.16479492       3.10216379    
       35460   5.39423800       4.16479492       3.09745836    
       35520   5.34785700       4.14837551       3.09323001    
       35580   5.34217072       4.14837551       3.08832812    
       35640   5.31602383       4.13437748       3.08265042    
       35700   5.26854753       4.13437748       3.07705665    
       35760   5.21535730       4.12241220       3.07174182    
       35820   5.21975613       4.12241220       3.06696391    
       35880   5.16376209       4.10749865       4.58471584    
       35940   5.12785721       4.10749865       4.57320309    
       36000   5.12176180       4.09377813       4.56162119    
       36060   5.12470722       4.09377813       4.54942226    
       36120   5.09859514       4.08109140       4.53714609    
       36180   5.06192875       4.08109140       4.52457190    
       36240   5.03602457       4.06875038       4.51087952    
       36300   4.98621941       4.06875038       4.49661350    
       36360   4.99619055       4.05660057       4.48253202    
       36420   4.94690466       4.05660057       4.46895885    
       36480   4.90631723       4.04008007       4.45636034    
       36540   4.84375620       4.04008007       4.44514370    
       36600   4.81540489       4.02443981       4.43480253    
       36660   4.77195215       4.02443981       4.42438602    
       36720   4.77195215       4.01299667       4.41359997    
       36780   4.72547626       4.01299667       4.40287638    
       36840   4.69404745       4.00473118       4.39267206    
       36900   4.63614273       4.00473118       4.38326645    
       36960   4.63614273       3.99493599       4.37485933    
       37020   4.57573795       3.99493599       4.36649323    
       37080   4.54799986       3.98723578       4.35719490    
       37140   4.53888083       3.98723578       4.34741354    
       37200   4.53888083       3.98312688       4.33816814    
       37260   4.52685738       3.98312688       4.32977390    
       37320   4.50890493       3.97507429       4.32180882    
       37380   4.49399996       3.97507429       4.31378698    
       37440   4.47263432       3.96870732       4.30579138    
       37500   4.48126173       3.96870732       4.29809189    
       37560   4.46638107       3.96352315       4.29095745    
       37620   4.44780970       3.96352315       4.28408289    
       37680   4.44813967       3.95794010       4.27730656    
       37740   4.42380953       3.95794010       4.27162886    
       37800   4.40988111       3.95431781       4.26674652    
       37860   4.42423820       3.95431781       4.26324368    
       37920   4.42423820       3.95054078       4.26068974    
       37980   4.43102360       3.95054078       4.25637102    
       38040   4.44528580       3.94923496       4.25138950    
       38100   4.42643881       3.94923496       4.24750042    
       38160   4.42016649       3.95146322       4.24420643    
       38220   4.38944197       3.95146322       4.24071789    
       38280   4.37579536       3.95028162       4.23647547    
       38340   4.37579536       3.95028162       4.23086739    
       38400   4.36306667       3.95108128       4.22330999    
       38460   4.35064459       3.95108128       4.21442413    
       38520   4.34119987       3.94833136       4.20530796    
       38580   4.34119987       3.94833136       4.19643164    
       38640   4.32628870       3.93722868       4.18781567    
       38700   4.32539988       3.93722868       4.17893553    
       38760   4.33429527       3.92483854       4.16888952    
       38820   4.34031820       3.92483854       4.15768719    
       38880   4.35071135       3.91282320       4.14700747    
       38940   4.36202240       3.91282320       4.13708019    
       39000   4.36202240       3.89576769       4.12848568    
       39060   4.35368872       3.89576769       4.12124014    
       39120   4.36399984       3.88023663       4.11552715    
       39180   4.40793324       3.88023663       4.11150646    
       39240   4.40793324       3.86945534       4.10818815    
       39300   4.41457796       3.86945534       4.10566330    
       39360   4.42975569       3.86422801       4.10411167    
       39420   4.46920443       3.86422801       4.10334969    
       39480   4.46468878       3.86133385       4.42646933    
       39540   4.49002218       3.86133385       4.42599535    
       39600   4.51784086       3.86183906       4.42378950    
       39660   4.51143169       3.86183906       4.42006445    
       39720   4.51143169       3.86209750       4.41304827    
       39780   4.50854540       3.86209750       4.40215397    
       39840   4.49990892       3.85459137       4.39111233    
       39900   4.49990892       3.85459137       4.38073969    
       39960   4.46659088       3.83380413       4.37288952    
       40020   4.42356825       3.83380413       4.36697006    
       40080   4.39463615       3.81183100       4.36360025    
       40140   4.39463615       3.81183100       4.36199999    
       40200   4.38024998       3.79884672       4.35890865    
       40260   4.37809086       3.79884672       4.35506201    
       40320   4.36913633       3.79562831       4.35131073    
       40380   4.36913633       3.79562831       4.34793568    
       40440   4.35390902       3.78615475       4.34586811    
       40500   4.33274984       3.78615475       4.34464407    
       40560   4.33662796       3.77668715       4.34344482    
       40620   4.32343197       3.77668715       4.34204960    
       40680   4.33463621       3.77180910       4.34027672    
       40740   4.33024979       3.77180910       4.33901882    
       40800   4.29058123       3.76720071       4.33813429    
       40860   4.29315901       3.76720071       4.33676767    
       40920   4.27084112       3.76067686       4.33526468    
       40980   4.26147747       3.76067686       4.33394575    
       41040   4.26631832       3.75524974       4.33276367    
       41100   4.26631832       3.75524974       4.33165312    
       41160   4.25181818       3.74947715       4.33034992    
       41220   4.24767447       3.74947715       4.32861471    
       41280   4.26520920       3.74392796       4.32618380    
       41340   4.28295326       3.74392796       4.32314777    
       41400   4.29402256       3.73790169       4.32142878    
       41460   4.28390694       3.73790169       4.32140446    
