 20181110
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       28680   2.04330945       2.05950117      0.990000010    
       28740   2.05975604       2.05950117      0.990000010    
       28800   2.07497501       2.06102324      0.990000010    
       28860   2.09937501       2.06102324      0.990000010    
       28920   2.10656095       2.06218195      0.990000010    
       28980   2.13804889       2.06218195      0.990000010    
       29040   2.15862489       2.06308603      0.990000010    
       29100   2.17026830       2.06308603      0.990000010    
       29160   2.18700004       2.06396508      0.990000010    
       29220   2.19965863       2.06396508      0.990000010    
       29280   2.20440006       2.06476355      0.990000010    
       29340   2.21514630       2.06476355      0.990000010    
       29400   2.23165846       2.06530595      0.990000010    
       29460   2.24027491       2.06530595      0.990000010    
       29520   2.24156094       2.06548619      0.990000010    
       29580   2.26048779       2.06548619      0.990000010    
       29640   2.29053664       2.06518579      0.990000010    
       29700   2.29053664       2.06518579      0.990000010    
       29760   2.31843901       2.06459451      0.990000010    
       29820   2.33862495       2.06459451      0.990000010    
       29880   2.36060977       2.06404066      0.990000010    
       29940   2.39192677       2.06404066      0.990000010    
       30000   2.44360971       2.06345367      0.990000010    
       30060   2.47337508       2.06345367      0.990000010    
       30120   2.47902441       2.06284571      0.990000010    
       30180   2.50978041       2.06284571      0.990000010    
       30240   2.52937508       2.06221318      0.990000010    
       30300   2.52365851       2.06221318      0.990000010    
       30360   2.52921438       2.06133699      0.990000010    
       30420   2.54119039       2.06133699      0.990000010    
       30480   2.54119039       2.05999446      0.990000010    
       30540   2.56017065       2.05999446      0.990000010    
       30600   2.56952500       2.05814934      0.990000010    
       30660   2.57253838       2.05814934      0.990000010    
       30720   2.57253838       2.05597281      0.990000010    
       30780   2.56936836       2.05597281      0.990000010    
       30840   2.57194591       2.05381346      0.990000010    
       30900   2.57194591       2.05381346      0.990000010    
       30960   2.57922220       2.05157304      0.990000010    
       31020   2.56555557       2.05157304      0.990000010    
       31080   2.54941678       2.04950070      0.990000010    
       31140   2.54941678       2.04950070      0.990000010    
       31200   2.53850007       2.04747987      0.990000010    
       31260   2.53461123       2.04747987      0.990000010    
       31320   2.53522229       2.04545641      0.990000010    
       31380   2.53522229       2.04545641      0.990000010    
       31440   2.53230548       2.04360175      0.990000010    
       31500   2.53205562       2.04360175      0.990000010    
       31560   2.54519439       2.04155183      0.990000010    
       31620   2.54519439       2.04155183      0.990000010    
       31680   2.54556751       2.03926659      0.990000010    
       31740   2.54526305       2.03926659      0.990000010    
       31800   2.56284213       2.03680825      0.990000010    
       31860   2.56289196       2.03680825      0.990000010    
       31920   2.56871057       2.03431535      0.990000010    
       31980   2.56926322       2.03431535      0.990000010    
       32040   2.54844737       2.03198028      0.990000010    
       32100   2.54267573       2.03198028      0.990000010    
       32160   2.52731586       2.02963400      0.990000010    
       32220   2.50842094       2.02963400      0.990000010    
       32280   2.52102637       2.02740479       2.45199990    
       32340   2.54335141       2.02740479       2.45199990    
       32400   2.53018427       2.02507663       2.45199990    
       32460   2.51912832       2.02507663       2.45199990    
       32520   2.50520515       2.02281880       2.45199990    
       32580   2.50813150       2.02281880       2.45199990    
       32640   2.49142098       2.02066088       2.45199990    
       32700   2.46612811       2.02066088       2.45199990    
       32760   2.44471788       2.01858854       2.45199990    
       32820   2.43276930       2.01858854       2.45199990    
       32880   2.43447375       2.01651907       2.45199990    
       32940   2.40651274       2.01651907       2.45199990    
       33000   2.38453841       2.01442099       2.45199990    
       33060   2.37210250       2.01442099       2.45199990    
       33120   2.37210250       2.01223779       2.45199990    
       33180   2.37053847       2.01223779       2.45199990    
       33240   2.35597444       2.01016474       2.45199990    
       33300   2.34005117       2.01016474       2.45199990    
       33360   2.34005117       2.00813413       2.45199990    
       33420   2.32153845       2.00813413       2.45199990    
       33480   2.30592489       2.00624657       2.45199990    
       33540   2.28197432       2.00624657       2.45199990    
       33600   2.25566673       2.00437927       2.45199990    
       33660   2.22256422       2.00437927       2.45199990    
       33720   2.22942495       2.00250220       2.45199990    
       33780   2.21723080       2.00250220       2.45199990    
       33840   2.20402575       2.00088024       2.45199990    
       33900   2.19837499       2.00088024       2.45199990    
       33960   2.18855000       1.99966466       2.45199990    
       34020   2.17397428       1.99966466       2.45199990    
       34080   2.15292311       1.99888015       2.45199990    
       34140   2.13257504       1.99888015       2.45199990    
       34200   2.12458539       1.99845231       2.45199990    
       34260   2.12458539       1.99845231       2.45199990    
       34320   2.11119056       1.99830282       2.45199990    
       34380   2.09953499       1.99830282       2.45199990    
       34440   2.08784080       1.99821663       2.45199990    
       34500   2.08784080       1.99821663       2.45199990    
       34560   2.07646656       1.99791658       2.45199990    
       34620   2.06441307       1.99791658       2.45199990    
       34680   2.04926085       1.99743879       2.45199990    
       34740   2.05531120       1.99743879       2.45199990    
       34800   2.03397822       1.99667048       2.45199990    
       34860   2.02028251       1.99667048       2.45199990    
       34920   1.99556518       1.99589777       2.45199990    
       34980   1.98168886       1.99589777       2.45199990    
       35040   1.96334779       1.99545407       2.45199990    
       35100   1.92365217       1.99545407       2.45199990    
       35160   1.89186954       1.99537420       2.45199990    
       35220   1.86944449       1.99537420       2.45199990    
       35280   1.85315216       1.99567747       2.45199990    
       35340   1.81778264       1.99567747       2.45199990    
       35400   1.78632605       1.99627686       2.45199990    
       35460   1.75147831       1.99627686       2.45199990    
       35520   1.75147831       1.99699509       2.45199990    
       35580   1.71523917       1.99699509       2.45199990    
       35640   1.67569566       1.99773848       2.45199990    
       35700   1.64041305       1.99773848       2.45199990    
       35760   1.64041305       1.99849820       2.45199990    
       35820   1.63333333       1.99849820       2.45199990    
       35880   1.62847722       1.99951720       2.09540009    
       35940   1.61809301       1.99951720       2.09540009    
       36000   1.61345458       2.00073051       2.09540009    
       36060   1.60072732       2.00073051       2.09540009    
       36120   1.59486365       2.00222349       2.09540009    
       36180   1.58704650       2.00222349       2.09540009    
       36240   1.58786368       2.00375056       2.09540009    
       36300   1.57629550       2.00375056       2.09540009    
       36360   1.57643187       2.00515628       2.09540009    
       36420   1.57120931       2.00515628       2.09540009    
       36480   1.56748831       2.00651979       2.09540009    
       36540   1.57706821       2.00651979       2.09540009    
       36600   1.59025002       2.00806308       2.09540009    
       36660   1.58565116       2.00806308       2.09540009    
       36720   1.58611631       2.01007223       2.09540009    
       36780   1.60300004       2.01007223       2.09540009    
       36840   1.60759091       2.01252484       2.09540009    
       36900   1.59388375       2.01252484       2.09540009    
       36960   1.59895349       2.01499534       2.09540009    
       37020   1.61956823       2.01499534       2.09540009    
       37080   1.63161361       2.01738715       2.09540009    
       37140   1.63009298       2.01738715       2.09540009    
       37200   1.65229547       2.01964927       2.09540009    
       37260   1.67368186       2.01964927       2.09540009    
       37320   1.68286359       2.02209163       2.09540009    
       37380   1.66393018       2.02209163       2.09540009    
       37440   1.68656814       2.02469158       2.09540009    
       37500   1.69895458       2.02469158       2.09540009    
       37560   1.69246507       2.02705789       2.09540009    
       37620   1.71251166       2.02705789       2.09540009    
       37680   1.74620450       2.02914286       2.09540009    
       37740   1.78834093       2.02914286       2.09540009    
       37800   1.83172727       2.03120899       2.09540009    
       37860   1.83234882       2.03120899       2.09540009    
       37920   1.84813631       2.03341317       2.09540009    
       37980   1.85479069       2.03341317       2.09540009    
       38040   1.88632560       2.03548169       2.09540009    
       38100   1.90925586       2.03548169       2.09540009    
       38160   1.92359090       2.03728080       2.09540009    
       38220   1.93167436       2.03728080       2.09540009    
       38280   1.95797670       2.03906035       2.09540009    
       38340   1.99106979       2.03906035       2.09540009    
       38400   2.00472736       2.04105854       2.09540009    
       38460   2.02637219       2.04105854       2.09540009    
       38520   2.06637216       2.04316163       2.09540009    
       38580   2.09074426       2.04316163       2.09540009    
       38640   2.09704542       2.04494524       2.09540009    
       38700   2.11934876       2.04494524       2.09540009    
       38760   2.14720941       2.04617596       2.09540009    
       38820   2.15941858       2.04617596       2.09540009    
       38880   2.15686369       2.04692197       2.09540009    
       38940   2.17236352       2.04692197       2.09540009    
       39000   2.20120931       2.04727292       2.09540009    
       39060   2.22618604       2.04727292       2.09540009    
       39120   2.24674416       2.04740977       2.09540009    
       39180   2.24168181       2.04740977       2.09540009    
       39240   2.26783729       2.04749870       2.09540009    
       39300   2.30186057       2.04749870       2.09540009    
       39360   2.33820939       2.04752302       2.09540009    
       39420   2.34513640       2.04752302       2.09540009    
       39480   2.34513640       2.04749942       1.80499995    
       39540   2.34877777       2.04749942       1.80499995    
       39600   2.34819555       2.04732394       1.80499995    
       39660   2.36597824       2.04732394       1.80499995    
       39720   2.38560009       2.04704762       1.80499995    
       39780   2.39553332       2.04704762       1.80499995    
       39840   2.39693475       2.04663515       1.80499995    
       39900   2.41065216       2.04663515       1.80499995    
       39960   2.43031120       2.04619718       1.80499995    
       40020   2.43995547       2.04619718       1.80499995    
       40080   2.43010879       2.04583049       1.80499995    
       40140   2.43743467       2.04583049       1.80499995    
       40200   2.44740009       2.04549694       1.80499995    
       40260   2.45373344       2.04549694       1.80499995    
       40320   2.44658685       2.04497886       1.80499995    
       40380   2.45236945       2.04497886       1.80499995    
       40440   2.46191311       2.04396677       1.80499995    
       40500   2.46253324       2.04396677       1.80499995    
       40560   2.46365213       2.04244637       1.80499995    
       40620   2.46665215       2.04244637       1.80499995    
       40680   2.46577787       2.04080868       1.80499995    
       40740   2.46238637       2.04080868       1.80499995    
       40800   2.46238637       2.03932381       1.80499995    
       40860   2.46229553       2.03932381       1.80499995    
       40920   2.45093179       2.03791881       1.80499995    
       40980   2.44716287       2.03791881       1.80499995    
       41040   2.44704556       2.03631115       1.80499995    
       41100   2.44277263       2.03631115       1.80499995    
       41160   2.43572736       2.03463411       1.80499995    
       41220   2.43572736       2.03463411       1.80499995    
       41280   2.43218184       2.03314996       1.80499995    
       41340   2.41643190       2.03314996       1.80499995    
       41400   2.39938641       2.03183174       1.80499995    
       41460   2.37965107       2.03183174       1.80499995    
       41520   2.36638641       2.03028727       1.80499995    
       41580   2.35879540       2.03028727       1.80499995    
       41640   2.35313344       2.02818608       1.80499995    
       41700   2.33920455       2.02818608       1.80499995    
       41760   2.33663630       2.02595282       1.80499995    
       41820   2.33111358       2.02595282       1.80499995    
