 20181126
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       32280   2.56004357       2.11542010       2.28557134    
       32340   2.55986953       2.11542010       2.28557134    
       32400   2.55736947       2.11790657       2.28557134    
       32460   2.55222225       2.11790657       2.28557134    
       32520   2.55334783       2.12092066       2.28557134    
       32580   2.55284452       2.12092066       2.28557134    
       32640   2.54965901       2.12449360       2.28557134    
       32700   2.54081821       2.12449360       2.28557134    
       32760   2.54253340       2.12850213       2.28557134    
       32820   2.53275561       2.12850213       2.28557134    
       32880   2.52263641       2.13229775       2.28557134    
       32940   2.51818180       2.13229775       2.28557134    
       33000   2.51637769       2.13563609       2.28557134    
       33060   2.50015545       2.13563609       2.28557134    
       33120   2.48927283       2.13870406       2.28557134    
       33180   2.47904539       2.13870406       2.28557134    
       33240   2.48771119       2.14128542       2.28557134    
       33300   2.48188877       2.14128542       2.28557134    
       33360   2.46934080       2.14385128       2.28557134    
       33420   2.45565915       2.14385128       2.28557134    
       33480   2.46191120       2.14697409       2.28557134    
       33540   2.45452261       2.14697409       2.28557134    
       33600   2.45468187       2.15050435       2.28557134    
       33660   2.45931816       2.15050435       2.28557134    
       33720   2.46775556       2.15439463       2.28557134    
       33780   2.46347737       2.15439463       2.28557134    
       33840   2.47990918       2.15838146       2.28557134    
       33900   2.49072719       2.15838146       2.28557134    
       33960   2.49746656       2.16262889       2.28557134    
       34020   2.50404549       2.16262889       2.28557134    
       34080   2.51202273       2.16738558       2.28557134    
       34140   2.52218175       2.16738558       2.28557134    
       34200   2.53709102       2.17191243       2.28557134    
       34260   2.54675555       2.17191243       2.28557134    
       34320   2.54399991       2.17623067       2.28557134    
       34380   2.54818177       2.17623067       2.28557134    
       34440   2.55761361       2.18065190       2.28557134    
       34500   2.56424451       2.18065190       2.28557134    
       34560   2.57379556       2.18497562       2.28557134    
       34620   2.59159088       2.18497562       2.28557134    
       34680   2.59734082       2.18915439       2.28557134    
       34740   2.59066677       2.18915439       2.28557134    
       34800   2.59718180       2.19334817       2.28557134    
       34860   2.58625007       2.19334817       2.28557134    
       34920   2.57740903       2.19766021       2.28557134    
       34980   2.57413340       2.19766021       2.28557134    
       35040   2.57599998       2.20206618       2.28557134    
       35100   2.58625007       2.20206618       2.28557134    
       35160   2.59249997       2.20632505       2.28557134    
       35220   2.58879995       2.20632505       2.28557134    
       35280   2.59918189       2.21031833       2.28557134    
       35340   2.59584093       2.21031833       2.28557134    
       35400   2.59179544       2.21371555       2.28557134    
       35460   2.58902216       2.21371555       2.28557134    
       35520   2.58913636       2.21631289       2.28557134    
       35580   2.58850002       2.21631289       2.28557134    
       35640   2.59750009       2.21819735       2.28557134    
       35700   2.60088897       2.21819735       2.28557134    
       35760   2.61238647       2.21959424       2.28557134    
       35820   2.63238645       2.21959424       2.28557134    
       35880   2.63693190       2.22060657       2.53299999    
       35940   2.63693190       2.22060657       2.53299999    
       36000   2.63954544       2.22117066       2.53299999    
       36060   2.64502335       2.22117066       2.53299999    
       36120   2.63861370       2.22098947       2.53299999    
       36180   2.63686371       2.22098947       2.53299999    
       36240   2.63820004       2.22027063       2.53299999    
       36300   2.63820004       2.22027063       2.53299999    
       36360   2.64775562       2.21905160       2.53299999    
       36420   2.65308881       2.21905160       2.53299999    
       36480   2.64953327       2.21728277       2.53299999    
       36540   2.64953327       2.21728277       2.53299999    
       36600   2.65644455       2.21541238       2.53299999    
       36660   2.66515565       2.21541238       2.53299999    
       36720   2.66782212       2.21370935       2.53299999    
       36780   2.66782212       2.21370935       2.53299999    
       36840   2.66304445       2.21203947       2.53299999    
       36900   2.64717770       2.21203947       2.53299999    
       36960   2.64391112       2.21082425       2.53299999    
       37020   2.64391112       2.21082425       2.53299999    
       37080   2.65044451       2.20963192       2.53299999    
       37140   2.65328884       2.20963192       2.53299999    
       37200   2.65093470       2.20768499       2.53299999    
       37260   2.64355564       2.20768499       2.53299999    
       37320   2.62459993       2.20545173       2.53299999    
       37380   2.61972737       2.20545173       2.53299999    
       37440   2.61331105       2.20303416       2.53299999    
       37500   2.59968901       2.20303416       2.53299999    
       37560   2.59559989       2.20080066       2.53299999    
       37620   2.59031105       2.20080066       2.53299999    
       37680   2.59031105       2.19874978       2.53299999    
       37740   2.58302212       2.19874978       2.53299999    
       37800   2.57435560       2.19668150       2.53299999    
       37860   2.55788898       2.19668150       2.53299999    
       37920   2.54847717       2.19492579       2.53299999    
       37980   2.53795552       2.19492579       2.53299999    
       38040   2.52315545       2.19350362       2.53299999    
       38100   2.51253343       2.19350362       2.53299999    
       38160   2.50472736       2.19180846       2.53299999    
       38220   2.49979997       2.19180846       2.53299999    
       38280   2.48866677       2.18958116       2.53299999    
       38340   2.49020004       2.18958116       2.53299999    
       38400   2.49459100       2.18746758       2.53299999    
       38460   2.49588895       2.18746758       2.53299999    
       38520   2.49193335       2.18553042       2.53299999    
       38580   2.50018191       2.18553042       2.53299999    
       38640   2.49172735       2.18338966       2.53299999    
       38700   2.49057770       2.18338966       2.53299999    
       38760   2.48002219       2.18128061       2.53299999    
       38820   2.48165917       2.18128061       2.53299999    
       38880   2.48252273       2.17923403       2.53299999    
       38940   2.48177767       2.17923403       2.53299999    
       39000   2.48328900       2.17749071       2.53299999    
       39060   2.47673345       2.17749071       2.53299999    
       39120   2.47695446       2.17620826       2.53299999    
       39180   2.46424437       2.17620826       2.53299999    
       39240   2.44866657       2.17579198       2.53299999    
       39300   2.43115544       2.17579198       2.53299999    
       39360   2.42390919       2.17654490       2.53299999    
       39420   2.40648890       2.17654490       2.53299999    
       39480   2.37591100       2.17821431       3.05399990    
       39540   2.36465907       2.17821431       3.05399990    
       39600   2.34257770       2.18006921       3.05399990    
       39660   2.31931114       2.18006921       3.05399990    
       39720   2.31931114       2.18132377       3.05399990    
       39780   2.31831813       2.18132377       3.05399990    
       39840   2.31346512       2.18206763       3.05399990    
       39900   2.30433345       2.18206763       3.05399990    
       39960   2.30433345       2.18281674       3.05399990    
       40020   2.28834152       2.18281674       3.05399990    
       40080   2.27410007       2.18405223       3.05399990    
       40140   2.27053857       2.18405223       3.05399990    
       40200   2.24460006       2.18605685       3.05399990    
       40260   2.21157503       2.18605685       3.05399990    
       40320   2.19574356       2.18844938       3.05399990    
       40380   2.18133330       2.18844938       3.05399990    
       40440   2.17117500       2.19053841       3.05399990    
       40500   2.15707493       2.19053841       3.05399990    
       40560   2.15712810       2.19265151       3.05399990    
       40620   2.13771796       2.19265151       3.05399990    
       40680   2.12202501       2.19489050       3.05399990    
       40740   2.09675002       2.19489050       3.05399990    
       40800   2.07705140       2.19666529       3.05399990    
       40860   2.04671788       2.19666529       3.05399990    
       40920   2.04892492       2.19840670       3.05399990    
       40980   2.04422498       2.19840670       3.05399990    
       41040   2.04422498       2.19985414       3.05399990    
       41100   2.02999997       2.19985414       3.05399990    
       41160   2.01677489       2.20152712       3.05399990    
       41220   2.00924993       2.20152712       3.05399990    
       41280   1.99523079       2.20317078       3.05399990    
       41340   1.99829996       2.20317078       3.05399990    
       41400   1.98982501       2.20447159       3.05399990    
       41460   1.99357498       2.20447159       3.05399990    
       41520   1.98538458       2.20537567       3.05399990    
       41580   1.99397504       2.20537567       3.05399990    
       41640   2.00472498       2.20625758       3.05399990    
       41700   2.01405001       2.20625758       3.05399990    
       41760   2.02034998       2.20706391       3.05399990    
       41820   2.02034998       2.20706391       3.05399990    
       41880   2.01877499       2.20807648       3.05399990    
       41940   2.02322507       2.20807648       3.05399990    
       42000   2.01657510       2.20942307       3.05399990    
       42060   2.01657510       2.20942307       3.05399990    
       42120   2.01055002       2.21039152       3.05399990    
       42180   2.01265001       2.21039152       3.05399990    
       42240   2.01263404       2.21084619       3.05399990    
       42300   2.01149988       2.21084619       3.05399990    
       42360   1.99384999       2.21106148       3.05399990    
       42420   1.98432505       2.21106148       3.05399990    
       42480   1.98795128       2.21072245       3.05399990    
       42540   1.97605002       2.21072245       3.05399990    
       42600   1.97312498       2.20987439       3.05399990    
       42660   1.97062504       2.20987439       3.05399990    
       42720   1.97099996       2.20842767       3.05399990    
       42780   1.97364998       2.20842767       3.05399990    
       42840   1.97539997       2.20633674       3.05399990    
