 20190115
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       32280   2.27554536       2.03896189       2.19099998    
       32340   2.28791118       2.03896189       2.19099998    
       32400   2.30855560       2.03513527       2.19099998    
       32460   2.31513333       2.03513527       2.19099998    
       32520   2.32504535       2.03245902       2.19099998    
       32580   2.31295562       2.03245902       2.19099998    
       32640   2.29764438       2.02856588       2.19099998    
       32700   2.28704453       2.02856588       2.19099998    
       32760   2.29406810       2.02295995       2.19099998    
       32820   2.27536368       2.02295995       2.19099998    
       32880   2.25853324       2.01715136       2.19099998    
       32940   2.25908899       2.01715136       2.19099998    
       33000   2.26640916       2.01185489       2.19099998    
       33060   2.25357771       2.01185489       2.19099998    
       33120   2.23751116       2.00603580       2.19099998    
       33180   2.23313332       2.00603580       2.19099998    
       33240   2.24345446       2.00020337       2.19099998    
       33300   2.24202228       2.00020337       2.19099998    
       33360   2.25128889       1.99597359       2.19099998    
       33420   2.26486659       1.99597359       2.19099998    
       33480   2.27122736       1.99301553       2.19099998    
       33540   2.28064442       1.99301553       2.19099998    
       33600   2.28944445       1.99013257       2.19099998    
       33660   2.28351116       1.99013257       2.19099998    
       33720   2.28040910       1.98824406       2.19099998    
       33780   2.28682232       1.98824406       2.19099998    
       33840   2.28182220       1.98805666       2.19099998    
       33900   2.28306818       1.98805666       2.19099998    
       33960   2.28099990       1.98673391       2.19099998    
       34020   2.28099990       1.98673391       2.19099998    
       34080   2.28586674       1.98503435       2.19099998    
       34140   2.28179550       1.98503435       2.19099998    
       34200   2.27281404       1.98291731       2.19099998    
       34260   2.27281404       1.98291731       2.19099998    
       34320   2.26397610       1.98231912       2.19099998    
       34380   2.26239014       1.98231912       2.19099998    
       34440   2.26134992       1.98144507       2.19099998    
       34500   2.26134992       1.98144507       2.19099998    
       34560   2.25964093       1.97897661       2.19099998    
       34620   2.24851274       1.97897661       2.19099998    
       34680   2.23845005       1.97648370       2.19099998    
       34740   2.23499990       1.97648370       2.19099998    
       34800   2.23697448       1.97429729       2.19099998    
       34860   2.24012828       1.97429729       2.19099998    
       34920   2.24802494       1.97095203       2.19099998    
       34980   2.25977492       1.97095203       2.19099998    
       35040   2.25351286       1.96668279       2.19099998    
       35100   2.24651289       1.96668279       2.19099998    
