 20181114
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       28920   2.62379551       1.83966029       2.28099990    
       28980   2.61188626       1.83966029       2.28099990    
       29040   2.61188626       1.84112692       2.28099990    
       29100   2.61740899       1.84112692       2.28099990    
       29160   2.62343192       1.84263206       2.28099990    
       29220   2.62343192       1.84263206       2.28099990    
       29280   2.62602282       1.84423995       2.28099990    
       29340   2.62424994       1.84423995       2.28099990    
       29400   2.61220455       1.84590793       2.28099990    
       29460   2.61220455       1.84590793       2.28099990    
       29520   2.60554552       1.84749043       2.28099990    
       29580   2.60137200       1.84749043       2.28099990    
       29640   2.59076190       1.84880006       2.28099990    
       29700   2.59076190       1.84880006       2.28099990    
       29760   2.57843900       1.84966505       2.28099990    
       29820   2.57842493       1.84966505       2.28099990    
       29880   2.57842493       1.85025144       2.28099990    
       29940   2.57043600       1.85025144       2.28099990    
       30000   2.57399988       1.85063255       2.28099990    
       30060   2.55931568       1.85063255       2.28099990    
       30120   2.55931568       1.85082197       2.28099990    
       30180   2.55776310       1.85082197       2.28099990    
       30240   2.56310534       1.85073590       2.28099990    
       30300   2.56652641       1.85073590       2.28099990    
       30360   2.56652641       1.85042691       2.28099990    
       30420   2.55673695       1.85042691       2.28099990    
       30480   2.54557896       1.85004985       2.28099990    
       30540   2.54802561       1.85004985       2.28099990    
       30600   2.53592110       1.84972131       2.28099990    
       30660   2.50857902       1.84972131       2.28099990    
       30720   2.49902630       1.84962714       2.28099990    
       30780   2.49433327       1.84962714       2.28099990    
       30840   2.48557901       1.84990108       2.28099990    
       30900   2.46502638       1.84990108       2.28099990    
       30960   2.45941019       1.85044599       2.28099990    
       31020   2.45176911       1.85044599       2.28099990    
       31080   2.44260526       1.85117722       2.28099990    
       31140   2.44989467       1.85117722       2.28099990    
       31200   2.46574354       1.85216403       2.28099990    
       31260   2.46520519       1.85216403       2.28099990    
       31320   2.47979498       1.85330653       2.28099990    
       31380   2.47979498       1.85330653       2.28099990    
       31440   2.50494862       1.85458267       2.28099990    
       31500   2.51038456       1.85458267       2.28099990    
       31560   2.52438450       1.85602248       2.28099990    
       31620   2.52438450       1.85602248       2.28099990    
       31680   2.53156400       1.85758805       2.28099990    
       31740   2.53837490       1.85758805       2.28099990    
       31800   2.54200006       1.85920966       2.28099990    
       31860   2.54238462       1.85920966       2.28099990    
       31920   2.55151272       1.86077929       2.28099990    
       31980   2.54395008       1.86077929       2.28099990    
       32040   2.54314995       1.86196589       2.28099990    
       32100   2.55153847       1.86196589       2.28099990    
       32160   2.56074357       1.86274970       2.28099990    
       32220   2.55687499       1.86274970       2.28099990    
       32280   2.56687498       1.86308372       2.28099990    
       32340   2.57720518       1.86308372       2.28099990    
       32400   2.59243584       1.86290669       2.28099990    
       32460   2.60387492       1.86290669       2.28099990    
       32520   2.62627506       1.86223292       2.93899989    
       32580   2.63700008       1.86223292       2.93899989    
       32640   2.66017938       1.86102664       2.93899989    
       32700   2.66042495       1.86102664       2.93899989    
       32760   2.67260003       1.85937750       2.93899989    
       32820   2.68366671       1.85937750       2.93899989    
       32880   2.69449997       1.85742760       2.93899989    
       32940   2.72202492       1.85742760       2.93899989    
       33000   2.74915004       1.85517955       2.93899989    
       33060   2.76079488       1.85517955       2.93899989    
       33120   2.77632499       1.85273921       2.93899989    
       33180   2.79097509       1.85273921       2.93899989    
       33240   2.81299996       1.85026157       2.93899989    
       33300   2.81299996       1.85026157       2.93899989    
       33360   2.83476186       1.84795046       2.93899989    
       33420   2.85302329       1.84795046       2.93899989    
       33480   2.86429548       1.84584808       2.93899989    
       33540   2.86429548       1.84584808       2.93899989    
       33600   2.87182212       1.84374738       2.93899989    
       33660   2.87358689       1.84374738       2.93899989    
       33720   2.88328266       1.84163368       2.93899989    
       33780   2.88328266       1.84163368       2.93899989    
       33840   2.88593483       1.83961976       2.93899989    
       33900   2.88486958       1.83961976       2.93899989    
       33960   2.87358689       1.83767509       2.93899989    
       34020   2.87358689       1.83767509       2.93899989    
       34080   2.86763048       1.83574986       2.93899989    
       34140   2.85700011       1.83574986       2.93899989    
       34200   2.86179996       1.83385193       2.93899989    
       34260   2.84258699       1.83385193       2.93899989    
       34320   2.83330441       1.83205450       2.93899989    
       34380   2.84026670       1.83205450       2.93899989    
       34440   2.83708882       1.83030176       2.93899989    
       34500   2.82586956       1.83030176       2.93899989    
       34560   2.82863045       1.82852805       2.93899989    
       34620   2.84157777       1.82852805       2.93899989    
       34680   2.82748890       1.82680786       2.93899989    
       34740   2.81352162       1.82680786       2.93899989    
       34800   2.78260875       1.82508361       2.93899989    
       34860   2.77626657       1.82508361       2.93899989    
       34920   2.76379991       1.82324374       2.93899989    
       34980   2.74553323       1.82324374       2.93899989    
       35040   2.74553323       1.82130086       2.93899989    
       35100   2.72433329       1.82130086       2.93899989    
       35160   2.70293331       1.81923854       2.93899989    
       35220   2.69354534       1.81923854       2.93899989    
       35280   2.67833328       1.81708586       2.93899989    
       35340   2.67000008       1.81708586       2.93899989    
       35400   2.66751122       1.81491160       2.93899989    
       35460   2.66563630       1.81491160       2.93899989    
       35520   2.66860008       1.81284761       2.93899989    
       35580   2.67473340       1.81284761       2.93899989    
       35640   2.67931104       1.81102729       2.93899989    
       35700   2.69022727       1.81102729       2.93899989    
       35760   2.68293333       1.80943966       2.93899989    
       35820   2.69006658       1.80943966       2.93899989    
       35880   2.70686674       1.80796063       2.93899989    
       35940   2.70836353       1.80796063       2.93899989    
       36000   2.70784450       1.80661702       2.93899989    
       36060   2.70566678       1.80661702       2.93899989    
       36120   2.69784093       1.80547881       2.23699999    
       36180   2.68295455       1.80547881       2.23699999    
       36240   2.67422223       1.80451095       2.23699999    
       36300   2.65775561       1.80451095       2.23699999    
       36360   2.65747738       1.80366898       2.23699999    
       36420   2.64404535       1.80366898       2.23699999    
       36480   2.63697767       1.80286658       2.23699999    
       36540   2.61826658       1.80286658       2.23699999    
       36600   2.60031819       1.80191195       2.23699999    
       36660   2.57920456       1.80191195       2.23699999    
       36720   2.57824445       1.80078423       2.23699999    
       36780   2.55824447       1.80078423       2.23699999    
       36840   2.54586363       1.79952776       2.23699999    
       36900   2.51877284       1.79952776       2.23699999    
       36960   2.51604438       1.79825056       2.23699999    
       37020   2.48406672       1.79825056       2.23699999    
       37080   2.45825005       1.79706645       2.23699999    
       37140   2.43054557       1.79706645       2.23699999    
       37200   2.42468882       1.79600334       2.23699999    
       37260   2.39615560       1.79600334       2.23699999    
       37320   2.38350010       1.79506457       2.23699999    
       37380   2.36127281       1.79506457       2.23699999    
       37440   2.35491109       1.79420102       2.23699999    
       37500   2.34426665       1.79420102       2.23699999    
       37560   2.33288646       1.79330635       2.23699999    
       37620   2.32511353       1.79330635       2.23699999    
       37680   2.31739998       1.79241216       2.23699999    
       37740   2.30620003       1.79241216       2.23699999    
       37800   2.31313634       1.79156363       2.23699999    
       37860   2.30595565       1.79156363       2.23699999    
       37920   2.31304455       1.79081833       2.23699999    
       37980   2.31977272       1.79081833       2.23699999    
       38040   2.32022214       1.79004300       2.23699999    
       38100   2.31644440       1.79004300       2.23699999    
       38160   2.32191110       1.78917372       2.23699999    
       38220   2.32275009       1.78917372       2.23699999    
       38280   2.32368898       1.78819978       2.23699999    
       38340   2.32322216       1.78819978       2.23699999    
       38400   2.32173324       1.78716433       2.23699999    
       38460   2.33552265       1.78716433       2.23699999    
       38520   2.33748889       1.78620017       2.23699999    
       38580   2.33802223       1.78620017       2.23699999    
       38640   2.33191109       1.78525019       2.23699999    
       38700   2.33191109       1.78525019       2.23699999    
       38760   2.31853342       1.78415322       2.23699999    
       38820   2.31186676       1.78415322       2.23699999    
       38880   2.30756521       1.78290498       2.23699999    
       38940   2.31419992       1.78290498       2.23699999    
       39000   2.30184436       1.78150785       2.23699999    
       39060   2.28035545       1.78150785       2.23699999    
       39120   2.28035545       1.77987337       2.23699999    
       39180   2.26393342       1.77987337       2.23699999    
       39240   2.24926662       1.77802110       2.23699999    
       39300   2.24459100       1.77802110       2.23699999    
       39360   2.23982215       1.77601171       2.23699999    
       39420   2.23437786       1.77601171       2.23699999    
       39480   2.21679997       1.77383614       2.23699999    
       39540   2.19531822       1.77383614       2.23699999    
       39600   2.19293332       1.77158809       2.23699999    
       39660   2.17657781       1.77158809       2.23699999    
       39720   2.16754556       1.76936817       2.17300010    
       39780   2.16888881       1.76936817       2.17300010    
       39840   2.15475559       1.76723099       2.17300010    
       39900   2.15168190       1.76723099       2.17300010    
       39960   2.15186357       1.76530504       2.17300010    
       40020   2.15262222       1.76530504       2.17300010    
       40080   2.15275002       1.76373696       2.17300010    
       40140   2.14343190       1.76373696       2.17300010    
       40200   2.13515902       1.76245248       2.17300010    
       40260   2.12944436       1.76245248       2.17300010    
       40320   2.12343192       1.76147652       2.17300010    
       40380   2.11688638       1.76147652       2.17300010    
       40440   2.11840916       1.76074922       2.17300010    
       40500   2.12797785       1.76074922       2.17300010    
       40560   2.11947727       1.76011562       2.17300010    
       40620   2.12304544       1.76011562       2.17300010    
       40680   2.13331819       1.75945675       2.17300010    
       40740   2.15088892       1.75945675       2.17300010    
       40800   2.15136361       1.75860226       2.17300010    
       40860   2.16556811       1.75860226       2.17300010    
       40920   2.19309092       1.75758648       2.17300010    
       40980   2.19309092       1.75758648       2.17300010    
       41040   2.22536373       1.75650370       2.17300010    
       41100   2.25713634       1.75650370       2.17300010    
       41160   2.25630236       1.75538385       2.17300010    
       41220   2.25630236       1.75538385       2.17300010    
       41280   2.25728559       1.75416434       2.17300010    
       41340   2.28171420       1.75416434       2.17300010    
       41400   2.29075599       1.75286746       2.17300010    
       41460   2.31021428       1.75286746       2.17300010    
       41520   2.34640479       1.75151575       2.17300010    
       41580   2.37511897       1.75151575       2.17300010    
       41640   2.38737202       1.74995041       2.17300010    
       41700   2.38849998       1.74995041       2.17300010    
       41760   2.41490483       1.74816418       2.17300010    
       41820   2.43047619       1.74816418       2.17300010    
       41880   2.44648838       1.74614823       2.17300010    
       41940   2.44842863       1.74614823       2.17300010    
       42000   2.48766661       1.74392247       2.17300010    
       42060   2.50478578       1.74392247       2.17300010    
       42120   2.50478578       1.74151707       2.17300010    
       42180   2.52526188       1.74151707       2.17300010    
       42240   2.54485703       1.73882568       2.17300010    
       42300   2.56957150       1.73882568       2.17300010    
       42360   2.56957150       1.73591220       2.17300010    
       42420   2.61428571       1.73591220       2.17300010    
       42480   2.66769052       1.73293579       2.17300010    
       42540   2.68119502       1.73293579       2.17300010    
       42600   2.70485711       1.72990799       2.17300010    
       42660   2.73545241       1.72990799       2.17300010    
       42720   2.78971434       1.72669208       2.17300010    
