 20190703
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       25080  0.685266674      0.719827056      0.842000008    
       25140  0.685222208      0.719827056      0.842000008    
       25200  0.682113647      0.715479672      0.842000008    
       25260  0.684466660      0.715479672      0.842000008    
       25320  0.682333350      0.710666060      0.842000008    
       25380  0.683888912      0.710666060      0.842000008    
       25440  0.682204545      0.706180513      0.842000008    
       25500  0.687155545      0.706180513      0.842000008    
       25560  0.689222217      0.701872945      0.842000008    
       25620  0.689088881      0.701872945      0.842000008    
       25680  0.689088881      0.699488282      0.842000008    
       25740  0.690555573      0.699488282      0.842000008    
       25800  0.695355535      0.697572410      0.842000008    
       25860  0.698755562      0.697572410      0.842000008    
       25920  0.698755562      0.695724308      0.842000008    
       25980  0.701466680      0.695724308      0.842000008    
       26040  0.710022211      0.692718863      0.842000008    
       26100  0.718599975      0.692718863      0.842000008    
       26160  0.722090900      0.689746141      0.842000008    
       26220  0.725666642      0.689746141      0.842000008    
       26280  0.731733322      0.687987387      0.842000008    
       26340  0.738666654      0.687987387      0.842000008    
       26400  0.743272722      0.687018633      0.842000008    
       26460  0.746666670      0.687018633      0.842000008    
       26520  0.755222201      0.686113954      0.842000008    
       26580  0.760543466      0.686113954      0.842000008    
       26640  0.765555561      0.685088575      0.842000008    
       26700  0.774622202      0.685088575      0.842000008    
       26760  0.784933329      0.683240592      0.842000008    
       26820  0.790217400      0.683240592      0.842000008    
       26880  0.794760883      0.682842433      0.842000008    
       26940  0.798377752      0.682842433      0.842000008    
       27000  0.805022240      0.682261407      0.842000008    
       27060  0.804195642      0.682261407      0.842000008    
       27120  0.807760894      0.680219531      0.842000008    
       27180  0.811044455      0.680219531      0.842000008    
       27240  0.815400004      0.677161038      0.842000008    
       27300  0.815108716      0.677161038      0.842000008    
       27360  0.820608675      0.675402224      0.842000008    
       27420  0.825955570      0.675402224      0.842000008    
       27480  0.832599998      0.675617456      0.842000008    
       27540  0.830826104      0.675617456      0.842000008    
       27600  0.833086967      0.678312480      0.842000008    
       27660  0.837977767      0.678312480      0.842000008    
       27720  0.841022193      0.681102514      0.842000008    
       27780  0.841022193      0.681102514      0.842000008    
       27840  0.847755551      0.682172060      0.842000008    
       27900  0.852800012      0.682172060      0.842000008    
       27960  0.859733343      0.682303071      0.842000008    
       28020  0.859733343      0.682303071      0.842000008    
       28080  0.864866674      0.682760477      0.842000008    
       28140  0.866022229      0.682760477      0.842000008    
       28200  0.864347816      0.682729244      0.842000008    
       28260  0.866822243      0.682729244      0.842000008    
       28320  0.866733313      0.681340396      0.842000008    
       28380  0.862288892      0.681340396      0.842000008    
       28440  0.859891295      0.680092156      0.842000008    
       28500  0.860844433      0.680092156      0.842000008    
       28560  0.861688912      0.680252612      0.842000008    
       28620  0.860755563      0.680252612      0.842000008    
       28680  0.861177802      0.681904852      0.603999972    
       28740  0.861369550      0.681904852      0.603999972    
       28800  0.863088906      0.684235394      0.603999972    
       28860  0.861978233      0.684235394      0.603999972    
       28920  0.864000022      0.686223805      0.603999972    
       28980  0.867347836      0.686223805      0.603999972    
       29040  0.866422236      0.687320650      0.603999972    
       29100  0.873413026      0.687320650      0.603999972    
       29160  0.874630451      0.687859237      0.603999972    
       29220  0.875177801      0.687859237      0.603999972    
       29280  0.876600027      0.688756406      0.603999972    
       29340  0.876108706      0.688756406      0.603999972    
       29400  0.876652181      0.690031052      0.603999972    
       29460  0.876422226      0.690031052      0.603999972    
       29520  0.874533355      0.691780031      0.603999972    
       29580  0.874760866      0.691780031      0.603999972    
       29640  0.875021756      0.691889882      0.603999972    
       29700  0.872622252      0.691889882      0.603999972    
       29760  0.871399999      0.692182600      0.603999972    
       29820  0.870152175      0.692182600      0.603999972    
       29880  0.868826091      0.696470857      0.603999972    
       29940  0.869199991      0.696470857      0.603999972    
       30000  0.866333306      0.698875308      0.603999972    
       30060  0.863565207      0.698875308      0.603999972    
       30120  0.860478282      0.700405717      0.603999972    
       30180  0.855891287      0.700405717      0.603999972    
       30240  0.852688909      0.701331258      0.603999972    
       30300  0.848108709      0.701331258      0.603999972    
       30360  0.841021717      0.701011956      0.603999972    
       30420  0.832021713      0.701011956      0.603999972    
       30480  0.827666640      0.699608386      0.603999972    
       30540  0.823355556      0.699608386      0.603999972    
       30600  0.820304334      0.697266698      0.603999972    
       30660  0.816195667      0.697266698      0.603999972    
       30720  0.817288876      0.695497572      0.603999972    
       30780  0.815666676      0.695497572      0.603999972    
       30840  0.814108670      0.696537316      0.603999972    
       30900  0.811652184      0.696537316      0.603999972    
       30960  0.811866641      0.697886884      0.603999972    
       31020  0.810599983      0.697886884      0.603999972    
       31080  0.808891296      0.698400080      0.603999972    
       31140  0.803347826      0.698400080      0.603999972    
       31200  0.804511130      0.698865235      0.603999972    
       31260  0.802488863      0.698865235      0.603999972    
       31320  0.799260855      0.698003173      0.603999972    
       31380  0.795630455      0.698003173      0.603999972    
       31440  0.795630455      0.699042380      0.603999972    
       31500  0.789760888      0.699042380      0.603999972    
       31560  0.784760892      0.700162768      0.603999972    
       31620  0.777304351      0.700162768      0.603999972    
       31680  0.777304351      0.701186180      0.603999972    
       31740  0.770782590      0.701186180      0.603999972    
       31800  0.768065214      0.701734483      0.603999972    
       31860  0.767600000      0.701734483      0.603999972    
       31920  0.767600000      0.702590287      0.603999972    
       31980  0.766727269      0.702590287      0.603999972    
       32040  0.768441856      0.705663204      0.603999972    
       32100  0.768833339      0.705663204      0.603999972    
       32160  0.768833339      0.707601964      0.603999972    
       32220  0.766857147      0.707601964      0.603999972    
       32280  0.765690506      0.708670080      0.915000021    
       32340  0.764926851      0.708670080      0.915000021    
       32400  0.762804866      0.708758891      0.915000021    
       32460  0.763619065      0.708758891      0.915000021    
       32520  0.762439013      0.708425403      0.915000021    
       32580  0.759780467      0.708425403      0.915000021    
       32640  0.759609759      0.708581448      0.915000021    
       32700  0.764500022      0.708581448      0.915000021    
       32760  0.754170716      0.708506763      0.915000021    
       32820  0.755097568      0.708506763      0.915000021    
       32880  0.760261893      0.708054304      0.915000021    
       32940  0.764523804      0.708054304      0.915000021    
       33000  0.762341440      0.708204985      0.915000021    
       33060  0.763487816      0.708204985      0.915000021    
       33120  0.764333308      0.708768308      0.915000021    
       33180  0.760951221      0.708768308      0.915000021    
       33240  0.757414639      0.710288882      0.915000021    
       33300  0.753512204      0.710288882      0.915000021    
       33360  0.752619028      0.714135408      0.915000021    
       33420  0.749560952      0.714135408      0.915000021    
       33480  0.747926831      0.716552794      0.915000021    
       33540  0.746658564      0.716552794      0.915000021    
       33600  0.747809529      0.715338886      0.915000021    
       33660  0.746878028      0.715338886      0.915000021    
       33720  0.747951210      0.715242386      0.915000021    
       33780  0.746902466      0.715242386      0.915000021    
       33840  0.745634139      0.715628862      0.915000021    
       33900  0.745634139      0.715628862      0.915000021    
       33960  0.746146321      0.715322673      0.915000021    
       34020  0.745219529      0.715322673      0.915000021    
       34080  0.743756115      0.715151727      0.915000021    
       34140  0.743756115      0.715151727      0.915000021    
       34200  0.742585361      0.715526283      0.915000021    
       34260  0.740438998      0.715526283      0.915000021    
       34320  0.737853646      0.716649652      0.915000021    
       34380  0.737853646      0.716649652      0.915000021    
       34440  0.738219500      0.718016326      0.915000021    
       34500  0.736878037      0.718016326      0.915000021    
       34560  0.737365842      0.718520820      0.915000021    
       34620  0.737365842      0.718520820      0.915000021    
       34680  0.736024380      0.719702840      0.915000021    
       34740  0.732146323      0.719702840      0.915000021    
       34800  0.730536580      0.720928073      0.915000021    
       34860  0.730536580      0.720928073      0.915000021    
       34920  0.729804873      0.721340537      0.915000021    
       34980  0.729731679      0.721340537      0.915000021    
       35040  0.730439007      0.722158313      0.915000021    
       35100  0.730439007      0.722158313      0.915000021    
       35160  0.728731692      0.721682131      0.915000021    
       35220  0.727585375      0.721682131      0.915000021    
       35280  0.727682948      0.723211050      0.915000021    
       35340  0.725095212      0.723211050      0.915000021    
       35400  0.727536559      0.724822581      0.915000021    
       35460  0.727756083      0.724822581      0.915000021    
       35520  0.725547612      0.723503411      0.915000021    
