 20190611
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       25080   9999.00000       1.23120451       2.01682639    
       25140   9999.00000       1.23120451       2.01682639    
       25200   9999.00000       1.22816205       2.01682639    
       25260   9999.00000       1.22816205       2.01682639    
       25320   9999.00000       1.22635710       2.01682639    
       25380   9999.00000       1.22635710       2.01682639    
       25440   9999.00000       1.22621608       2.01682639    
       25500   9999.00000       1.22621608       2.01682639    
       25560   9999.00000       1.22598195       2.01682639    
       25620   9999.00000       1.22598195       2.01682639    
       25680   9999.00000       1.22686613       2.01682639    
       25740   9999.00000       1.22686613       2.01682639    
       25800   9999.00000       1.22673428       2.01682639    
       25860   9999.00000       1.22673428       2.01682639    
       25920   9999.00000       1.22568488       2.01682639    
       25980   9999.00000       1.22568488       2.01682639    
       26040   9999.00000       1.22728801       2.01682639    
       26100   9999.00000       1.22728801       2.01682639    
       26160   9999.00000       1.23096132       2.01682639    
       26220   9999.00000       1.23096132       2.01682639    
       26280   9999.00000       1.23403990       2.01682639    
       26340   9999.00000       1.23403990       2.01682639    
       26400   9999.00000       1.23711193       2.01682639    
       26460   9999.00000       1.23711193       2.01682639    
       26520   9999.00000       1.23682666       2.01682639    
       26580   9999.00000       1.23682666       2.01682639    
       26640   9999.00000       1.23996449       2.01682639    
       26700   9999.00000       1.23996449       2.01682639    
       26760   9999.00000       1.24606216       2.01682639    
       26820   9999.00000       1.24606216       2.01682639    
       26880   9999.00000       1.25186789       2.01682639    
       26940   9999.00000       1.25186789       2.01682639    
       27000   9999.00000       1.26012111       2.01682639    
       27060   9999.00000       1.26012111       2.01682639    
       27120   9999.00000       1.26305866       2.01682639    
       27180   9999.00000       1.26305866       2.01682639    
       27240   9999.00000       1.26736808       2.01682639    
       27300   9999.00000       1.26736808       2.01682639    
       27360   9999.00000       1.27083266       2.01682639    
       27420   9999.00000       1.27083266       2.01682639    
       27480   9999.00000       1.27640688       2.01682639    
       27540   9999.00000       1.27640688       2.01682639    
       27600   9999.00000       1.28135681       2.01682639    
       27660   9999.00000       1.28135681       2.01682639    
       27720   9999.00000       1.28548181       2.01682639    
       27780   9999.00000       1.28548181       2.01682639    
       27840   9999.00000       1.28726494       2.01682639    
       27900   9999.00000       1.28726494       2.01682639    
       27960   9999.00000       1.28700709       2.01682639    
       28020   9999.00000       1.28700709       2.01682639    
       28080   9999.00000       1.28663361       2.01682639    
       28140   9999.00000       1.28663361       2.01682639    
       28200   9999.00000       1.28755629       2.01682639    
       28260   9999.00000       1.28755629       2.01682639    
       28320   9999.00000       1.29311252       2.01682639    
       28380   9999.00000       1.29311252       2.01682639    
       28440   9999.00000       1.29969716       2.01682639    
       28500   9999.00000       1.29969716       2.01682639    
       28560   9999.00000       1.30517948       2.01682639    
       28620   9999.00000       1.30517948       2.01682639    
       28680   9999.00000       1.30644560       1.91852617    
       28740   9999.00000       1.30644560       1.91852617    
       28800   9999.00000       1.30665278       1.91852617    
       28860   9999.00000       1.30665278       1.91852617    
       28920   9999.00000       1.30799007       1.91852617    
       28980   9999.00000       1.30799007       1.91852617    
       29040   9999.00000       1.31104970       1.91852617    
       29100   9999.00000       1.31104970       1.91852617    
       29160   9999.00000       1.31454861       1.91852617    
       29220   9999.00000       1.31454861       1.91852617    
       29280   9999.00000       1.32041049       1.91852617    
       29340   9999.00000       1.32041049       1.91852617    
       29400   9999.00000       1.32640409       1.91852617    
       29460   9999.00000       1.32640409       1.91852617    
       29520   9999.00000       1.33025563       1.91852617    
       29580   9999.00000       1.33025563       1.91852617    
       29640   9999.00000       1.33550870       1.91852617    
       29700   9999.00000       1.33550870       1.91852617    
       29760   9999.00000       1.33600771       1.91852617    
       29820   9999.00000       1.33600771       1.91852617    
       29880   9999.00000       1.33546722       1.91852617    
       29940   9999.00000       1.33546722       1.91852617    
       30000   9999.00000       1.33415616       1.91852617    
       30060   9999.00000       1.33415616       1.91852617    
       30120   9999.00000       1.33992219       1.91852617    
       30180   9999.00000       1.33992219       1.91852617    
       30240   9999.00000       1.34309101       1.91852617    
       30300   9999.00000       1.34309101       1.91852617    
       30360   9999.00000       1.34684682       1.91852617    
       30420   9999.00000       1.34684682       1.91852617    
       30480   9999.00000       1.34769380       1.91852617    
       30540   9999.00000       1.34769380       1.91852617    
       30600   9999.00000       1.34706604       1.91852617    
       30660   9999.00000       1.34706604       1.91852617    
       30720   9999.00000       1.34359920       1.91852617    
       30780   9999.00000       1.34359920       1.91852617    
       30840   9999.00000       1.34895957       1.91852617    
       30900   9999.00000       1.34895957       1.91852617    
       30960   9999.00000       1.34601009       1.91852617    
       31020   9999.00000       1.34601009       1.91852617    
       31080   9999.00000       1.34391010       1.91852617    
       31140   9999.00000       1.34391010       1.91852617    
       31200   9999.00000       1.34023416       1.91852617    
       31260   9999.00000       1.34023416       1.91852617    
       31320   9999.00000       1.34151745       1.91852617    
       31380   9999.00000       1.34151745       1.91852617    
       31440   9999.00000       1.33870649       1.91852617    
       31500   9999.00000       1.33870649       1.91852617    
       31560   9999.00000       1.33826184       1.91852617    
       31620   9999.00000       1.33826184       1.91852617    
       31680   9999.00000       1.34249008       1.91852617    
       31740   9999.00000       1.34249008       1.91852617    
       31800   9999.00000       1.34632504       1.91852617    
       31860   9999.00000       1.34632504       1.91852617    
       31920   9999.00000       1.34888041       1.91852617    
       31980   9999.00000       1.34888041       1.91852617    
       32040   9999.00000       1.34882522       1.91852617    
       32100   9999.00000       1.34882522       1.91852617    
       32160   9999.00000       1.34691012       1.91852617    
       32220   9999.00000       1.34691012       1.91852617    
       32280   9999.00000       1.34916127       1.82022607    
       32340   9999.00000       1.34916127       1.82022607    
       32400   9999.00000       1.35479951       1.82022607    
       32460   9999.00000       1.35479951       1.82022607    
       32520   9999.00000       1.36012208       1.82022607    
       32580   9999.00000       1.36012208       1.82022607    
       32640   9999.00000       1.36695504       1.82022607    
       32700   9999.00000       1.36695504       1.82022607    
       32760   9999.00000       1.37034607       1.82022607    
       32820   9999.00000       1.37034607       1.82022607    
       32880   9999.00000       1.37205398       1.82022607    
       32940   9999.00000       1.37205398       1.82022607    
       33000   9999.00000       1.37005520       1.82022607    
       33060   9999.00000       1.37005520       1.82022607    
       33120   9999.00000       1.37350714       1.82022607    
       33180   9999.00000       1.37350714       1.82022607    
       33240   9999.00000       1.37864530       1.82022607    
       33300   9999.00000       1.37864530       1.82022607    
       33360   9999.00000       1.37667525       1.82022607    
       33420   9999.00000       1.37667525       1.82022607    
       33480   9999.00000       1.37825716       1.82022607    
       33540   9999.00000       1.37825716       1.82022607    
       33600   9999.00000       1.37869215       1.82022607    
       33660   9999.00000       1.37869215       1.82022607    
       33720   9999.00000       1.37858379       1.82022607    
       33780   9999.00000       1.37858379       1.82022607    
       33840   9999.00000       1.37138844       1.82022607    
       33900   9999.00000       1.37138844       1.82022607    
       33960   9999.00000       1.37449646       1.82022607    
       34020   9999.00000       1.37449646       1.82022607    
       34080   9999.00000       1.37275755       1.82022607    
       34140   9999.00000       1.37275755       1.82022607    
       34200   9999.00000       1.37135899       1.82022607    
       34260   9999.00000       1.37135899       1.82022607    
       34320   9999.00000       1.37500715       1.82022607    
       34380   9999.00000       1.37500715       1.82022607    
       34440   9999.00000       1.38002038       1.82022607    
       34500   9999.00000       1.38002038       1.82022607    
       34560   9999.00000       1.38362586       1.82022607    
       34620   9999.00000       1.38362586       1.82022607    
       34680   9999.00000       1.38504171       1.82022607    
       34740   9999.00000       1.38504171       1.82022607    
       34800   9999.00000       1.38533723       1.82022607    
       34860   9999.00000       1.38533723       1.82022607    
       34920   9999.00000       1.39003420       1.82022607    
       34980   9999.00000       1.39003420       1.82022607    
       35040   9999.00000       1.38879716       1.82022607    
       35100   9999.00000       1.38879716       1.82022607    
       35160   9999.00000       1.39016032       1.82022607    
       35220   9999.00000       1.39016032       1.82022607    
       35280   9999.00000       1.38680339       1.82022607    
       35340   9999.00000       1.38680339       1.82022607    
       35400   9999.00000       1.38336027       1.82022607    
       35460   9999.00000       1.38336027       1.82022607    
       35520   9999.00000       1.37489772       1.82022607    
       35580   9999.00000       1.37489772       1.82022607    
       35640   9999.00000       1.37068021       1.82022607    
       35700   9999.00000       1.37068021       1.82022607    
       35760   9999.00000       1.36876106       1.82022607    
       35820   9999.00000       1.36876106       1.82022607    
       35880   9999.00000       1.37273943       1.72192585    
       35940   9999.00000       1.37273943       1.72192585    
       36000   9999.00000       1.37985325       1.72192585    
       36060   9999.00000       1.37985325       1.72192585    
       36120   9999.00000       1.38573062       1.72192585    
       36180   9999.00000       1.38573062       1.72192585    
       36240   9999.00000       1.39068115       1.72192585    
       36300   9999.00000       1.39068115       1.72192585    
       36360   9999.00000       1.38572836       1.72192585    
       36420   9999.00000       1.38572836       1.72192585    
       36480   9999.00000       1.38665533       1.72192585    
       36540   9999.00000       1.38665533       1.72192585    
       36600   9999.00000       1.38833725       1.72192585    
       36660   9999.00000       1.38833725       1.72192585    
       36720   9999.00000       1.38826406       1.72192585    
       36780   9999.00000       1.38826406       1.72192585    
       36840   9999.00000       1.38026309       1.72192585    
       36900   9999.00000       1.38026309       1.72192585    
       36960   9999.00000       1.37471187       1.72192585    
       37020   9999.00000       1.37471187       1.72192585    
