 20190711
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       25080  0.694428563      0.761994600       1.01300001    
       25140  0.690619051      0.761994600       1.01300001    
       25200  0.687209308      0.761258304       1.01300001    
       25260  0.688738108      0.761258304       1.01300001    
       25320  0.685714304      0.761481464       1.01300001    
       25380  0.681186020      0.761481464       1.01300001    
       25440  0.678976715      0.761394441       1.01300001    
       25500  0.677166641      0.761394441       1.01300001    
       25560  0.673095226      0.761014283       1.01300001    
       25620  0.670348823      0.761014283       1.01300001    
       25680  0.667790711      0.759309590       1.01300001    
       25740  0.668928564      0.759309590       1.01300001    
       25800  0.666511655      0.755412102       1.01300001    
       25860  0.663511634      0.755412102       1.01300001    
       25920  0.657595217      0.751306951       1.01300001    
       25980  0.651428580      0.751306951       1.01300001    
       26040  0.648690462      0.747902989       1.01300001    
       26100  0.645906985      0.747902989       1.01300001    
       26160  0.646690488      0.743677080       1.01300001    
       26220  0.645214260      0.743677080       1.01300001    
       26280  0.644279063      0.738041759       1.01300001    
       26340  0.639232576      0.738041759       1.01300001    
       26400  0.639571428      0.731832385       1.01300001    
       26460  0.639261901      0.731832385       1.01300001    
       26520  0.639261901      0.727210402       1.01300001    
       26580  0.638142884      0.727210402       1.01300001    
       26640  0.635880947      0.722875297       1.01300001    
       26700  0.636292696      0.722875297       1.01300001    
       26760  0.636285722      0.714781523       1.01300001    
       26820  0.637024403      0.714781523       1.01300001    
       26880  0.629756093      0.709051490       1.01300001    
       26940  0.616463423      0.709051490       1.01300001    
       27000  0.615476191      0.708077013       1.01300001    
       27060  0.608609736      0.708077013       1.01300001    
       27120  0.607682943      0.708335102       1.01300001    
       27180  0.608738124      0.708335102       1.01300001    
       27240  0.607365847      0.706178904       1.01300001    
       27300  0.606390238      0.706178904       1.01300001    
       27360  0.608048797      0.701924920       1.01300001    
       27420  0.609095216      0.701924920       1.01300001    
       27480  0.607268274      0.700068116       1.01300001    
       27540  0.604634166      0.700068116       1.01300001    
       27600  0.598853648      0.699999988       1.01300001    
       27660  0.599357128      0.699999988       1.01300001    
       27720  0.593804896      0.698875904       1.01300001    
       27780  0.588474989      0.698875904       1.01300001    
       27840  0.588474989      0.697781503       1.01300001    
       27900  0.587794900      0.697781503       1.01300001    
       27960  0.587794900      0.697758317       1.01300001    
       28020  0.587794900      0.697758317       1.01300001    
       28080  0.587794900      0.699112833       1.01300001    
       28140  0.588157892      0.699112833       1.01300001    
       28200  0.585864842      0.700018883       1.01300001    
       28260  0.585864842      0.700018883       1.01300001    
       28320  0.585083306      0.699966311       1.01300001    
       28380  0.585828543      0.699966311       1.01300001    
       28440  0.589999974      0.699855089       1.01300001    
       28500  0.590583324      0.699855089       1.01300001    
       28560  0.593833327      0.701699674       1.01300001    
       28620  0.593771458      0.701699674       1.01300001    
       28680  0.594617665      0.703619182      0.897000015    
       28740  0.594617665      0.703619182      0.897000015    
       28800  0.600764692      0.706552625      0.897000015    
       28860  0.606205881      0.706552625      0.897000015    
       28920  0.608828545      0.709072828      0.897000015    
       28980  0.611441195      0.709072828      0.897000015    
       29040  0.618676484      0.709151268      0.897000015    
       29100  0.625852942      0.709151268      0.897000015    
       29160  0.629285693      0.710859179      0.897000015    
       29220  0.635457158      0.710859179      0.897000015    
       29280  0.637823522      0.718730330      0.897000015    
       29340  0.649235308      0.718730330      0.897000015    
       29400  0.650142848      0.726487458      0.897000015    
       29460  0.654914260      0.726487458      0.897000015    
       29520  0.658941150      0.733666837      0.897000015    
       29580  0.662428558      0.733666837      0.897000015    
       29640  0.670142829      0.742460728      0.897000015    
       29700  0.677857161      0.742460728      0.897000015    
       29760  0.682235301      0.748714089      0.897000015    
       29820  0.687057137      0.748714089      0.897000015    
       29880  0.690999985      0.753775656      0.897000015    
       29940  0.693529427      0.753775656      0.897000015    
       30000  0.698352933      0.758905888      0.897000015    
       30060  0.705771446      0.758905888      0.897000015    
       30120  0.716485739      0.761670232      0.897000015    
       30180  0.716485739      0.761670232      0.897000015    
       30240  0.727999985      0.760708570      0.897000015    
       30300  0.737685740      0.760708570      0.897000015    
       30360  0.748250008      0.758533180      0.897000015    
       30420  0.751457155      0.758533180      0.897000015    
       30480  0.759305537      0.760358930      0.897000015    
       30540  0.764027774      0.760358930      0.897000015    
       30600  0.772527754      0.763082266      0.897000015    
       30660  0.786305547      0.763082266      0.897000015    
       30720  0.786305547      0.764443815      0.897000015    
       30780  0.798555553      0.764443815      0.897000015    
       30840  0.810249984      0.766063273      0.897000015    
       30900  0.815945923      0.766063273      0.897000015    
       30960  0.820305526      0.771717012      0.897000015    
       31020  0.832027793      0.771717012      0.897000015    
       31080  0.846027792      0.780346751      0.897000015    
       31140  0.852189183      0.780346751      0.897000015    
       31200  0.859777749      0.787360251      0.897000015    
       31260  0.871444464      0.787360251      0.897000015    
       31320  0.883611083      0.791194618      0.897000015    
       31380  0.890351355      0.791194618      0.897000015    
       31440  0.890351355      0.796613336      0.897000015    
       31500  0.893894732      0.796613336      0.897000015    
       31560  0.899051309      0.803620875      0.897000015    
       31620  0.899051309      0.803620875      0.897000015    
       31680  0.908725023      0.809930444      0.897000015    
       31740  0.914609730      0.809930444      0.897000015    
       31800  0.918761909      0.812927067      0.897000015    
       31860  0.918761909      0.812927067      0.897000015    
       31920  0.929232538      0.814058006      0.897000015    
       31980  0.937227249      0.814058006      0.897000015    
       32040  0.944888890      0.815667272      0.897000015    
       32100  0.950704575      0.815667272      0.897000015    
       32160  0.969590902      0.824039638      0.897000015    
       32220  0.986386359      0.824039638      0.897000015    
       32280  0.986386359      0.836278260      0.574999988    
       32340  0.994977772      0.836278260      0.574999988    
       32400   1.00152171      0.840507329      0.574999988    
       32460   1.01191306      0.840507329      0.574999988    
       32520   1.01820004      0.841133833      0.574999988    
       32580   1.03246665      0.841133833      0.574999988    
       32640   1.03934777      0.842796147      0.574999988    
       32700   1.05580437      0.842796147      0.574999988    
       32760   1.06949997      0.845679522      0.574999988    
       32820   1.07668889      0.845679522      0.574999988    
       32880   1.08615553      0.843733907      0.574999988    
       32940   1.09665215      0.843733907      0.574999988    
       33000   1.11023915      0.835187554      0.574999988    
       33060   1.11977780      0.835187554      0.574999988    
       33120   1.13460004      0.828735054      0.574999988    
       33180   1.13732612      0.828735054      0.574999988    
       33240   1.14639127      0.825142026      0.574999988    
       33300   1.15391111      0.825142026      0.574999988    
       33360   1.16042221      0.819700658      0.574999988    
       33420   1.16042221      0.819700658      0.574999988    
       33480   1.16697776      0.818230212      0.574999988    
       33540   1.17473328      0.818230212      0.574999988    
       33600   1.17297828      0.818461955      0.574999988    
       33660   1.18186665      0.818461955      0.574999988    
       33720   1.18724442      0.816422164      0.574999988    
       33780   1.18959999      0.816422164      0.574999988    
       33840   1.18959999      0.816992700      0.574999988    
       33900   1.19482219      0.816992700      0.574999988    
       33960   1.19635558      0.818719327      0.574999988    
       34020   1.19262218      0.818719327      0.574999988    
       34080   1.19262218      0.819442034      0.574999988    
       34140   1.19186664      0.819442034      0.574999988    
       34200   1.19266665      0.818914354      0.574999988    
       34260   1.18906665      0.818914354      0.574999988    
       34320   1.19175005      0.816840649      0.574999988    
       34380   1.19175005      0.816840649      0.574999988    
       34440   1.18495452      0.814498961      0.574999988    
       34500   1.17715907      0.814498961      0.574999988    
       34560   1.17250001      0.812106252      0.574999988    
       34620   1.17250001      0.812106252      0.574999988    
       34680   1.16363633      0.809340298      0.574999988    
       34740   1.15459096      0.809340298      0.574999988    
       34800   1.14534092      0.806414962      0.574999988    
       34860   1.14534092      0.806414962      0.574999988    
       34920   1.13761365      0.804059744      0.574999988    
       34980   1.12931824      0.804059744      0.574999988    
       35040   1.12002277      0.800191700      0.574999988    
       35100   1.11304450      0.800191700      0.574999988    
       35160   1.11504543      0.796858490      0.574999988    
       35220   1.10909092      0.796858490      0.574999988    
       35280   1.10331106      0.793587685      0.574999988    
       35340   1.09071112      0.793587685      0.574999988    
       35400   1.08936369      0.788829744      0.574999988    
       35460   1.07897723      0.788829744      0.574999988    
       35520   1.07075560      0.785548091      0.574999988    
       35580   1.06397724      0.785548091      0.574999988    
       35640   1.05140913      0.786441684      0.574999988    
       35700   1.03756821      0.786441684      0.574999988    
       35760   1.02779996      0.788728416      0.574999988    
       35820   1.01838636      0.788728416      0.574999988    
       35880   1.00095451      0.787685692      0.902000010    
       35940  0.993266642      0.787685692      0.902000010    
       36000  0.977622211      0.779005885      0.902000010    
       36060  0.970386386      0.779005885      0.902000010    
       36120  0.957659066      0.774497986      0.902000010    
       36180  0.950999975      0.774497986      0.902000010    
       36240  0.934955537      0.776734173      0.902000010    
       36300  0.925545454      0.776734173      0.902000010    
       36360  0.906000018      0.778163135      0.902000010    
       36420  0.888454556      0.778163135      0.902000010    
       36480  0.888454556      0.776694775      0.902000010    
       36540  0.876159072      0.776694775      0.902000010    
       36600  0.854068160      0.778663337      0.902000010    
       36660  0.834659100      0.778663337      0.902000010    
       36720  0.834659100      0.787251472      0.902000010    
       36780  0.818909109      0.787251472      0.902000010    
       36840  0.805772722      0.794912755      0.902000010    
       36900  0.798818171      0.794912755      0.902000010    
       36960  0.798818171      0.801004231      0.902000010    
       37020  0.789113641      0.801004231      0.902000010    
       37080  0.788644433      0.810272396      0.902000010    
       37140  0.778999984      0.810272396      0.902000010    
       37200  0.772568166      0.817087173      0.902000010    
       37260  0.765954554      0.817087173      0.902000010    
       37320  0.766044438      0.817820907      0.902000010    
       37380  0.754422247      0.817820907      0.902000010    
       37440  0.746295452      0.819952309      0.902000010    
       37500  0.746533334      0.819952309      0.902000010    
       37560  0.732888877      0.821772933      0.902000010    
       37620  0.723311126      0.821772933      0.902000010    
       37680  0.718159080      0.821458280      0.902000010    
       37740  0.718200028      0.821458280      0.902000010    
       37800  0.712466657      0.821735680      0.902000010    
       37860  0.707422197      0.821735680      0.902000010    
       37920  0.706681848      0.826591432      0.902000010    
       37980  0.706466675      0.826591432      0.902000010    
       38040  0.705673933      0.830396175      0.902000010    
       38100  0.702869594      0.830396175      0.902000010    
       38160  0.702717364      0.830127537      0.902000010    
       38220  0.700200021      0.830127537      0.902000010    
       38280  0.700200021      0.834816933      0.902000010    
       38340  0.697022200      0.834816933      0.902000010    
       38400  0.695155561      0.835194945      0.902000010    
       38460  0.698199987      0.835194945      0.902000010    
       38520  0.698199987      0.833246589      0.902000010    
       38580  0.700422227      0.833246589      0.902000010    
       38640  0.700590909      0.831558704      0.902000010    
       38700  0.700046539      0.831558704      0.902000010    
       38760  0.697523832      0.830424249      0.902000010    
       38820  0.697523832      0.830424249      0.902000010    
       38880  0.694219530      0.829044342      0.902000010    
       38940  0.690349996      0.829044342      0.902000010    
       39000  0.689615369      0.829234660      0.902000010    
       39060  0.689615369      0.829234660      0.902000010    
       39120  0.691131592      0.829443395      0.902000010    
       39180  0.690648675      0.829443395      0.902000010    
       39240  0.690648675      0.832468271      0.902000010    
       39300  0.687351346      0.832468271      0.902000010    
       39360  0.685864866      0.835991740      0.902000010    
       39420  0.687621593      0.835991740      0.902000010    
       39480  0.687621593      0.837864220      0.953000009    
       39540  0.687864840      0.837864220      0.953000009    
       39600  0.685837865      0.834788501      0.953000009    
       39660  0.683864892      0.834788501      0.953000009    
       39720  0.683864892      0.832748115      0.953000009    
       39780  0.681459486      0.832748115      0.953000009    
       39840  0.679054081      0.834851801      0.953000009    
       39900  0.681378365      0.834851801      0.953000009    
       39960  0.681378365      0.834442198      0.953000009    
       40020  0.683243215      0.834442198      0.953000009    
