 20190106
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        3600   14.8249178       16.3424263       14.8353539    
        3660   14.8201637       16.3571472       14.8378830    
        3720   14.8142624       16.3742180       14.8418884    
        3780   14.8062296       16.3964405       14.8456764    
        3840   14.7975407       16.4231911       14.8481903    
        3900   14.7891808       16.4512730       14.8503294    
        3960   14.7836065       16.4783783       14.8525810    
        4020   14.7775412       16.5030212       14.8551874    
        4080   14.7675409       16.5254059       14.8585138    
        4140   14.7608194       16.5463409       14.8625546    
        4200   14.7529507       16.5667706       14.8658762    
        4260   14.7396717       16.5874367       14.8673477    
        4320   14.7301636       16.6081696       14.8659668    
        4380   14.7219667       16.6274662       14.8621721    
        4440   14.7116394       16.6442070       14.8558369    
        4500   14.7008200       16.6579666       14.8481865    
        4560   14.6906557       16.6683998       14.8412437    
        4620   14.6842623       16.6757030       14.8355570    
        4680   14.6804914       16.6816425       14.8317080    
        4740   14.6762295       16.6881237       14.8288841    
        4800   14.6754103       16.6955299       14.8264189    
        4860   14.6740980       16.7032204       14.8239231    
        4920   14.6640987       16.7105370       14.8199377    
        4980   14.6560659       16.7175522       14.8147326    
        5040   14.6477051       16.7238426       14.8113060    
        5100   14.6381969       16.7280426       14.8103428    
        5160   14.6318035       16.7297611       14.8111992    
        5220   14.6272135       16.7313137       14.8127670    
        5280   14.6245899       16.7353420       14.8130627    
        5340   14.6227865       16.7416210       14.8106775    
        5400   14.6185246       16.7490540       14.8055458    
        5460   14.6159019       16.7554283       14.7992716    
        5520   14.6134424       16.7583599       14.7932959    
        5580   14.6101637       16.7566109       14.7884140    
        5640   14.6026230       16.7514591       14.7847757    
        5700   14.5934429       16.7450981       14.7835245    
        5760   14.5819674       16.7392502       14.7856684    
        5820   14.5709839       16.7342491       14.7889242    
        5880   14.5627871       16.7316284       14.7910604    
        5940   14.5550823       16.7307129       14.7916155    
        6000   14.5462294       16.7289009       14.7909727    
        6060   14.5360651       16.7249222       14.7902651    
        6120   14.5249176       16.7189045       14.7912426    
        6180   14.5114756       16.7112694       14.7932930    
        6240   14.5006561       16.7032585       14.7947149    
        6300   14.4893446       16.6967239       14.7956209    
        6360   14.4788523       16.6920547       14.7968607    
        6420   14.4663935       16.6872463       14.8000450    
        6480   14.4513111       16.6811848       14.8049011    
        6540   14.4381971       16.6748524       14.8106194    
        6600   14.4257374       16.6700401       14.8156614    
        6660   14.4118032       16.6672058       14.8194466    
        6720   14.3972130       16.6647911       14.8224430    
        6780   14.3806553       16.6609268       14.8249731    
        6840   14.3660660       16.6547604       14.8280134    
        6900   14.3521309       16.6466656       14.8333626    
        6960   14.3391800       16.6376858       14.8416481    
        7020   14.3281965       16.6299038       14.8516321    
        7080   14.3219671       16.6253872       14.8620834    
        7140   14.3149176       16.6239529       14.8718948    
        7200   14.3070488       16.6242065       14.2882929    
        7260   14.3000002       16.6244907       14.2771120    
        7320   14.2914753       16.6231689       14.2662077    
        7380   14.2857380       16.6191978       14.2571878    
        7440   14.2796717       16.6131077       14.2507391    
        7500   14.2722950       16.6065102       14.2462244    
        7560   14.2622948       16.6006393       14.2423286    
        7620   14.2504921       16.5964146       14.2377062    
        7680   14.2380323       16.5933876       14.2319050    
        7740   14.2290163       16.5907936       14.2248068    
        7800   14.2198362       16.5877666       14.2178392    
        7860   14.2127867       16.5837994       14.2118273    
        7920   14.2077045       16.5788803       14.2069492    
        7980   14.1999998       16.5733566       14.2035513    
        8040   14.1939344       16.5677910       14.2005587    
        8100   14.1881971       16.5626945       14.1980009    
        8160   14.1831150       16.5582809       14.1948967    
        8220   14.1775408       16.5542736       14.1906776    
        8280   14.1714754       16.5501137       14.1862993    
        8340   14.1683607       16.5451832       14.1829472    
        8400   14.1693439       16.5393677       14.1805840    
        8460   14.1632786       16.5328331       14.1791964    
        8520   14.1549177       16.5261822       14.1772346    
        8580   14.1524591       16.5201378       14.1734066    
        8640   14.1493444       16.5154190       14.1682158    
        8700   14.1459017       16.5117798       14.1605301    
        8760   14.1452456       16.5070610       14.1506844    
        8820   14.1462297       16.4986725       14.1402559    
        8880   14.1450815       16.4858685       14.1304569    
        8940   14.1426229       16.4704208       14.1232729    
        9000   14.1426229       16.4544640       14.1198492    
        9060   14.1452456       16.4400291       14.1188316    
        9120   14.1463938       16.4289207       14.1182852    
        9180   14.1488523       16.4216824       14.1173019    
