 20190208
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        3660   15.1113119       16.7297421       15.0850964    
        3720   15.1011477       16.7350597       15.0767870    
        3780   15.0945902       16.7323685       15.0722675    
        3840   15.0886889       16.7233849       15.0706100    
        3900   15.0837708       16.7115993       15.0700045    
        3960   15.0798359       16.7002430       15.0707798    
        4020   15.0767212       16.6902103       15.0719776    
        4080   15.0734425       16.6813087       15.0718489    
        4140   15.0722952       16.6737022       15.0689011    
        4200   15.0724592       16.6669312       15.0622358    
        4260   15.0713120       16.6598682       15.0534210    
        4320   15.0680332       16.6503506       15.0461578    
        4380   15.0642624       16.6367321       15.0438881    
        4440   15.0644264       16.6202106       15.0464888    
        4500   15.0662298       16.6046906       15.0530653    
        4560   15.0685244       16.5933838       15.0614653    
        4620   15.0724592       16.5871449       15.0696630    
        4680   15.0757380       16.5843410       15.0770025    
        4740   15.0768852       16.5822659       15.0833998    
        4800   15.0781965       16.5790882       15.0884123    
        4860   15.0791807       16.5743256       15.0919638    
        4920   15.0786886       16.5681419       15.0956650    
        4980   15.0798359       16.5605030       15.1011257    
        5040   15.0796719       16.5513134       15.1091070    
        5100   15.0775414       16.5416451       15.1195898    
        5160   15.0757380       16.5327644       15.1310015    
        5220   15.0736065       16.5255089       15.1411829    
        5280   15.0714750       16.5199623       15.1500769    
        5340   15.0693445       16.5153084       15.1588182    
        5400   15.0680332       16.5103016       15.1681776    
        5460   15.0686884       16.5041237       15.1782799    
        5520   15.0691805       16.4970207       15.1879158    
        5580   15.0719671       16.4899673       15.1958084    
        5640   15.0778685       16.4830761       15.2011061    
        5700   15.0831146       16.4746971       15.2040720    
        5760   15.0875406       16.4631729       15.2055054    
        5820   15.0936069       16.4478092       15.2067699    
        5880   15.0995083       16.4288559       15.2103052    
        5940   15.1040983       16.4077187       15.2180252    
        6000   15.1073771       16.3865108       15.2293015    
        6060   15.1104918       16.3673363       15.2421179    
        6120   15.1144266       16.3517914       15.2552166    
        6180   15.1186886       16.3395576       15.2680063    
        6240   15.1222954       16.3285770       15.2800322    
        6300   15.1239347       16.3172436       15.2915688    
        6360   15.1237707       16.3051834       15.3032608    
