 20181016
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       25080   2.70700002       3.02886391       2.74200177    
       25140   2.72009087       3.02886391       2.75756550    
       25200   2.73259997       3.02436709       2.77013826    
       25260   2.74402213       3.02436709       2.78354979    
       25320   2.74873328       3.02297688       2.79434419    
       25380   2.75672722       3.02297688       2.80281782    
       25440   2.75679994       3.02103829       2.80945492    
       25500   2.75524449       3.02103829       2.81500125    
       25560   2.75799990       3.01817274       2.81989789    
       25620   2.75775003       3.01817274       2.82324696    
       25680   2.76522231       3.01147890       2.82732725    
       25740   2.78106666       3.01147890       2.83178997    
       25800   2.79695559       3.00408006       2.83513951    
       25860   2.80363631       3.00408006       2.83654714    
       25920   2.80895567       2.99656796       2.83687472    
       25980   2.80819988       2.99656796       2.83660626    
       26040   2.81542230       2.98461270       2.83630848    
       26100   2.82168174       2.98461270       2.83683109    
       26160   2.82855558       2.96915388       2.83813810    
       26220   2.84337783       2.96915388       2.84054327    
       26280   2.84668899       2.95431614       2.84183669    
       26340   2.85813642       2.95431614       2.84537363    
       26400   2.85495567       2.93722200       2.85036564    
       26460   2.85397768       2.93722200       2.85678530    
       26520   2.85222220       2.92736721       2.86341619    
       26580   2.85415912       2.92736721       2.87026215    
       26640   2.84091115       2.92335963       2.87741017    
       26700   2.83373332       2.92335963       2.88493395    
       26760   2.82725000       2.92187858       2.89067125    
       26820   2.82713962       2.92187858       2.89399362    
       26880   2.82713962       2.92080116       2.89530039    
       26940   2.82550001       2.92080116       2.89497685    
       27000   2.83468294       2.91587830       2.89454150    
       27060   2.83468294       2.91587830       2.89226675    
       27120   2.83372498       2.90062976       2.88991165    
       27180   2.82461548       2.90062976       2.88827562    
       27240   2.82461548       2.88631892       2.88514447    
       27300   2.80658984       2.88631892       2.88114810    
       27360   2.79363155       2.86842084       2.87748456    
       27420   2.77546144       2.86842084       2.87285924    
       27480   2.77051282       2.84574246       2.86652279    
       27540   2.77589464       2.84574246       2.85891914    
       27600   2.76472974       2.82349181       2.85129857    
       27660   2.76472974       2.82349181       2.84595942    
       27720   2.76840544       2.80136085       2.84052348    
       27780   2.77505565       2.80136085       2.83469272    
       27840   2.77244449       2.78350329       2.82926965    
       27900   2.77435136       2.78350329       2.82402134    
       27960   2.77627015       2.76533651       2.81970215    
       28020   2.77608323       2.76533651       2.81673717    
       28080   2.77147222       2.74743986       2.81392026    
       28140   2.76662159       2.74743986       2.80982947    
       28200   2.75705409       2.73492503       2.80443597    
       28260   2.75827789       2.73492503       2.79747367    
       28320   2.74594593       2.72239447       2.79105854    
       28380   2.74816227       2.72239447       2.79077935    
       28440   2.76108098       2.70625710       2.79567122    
       28500   2.75866675       2.70625710       2.80099869    
       28560   2.77183795       2.69013762       2.80650163    
       28620   2.78632426       2.69013762       2.81011391    
       28680   2.77508116       2.69585514       2.73298550    
       28740   2.77005553       2.69585514       2.73208261    
       28800   2.77864861       2.70315647       2.73121405    
       28860   2.76032424       2.70315647       2.73320389    
       28920   2.74359465       2.70421672       2.73646855    
       28980   2.74683785       2.70421672       2.74093747    
       29040   2.74683785       2.70670342       2.74504185    
       29100   2.73740530       2.70670342       2.74733853    
       29160   2.73186493       2.70938802       2.75072479    
       29220   2.73091888       2.70938802       2.75302339    
       29280   2.73091888       2.70946383       2.75492454    
       29340   2.73056746       2.70946383       2.75587225    
       29400   2.72570276       2.71121073       2.75797963    
       29460   2.71629739       2.71121073       2.75974321    
       29520   2.71629739       2.71008039       2.76063037    
       29580   2.71332431       2.71008039       2.76190233    
       29640   2.72772980       2.70437646       2.76219153    
       29700   2.73051357       2.70437646       2.76112056    
       29760   2.73051357       2.69711828       2.76020813    
       29820   2.73010802       2.69711828       2.76006365    
       29880   2.72770262       2.69187355       2.76002145    
       29940   2.73218918       2.69187355       2.76098752    
       30000   2.73218918       2.68731570       2.75741410    
       30060   2.74372983       2.68731570       2.75047207    
       30120   2.75221610       2.68364453       2.74243879    
       30180   2.76645947       2.68364453       2.73582530    
       30240   2.77065778       2.66900277       2.72983527    
       30300   2.78451347       2.66900277       2.72311711    
       30360   2.79827023       2.65434337       2.71634126    
       30420   2.80857897       2.65434337       2.71254826    
       30480   2.81566668       2.64127445       2.70935392    
       30540   2.81566668       2.64127445       2.70733690    
       30600   2.82327509       2.63149643       2.70793104    
       30660   2.81631708       2.63149643       2.70822310    
       30720   2.81559515       2.62391734       2.70708680    
       30780   2.81559515       2.62391734       2.70472240    
       30840   2.81597686       2.62072921       2.70284963    
       30900   2.82222724       2.62072921       2.70337987    
       30960   2.82802320       2.61656189       2.70452833    
       31020   2.81936359       2.61656189       2.70763063    
       31080   2.83497739       2.61784172       2.71199846    
       31140   2.84599996       2.61784172       2.71726251    
       31200   2.84804440       2.62532592       2.72246766    
       31260   2.84804440       2.62532592       2.72579908    
       31320   2.85276079       2.63404250       2.72612524    
       31380   2.85680437       2.63404250       2.72599888    
       31440   2.86944675       2.63983250       2.72681522    
       31500   2.87680435       2.63983250       2.72773957    
       31560   2.88326097       2.63930130       2.72905254    
       31620   2.89393473       2.63930130       2.72857690    
       31680   2.89459586       2.64321971       2.72628665    
       31740   2.90071750       2.64321971       2.72416759    
       31800   2.91110873       2.64554167       2.72309422    
       31860   2.93302178       2.64554167       2.72209740    
       31920   2.93763828       2.64033699       2.71989870    
       31980   2.95145655       2.64033699       2.71549416    
       32040   2.96689129       2.63789535       2.71031427    
       32100   2.97291303       2.63789535       2.70516062    
       32160   2.97291303       2.63325191       2.70013261    
       32220   2.98397827       2.63325191       2.69588161    
       32280   2.99204350       2.62668538       3.01713228    
       32340   3.00028896       2.62668538       3.02640367    
       32400   3.01171732       2.61983156       3.03494644    
       32460   3.01852179       2.61983156       3.04263592    
       32520   3.02973914       2.61475182       3.04695106    
       32580   3.04524446       2.61475182       3.04959106    
       32640   3.05844450       2.60983777       3.05066586    
       32700   3.07086945       2.60983777       3.05009508    
       32760   3.09847832       2.60019231       3.05000854    
       32820   3.10902214       2.60019231       3.04831886    
       32880   3.13455558       2.58757782       3.04746675    
       32940   3.13413048       2.58757782       3.04758596    
       33000   3.13145661       2.57465339       3.04796505    
       33060   3.13924456       2.57465339       3.04614973    
       33120   3.15199995       2.56066132       3.04349136    
       33180   3.14923906       2.56066132       3.04115748    
       33240   3.14576077       2.54670429       3.04041123    
       33300   3.14135551       2.54670429       3.04216123    
       33360   3.13797784       2.53147888       3.04446220    
       33420   3.13723922       2.53147888       3.04530191    
       33480   3.13473916       2.52283812       3.04542065    
       33540   3.13637781       2.52283812       3.04548192    
       33600   3.14828897       2.51551819       3.04383206    
       33660   3.16078258       2.51551819       3.04343987    
       33720   3.17095661       2.50461102       3.04373693    
       33780   3.17755556       2.50461102       3.04260135    
       33840   3.18124437       2.49113965       3.04164386    
       33900   3.19137788       2.49113965       3.04155421    
       33960   3.19778252       2.48132968       3.03935671    
       34020   3.20288897       2.48132968       3.03729010    
       34080   3.21506667       2.47281528       3.03346515    
       34140   3.22535563       2.47281528       3.03001952    
       34200   3.22371745       2.46329165       3.02598214    
       34260   3.22602224       2.46329165       3.02150989    
       34320   3.24848890       2.44841290       3.01585317    
       34380   3.26788878       2.44841290       3.00983334    
       34440   3.26808691       2.43348598       3.00396037    
       34500   3.27777767       2.43348598       2.99726295    
       34560   3.27337790       2.41998625       2.99012184    
       34620   3.27610874       2.41998625       2.98382306    
       34680   3.29093480       2.40738177       2.97686553    
       34740   3.30246663       2.40738177       2.96935773    
       34800   3.31008887       2.39243889       2.96103573    
       34860   3.32157779       2.39243889       2.95260048    
       34920   3.32456517       2.37776828       2.94354939    
       34980   3.33033323       2.37776828       2.93382931    
       35040   3.34608889       2.36211753       2.92561078    
       35100   3.35482216       2.36211753       2.91795897    
       35160   3.35482216       2.34530783       2.91016912    
       35220   3.36788893       2.34530783       2.90239978    
       35280   3.36735559       2.33306146       2.89548516    
       35340   3.37740898       2.33306146       2.88925600    
       35400   3.36773324       2.32001281       2.88336682    
       35460   3.37719989       2.32001281       2.87733603    
       35520   3.37893343       2.30885696       2.87087488    
       35580   3.37688899       2.30885696       2.86506510    
