 20190330
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       32280   5.24269581       4.77647877       5.26716995    
       32340   5.27206659       4.77647877       5.29732800    
       32400   5.27243471       4.72350597       5.33216810    
       32460   5.29819584       4.72350597       5.37224579    
       32520   5.35708714       4.68535852       5.41534328    
       32580   5.38213348       4.68535852       5.45834160    
       32640   5.38971758       4.65565491       5.50122976    
       32700   5.40680456       4.65565491       5.54876280    
       32760   5.43647814       4.64120674       5.59904337    
       32820   5.45940018       4.64120674       5.64772844    
       32880   5.46549988       4.63566637       5.69516039    
       32940   5.49658680       4.63566637       5.73688602    
       33000   5.52950001       4.64096737       5.77240992    
       33060   5.54220009       4.64096737       5.80564404    
       33120   5.57217407       4.64249468       5.84095621    
       33180   5.59654331       4.64249468       5.87399530    
       33240   5.61335564       4.62951899       5.90555716    
       33300   5.66184425       4.62951899       5.93447495    
       33360   5.69589138       4.62274075       5.96063042    
       33420   5.73869562       4.62274075       5.98638582    
       33480   5.76497793       4.61368179       6.01309347    
       33540   5.80913353       4.61368179       6.04050922    
       33600   5.85230446       4.59860229       6.06583881    
       33660   5.91030455       4.59860229       6.08951616    
       33720   5.93175554       4.59005833       6.11137819    
       33780   5.99697781       4.59005833       6.13048601    
       33840   6.01317406       4.58192348       6.14697742    
       33900   6.07067394       4.58192348       6.16240835    
       33960   6.10015535       4.56929636       6.17945719    
       34020   6.16857767       4.56929636       6.19542170    
       34080   6.19993496       4.55332708       6.21068621    
       34140   6.21852160       4.55332708       6.22581387    
       34200   6.23575544       4.55045795       6.23727846    
       34260   6.26068878       4.55045795       6.24687338    
       34320   6.29093456       4.54760504       6.25832987    
       34380   6.34430456       4.54760504       6.26908159    
       34440   6.36137772       4.53490543       6.28211546    
       34500   6.38615561       4.53490543       6.29758263    
       34560   6.40654325       4.53259802       6.31496716    
       34620   6.43369579       4.53259802       6.33003759    
       34680   6.45844460       4.54283381       6.34281826    
       34740   6.49844456       4.54283381       6.35779572    
       34800   6.48063040       4.56196642       6.37573719    
       34860   6.51515198       4.56196642       6.39564180    
       34920   6.55665207       4.57715321       6.41684628    
       34980   6.57353354       4.57715321       6.43758345    
       35040   6.55950022       4.60752439       6.45783663    
       35100   6.58139133       4.60752439       6.47852612    
       35160   6.60634804       4.64448881       6.49687290    
       35220   6.60634804       4.64448881       6.51203680    
       35280   6.60506535       4.68374491       6.52756548    
       35340   6.63789129       4.68374491       6.54163980    
       35400   6.67539120       4.71739674       6.55647326    
       35460   6.67539120       4.71739674       6.57102060    
       35520   6.67391300       4.75367785       6.58235025    
       35580   6.66728258       4.75367785       6.59304619    
       35640   6.64926100       4.79660463       6.60218620    
       35700   6.65902233       4.79660463       6.60999823    
       35760   6.63271761       4.82854462       6.61589289    
       35820   6.61260891       4.82854462       6.61441517    
       35880   6.60810852       4.85636902       6.62474060    
       35940   6.62911129       4.85636902       6.61731100    
       36000   6.61245632       4.87934780       6.60420704    
       36060   6.62204361       4.87934780       6.58423853    
       36120   6.64597845       4.87811518       6.55904388    
       36180   6.64277792       4.87811518       6.53410053    
       36240   6.61619568       4.86494589       6.51055145    
       36300   6.60636950       4.86494589       6.48889446    
       36360   6.62769556       4.84904099       6.46665859    
       36420   6.63753319       4.84904099       6.44367599    
       36480   6.62676096       4.83275747       6.42138100    
       36540   6.65456533       4.83275747       6.39966965    
       36600   6.65100002       4.81885481       6.37614012    
       36660   6.66177797       4.81885481       6.34981108    
       36720   6.64849997       4.81035709       6.31776428    
       36780   6.61969566       4.81035709       6.28083420    
       36840   6.62302208       4.79398823       6.24079609    
       36900   6.62302208       4.79398823       6.19895935    
       36960   6.60752296       4.76348400       6.15988827    
       37020   6.55738640       4.76348400       6.12198162    
       37080   6.53586340       4.73414612       6.08631849    
       37140   6.53586340       4.73414612       6.05450773    
       37200   6.54711342       4.70153093       6.02151966    
       37260   6.51547718       4.70153093       5.98832178    
       37320   6.50006819       4.68266058       5.95519924    
       37380   6.50006819       4.68266058       5.92430687    
       37440   6.47347736       4.66149855       5.89169455    
       37500   6.41790915       4.66149855       5.85552788    
       37560   6.37949991       4.63714170       5.82244205    
       37620   6.37949991       4.63714170       5.79211426    
       37680   6.34104538       4.61126184       5.75970602    
       37740   6.29434109       4.61126184       5.72698927    
       37800   6.28161383       4.59401417       5.69287586    
       37860   6.28161383       4.59401417       5.65908384    
       37920   6.25790930       4.57346678       5.63178968    
       37980   6.24634075       4.57346678       5.60894871    
       38040   6.21853495       4.53789949       5.59287214    
       38100   6.25127268       4.53789949       5.58087349    
       38160   6.25561380       4.52581692       5.56932449    
       38220   6.23076725       4.52581692       5.55741596    
       38280   6.22690678       4.53473806       5.54555893    
       38340   6.22438622       4.53473806       5.53397274    
       38400   6.21299982       4.54546499       5.52163696    
       38460   6.22541857       4.54546499       5.50775385    
       38520   6.21265125       4.55552912       5.49363708    
       38580   6.20825577       4.55552912       5.48009253    
       38640   6.22677279       4.56199169       5.46721745    
       38700   6.23372078       4.56199169       5.45546150    
       38760   6.20730209       4.56660271       5.44676161    
       38820   6.18569756       4.56660271       5.44345331    
       38880   6.19429541       4.57216835       5.44080687    
       38940   6.20118189       4.57216835       5.43598318    
       39000   6.18009281       4.58771706       5.42975807    
       39060   6.18102312       4.58771706       5.41986084    
       39120   6.17634106       4.60762167       5.41075039    
       39180   6.20513630       4.60762167       5.40540266    
       39240   6.20372105       4.62005901       5.40073347    
       39300   6.27774429       4.62005901       5.39880705    
       39360   6.28999996       4.63210392       5.39994574    
       39420   6.30031824       4.63210392       5.40364838    
       39480   6.33067465       4.64860868       6.36159372    
       39540   6.34937191       4.64860868       6.37372971    
       39600   6.35693169       4.67299843       6.38730764    
       39660   6.35834074       4.67299843       6.39947796    
       39720   6.37295341       4.69072199       6.41084099    
       39780   6.37373829       4.69072199       6.42282486    
       39840   6.37373829       4.71411562       6.43644619    
       39900   6.39699984       4.71411562       6.44612503    
       39960   6.42495012       4.73200035       6.45127010    
       40020   6.38892508       4.73200035       6.45599365    
       40080   6.35995102       4.74714327       6.46532393    
