 20190621
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       21480   6.54665852       5.29402542       6.56456614    
       21540   6.50565863       5.29402542       6.54310274    
       21600   6.50432491       5.31108189       6.52652407    
       21660   6.46143913       5.31108189       6.51412010    
       21720   6.47278070       5.32987070       6.50289488    
       21780   6.49626827       5.32987070       6.49565983    
       21840   6.51597500       5.34764719       6.48588371    
       21900   6.51989985       5.34764719       6.47506905    
       21960   6.50997543       5.36755133       6.46713161    
       22020   6.48226833       5.36755133       6.46108246    
       22080   6.42941475       5.38446045       6.45906258    
       22140   6.42442513       5.38446045       6.45740747    
       22200   6.40724373       5.40545464       6.45877981    
       22260   6.39804888       5.40545464       6.46088886    
       22320   6.41158533       5.43127584       6.46191978    
       22380   6.41712523       5.43127584       6.45898628    
       22440   6.36712217       5.45587015       6.45723295    
       22500   6.28541470       5.45587015       6.45655203    
       22560   6.22268295       5.48332262       6.45592022    
       22620   6.22268295       5.48332262       6.45786953    
       22680   6.15160990       5.51156473       6.45914412    
       22740   6.12370729       5.51156473       6.46025419    
       22800   6.08514977       5.53744078       6.45924759    
       22860   6.11067486       5.53744078       6.45759487    
       22920   6.13370752       5.56166458       6.45565796    
       22980   6.14834166       5.56166458       6.45077229    
       23040   6.16902494       5.58515549       6.44525003    
       23100   6.22312212       5.58515549       6.43948078    
       23160   6.25348759       5.60739708       6.43372583    
       23220   6.23053646       5.60739708       6.42756462    
       23280   6.22529268       5.62882090       6.42103958    
       23340   6.22529268       5.62882090       6.41200542    
       23400   6.20900011       5.65144682       6.40239954    
       23460   6.22580481       5.65144682       6.39260340    
       23520   6.22231722       5.67409611       6.38386488    
       23580   6.22231722       5.67409611       6.37757301    
       23640   6.19041443       5.69742823       6.37212133    
       23700   6.16156101       5.69742823       6.36602354    
       23760   6.14341450       5.71913862       6.35936546    
       23820   6.14341450       5.71913862       6.35096550    
       23880   6.13892841       5.73883152       6.34384108    
       23940   6.14602327       5.73883152       6.33611012    
       24000   6.14602327       5.75572348       6.33161688    
       24060   6.14334106       5.75572348       6.32890701    
       24120   6.12311125       5.77346039       6.32780170    
       24180   6.11213064       5.77346039       6.32632256    
       24240   6.09054327       5.79243326       6.32404518    
       24300   6.09054327       5.79243326       6.32162237    
       24360   6.14182615       5.81134224       6.32016563    
       24420   6.18478251       5.81134224       6.31984949    
       24480   6.21045637       5.82895327       6.32016325    
       24540   6.21045637       5.82895327       6.32167721    
       24600   6.24045658       5.84732056       6.32364464    
       24660   6.26621723       5.84732056       6.32596874    
       24720   6.27371120       5.86422825       6.32759666    
       24780   6.27428246       5.86422825       6.32802868    
       24840   6.25302172       5.87963390       6.32840157    
       24900   6.23255539       5.87963390       6.32886934    
       24960   6.23159981       5.89308071       6.33002710    
       25020   6.25843477       5.89308071       6.33138752    
       25080   6.26517391       5.90532160       6.30136919    
       25140   6.27684450       5.90532160       6.32019663    
       25200   6.30277777       5.91730928       6.33599234    
       25260   6.31567383       5.91730928       6.34674120    
       25320   6.37528276       5.92619610       6.35637522    
       25380   6.39073324       5.92619610       6.36531353    
       25440   6.42317772       5.93025446       6.37383270    
       25500   6.42317772       5.93025446       6.38764286    
       25560   6.45411110       5.93085909       6.40112209    
       25620   6.46180010       5.93085909       6.41290045    
       25680   6.49144459       5.92875290       6.41990185    
       25740   6.52495432       5.92875290       6.42718458    
       25800   6.54433346       5.92900705       6.43808222    
       25860   6.57993317       5.92900705       6.44780254    
       25920   6.61237764       5.92845678       6.45704651    
       25980   6.63215923       5.92845678       6.46334839    
       26040   6.61864424       5.92573595       6.46812248    
       26100   6.66520023       5.92573595       6.47079039    
       26160   6.69755554       5.92259121       6.47306204    
       26220   6.73252296       5.92259121       6.47922707    
       26280   6.70913315       5.92045879       6.48394918    
       26340   6.74106646       5.92045879       6.48936939    
       26400   6.77860022       5.92077684       6.49598885    
       26460   6.77860022       5.92077684       6.50382233    
       26520   6.78264427       5.92284536       6.51176214    
       26580   6.79235554       5.92284536       6.52273369    
       26640   6.75139999       5.92904520       6.53826761    
       26700   6.75139999       5.92904520       6.55629158    
       26760   6.72417784       5.93729353       6.57434082    
       26820   6.68559980       5.93729353       6.59290648    
       26880   6.69973326       5.94638538       6.60843658    
       26940   6.77244425       5.94638538       6.62234163    
       27000   6.77244425       5.95543861       6.63654566    
       27060   6.82148886       5.95543861       6.65128469    
       27120   6.83311129       5.96350622       6.66442585    
       27180   6.86204433       5.96350622       6.67535973    
       27240   6.86204433       5.97036695       6.68636990    
       27300   6.89144421       5.97036695       6.69828510    
       27360   6.90575552       5.97570276       6.71048689    
       27420   6.89377785       5.97570276       6.72290087    
       27480   6.89377785       5.98468494       6.73471355    
       27540   6.90251112       5.98468494       6.74554253    
       27600   6.91988897       5.99511385       6.75545168    
       27660   6.91988897       5.99511385       6.76496792    
       27720   6.92562199       6.00417757       6.77320957    
       27780   6.94237757       6.00417757       6.77983570    
       27840   6.97946644       6.01010704       6.78381872    
       27900   7.00384092       6.01010704       6.78692055    
       27960   6.99168873       6.01055574       6.78933620    
       28020   7.00135565       6.01055574       6.79018068    
       28080   6.99561357       6.00536537       6.78897333    
       28140   6.99822712       6.00536537       6.78582859    
       28200   7.01108885       5.99478340       6.78170347    
       28260   6.99433327       5.99478340       6.77728367    
       28320   6.97704554       5.98009634       6.77243948    
       28380   7.03531122       5.98009634       6.76803255    
       28440   7.09468889       5.96386433       6.76249552    
       28500   7.15266657       5.96386433       6.75534248    
       28560   7.16865206       5.94544172       6.74760437    
       28620   7.16848898       5.94544172       6.74000692    
       28680   7.16433334       5.92546177       7.20164204    
       28740   7.17962217       5.92546177       7.21839190    
       28800   7.17962217       5.90689182       7.23422956    
       28860   7.21548891       5.90689182       7.25217533    
       28920   7.23673344       5.88942194       7.26292133    
       28980   7.23102283       5.88942194       7.26686192    
       29040   7.25508881       5.87243843       7.26907539    
       29100   7.25951099       5.87243843       7.26844883    
       29160   7.25636959       5.85572815       7.26990032    
       29220   7.23848867       5.85572815       7.27836514    
       29280   7.25308895       5.83824635       7.28686523    
       29340   7.27146673       5.83824635       7.29489422    
       29400   7.25906515       5.81973839       7.29745054    
       29460   7.25600004       5.81973839       7.29625130    
       29520   7.19928885       5.79982185       7.29524088    
       29580   7.15091133       5.79982185       7.29621744    
       29640   7.14684772       5.78077793       7.30134344    
       29700   7.17180014       5.78077793       7.30927563    
       29760   7.20022202       5.76297188       7.31204128    
       29820   7.23688650       5.76297188       7.31008577    
       29880   7.30575562       5.74380207       7.30381298    
       29940   7.34270477       5.74380207       7.29901934    
       30000   7.42993164       5.72369146       7.29516125    
       30060   7.51122713       5.72369146       7.29030323    
       30120   7.54808903       5.69976282       7.28526211    
       30180   7.55468178       5.69976282       7.27973032    
       30240   7.61497736       5.67326593       7.27310514    
       30300   7.69745445       5.67326593       7.26601887    
       30360   7.69745445       5.64595890       7.25854778    
       30420   7.76906824       5.64595890       7.25044394    
       30480   7.80781841       5.61813021       7.24279594    
