 20190608
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       21480   3.95795560       6.60491562       3.86599994    
       21540   3.94391108       6.60491562       3.86599994    
       21600   3.94526076       6.60640621       3.86599994    
       21660   3.93706656       6.60640621       3.86599994    
       21720   3.93499994       6.60836458       3.86599994    
       21780   3.91208887       6.60836458       3.86599994    
       21840   3.91208887       6.61080027       3.86599994    
       21900   3.88835549       6.61080027       3.86599994    
       21960   3.87571120       6.61468697       3.86599994    
       22020   3.86462212       6.61468697       3.86599994    
       22080   3.88789129       6.61907291       3.86599994    
       22140   3.87857771       6.61907291       3.86599994    
       22200   3.88599992       6.61921215       3.86599994    
       22260   3.88660002       6.61921215       3.86599994    
       22320   3.88660002       6.61618662       3.86599994    
       22380   3.86764455       6.61618662       3.86599994    
       22440   3.85848880       6.61759520       3.86599994    
       22500   3.84313345       6.61759520       3.86599994    
       22560   3.84313345       6.62876081       3.86599994    
       22620   3.82480001       6.62876081       3.86599994    
       22680   3.79682231       6.63984585       3.86599994    
       22740   3.77106667       6.63984585       3.86599994    
       22800   3.75804543       6.64541006       3.86599994    
       22860   3.74402213       6.64541006       3.86599994    
       22920   3.72320008       6.64726734       3.86599994    
       22980   3.71650004       6.64726734       3.86599994    
       23040   3.70713329       6.64656448       3.86599994    
       23100   3.67742229       6.64656448       3.86599994    
       23160   3.64977789       6.64345884       3.86599994    
       23220   3.63620448       6.64345884       3.86599994    
       23280   3.63620448       6.63614559       3.86599994    
       23340   3.62448835       6.63614559       3.86599994    
       23400   3.62052369       6.62565565       3.86599994    
       23460   3.61453652       6.62565565       3.86599994    
       23520   3.61453652       6.61431503       3.86599994    
       23580   3.61367512       6.61431503       3.86599994    
       23640   3.61369228       6.60352230       3.86599994    
       23700   3.61452627       6.60352230       3.86599994    
       23760   3.61452627       6.59447384       3.86599994    
       23820   3.62252641       6.59447384       3.86599994    
       23880   3.60523677       6.58647490       3.86599994    
       23940   3.60523677       6.58647490       3.86599994    
       24000   3.60326314       6.57427692       3.86599994    
       24060   3.59273696       6.57427692       3.86599994    
       24120   3.57178950       6.56074095       3.86599994    
       24180   3.56059456       6.56074095       3.86599994    
       24240   3.54913163       6.54907370       3.86599994    
       24300   3.51792097       6.54907370       3.86599994    
       24360   3.51755261       6.53779030       3.86599994    
       24420   3.51755261       6.53779030       3.86599994    
       24480   3.51352620       6.52731848       3.86599994    
       24540   3.49246144       6.52731848       3.86599994    
       24600   3.48176932       6.51696253       3.86599994    
       24660   3.49026322       6.51696253       3.86599994    
       24720   3.51157904       6.50572062       3.86599994    
       24780   3.50861549       6.50572062       3.86599994    
       24840   3.48694873       6.49214077       3.86599994    
       24900   3.44938469       6.49214077       3.86599994    
       24960   3.41992116       6.47540712       3.86599994    
       25020   3.40697289       6.47540712       3.86599994    
       25080   3.40697289       6.45505333       3.48318172    
       25140   3.38977766       6.45505333       3.48318172    
       25200   3.39045715       6.43247271       3.48318172    
       25260   3.37235284       6.43247271       3.48318172    
       25320   3.36657143       6.40961218       3.48318172    
       25380   3.32511425       6.40961218       3.48318172    
       25440   3.29822850       6.39192724       3.48318172    
       25500   3.29822850       6.39192724       3.48318172    
       25560   3.30142856       6.37929964       3.48318172    
       25620   3.27051425       6.37929964       3.48318172    
       25680   3.22897148       6.36477137       3.48318172    
       25740   3.17879415       6.36477137       3.48318172    
       25800   3.15974283       6.34752083       3.48318172    
       25860   3.09297132       6.34752083       3.48318172    
       25920   3.02505708       6.33223486       3.48318172    
       25980   3.00052786       6.33223486       3.48318172    
       26040   2.98994279       6.32269859       3.48318172    
       26100   2.94865704       6.32269859       3.48318172    
       26160   2.90217137       6.31048727       3.48318172    
       26220   2.89800000       6.31048727       3.48318172    
       26280   2.88114285       6.29274845       3.48318172    
       26340   2.86039996       6.29274845       3.48318172    
       26400   2.83325720       6.27662373       3.48318172    
       26460   2.84824991       6.27662373       3.48318172    
       26520   2.84028578       6.25856400       3.48318172    
       26580   2.84685707       6.25856400       3.48318172    
       26640   2.87247229       6.23475647       3.48318172    
       26700   2.86039996       6.23475647       3.48318172    
       26760   2.87942863       6.21295118       3.48318172    
       26820   2.88442850       6.21295118       3.48318172    
       26880   2.89938879       6.19398403       3.48318172    
       26940   2.89938879       6.19398403       3.48318172    
       27000   2.90829730       6.17589569       3.48318172    
       27060   2.92710519       6.17589569       3.48318172    
       27120   2.92710519       6.16248703       3.48318172    
       27180   2.94333339       6.16248703       3.48318172    
       27240   2.95330000       6.15140295       3.48318172    
       27300   2.96375608       6.15140295       3.48318172    
       27360   2.96375608       6.13648796       3.48318172    
       27420   2.97142863       6.13648796       3.48318172    
       27480   2.96123815       6.11725378       3.48318172    
       27540   2.96749997       6.11725378       3.48318172    
       27600   2.96749997       6.09109116       3.48318172    
       27660   2.95497608       6.09109116       3.48318172    
       27720   2.93642855       6.06556606       3.48318172    
       27780   2.93942857       6.06556606       3.48318172    
       27840   2.93942857       6.04141855       3.48318172    
       27900   2.94478559       6.04141855       3.48318172    
       27960   2.95433331       6.01219988       3.48318172    
       28020   2.94573808       6.01219988       3.48318172    
       28080   2.94573808       5.97812843       3.48318172    
       28140   2.93252373       5.97812843       3.48318172    
       28200   2.93839025       5.94294882       3.48318172    
       28260   2.94109988       5.94294882       3.48318172    
       28320   2.94770741       5.91241741       3.48318172    
       28380   2.93657494       5.91241741       3.48318172    
       28440   2.93575001       5.88246155       3.48318172    
       28500   2.95390010       5.88246155       3.48318172    
       28560   2.95409989       5.85919333       3.48318172    
       28620   2.95409989       5.85919333       3.48318172    
       28680   2.97775602       5.83749771       3.22900009    
       28740   3.01345229       5.83749771       3.22900009    
       28800   3.05258131       5.81527901       3.22900009    
       28860   3.05258131       5.81527901       3.22900009    
       28920   3.08554554       5.78765726       3.22900009    
       28980   3.11570454       5.78765726       3.22900009    
       29040   3.15704536       5.76331329       3.22900009    
       29100   3.16393018       5.76331329       3.22900009    
       29160   3.19543171       5.73633194       3.22900009    
       29220   3.22563648       5.73633194       3.22900009    
       29280   3.26547718       5.70515537       3.22900009    
       29340   3.27160454       5.70515537       3.22900009    
       29400   3.30174994       5.67927837       3.22900009    
       29460   3.36786366       5.67927837       3.22900009    
       29520   3.43820453       5.65810823       3.22900009    
       29580   3.47569776       5.65810823       3.22900009    
       29640   3.52225590       5.63740349       3.22900009    
       29700   3.53772736       5.63740349       3.22900009    
       29760   3.60431814       5.61190510       3.22900009    
       29820   3.64644194       5.61190510       3.22900009    
       29880   3.69167447       5.58588266       3.22900009    
       29940   3.70543170       5.58588266       3.22900009    
       30000   3.74254537       5.56326437       3.22900009    
       30060   3.77569771       5.56326437       3.22900009    
       30120   3.82141852       5.53882170       3.22900009    
       30180   3.86402273       5.53882170       3.22900009    
       30240   3.87437201       5.51436329       3.22900009    
       30300   3.93130231       5.51436329       3.22900009    
       30360   3.98643184       5.49334717       3.22900009    
       30420   3.99455810       5.49334717       3.22900009    
       30480   4.04383707       5.46925449       3.22900009    
       30540   4.09779072       5.46925449       3.22900009    
       30600   4.12347746       5.44279909       3.22900009    
       30660   4.14427900       5.44279909       3.22900009    
       30720   4.18200016       5.41701078       3.22900009    
       30780   4.20693159       5.41701078       3.22900009    
       30840   4.22747707       5.38793373       3.22900009    
       30900   4.24806976       5.38793373       3.22900009    
       30960   4.27855825       5.36056328       3.22900009    
       31020   4.28706837       5.36056328       3.22900009    
       31080   4.32027292       5.33165359       3.22900009    
       31140   4.34406996       5.33165359       3.22900009    
       31200   4.37946510       5.30687952       3.22900009    
       31260   4.40002251       5.30687952       3.22900009    
       31320   4.45561361       5.28986931       3.22900009    
       31380   4.50104666       5.28986931       3.22900009    
       31440   4.53469753       5.27123690       3.22900009    
       31500   4.54827261       5.27123690       3.22900009    
       31560   4.59047747       5.25117731       3.22900009    
       31620   4.63272095       5.25117731       3.22900009    
       31680   4.67651176       5.23356247       3.22900009    
       31740   4.69204569       5.23356247       3.22900009    
       31800   4.74813938       5.22054005       3.22900009    
       31860   4.75777292       5.22054005       3.22900009    
       31920   4.77475548       5.20503902       3.22900009    
       31980   4.81331110       5.20503902       3.22900009    
       32040   4.81331110       5.18191385       3.22900009    
       32100   4.85468912       5.18191385       3.22900009    
       32160   4.89928865       5.16000032       3.22900009    
       32220   4.95388889       5.16000032       3.22900009    
       32280   4.95388889       5.13941669       5.22800016    
       32340   4.98331118       5.13941669       5.22800016    
       32400   5.00322199       5.11139584       5.22800016    
       32460   5.01200008       5.11139584       5.22800016    
       32520   5.01200008       5.08645487       5.22800016    
       32580   5.01773310       5.08645487       5.22800016    
       32640   5.04020023       5.06051493       5.22800016    
       32700   5.07700014       5.06051493       5.22800016    
       32760   5.07700014       5.03189373       5.22800016    
       32820   5.13128901       5.03189373       5.22800016    
       32880   5.16375542       5.00548840       5.22800016    
       32940   5.18991089       5.00548840       5.22800016    
       33000   5.18991089       4.98162985       5.22800016    
       33060   5.22397757       4.98162985       5.22800016    
       33120   5.24366665       4.94946146       5.22800016    
       33180   5.27051115       4.94946146       5.22800016    
       33240   5.30252171       4.91836119       5.22800016    
       33300   5.32826662       4.91836119       5.22800016    
       33360   5.36913347       4.88610125       5.22800016    
       33420   5.39208889       4.88610125       5.22800016    
       33480   5.41336966       4.85373497       5.22800016    
       33540   5.42928886       4.85373497       5.22800016    
       33600   5.46413326       4.82256460       5.22800016    
       33660   5.48922205       4.82256460       5.22800016    
       33720   5.49869585       4.78692245       5.22800016    
       33780   5.50224447       4.78692245       5.22800016    
       33840   5.50773335       4.75621080       5.22800016    
       33900   5.51191282       4.75621080       5.22800016    
       33960   5.51650000       4.72609043       5.22800016    
       34020   5.49782228       4.72609043       5.22800016    
       34080   5.51580429       4.69889355       5.22800016    
       34140   5.52934790       4.69889355       5.22800016    
       34200   5.53273916       4.67287827       5.22800016    
       34260   5.53951120       4.67287827       5.22800016    
       34320   5.54121733       4.64447308       5.22800016    
       34380   5.53193474       4.64447308       5.22800016    
       34440   5.52197838       4.62251282       5.22800016    
       34500   5.54548883       4.62251282       5.22800016    
       34560   5.54239130       4.60848188       5.22800016    
       34620   5.54013062       4.60848188       5.22800016    
       34680   5.55069542       4.59167242       5.22800016    
       34740   5.56855536       4.59167242       5.22800016    
       34800   5.55039120       4.57942677       5.22800016    
       34860   5.56150007       4.57942677       5.22800016    
       34920   5.59747839       4.56884193       5.22800016    
       34980   5.60562229       4.56884193       5.22800016    
       35040   5.63567400       4.55581474       5.22800016    
       35100   5.65333319       4.55581474       5.22800016    
       35160   5.68695545       4.54270983       5.22800016    
       35220   5.72288895       4.54270983       5.22800016    
       35280   5.73950005       4.52804947       5.22800016    
       35340   5.76197767       4.52804947       5.22800016    
       35400   5.79786682       4.51151180       5.22800016    
       35460   5.79358673       4.51151180       5.22800016    
       35520   5.82617378       4.48856497       5.22800016    
       35580   5.83293343       4.48856497       5.22800016    
       35640   5.86542225       4.47036839       5.22800016    
       35700   5.90021753       4.47036839       5.22800016    
       35760   5.90828276       4.46070099       5.22800016    
       35820   5.91837788       4.46070099       5.22800016    
       35880   5.93884468       4.45662928       5.89900017    
