 20190509
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       21780   3.67317772       1.83858013       3.52399993    
       21840   3.64302230       1.83583117       3.52399993    
       21900   3.61202264       1.83583117       3.52399993    
       21960   3.59464455       1.83219945       3.52399993    
       22020   3.55117774       1.83219945       3.52399993    
       22080   3.50551105       1.82839251       3.52399993    
       22140   3.50551105       1.82839251       3.52399993    
       22200   3.45891118       1.82709956       3.52399993    
       22260   3.44068885       1.82709956       3.52399993    
       22320   3.42259097       1.82523835       3.52399993    
       22380   3.39343190       1.82523835       3.52399993    
       22440   3.37977767       1.81851768       3.52399993    
       22500   3.35313630       1.81851768       3.52399993    
       22560   3.31070447       1.80979526       3.52399993    
       22620   3.26977277       1.80979526       3.52399993    
       22680   3.26977277       1.80000210       3.52399993    
       22740   3.22375011       1.80000210       3.52399993    
       22800   3.17870450       1.79557681       3.52399993    
       22860   3.13995337       1.79557681       3.52399993    
       22920   3.13143182       1.79325056       3.52399993    
       22980   3.10522723       1.79325056       3.52399993    
       23040   3.08470464       1.79296231       3.52399993    
       23100   3.07227898       1.79296231       3.52399993    
       23160   3.07145452       1.79288936       3.52399993    
       23220   3.06063628       1.79288936       3.52399993    
       23280   3.03856826       1.79051077       3.52399993    
       23340   3.01730227       1.79051077       3.52399993    
       23400   3.01725006       1.78638232       3.52399993    
       23460   2.99679542       1.78638232       3.52399993    
       23520   2.99571109       1.78011727       3.52399993    
       23580   2.98184085       1.78011727       3.52399993    
       23640   2.95334101       1.77603209       3.52399993    
       23700   2.94220448       1.77603209       3.52399993    
       23760   2.94220448       1.77433884       3.52399993    
       23820   2.94409084       1.77433884       3.52399993    
       23880   2.93306828       1.77424419       3.52399993    
       23940   2.90486360       1.77424419       3.52399993    
       24000   2.90486360       1.77049434       3.52399993    
       24060   2.87429547       1.77049434       3.52399993    
       24120   2.85875010       1.76290154       3.52399993    
       24180   2.84906983       1.76290154       3.52399993    
       24240   2.84886360       1.75335574       3.52399993    
       24300   2.82029557       1.75335574       3.52399993    
       24360   2.80267453       1.74855101       3.52399993    
