 20190212
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       25080   1.31253338       1.26785684       1.30411744    
       25140   1.31334782       1.26785684       1.30576217    
       25200   1.31108701       1.25233626       1.30814171    
       25260   1.30647826       1.25233626       1.30831802    
       25320   1.30491114       1.24379766       1.30641305    
       25380   1.30445647       1.24379766       1.30604517    
       25440   1.30682611       1.24278116       1.30699563    
       25500   1.29995656       1.24278116       1.31015491    
       25560   1.29540002       1.23607063       1.31302178    
       25620   1.29489136       1.23607063       1.31758726    
       25680   1.29213047       1.23866773       1.32520854    
       25740   1.28239131       1.23866773       1.33329511    
       25800   1.27822220       1.23898625       1.34049439    
       25860   1.27817392       1.23898625       1.34624898    
       25920   1.27495551       1.24901891       1.35287690    
       25980   1.27708888       1.24901891       1.35803497    
       26040   1.27813041       1.25341082       1.36245251    
       26100   1.27602220       1.25341082       1.36353374    
       26160   1.26902223       1.25752699       1.36299980    
       26220   1.27160001       1.25752699       1.36009109    
       26280   1.27563047       1.25640941       1.35788953    
       26340   1.27766669       1.25640941       1.35529685    
       26400   1.27886665       1.24466527       1.35169590    
       26460   1.27682221       1.24466527       1.35097206    
       26520   1.27682221       1.23383379       1.35295141    
       26580   1.28093338       1.23383379       1.35568988    
       26640   1.27984440       1.21934223       1.35772860    
       26700   1.27962220       1.21934223       1.36111760    
       26760   1.27962220       1.21560192       1.36343098    
       26820   1.28233337       1.21560192       1.36360347    
       26880   1.27939999       1.21303916       1.36171567    
       26940   1.28362226       1.21303916       1.35895741    
       27000   1.28362226       1.20755982       1.35469127    
       27060   1.28764439       1.20755982       1.35178912    
       27120   1.28935552       1.19705296       1.35091531    
       27180   1.28773332       1.19705296       1.34923637    
       27240   1.28773332       1.18192172       1.34685278    
       27300   1.28608894       1.18192172       1.34262919    
       27360   1.28544450       1.17281246       1.33848536    
       27420   1.28460002       1.17281246       1.33360529    
       27480   1.28668177       1.15999973       1.33008718    
       27540   1.28317773       1.15999973       1.32871222    
       27600   1.28733337       1.14494193       1.32941353    
       27660   1.28862226       1.14494193       1.33045936    
       27720   1.29038632       1.13567972       1.32964706    
       27780   1.29786670       1.13567972       1.32963216    
       27840   1.29362226       1.13492084       1.32893920    
       27900   1.29017782       1.13492084       1.32797992    
       27960   1.28029549       1.12653792       1.32843494    
       28020   1.28044450       1.12653792       1.33079982    
       28080   1.27731109       1.11852908       1.33393884    
       28140   1.27924442       1.11852908       1.33758879    
       28200   1.27893186       1.11819005       1.34063363    
       28260   1.27620006       1.11819005       1.34486151    
       28320   1.27180004       1.12218750       1.34967756    
       28380   1.26546669       1.12218750       1.35608995    
       28440   1.26340914       1.12509561       1.36259413    
       28500   1.26851106       1.12509561       1.36662364    
       28560   1.27271116       1.13009393       1.37009645    
       28620   1.27600002       1.13009393       1.37200713    
       28680   1.27463639       1.13443279       1.27608371    
       28740   1.27722228       1.13443279       1.27183282    
       28800   1.27468884       1.13540125       1.26923740    
       28860   1.27119994       1.13540125       1.26715004    
       28920   1.27084088       1.13415563       1.26676667    
       28980   1.27042222       1.13415563       1.26874554    
       29040   1.27102220       1.13635623       1.26975560    
       29100   1.26622224       1.13635623       1.26975787    
       29160   1.26759088       1.14314520       1.26693642    
       29220   1.26191115       1.14314520       1.26390207    
       29280   1.26048887       1.14607334       1.26063681    
       29340   1.26211107       1.14607334       1.25578940    
       29400   1.26374996       1.13980353       1.25027204    
       29460   1.26122224       1.13980353       1.24557900    
       29520   1.26002216       1.13237834       1.24147093    
       29580   1.25789130       1.13237834       1.23787630    
       29640   1.25452173       1.12060821       1.23475432    
       29700   1.25295556       1.12060821       1.23264825    
       29760   1.25473917       1.11230826       1.23158705    
       29820   1.25795650       1.11230826       1.23027730    
       29880   1.25513339       1.10658944       1.22976756    
       29940   1.25240004       1.10658944       1.22626066    
       30000   1.25240004       1.10215044       1.22321379    
       30060   1.24934089       1.10215044       1.21973884    
       30120   1.25434887       1.09721184       1.21604753    
       30180   1.25434887       1.09721184       1.21219945    
       30240   1.25235713       1.09067082       1.20818818    
       30300   1.25424385       1.09067082       1.20495725    
       30360   1.25557494       1.08328545       1.20143521    
       30420   1.25557494       1.08328545       1.19967866    
       30480   1.25471795       1.07746089       1.19901752    
       30540   1.25823689       1.07746089       1.19886625    
       30600   1.25743246       1.07103956       1.19924164    
       30660   1.26481581       1.07103956       1.19985533    
       30720   1.26892102       1.07108986       1.20132101    
       30780   1.27642107       1.07108986       1.20355463    
       30840   1.28094590       1.07434118       1.20622051    
       30900   1.27773678       1.07434118       1.21033382    
       30960   1.27557898       1.07975483       1.21528292    
       31020   1.27547371       1.07975483       1.22007632    
       31080   1.28056753       1.08817065       1.22434950    
       31140   1.28799999       1.08817065       1.22569096    
       31200   1.28628945       1.09930122       1.22564459    
       31260   1.27657890       1.09930122       1.22400939    
       31320   1.27713513       1.10620010       1.22153246    
       31380   1.27586842       1.10620010       1.22059405    
       31440   1.26236844       1.10713732       1.21958518    
       31500   1.25963163       1.10713732       1.21931314    
       31560   1.25835133       1.10434294       1.22069085    
       31620   1.26665795       1.10434294       1.22112989    
       31680   1.26168418       1.10209453       1.21904409    
       31740   1.25707901       1.10209453       1.21520543    
       31800   1.25683784       1.10697186       1.20977998    
       31860   1.25857890       1.10697186       1.20368385    
       31920   1.26444733       1.10215235       1.19807851    
       31980   1.26405263       1.10215235       1.19391716    
       32040   1.26360524       1.09160912       1.18951523    
       32100   1.26360524       1.09160912       1.18707132    
       32160   1.25939476       1.08404958       1.18620908    
       32220   1.25286841       1.08404958       1.18549764    
       32280   1.24150002       1.07619321       1.27368021    
       32340   1.24150002       1.07619321       1.27164543    
       32400   1.23665786       1.07457030       1.27156281    
       32460   1.23663163       1.07457030       1.27056825    
       32520   1.24463153       1.07484531       1.26903689    
       32580   1.24463153       1.07484531       1.26519382    
       32640   1.24326313       1.07401359       1.25994241    
       32700   1.24102628       1.07401359       1.25574756    
       32760   1.24252629       1.06634629       1.25165761    
       32820   1.24252629       1.06634629       1.24749243    
       32880   1.25065792       1.05490005       1.24364746    
       32940   1.25186837       1.05490005       1.24017346    
       33000   1.24626315       1.04296017       1.23880696    
       33060   1.24626315       1.04296017       1.23718178    
       33120   1.24215794       1.03446162       1.23731124    
       33180   1.23686838       1.03446162       1.23849607    
       33240   1.23302627       1.03206253       1.24027371    
       33300   1.23086488       1.03206253       1.24222076    
       33360   1.22244740       1.03471935       1.24362469    
       33420   1.21605265       1.03471935       1.24515390    
       33480   1.21381080       1.03963089       1.24572945    
       33540   1.21281576       1.03963089       1.24482024    
       33600   1.20110524       1.04284072       1.24485970    
       33660   1.19825637       1.04284072       1.24210978    
       33720   1.19825637       1.04027855       1.23993063    
       33780   1.19284999       1.04027855       1.23810101    
       33840   1.19102442       1.03768218       1.23604143    
       33900   1.18790472       1.03768218       1.23409617    
       33960   1.18790472       1.03438163       1.23160839    
       34020   1.18269765       1.03438163       1.22970760    
       34080   1.17656815       1.03166497       1.22728968    
       34140   1.17186666       1.03166497       1.22484279    
       34200   1.17186666       1.02835345       1.22236466    
       34260   1.17567396       1.02835345       1.21909666    
       34320   1.16089129       1.02367127       1.21573687    
       34380   1.14802170       1.02367127       1.21199489    
       34440   1.14202225       1.01812053       1.20741963    
       34500   1.13865221       1.01812053       1.20224977    
       34560   1.13745654       1.01242638       1.19622791    
       34620   1.13936961       1.01242638       1.19036484    
       34680   1.13884449       1.00324190       1.18448973    
       34740   1.13469565       1.00324190       1.17961597    
       34800   1.12115216      0.991925061       1.17542267    
       34860   1.11813045      0.991925061       1.17061186    
       34920   1.11875558      0.980676591       1.16568220    
       34980   1.11521745      0.980676591       1.16041553    
       35040   1.10871744      0.971956849       1.15463829    
       35100   1.10393476      0.971956849       1.15014172    
       35160   1.10235560      0.963233352       1.14603639    
       35220   1.09967387      0.963233352       1.14153421    
       35280   1.08615220      0.953251004       1.13635910    
       35340   1.08613038      0.953251004       1.13215220    
       35400   1.08782220      0.945549607       1.12937653    
       35460   1.08471739      0.945549607       1.12759328    
       35520   1.08234787      0.935743511       1.12628365    
       35580   1.07575560      0.935743511       1.12391698    
       35640   1.07155561      0.931914508       1.11986530    
       35700   1.06788886      0.931914508       1.11589038    
       35760   1.07004344      0.930191875       1.11203170    
       35820   1.06420004      0.930191875       1.10874188    
       35880   1.06555557      0.922824860       1.07079911    
       35940   1.07086670      0.922824860       1.07158852    
       36000   1.07489133      0.916621506       1.07047081    
       36060   1.07195556      0.916621506       1.06818473    
       36120   1.07591116      0.908186257       1.06528378    
       36180   1.07135558      0.908186257       1.06139624    
       36240   1.06736958      0.898386836       1.05864942    
       36300   1.06442225      0.898386836       1.05442846    
       36360   1.06046665      0.888361156       1.05011117    
       36420   1.05364442      0.888361156       1.04631495    
       36480   1.05295658      0.880984366       1.04358721    
       36540   1.04700005      0.880984366       1.04077470    
       36600   1.04264450      0.871910512       1.03778398    
       36660   1.04260004      0.871910512       1.03256166    
       36720   1.04067397      0.865400553       1.02764761    
       36780   1.04171109      0.865400553       1.02045655    
       36840   1.04155552      0.857544482       1.01307404    
       36900   1.04024446      0.857544482       1.00487709    
       36960   1.03584778      0.845865667      0.996612430    
       37020   1.03417397      0.845865667      0.989441454    
       37080   1.03288889      0.829731405      0.982065737    
       37140   1.02797830      0.829731405      0.976412237    
       37200   1.02147830      0.814545631      0.973137200    
       37260   1.02019560      0.814545631      0.971045196    
       37320   1.01864445      0.798267961      0.970334351    
       37380   1.01769567      0.798267961      0.968922436    
       37440   1.01691306      0.790262401      0.967464328    
       37500   1.01247823      0.790262401      0.966473937    
       37560   1.01142228      0.786305666      0.964528501    
       37620   1.01121736      0.786305666      0.962517977    
       37680   1.01334786      0.782937527      0.959926665    
       37740   1.01373911      0.782937527      0.958277643    
       37800   1.01482224      0.777947187      0.956829488    
       37860   1.01508701      0.777947187      0.955130577    
       37920   1.00686955      0.772551715      0.954452336    
       37980   1.00945652      0.772551715      0.954174757    
       38040   1.01295555      0.767808199      0.953612566    
       38100   1.01713049      0.767808199      0.952879429    
