 20180919
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   2.59505010       2.88429165       2.64549994    
        3540   2.59505010       2.88429165       2.64549994    
        3600   2.59505010       2.88158059       2.64549994    
        3660   2.59763169       2.88158059       2.64549994    
        3720   2.59933329       2.87966347       2.64549994    
        3780   2.59933329       2.87966347       2.64549994    
        3840   2.60252953       2.87849474       2.64549994    
        3900   2.60252953       2.87849474       2.64549994    
        3960   2.60252953       2.87846971       2.64549994    
        4020   2.60762501       2.87846971       2.64549994    
        4080   2.60762501       2.87972522       2.64549994    
        4140   2.61326671       2.87972522       2.64549994    
        4200   2.61828566       2.88019419       2.64549994    
        4260   2.61828566       2.88019419       2.64549994    
        4320   2.61828566       2.87926841       2.64549994    
        4380   2.61220002       2.87926841       2.64549994    
        4440   2.61521435       2.87863183       2.64549994    
        4500   2.60653329       2.87863183       2.64549994    
        4560   2.60728574       2.87995267       2.64549994    
        4620   2.60728574       2.87995267       2.64549994    
        4680   2.59859991       2.88389063       2.64549994    
        4740   2.59649992       2.88389063       2.64549994    
        4800   2.58879995       2.89004469       2.64549994    
        4860   2.57713342       2.89004469       2.64549994    
        4920   2.57364297       2.89718890       2.64549994    
        4980   2.57364297       2.89718890       2.64549994    
        5040   2.56773329       2.90294719       2.64549994    
        5100   2.56264281       2.90294719       2.64549994    
        5160   2.56264281       2.90576124       2.64549994    
        5220   2.55999994       2.90576124       2.64549994    
        5280   2.55442858       2.90687728       2.64549994    
        5340   2.55442858       2.90687728       2.64549994    
        5400   2.55100012       2.90998721       2.64549994    
        5460   2.54874992       2.90998721       2.64549994    
        5520   2.54213333       2.91728210       2.64549994    
        5580   2.54137492       2.91728210       2.64549994    
        5640   2.54137492       2.92627525       2.64549994    
        5700   2.53433323       2.92627525       2.64549994    
        5760   2.53493738       2.93413973       2.64549994    
        5820   2.53493738       2.93413973       2.64549994    
        5880   2.53470588       2.93984675       2.64549994    
        5940   2.53283334       2.93984675       2.64549994    
        6000   2.53283334       2.94332457       2.64549994    
        6060   2.53283334       2.94332457       2.64549994    
        6120   2.53283334       2.94644094       2.64549994    
        6180   2.53121042       2.94644094       2.64549994    
        6240   2.53121042       2.95183134       2.64549994    
        6300   2.52935004       2.95183134       2.64549994    
        6360   2.52484202       2.95755363       2.64549994    
        6420   2.52484202       2.95755363       2.64549994    
        6480   2.52360010       2.96168375       2.64549994    
        6540   2.51931572       2.96168375       2.64549994    
        6600   2.51754999       2.96324611       2.64549994    
        6660   2.51055002       2.96324611       2.64549994    
        6720   2.51055002       2.96184158       2.64549994    
        6780   2.50355005       2.96184158       2.64549994    
        6840   2.50355005       2.95830345       2.64549994    
        6900   2.49921060       2.95830345       2.64549994    
        6960   2.49921060       2.95503283       2.64549994    
        7020   2.50025010       2.95503283       2.64549994    
        7080   2.50025010       2.95277596       2.50300002    
        7140   2.50025010       2.95277596       2.50300002    
        7200   2.49914289       2.95164371       2.50300002    
        7260   2.49881816       2.95164371       2.50300002    
        7320   2.49881816       2.95139527       2.50300002    
        7380   2.49969554       2.95139527       2.50300002    
        7440   2.49969554       2.95071673       2.50300002    
        7500   2.49969554       2.95071673       2.50300002    
        7560   2.49995828       2.94881964       2.50300002    
        7620   2.49995828       2.94881964       2.50300002    
        7680   2.49880004       2.94536424       2.50300002    
        7740   2.49765396       2.94536424       2.50300002    
        7800   2.49765396       2.94142914       2.50300002    
        7860   2.49765396       2.94142914       2.50300002    
        7920   2.49765396       2.93748379       2.50300002    
        7980   2.49851847       2.93748379       2.50300002    
        8040   2.49742317       2.93380690       2.50300002    
        8100   2.49655557       2.93380690       2.50300002    
        8160   2.49699998       2.93068671       2.50300002    
        8220   2.49699998       2.93068671       2.50300002    
        8280   2.49692583       2.92940903       2.50300002    
        8340   2.49769235       2.92940903       2.50300002    
        8400   2.49777770       2.92831516       2.50300002    
        8460   2.49842310       2.92831516       2.50300002    
        8520   2.49757695       2.92522240       2.50300002    
        8580   2.49757695       2.92522240       2.50300002    
        8640   2.49503708       2.91989565       2.50300002    
        8700   2.49542308       2.91989565       2.50300002    
        8760   2.49542308       2.91344857       2.50300002    
        8820   2.49388885       2.91344857       2.50300002    
        8880   2.49276924       2.90719318       2.50300002    
        8940   2.49276924       2.90719318       2.50300002    
        9000   2.49118519       2.90037155       2.50300002    
        9060   2.49073076       2.90037155       2.50300002    
        9120   2.48753858       2.89259219       2.50300002    
        9180   2.48511100       2.89259219       2.50300002    
        9240   2.48338461       2.88317180       2.50300002    
        9300   2.48338461       2.88317180       2.50300002    
        9360   2.48155546       2.87294769       2.50300002    
        9420   2.47915387       2.87294769       2.50300002    
        9480   2.47762966       2.86340046       2.50300002    
        9540   2.47425938       2.86340046       2.50300002    
        9600   2.47323084       2.85468364       2.50300002    
        9660   2.47323084       2.85468364       2.50300002    
        9720   2.47323084       2.84662819       2.50300002    
        9780   2.47181487       2.84662819       2.50300002    
        9840   2.47065377       2.83818674       2.50300002    
        9900   2.46903706       2.83818674       2.50300002    
        9960   2.46807694       2.82925606       2.50300002    
       10020   2.46807694       2.82925606       2.50300002    
       10080   2.46692586       2.82134581       2.50300002    
       10140   2.46565390       2.82134581       2.50300002    
       10200   2.46422219       2.81511831       2.50300002    
       10260   2.46346164       2.81511831       2.50300002    
       10320   2.46138453       2.81032443       2.50300002    
       10380   2.46138453       2.81032443       2.50300002    
       10440   2.46003842       2.80625033       2.50300002    
       10500   2.46003842       2.80625033       2.50300002    
       10560   2.45996284       2.80305982       2.50300002    
       10620   2.46039295       2.80305982       2.50300002    
       10680   2.45818520       2.79969740       2.45000005    
       10740   2.45818520       2.79969740       2.45000005    
       10800   2.45639277       2.79645658       2.45000005    
       10860   2.45562959       2.79645658       2.45000005    
       10920   2.45333338       2.79326153       2.45000005    
       10980   2.45239282       2.79326153       2.45000005    
       11040   2.44992590       2.78957820       2.45000005    
       11100   2.44992590       2.78957820       2.45000005    
       11160   2.44899988       2.78612733       2.45000005    
       11220   2.44688892       2.78612733       2.45000005    
       11280   2.44614291       2.78357482       2.45000005    
       11340   2.44522214       2.78357482       2.45000005    
       11400   2.44403696       2.78191137       2.45000005    
       11460   2.44403696       2.78191137       2.45000005    
       11520   2.44403696       2.78047204       2.45000005    
       11580   2.44396424       2.78047204       2.45000005    
       11640   2.44111109       2.77941442       2.45000005    
       11700   2.44089293       2.77941442       2.45000005    
