 20181010
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   4.22896147       3.60778832       4.18599987    
        3540   4.22896147       3.60778832       4.18599987    
        3600   4.23203707       3.61169648       4.18599987    
        3660   4.25359249       3.61169648       4.18599987    
        3720   4.25657701       3.61699128       4.18599987    
        3780   4.26270390       3.61699128       4.18599987    
        3840   4.26650000       3.61748862       4.18599987    
        3900   4.26251841       3.61748862       4.18599987    
        3960   4.26588440       3.61676192       4.18599987    
        4020   4.26588440       3.61676192       4.18599987    
        4080   4.26719236       3.61753273       4.18599987    
        4140   4.26719236       3.61753273       4.18599987    
        4200   4.26292324       3.61796260       4.18599987    
        4260   4.26292324       3.61796260       4.18599987    
        4320   4.26292324       3.61643243       4.18599987    
        4380   4.26751852       3.61643243       4.18599987    
        4440   4.25996161       3.61309695       4.18599987    
        4500   4.25996161       3.61309695       4.18599987    
        4560   4.25881481       3.61087799       4.18599987    
        4620   4.24814796       3.61087799       4.18599987    
        4680   4.24826908       3.60918307       4.18599987    
        4740   4.24022245       3.60918307       4.18599987    
        4800   4.24022245       3.60706377       4.18599987    
        4860   4.22966671       3.60706377       4.18599987    
        4920   4.22966671       3.60341644       4.18599987    
        4980   4.23523092       3.60341644       4.18599987    
        5040   4.22874069       3.60105920       4.18599987    
        5100   4.24119234       3.60105920       4.18599987    
        5160   4.24119234       3.59575796       4.18599987    
        5220   4.24214792       3.59575796       4.18599987    
        5280   4.23873091       3.58696628       4.18599987    
        5340   4.23873091       3.58696628       4.18599987    
        5400   4.23470354       3.57359719       4.18599987    
        5460   4.23296309       3.57359719       4.18599987    
        5520   4.23519230       3.55950236       4.18599987    
        5580   4.22762966       3.55950236       4.18599987    
        5640   4.23407698       3.54004955       4.18599987    
        5700   4.23407698       3.54004955       4.18599987    
        5760   4.22996283       3.51076627       4.18599987    
        5820   4.24084616       3.51076627       4.18599987    
        5880   4.24607706       3.47657013       4.18599987    
        5940   4.23585176       3.47657013       4.18599987    
        6000   4.23596144       3.44361806       4.18599987    
        6060   4.23596144       3.44361806       4.18599987    
        6120   4.23596144       3.41337657       4.18599987    
        6180   4.23274088       3.41337657       4.18599987    
        6240   4.22638464       3.38762546       4.18599987    
        6300   4.22262955       3.38762546       4.18599987    
        6360   4.22262955       3.36692357       4.18599987    
        6420   4.21022224       3.36692357       4.18599987    
        6480   4.20892286       3.34979153       4.18599987    
        6540   4.20540762       3.34979153       4.18599987    
        6600   4.20265388       3.33267355       4.18599987    
        6660   4.20265388       3.33267355       4.18599987    
        6720   4.19088459       3.31653547       4.18599987    
        6780   4.19088459       3.31653547       4.18599987    
        6840   4.19285202       3.29666376       4.18599987    
        6900   4.18684626       3.29666376       4.18599987    
        6960   4.18684626       3.27281332       4.18599987    
        7020   4.18944454       3.27281332       4.18599987    
        7080   4.18219233       3.25245690       4.13000011    
        7140   4.18219233       3.25245690       4.13000011    
        7200   4.16618538       3.23197532       4.13000011    
        7260   4.14881468       3.23197532       4.13000011    
        7320   4.12765408       3.20592141       4.13000011    
        7380   4.11818504       3.20592141       4.13000011    
        7440   4.10650015       3.18068242       4.13000011    
        7500   4.10259247       3.18068242       4.13000011    
        7560   4.10042286       3.15974116       4.13000011    
        7620   4.10042286       3.15974116       4.13000011    
        7680   4.10337019       3.13964081       4.13000011    
        7740   4.09848166       3.13964081       4.13000011    
        7800   4.09848166       3.12118673       4.13000011    
        7860   4.09365368       3.12118673       4.13000011    
        7920   4.09365368       3.10408807       4.13000011    
        7980   4.09159279       3.10408807       4.13000011    
        8040   4.08023071       3.09017777       4.13000011    
        8100   4.08023071       3.09017777       4.13000011    
        8160   4.07877779       3.07874393       4.13000011    
        8220   4.06770372       3.07874393       4.13000011    
        8280   4.06699991       3.06669950       4.13000011    
        8340   4.05900002       3.06669950       4.13000011    
        8400   4.06007671       3.05462456       4.13000011    
        8460   4.05437040       3.05462456       4.13000011    
        8520   4.05538464       3.04384971       4.13000011    
        8580   4.05538464       3.04384971       4.13000011    
        8640   4.05366659       3.03760457       4.13000011    
        8700   4.05342293       3.03760457       4.13000011    
        8760   4.05959272       3.03219700       4.13000011    
        8820   4.06489277       3.03219700       4.13000011    
        8880   4.05740738       3.02758646       4.13000011    
        8940   4.05740738       3.02758646       4.13000011    
        9000   4.06128550       3.02172923       4.13000011    
        9060   4.06057119       3.02172923       4.13000011    
        9120   4.05766678       3.01650286       4.13000011    
        9180   4.05260706       3.01650286       4.13000011    
        9240   4.05340719       3.01114178       4.13000011    
        9300   4.05340719       3.01114178       4.13000011    
        9360   4.04878569       3.00811338       4.13000011    
        9420   4.04207134       3.00811338       4.13000011    
        9480   4.04207134       3.00800824       4.13000011    
        9540   4.03678560       3.00800824       4.13000011    
        9600   4.03925943       3.00724983       4.13000011    
        9660   4.03925943       3.00724983       4.13000011    
        9720   4.03925943       3.00242281       4.13000011    
        9780   4.03657150       3.00242281       4.13000011    
        9840   4.03240728       2.99663877       4.13000011    
        9900   4.03240728       2.99663877       4.13000011    
        9960   4.02322245       2.99065089       4.13000011    
       10020   4.01778555       2.99065089       4.13000011    
       10080   4.01555538       2.98585105       4.13000011    
       10140   4.01307154       2.98585105       4.13000011    
       10200   4.00933313       2.98011327       4.13000011    
       10260   4.00933313       2.98011327       4.13000011    
       10320   4.00760698       2.97371888       4.13000011    
       10380   3.99764276       2.97371888       4.13000011    
       10440   3.99764276       2.96405387       4.13000011    
       10500   3.99478579       2.96405387       4.13000011    
       10560   3.99478579       2.95567369       4.13000011    
       10620   4.00303459       2.95567369       4.13000011    
       10680   3.99396420       2.95072937       4.16599989    
       10740   3.99396420       2.95072937       4.16599989    
       10800   3.98817253       2.94978547       4.16599989    
       10860   3.99386215       2.94978547       4.16599989    
       10920   3.99924994       2.95142245       4.16599989    
       10980   3.99775863       2.95142245       4.16599989    
       11040   4.00225019       2.95594096       4.16599989    
       11100   4.00225019       2.95594096       4.16599989    
       11160   4.00039291       2.95890665       4.16599989    
       11220   3.99831033       2.95890665       4.16599989    
       11280   3.99831033       2.96139359       4.16599989    
       11340   3.99448276       2.96139359       4.16599989    
       11400   3.98924994       2.96637487       4.16599989    
       11460   3.98924994       2.96637487       4.16599989    
