 20181228
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   2.99203849       3.77670813       2.96300006    
        3540   2.99203849       3.77670813       2.96300006    
        3600   2.99399996       3.76883745       2.96300006    
        3660   2.99757695       3.76883745       2.96300006    
        3720   2.99759269       3.76054287       2.96300006    
        3780   2.99603701       3.76054287       2.96300006    
        3840   2.99526930       3.75536036       2.96300006    
        3900   2.99526930       3.75536036       2.96300006    
        3960   3.00126934       3.75216198       2.96300006    
        4020   3.00126934       3.75216198       2.96300006    
        4080   3.00773072       3.74855232       2.96300006    
        4140   3.00607419       3.74855232       2.96300006    
        4200   3.00607419       3.74513388       2.96300006    
        4260   3.00946164       3.74513388       2.96300006    
        4320   3.00946164       3.74029422       2.96300006    
        4380   3.00788879       3.74029422       2.96300006    
        4440   3.00692296       3.72976184       2.96300006    
        4500   3.00448155       3.72976184       2.96300006    
        4560   3.00448155       3.71497059       2.96300006    
        4620   2.99855566       3.71497059       2.96300006    
        4680   3.00080776       3.69754314       2.96300006    
        4740   2.99733329       3.69754314       2.96300006    
        4800   2.99733329       3.67883277       2.96300006    
        4860   2.99965382       3.67883277       2.96300006    
        4920   2.99822211       3.65975857       2.96300006    
        4980   2.99699998       3.65975857       2.96300006    
        5040   2.99988461       3.64061785       2.96300006    
        5100   2.99988461       3.64061785       2.96300006    
        5160   2.99988461       3.62329555       2.96300006    
        5220   2.99974084       3.62329555       2.96300006    
        5280   2.99846148       3.60584021       2.96300006    
        5340   2.99846148       3.60584021       2.96300006    
        5400   2.99881482       3.58930731       2.96300006    
        5460   2.99918509       3.58930731       2.96300006    
        5520   2.99918509       3.57341814       2.96300006    
        5580   2.99719238       3.57341814       2.96300006    
        5640   2.99462962       3.55799842       2.96300006    
        5700   2.99515390       3.55799842       2.96300006    
        5760   2.99315381       3.54472780       2.96300006    
        5820   2.99315381       3.54472780       2.96300006    
        5880   2.99276924       3.53569388       2.96300006    
        5940   2.99281478       3.53569388       2.96300006    
        6000   2.99281478       3.53055477       2.96300006    
        6060   2.99234605       3.53055477       2.96300006    
        6120   2.99234605       3.53122783       2.96300006    
        6180   2.99255562       3.53122783       2.96300006    
        6240   2.99138451       3.53465080       2.96300006    
        6300   2.99138451       3.53465080       2.96300006    
        6360   2.99318528       3.53682876       2.96300006    
        6420   2.99303699       3.53682876       2.96300006    
        6480   2.99250007       3.53871155       2.96300006    
        6540   2.99296308       3.53871155       2.96300006    
        6600   2.98600006       3.54126787       2.96300006    
        6660   2.98792601       3.54126787       2.96300006    
        6720   2.98792601       3.54089928       2.96300006    
        6780   2.98611116       3.54089928       2.96300006    
        6840   2.98388457       3.53759003       2.96300006    
        6900   2.98388457       3.53759003       2.96300006    
        6960   2.98388457       3.53321886       2.96300006    
        7020   2.98759270       3.53321886       2.96300006    
        7080   2.98650002       3.52982378       3.00799990    
        7140   2.98650002       3.52982378       3.00799990    
        7200   2.98722219       3.52595067       3.00799990    
        7260   2.98759270       3.52595067       3.00799990    
        7320   2.98759270       3.52043653       3.00799990    
        7380   2.98729634       3.52043653       3.00799990    
        7440   2.98976922       3.51301718       3.00799990    
        7500   2.98976922       3.51301718       3.00799990    
        7560   2.98629618       3.50373697       3.00799990    
        7620   2.98611546       3.50373697       3.00799990    
        7680   2.98574066       3.49270964       3.00799990    
        7740   2.98496294       3.49270964       3.00799990    
        7800   2.98580766       3.48036146       3.00799990    
        7860   2.98580766       3.48036146       3.00799990    
        7920   2.98580766       3.46597195       3.00799990    
        7980   2.98592591       3.46597195       3.00799990    
        8040   2.98665380       3.44956350       3.00799990    
        8100   2.98665380       3.44956350       3.00799990    
        8160   2.98799992       3.43552828       3.00799990    
        8220   2.99103713       3.43552828       3.00799990    
        8280   2.99384618       3.42492580       3.00799990    
        8340   2.99384618       3.42492580       3.00799990    
        8400   3.00153852       3.41597295       3.00799990    
        8460   3.00153852       3.41597295       3.00799990    
        8520   3.00814819       3.40571046       3.00799990    
        8580   3.00996161       3.40571046       3.00799990    
        8640   3.01746154       3.39568567       3.00799990    
        8700   3.01746154       3.39568567       3.00799990    
        8760   3.01746154       3.38848257       3.00799990    
        8820   3.02433324       3.38848257       3.00799990    
        8880   3.02542305       3.38195944       3.00799990    
        8940   3.02542305       3.38195944       3.00799990    
        9000   3.03085184       3.37615657       3.00799990    
        9060   3.03173065       3.37615657       3.00799990    
        9120   3.03826928       3.36997986       3.00799990    
        9180   3.04470372       3.36997986       3.00799990    
        9240   3.04470372       3.36521363       3.00799990    
        9300   3.04919219       3.36521363       3.00799990    
        9360   3.05348158       3.36435866       3.00799990    
        9420   3.05892587       3.36435866       3.00799990    
        9480   3.05892587       3.36484289       3.00799990    
        9540   3.06507397       3.36484289       3.00799990    
        9600   3.06780767       3.36392307       3.00799990    
        9660   3.06780767       3.36392307       3.00799990    
        9720   3.06780767       3.36144185       3.00799990    
        9780   3.07492590       3.36144185       3.00799990    
        9840   3.07788467       3.35435200       3.00799990    
        9900   3.08225918       3.35435200       3.00799990    
        9960   3.08225918       3.34670186       3.00799990    
       10020   3.08155560       3.34670186       3.00799990    
       10080   3.08376932       3.34213567       3.00799990    
       10140   3.08376932       3.34213567       3.00799990    
       10200   3.08465385       3.33788824       3.00799990    
       10260   3.08465385       3.33788824       3.00799990    
       10320   3.08061528       3.33274555       3.00799990    
       10380   3.07266665       3.33274555       3.00799990    
       10440   3.07426929       3.32924056       3.00799990    
       10500   3.07426929       3.32924056       3.00799990    
       10560   3.07426929       3.32799363       3.00799990    
       10620   3.07325935       3.32799363       3.00799990    
       10680   3.07284617       3.32741237       3.17199993    
       10740   3.07284617       3.32741237       3.17199993    
       10800   3.06674075       3.32600808       3.17199993    
       10860   3.06540751       3.32600808       3.17199993    
       10920   3.06580758       3.32431006       3.17199993    
       10980   3.06196308       3.32431006       3.17199993    
       11040   3.06473088       3.32268620       3.17199993    
       11100   3.06473088       3.32268620       3.17199993    
       11160   3.05774069       3.32196355       3.17199993    
       11220   3.05822229       3.32196355       3.17199993    
       11280   3.05822229       3.32264638       3.17199993    
       11340   3.06138468       3.32264638       3.17199993    
       11400   3.05907702       3.32565045       3.17199993    
       11460   3.05907702       3.32565045       3.17199993    
       11520   3.05907702       3.32888031       3.17199993    
       11580   3.05666661       3.32888031       3.17199993    
       11640   3.05926919       3.33173966       3.17199993    
       11700   3.05926919       3.33173966       3.17199993    
       11760   3.05366659       3.33646011       3.17199993    
       11820   3.05200005       3.33646011       3.17199993    
       11880   3.05130768       3.34051013       3.17199993    
       11940   3.04603696       3.34051013       3.17199993    
       12000   3.04603696       3.34117746       3.17199993    
       12060   3.04369235       3.34117746       3.17199993    
       12120   3.03748155       3.33974934       3.17199993    
       12180   3.02822232       3.33974934       3.17199993    
       12240   3.02822232       3.33859873       3.17199993    
       12300   3.02384615       3.33859873       3.17199993    
       12360   3.02384615       3.33808017       3.17199993    
       12420   3.02170372       3.33808017       3.17199993    
       12480   3.01473069       3.33646011       3.17199993    
       12540   3.01473069       3.33646011       3.17199993    
       12600   3.01473069       3.33402896       3.17199993    
       12660   3.00546145       3.33402896       3.17199993    
       12720   3.00546145       3.33133793       3.17199993    
       12780   2.99995995       3.33133793       3.17199993    
       12840   2.98864007       3.32770634       3.17199993    
       12900   2.98864007       3.32770634       3.17199993    
       12960   2.98864007       3.32154369       3.17199993    
       13020   2.98129177       3.32154369       3.17199993    
       13080   2.97473907       3.31199098       3.17199993    
       13140   2.97473907       3.31199098       3.17199993    
       13200   2.96672726       3.30094194       3.17199993    
       13260   2.96672726       3.30094194       3.17199993    
       13320   2.96672726       3.28982234       3.17199993    
       13380   2.96672726       3.28982234       3.17199993    
       13440   2.95276189       3.28033590       3.17199993    
       13500   2.95276189       3.28033590       3.17199993    
       13560   2.93861914       3.27232003       3.17199993    
       13620   2.93504548       3.27232003       3.17199993    
       13680   2.93095231       3.26302075       3.17199993    
       13740   2.92818189       3.26302075       3.17199993    
       13800   2.92818189       3.25257182       3.17199993    
       13860   2.91995454       3.25257182       3.17199993    
       13920   2.91995454       3.24212551       3.17199993    
       13980   2.91933322       3.24212551       3.17199993    
       14040   2.91647625       3.23112130       3.17199993    
       14100   2.91647625       3.23112130       3.17199993    
       14160   2.91804552       3.21848845       3.17199993    
       14220   2.91765213       3.21848845       3.17199993    
       14280   2.91177273       3.20628452       2.93974996    
       14340   2.91177273       3.20628452       2.93974996    
       14400   2.90669560       3.19635272       2.93974996    
       14460   2.90134788       3.19635272       2.93974996    
       14520   2.89822721       3.18836522       2.93974996    
       14580   2.89343476       3.18836522       2.93974996    
       14640   2.89031816       3.18077302       2.93974996    
       14700   2.88626099       3.18077302       2.93974996    
       14760   2.88626099       3.17175794       2.93974996    
       14820   2.88672733       3.17175794       2.93974996    
       14880   2.88013625       3.16039419       2.93974996    
       14940   2.87430429       3.16039419       2.93974996    
       15000   2.87430429       3.14788342       2.93974996    
       15060   2.87231827       3.14788342       2.93974996    
       15120   2.87231827       3.13513494       2.93974996    
       15180   2.87052178       3.13513494       2.93974996    
       15240   2.86490917       3.12321901       2.93974996    
       15300   2.86490917       3.12321901       2.93974996    
       15360   2.86243486       3.11222816       2.93974996    
       15420   2.85713053       3.11222816       2.93974996    
       15480   2.85377264       3.10124683       2.93974996    
       15540   2.85377264       3.10124683       2.93974996    
       15600   2.84822726       3.09113812       2.93974996    
       15660   2.84822726       3.09113812       2.93974996    
       15720   2.84378266       3.08186769       2.93974996    
       15780   2.83860874       3.08186769       2.93974996    
       15840   2.83445454       3.07213092       2.93974996    
       15900   2.83445454       3.07213092       2.93974996    
       15960   2.83445454       3.06142759       2.93974996    
       16020   2.83634782       3.06142759       2.93974996    
       16080   2.83045459       3.04970574       2.93974996    
       16140   2.83045459       3.04970574       2.93974996    
       16200   2.82965207       3.03777218       2.93974996    
       16260   2.82712507       3.03777218       2.93974996    
       16320   2.82260871       3.02582312       2.93974996    
       16380   2.82260871       3.02582312       2.93974996    
       16440   2.81841660       3.01398659       2.93974996    
       16500   2.80995822       3.01398659       2.93974996    
       16560   2.80995822       3.00278592       2.93974996    
       16620   2.80800009       3.00278592       2.93974996    
       16680   2.80800009       2.99239135       2.93974996    
       16740   2.80800009       2.99239135       2.93974996    
       16800   2.80638456       2.98168302       2.93974996    
       16860   2.80911112       2.98168302       2.93974996    
       16920   2.80911112       2.97140503       2.93974996    
       16980   2.81049991       2.97140503       2.93974996    
       17040   2.81049991       2.96291184       2.93974996    
       17100   2.81058621       2.96291184       2.93974996    
       17160   2.81058621       2.95466733       2.93974996    
       17220   2.80665517       2.95466733       2.93974996    
       17280   2.80474997       2.94554043       2.93974996    
       17340   2.80234480       2.94554043       2.93974996    
       17400   2.79992867       2.93608236       2.93974996    
       17460   2.79755163       2.93608236       2.93974996    
       17520   2.79578567       2.92650938       2.93974996    
       17580   2.79578567       2.92650938       2.93974996    
       17640   2.79362059       2.91682315       2.93974996    
       17700   2.79317856       2.91682315       2.93974996    
       17760   2.79317856       2.90728641       2.93974996    
       17820   2.78667855       2.90728641       2.93974996    
       17880   2.78214812       2.89757705       2.81200004    
       17940   2.78214812       2.89757705       2.81200004    
       18000   2.77885723       2.88680387       2.81200004    
       18060   2.77567863       2.88680387       2.81200004    
       18120   2.77533340       2.87494826       2.81200004    
       18180   2.77457142       2.87494826       2.81200004    
       18240   2.77407408       2.86163425       2.81200004    
       18300   2.77407408       2.86163425       2.81200004    
       18360   2.77307415       2.84759569       2.81200004    
       18420   2.77307415       2.84759569       2.81200004    
       18480   2.77221417       2.83400369       2.81200004    
       18540   2.77164292       2.83400369       2.81200004    
       18600   2.77259254       2.82088971       2.81200004    
       18660   2.77259254       2.82088971       2.81200004    
       18720   2.77259254       2.80781054       2.81200004    
       18780   2.77274990       2.80781054       2.81200004    
       18840   2.77059269       2.79421759       2.81200004    
       18900   2.77046418       2.79421759       2.81200004    
       18960   2.77046418       2.77939820       2.81200004    
       19020   2.76746440       2.77939820       2.81200004    
       19080   2.76677775       2.76329064       2.81200004    
       19140   2.76417851       2.76329064       2.81200004    
       19200   2.76417851       2.74636817       2.81200004    
       19260   2.76021433       2.74636817       2.81200004    
       19320   2.76021433       2.72952080       2.81200004    
       19380   2.76074076       2.72952080       2.81200004    
       19440   2.75755548       2.71355844       2.81200004    
       19500   2.75755548       2.71355844       2.81200004    
       19560   2.75685716       2.69829845       2.81200004    
       19620   2.75406885       2.69829845       2.81200004    
       19680   2.74964285       2.68289018       2.81200004    
       19740   2.74964285       2.68289018       2.81200004    
       19800   2.74644828       2.66753554       2.81200004    
       19860   2.74155164       2.66753554       2.81200004    
       19920   2.74057150       2.65227437       2.81200004    
       19980   2.73831034       2.65227437       2.81200004    
       20040   2.73831034       2.63689184       2.81200004    
       20100   2.73889279       2.63689184       2.81200004    
       20160   2.73732138       2.62154651       2.81200004    
       20220   2.73568964       2.62154651       2.81200004    
       20280   2.73478580       2.60606718       2.81200004    
       20340   2.73478580       2.60606718       2.81200004    
       20400   2.73300004       2.59103394       2.81200004    
       20460   2.73182154       2.59103394       2.81200004    
       20520   2.72633338       2.57768607       2.81200004    
       20580   2.72503567       2.57768607       2.81200004    
       20640   2.72048140       2.56487322       2.81200004    
       20700   2.72048140       2.56487322       2.81200004    
       20760   2.71555567       2.55104280       2.81200004    
       20820   2.71425009       2.55104280       2.81200004    
       20880   2.71162963       2.53569961       2.81200004    
       20940   2.71162963       2.53569961       2.81200004    
       21000   2.70870376       2.51933479       2.81200004    
       21060   2.70624995       2.51933479       2.81200004    
       21120   2.70533323       2.50295448       2.81200004    
       21180   2.70533323       2.50295448       2.81200004    
       21240   2.70253563       2.48697495       2.81200004    
       21300   2.70140743       2.48697495       2.81200004    
       21360   2.70089293       2.47154665       2.81200004    
       21420   2.70031023       2.47154665       2.81200004    
       21480   2.69785714       2.45658398       2.65700006    
       21540   2.69785714       2.45658398       2.65700006    
       21600   2.69751716       2.44204450       2.65700006    
       21660   2.69820690       2.44204450       2.65700006    
       21720   2.69792867       2.42860937       2.65700006    
       21780   2.69879317       2.42860937       2.65700006    
       21840   2.69682145       2.41631889       2.65700006    
       21900   2.69682145       2.41631889       2.65700006    
       21960   2.69837928       2.40500784       2.65700006    
       22020   2.69679308       2.40500784       2.65700006    
       22080   2.69679308       2.39431167       2.65700006    
       22140   2.69444823       2.39431167       2.65700006    
       22200   2.69253564       2.38357496       2.65700006    
       22260   2.69253564       2.38357496       2.65700006    
       22320   2.69253564       2.37323952       2.65700006    
       22380   2.69106889       2.37323952       2.65700006    
       22440   2.68799996       2.36325073       2.65700006    
       22500   2.68451715       2.36325073       2.65700006    
       22560   2.68157148       2.35335255       2.65700006    
       22620   2.67710352       2.35335255       2.65700006    
       22680   2.67542863       2.34346771       2.65700006    
       22740   2.67131042       2.34346771       2.65700006    
       22800   2.67050004       2.33362770       2.65700006    
       22860   2.66596556       2.33362770       2.65700006    
       22920   2.66560721       2.32376552       2.65700006    
       22980   2.66560721       2.32376552       2.65700006    
       23040   2.66106892       2.31349206       2.65700006    
       23100   2.65851712       2.31349206       2.65700006    
       23160   2.65851712       2.30353308       2.65700006    
       23220   2.65368962       2.30353308       2.65700006    
       23280   2.65289283       2.29427123       2.65700006    
       23340   2.65289283       2.29427123       2.65700006    
       23400   2.64858627       2.28555274       2.65700006    
       23460   2.64224148       2.28555274       2.65700006    
       23520   2.64124990       2.27586603       2.65700006    
       23580   2.64124990       2.27586603       2.65700006    
       23640   2.63314295       2.26586485       2.65700006    
       23700   2.62713790       2.26586485       2.65700006    
       23760   2.62713790       2.25573659       2.65700006    
       23820   2.62517858       2.25573659       2.65700006    
       23880   2.61649990       2.24465752       2.65700006    
       23940   2.61649990       2.24465752       2.65700006    
       24000   2.61106896       2.23371816       2.65700006    
       24060   2.60850000       2.23371816       2.65700006    
       24120   2.60850000       2.22377253       2.65700006    
       24180   2.60448265       2.22377253       2.65700006    
       24240   2.60142851       2.21433687       2.65700006    
       24300   2.59751725       2.21433687       2.65700006    
       24360   2.59751725       2.20544958       2.65700006    
       24420   2.59075856       2.20544958       2.65700006    
       24480   2.58760715       2.19711351       2.65700006    
       24540   2.58760715       2.19711351       2.65700006    
       24600   2.58231044       2.18943524       2.65700006    
       24660   2.57334495       2.18943524       2.65700006    
       24720   2.57096434       2.18251300       2.65700006    
       24780   2.57096434       2.18251300       2.65700006    
       24840   2.56389666       2.17592454       2.65700006    
       24900   2.56164289       2.17592454       2.65700006    
       24960   2.55920696       2.16965032       2.65700006    
       25020   2.55403447       2.16965032       2.65700006    
       25080   2.54939294       2.16385913       2.52800012    
       25140   2.54939294       2.16385913       2.52800012    
       25200   2.54168963       2.15810823       2.52800012    
       25260   2.53646421       2.15810823       2.52800012    
       25320   2.52300000       2.15256715       2.52800012    
       25380   2.51682758       2.15256715       2.52800012    
       25440   2.50946426       2.14709115       2.52800012    
       25500   2.50946426       2.14709115       2.52800012    
       25560   2.50448275       2.14133000       2.52800012    
       25620   2.49600005       2.14133000       2.52800012    
       25680   2.48346424       2.13572526       2.52800012    
       25740   2.48048282       2.13572526       2.52800012    
       25800   2.47332144       2.13014674       2.52800012    
       25860   2.47332144       2.13014674       2.52800012    
       25920   2.47332144       2.12442708       2.52800012    
       25980   2.47162080       2.12442708       2.52800012    
       26040   2.46525002       2.11835337       2.52800012    
       26100   2.46525002       2.11835337       2.52800012    
       26160   2.45310712       2.11248899       2.52800012    
       26220   2.45310712       2.11248899       2.52800012    
       26280   2.44160724       2.10691905       2.52800012    
       26340   2.43744826       2.10691905       2.52800012    
       26400   2.43321419       2.10193872       2.52800012    
       26460   2.42972422       2.10193872       2.52800012    
       26520   2.42582154       2.09776449       2.52800012    
       26580   2.42582154       2.09776449       2.52800012    
       26640   2.42106891       2.09382915       2.52800012    
       26700   2.41703582       2.09382915       2.52800012    
       26760   2.40953565       2.08988333       2.52800012    
       26820   2.40731025       2.08988333       2.52800012    
       26880   2.40050006       2.08575344       2.52800012    
       26940   2.40050006       2.08575344       2.52800012    
       27000   2.39272404       2.08110666       2.52800012    
       27060   2.38244820       2.08110666       2.52800012    
       27120   2.37921429       2.07646561       2.52800012    
       27180   2.37548280       2.07646561       2.52800012    
       27240   2.37548280       2.07310057       2.52800012    
       27300   2.37289286       2.07310057       2.52800012    
       27360   2.36546421       2.07049823       2.52800012    
       27420   2.36296558       2.07049823       2.52800012    
       27480   2.36296558       2.06871605       2.52800012    
       27540   2.35841370       2.06871605       2.52800012    
       27600   2.35841370       2.06818318       2.52800012    
       27660   2.35855174       2.06818318       2.52800012    
       27720   2.35855174       2.06731129       2.52800012    
       27780   2.36106658       2.06731129       2.52800012    
       27840   2.35655165       2.06484270       2.52800012    
       27900   2.35655165       2.06484270       2.52800012    
       27960   2.34862065       2.06103420       2.52800012    
       28020   2.34383345       2.06103420       2.52800012    
       28080   2.33899999       2.05672431       2.52800012    
       28140   2.33680010       2.05672431       2.52800012    
       28200   2.33680010       2.05276752       2.52800012    
       28260   2.33344817       2.05276752       2.52800012    
       28320   2.33134484       2.04925728       2.52800012    
       28380   2.33134484       2.04925728       2.52800012    
       28440   2.33186674       2.04602575       2.52800012    
       28500   2.33068967       2.04602575       2.52800012    
       28560   2.33068967       2.04282093       2.52800012    
       28620   2.33013797       2.04282093       2.52800012    
       28680   2.32275009       2.03950191       2.17499995    
       28740   2.32275009       2.03950191       2.17499995    
