 20181127
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7200   6.88688517       7.27606487       7.57999992    
        7260   6.87098360       7.21866131       7.57999992    
        7320   6.86557388       7.15711546       7.57999992    
        7380   6.87950802       7.09794331       7.57999992    
        7440   6.88655758       7.04590988       7.57999992    
        7500   6.88344240       7.00186968       7.57999992    
        7560   6.89868832       6.96230698       7.57999992    
        7620   6.88344240       6.92150402       7.57999992    
        7680   6.89131165       6.87772465       7.57999992    
        7740   6.85393429       6.83351326       7.57999992    
        7800   6.84426212       6.78787708       7.57999992    
        7860   6.82327890       6.73860359       7.57999992    
        7920   6.82000017       6.69161749       7.57999992    
        7980   6.82852459       6.65598392       7.57999992    
        8040   6.81426239       6.63591623       7.57999992    
        8100   6.81754112       6.62851429       7.57999992    
        8160   6.78016376       6.62552643       7.57999992    
        8220   6.76327848       6.61855078       7.57999992    
        8280   6.73573780       6.60512590       7.57999992    
        8340   6.71901655       6.58892584       7.57999992    
        8400   6.70868874       6.57414150       7.57999992    
        8460   6.69688511       6.55979586       7.57999992    
        8520   6.68377066       6.54237318       7.57999992    
        8580   6.66655731       6.51917553       7.57999992    
        8640   6.64065552       6.48997259       7.57999992    
        8700   6.60377026       6.45763969       7.57999992    
        8760   6.54557371       6.42650652       7.57999992    
        8820   6.50213099       6.39769745       7.57999992    
        8880   6.46737719       6.36932373       7.57999992    
        8940   6.43491793       6.33975315       7.57999992    
        9000   6.39475393       6.31079149       7.57999992    
        9060   6.36524582       6.28866100       7.57999992    
        9120   6.30213118       6.27849150       7.57999992    
        9180   6.27426243       6.27716255       7.57999992    
        9240   6.21803284       6.27604675       7.57999992    
        9300   6.18491793       6.26910591       7.57999992    
        9360   6.16475391       6.25628328       7.57999992    
        9420   6.12409830       6.24010801       7.57999992    
        9480   6.10278702       6.22336864       7.57999992    
        9540   6.07655716       6.20934534       7.57999992    
        9600   6.04262304       6.20067072       7.57999992    
        9660   6.01278687       6.19652414       7.57999992    
        9720   5.98131132       6.19178438       7.57999992    
        9780   5.95180321       6.18043232       7.57999992    
        9840   5.93344259       6.15825510       7.57999992    
        9900   5.92409849       6.12337446       7.57999992    
        9960   5.89541006       6.07667351       7.57999992    
       10020   5.86918020       6.02253437       7.57999992    
       10080   5.83311462       5.96795607       7.57999992    
       10140   5.80475426       5.91992950       7.57999992    
       10200   5.78131151       5.88302612       7.57999992    
       10260   5.75426245       5.85739803       7.57999992    
       10320   5.73540974       5.83722258       7.57999992    
       10380   5.70491791       5.81556273       7.57999992    
       10440   5.66721296       5.78909826       7.57999992    
       10500   5.65163946       5.75928116       7.57999992    
       10560   5.63688517       5.73069859       7.57999992    
       10620   5.60983610       5.70722103       7.57999992    
       10680   5.58770514       5.69003391       7.57999992    
       10740   5.58967209       5.67870522       7.57999992    
       10800   5.58065557       5.67227507       6.78000021    
       10860   5.55819654       5.66983271       6.78000021    
       10920   5.53688526       5.67160511       6.78000021    
       10980   5.50754118       5.67752981       6.78000021    
       11040   5.47393465       5.68466806       6.78000021    
       11100   5.44770479       5.68906307       6.78000021    
       11160   5.42590141       5.68989468       6.78000021    
       11220   5.39918041       5.68891764       6.78000021    
       11280   5.40377045       5.68700171       6.78000021    
       11340   5.41196728       5.68383694       6.78000021    
       11400   5.40131140       5.68157768       6.78000021    
       11460   5.37950802       5.68233967       6.78000021    
       11520   5.38409853       5.68100882       6.78000021    
       11580   5.37147522       5.66963911       6.78000021    
       11640   5.34360647       5.64359522       6.78000021    
       11700   5.35344267       5.60302401       6.78000021    
       11760   5.34983587       5.55330086       6.78000021    
       11820   5.34163952       5.50160265       6.78000021    
       11880   5.34491825       5.45236921       6.78000021    
       11940   5.34573793       5.40612507       6.78000021    
       12000   5.33426237       5.36142921       6.78000021    
       12060   5.32901621       5.31804371       6.78000021    
       12120   5.33032799       5.27824116       6.78000021    
       12180   5.32786894       5.24506092       6.78000021    
       12240   5.31426239       5.22049141       6.78000021    
       12300   5.31967211       5.20516062       6.78000021    
       12360   5.32295084       5.19708443       6.78000021    
       12420   5.34180307       5.19254589       6.78000021    
       12480   5.36147547       5.18933678       6.78000021    
       12540   5.37672138       5.18747139       6.78000021    
       12600   5.38213110       5.18689728       6.78000021    
       12660   5.36901617       5.18479252       6.78000021    
       12720   5.35016394       5.17689896       6.78000021    
       12780   5.36000013       5.16204166       6.78000021    
       12840   5.36360645       5.14328289       6.78000021    
       12900   5.37032795       5.12473869       6.78000021    
       12960   5.37639332       5.10898161       6.78000021    
       13020   5.37639332       5.09578228       6.78000021    
       13080   5.37983608       5.08235645       6.78000021    
       13140   5.37409830       5.06539726       6.78000021    
       13200   5.38147545       5.04342365       6.78000021    
       13260   5.39245892       5.01814079       6.78000021    
       13320   5.38131142       4.99338245       6.78000021    
       13380   5.38950825       4.97289610       6.78000021    
       13440   5.40016413       4.95897484       6.78000021    
       13500   5.39852476       4.95228481       6.78000021    
       13560   5.39508200       4.95225668       6.78000021    
       13620   5.38934422       4.95739937       6.78000021    
       13680   5.39967203       4.96499538       6.78000021    
       13740   5.40918016       4.97146749       6.78000021    
       13800   5.39983606       4.97299623       6.78000021    
       13860   5.37655735       4.96656466       6.78000021    
       13920   5.36049175       4.95131159       6.78000021    
       13980   5.34213114       4.92880344       6.78000021    
       14040   5.31934404       4.90252781       6.78000021    
       14100   5.30983591       4.87613392       6.78000021    
       14160   5.26967192       4.85183001       6.78000021    
       14220   5.22901630       4.83015251       6.78000021    
       14280   5.19704914       4.81099892       6.78000021    
       14340   5.16016388       4.79485989       6.78000021    
       14400   5.11049175       4.78265810       4.55000019    
       14460   5.07688522       4.77491283       4.55000019    
       14520   5.04245901       4.77081442       4.55000019    
       14580   4.99786901       4.76821661       4.55000019    
       14640   4.96704912       4.76403904       4.55000019    
       14700   4.93098354       4.75516272       4.55000019    
       14760   4.89327860       4.73937798       4.55000019    
       14820   4.85852480       4.71652269       4.55000019    
       14880   4.81344271       4.68929815       4.55000019    
       14940   4.75475407       4.66216373       4.55000019    
       15000   4.69081974       4.63962221       4.55000019    
       15060   4.65770483       4.62445450       4.55000019    
       15120   4.62622929       4.61675644       4.55000019    
       15180   4.57573748       4.61469746       4.55000019    
       15240   4.53147554       4.61572313       4.55000019    
       15300   4.49377060       4.61779308       4.55000019    
       15360   4.44327879       4.61985826       4.55000019    
       15420   4.40639353       4.62186623       4.55000019    
       15480   4.37114763       4.62421513       4.55000019    
       15540   4.31901646       4.62682486       4.55000019    
       15600   4.26327848       4.62855339       4.55000019    
       15660   4.21983624       4.62772512       4.55000019    
       15720   4.16524601       4.62301922       4.55000019    
       15780   4.10409832       4.61423254       4.55000019    
       15840   4.05000019       4.60160828       4.55000019    
       15900   3.99721313       4.58449507       4.55000019    
       15960   3.94016385       4.56283903       4.55000019    
       16020   3.88409829       4.53822470       4.55000019    
       16080   3.82065582       4.51125908       4.55000019    
       16140   3.76196718       4.48047447       4.55000019    
       16200   3.68934417       4.44386005       4.55000019    
       16260   3.63721323       4.40110302       4.55000019    
