 20190126
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   6.58885241       8.24336243       6.63000011    
        7320   6.55573750       8.22264671       6.63000011    
        7380   6.55213118       8.21130562       6.63000011    
        7440   6.53409815       8.20840931       6.63000011    
        7500   6.50868845       8.20801163       6.63000011    
        7560   6.50409842       8.20316315       6.63000011    
        7620   6.50819683       8.19099998       6.63000011    
        7680   6.50688505       8.17367172       6.63000011    
        7740   6.51098347       8.15486622       6.63000011    
        7800   6.52786875       8.13596535       6.63000011    
        7860   6.53491783       8.11664677       6.63000011    
        7920   6.53622961       8.09636688       6.63000011    
        7980   6.53786898       8.07562733       6.63000011    
        8040   6.52360678       8.05515671       6.63000011    
        8100   6.50032806       8.03345966       6.63000011    
        8160   6.49754095       8.00813675       6.63000011    
        8220   6.47672129       7.97927713       6.63000011    
        8280   6.44803286       7.94909859       6.63000011    
        8340   6.43213129       7.91880846       6.63000011    
        8400   6.39819670       7.88926506       6.63000011    
        8460   6.38459015       7.86249590       6.63000011    
        8520   6.33426237       7.83953333       6.63000011    
        8580   6.29377031       7.81827974       6.63000011    
        8640   6.27459002       7.79400206       6.63000011    
        8700   6.26114750       7.76219130       6.63000011    
        8760   6.24475431       7.72217131       6.63000011    
        8820   6.24639368       7.67796516       6.63000011    
        8880   6.23327875       7.63501215       6.63000011    
        8940   6.21950817       7.59571791       6.63000011    
        9000   6.20311499       7.55831480       6.63000011    
        9060   6.20180321       7.51987505       6.63000011    
        9120   6.18918037       7.47947264       6.63000011    
        9180   6.16327858       7.43927145       6.63000011    
        9240   6.14278698       7.40354633       6.63000011    
        9300   6.09557390       7.37698507       6.63000011    
        9360   6.07213116       7.36262465       6.63000011    
        9420   6.04754114       7.35892105       6.63000011    
        9480   6.03852463       7.36126709       6.63000011    
        9540   6.00327873       7.36762476       6.63000011    
        9600   5.96606541       7.37752199       6.63000011    
        9660   5.95098352       7.38970232       6.63000011    
        9720   5.93590164       7.40319967       6.63000011    
        9780   5.90475416       7.41874695       6.63000011    
        9840   5.86950827       7.43790197       6.63000011    
        9900   5.83836079       7.45996571       6.63000011    
        9960   5.82065582       7.48129797       6.63000011    
       10020   5.80049181       7.49913216       6.63000011    
       10080   5.79557371       7.51447868       6.63000011    
       10140   5.78573751       7.53026009       6.63000011    
       10200   5.76147556       7.54707575       6.63000011    
       10260   5.74672127       7.56199074       6.63000011    
       10320   5.72983599       7.57203102       6.63000011    
       10380   5.74131155       7.57819080       6.63000011    
       10440   5.76999998       7.58437014       6.63000011    
       10500   5.80229521       7.59360361       6.63000011    
       10560   5.80639362       7.60504770       6.63000011    
       10620   5.82065582       7.61515665       6.63000011    
       10680   5.83590174       7.62234545       6.63000011    
       10740   5.87655735       7.62853289       6.63000011    
       10800   5.92163944       7.63597965       6.63000011    
       10860   5.93344259       7.64466286       6.63000011    
       10920   5.94950819       7.65219069       6.63000011    
       10980   5.95803261       7.65575361       6.63000011    
       11040   5.96786880       7.65479183       6.63000011    
       11100   5.98426247       7.65143156       6.63000011    
       11160   6.02032804       7.64814663       6.63000011    
       11220   6.03229523       7.64556122       6.63000011    
       11280   6.05081987       7.64289284       6.63000011    
       11340   6.05622959       7.63912916       6.63000011    
       11400   6.07344246       7.63343096       6.63000011    
       11460   6.09393454       7.62607241       6.63000011    
       11520   6.12540960       7.61991930       6.63000011    
       11580   6.13999987       7.61837530       6.63000011    
       11640   6.15229511       7.62230062       6.63000011    
       11700   6.18016386       7.63093901       6.63000011    
       11760   6.22311497       7.64388990       6.63000011    
       11820   6.23901653       7.66063404       6.63000011    
       11880   6.29065561       7.68017101       6.63000011    
       11940   6.33049202       7.70162487       6.63000011    
       12000   6.35721302       7.72258997       6.63000011    
       12060   6.39245892       7.73894835       6.63000011    
       12120   6.42114735       7.74843168       6.63000011    
       12180   6.47606564       7.75408363       6.63000011    
       12240   6.51819658       7.76292133       6.63000011    
       12300   6.55344248       7.78132534       6.63000011    
       12360   6.58868837       7.81078815       6.63000011    
       12420   6.63114738       7.84785604       6.63000011    
       12480   6.64704895       7.88642550       6.63000011    
       12540   6.69344282       7.92135572       6.63000011    
       12600   6.75524569       7.95036030       6.63000011    
       12660   6.77983618       7.97430372       6.63000011    
       12720   6.80819654       7.99550962       6.63000011    
       12780   6.83344269       8.01538658       6.63000011    
       12840   6.86540985       8.03377533       6.63000011    
       12900   6.88836050       8.04880905       6.63000011    
       12960   6.93098354       8.05788040       6.63000011    
       13020   6.96262312       8.06178379       6.63000011    
       13080   6.98393440       8.06413651       6.63000011    
       13140   6.98229504       8.06577969       6.63000011    
       13200   6.97770500       8.06463909       6.63000011    
       13260   6.99819660       8.05929661       6.63000011    
       13320   7.02639341       8.05066776       6.63000011    
       13380   7.04065561       8.04084492       6.63000011    
       13440   7.08032799       8.03143501       6.63000011    
       13500   7.12081957       8.02405643       6.63000011    
       13560   7.15426207       8.02033520       6.63000011    
       13620   7.19622946       8.02041817       6.63000011    
       13680   7.24950838       8.02273846       6.63000011    
       13740   7.28311491       8.02497673       6.63000011    
       13800   7.31786871       8.02494335       6.63000011    
       13860   7.36459017       8.02069092       6.63000011    
       13920   7.40606546       8.00994873       6.63000011    
       13980   7.43967199       7.99144411       6.63000011    
       14040   7.45147562       7.96678019       6.63000011    
       14100   7.47081947       7.93969536       6.63000011    
       14160   7.48032808       7.91437674       6.63000011    
       14220   7.49836063       7.89407110       6.63000011    
       14280   7.51639366       7.87880754       6.63000011    
       14340   7.52573776       7.86496401       6.63000011    
       14400   7.53393459       7.84874201       6.63000011    
       14460   7.54688501       7.82995701       5.25000000    
       14520   7.57852459       7.81203842       5.25000000    
       14580   7.61672115       7.79882431       5.25000000    
       14640   7.64950800       7.79177094       5.25000000    
       14700   7.67688513       7.79070568       5.25000000    
       14760   7.71081972       7.79593945       5.25000000    
       14820   7.74114752       7.80832005       5.25000000    
       14880   7.76114750       7.82798243       5.25000000    
       14940   7.77262306       7.85452414       5.25000000    
       15000   7.80409813       7.88797569       5.25000000    
       15060   7.81754112       7.92819023       5.25000000    
       15120   7.82770491       7.97126198       5.25000000    
       15180   7.83147526       8.01018238       5.25000000    
       15240   7.84672117       8.04073048       5.25000000    
       15300   7.84393454       8.06394768       5.25000000    
       15360   7.83163929       8.08359528       5.25000000    
       15420   7.81491804       8.10248947       5.25000000    
       15480   7.82311487       8.12131214       5.25000000    
       15540   7.80918026       8.13954449       5.25000000    
       15600   7.80475426       8.15754604       5.25000000    
       15660   7.80213118       8.17727184       5.25000000    
       15720   7.80377054       8.19956684       5.25000000    
       15780   7.80426216       8.22156429       5.25000000    
       15840   7.79442644       8.23898029       5.25000000    
       15900   7.77688503       8.25007248       5.25000000    
       15960   7.75803280       8.25637627       5.25000000    
       16020   7.71868849       8.26044083       5.25000000    
       16080   7.66344261       8.26444149       5.25000000    
       16140   7.63000011       8.26974678       5.25000000    
       16200   7.56934404       8.27785206       5.25000000    
       16260   7.51409817       8.28933239       5.25000000    
       16320   7.48327875       8.30205250       5.25000000    
       16380   7.45868874       8.31164837       5.25000000    
       16440   7.45049191       8.31389713       5.25000000    
       16500   7.43655729       8.30745125       5.25000000    
       16560   7.42918015       8.29420185       5.25000000    
       16620   7.41114759       8.27757359       5.25000000    
       16680   7.39344263       8.26100540       5.25000000    
       16740   7.37327862       8.24774075       5.25000000    
       16800   7.36180305       8.24004364       5.25000000    
       16860   7.35245895       8.23778820       5.25000000    
       16920   7.32295084       8.23851299       5.25000000    
       16980   7.28573751       8.23951530       5.25000000    
       17040   7.25262308       8.23987865       5.25000000    
       17100   7.21196699       8.24024963       5.25000000    
       17160   7.17803288       8.24161434       5.25000000    
       17220   7.14377069       8.24404240       5.25000000    
       17280   7.10147524       8.24586868       5.25000000    
       17340   7.05688524       8.24401188       5.25000000    
       17400   7.01836061       8.23600864       5.25000000    
       17460   6.98934412       8.22251701       5.25000000    
       17520   6.95491791       8.20725250       5.25000000    
       17580   6.91836071       8.19384956       5.25000000    
       17640   6.88557386       8.18389416       5.25000000    
       17700   6.84704924       8.17847252       5.25000000    
       17760   6.79459000       8.17949963       5.25000000    
       17820   6.74377060       8.18757725       5.25000000    
       17880   6.69344282       8.20018959       5.25000000    
       17940   6.63409853       8.21419621       5.25000000    
       18000   6.58458996       8.22934818       5.25000000    
       18060   6.54393435       8.24655628       7.21999979    
       18120   6.51409817       8.26381207       7.21999979    
       18180   6.48573780       8.27628326       7.21999979    
       18240   6.45245886       8.28115845       7.21999979    
       18300   6.42377043       8.27948856       7.21999979    
       18360   6.39786863       8.27280903       7.21999979    
       18420   6.36704922       8.26201630       7.21999979    
       18480   6.32278681       8.24839783       7.21999979    
       18540   6.29049158       8.23328686       7.21999979    
       18600   6.25606537       8.21628857       7.21999979    
       18660   6.22131157       8.19468212       7.21999979    
       18720   6.19016409       8.16743374       7.21999979    
       18780   6.16426229       8.13735676       7.21999979    
       18840   6.13508177       8.10783100       7.21999979    
       18900   6.11016417       8.08004284       7.21999979    
       18960   6.10032797       8.05261803       7.21999979    
       19020   6.09131145       8.02299595       7.21999979    
       19080   6.07327890       7.99065542       7.21999979    
       19140   6.04672146       7.95845461       7.21999979    
       19200   6.02131128       7.93018723       7.21999979    
       19260   5.98688507       7.90778255       7.21999979    
       19320   5.95819664       7.89130402       7.21999979    
       19380   5.93065596       7.88030338       7.21999979    
       19440   5.90196705       7.87277269       7.21999979    
       19500   5.88147545       7.86431122       7.21999979    
       19560   5.87278700       7.85153008       7.21999979    
       19620   5.86163950       7.83468771       7.21999979    
       19680   5.86163950       7.81583929       7.21999979    
