 20190321
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   4.51049185       6.42357445       4.40000010    
        7320   4.50475407       6.39693832       4.40000010    
        7380   4.49704933       6.36228132       4.40000010    
        7440   4.48475409       6.32417727       4.40000010    
        7500   4.48409843       6.28610992       4.40000010    
        7560   4.48327875       6.24850893       4.40000010    
        7620   4.47311497       6.21058464       4.40000010    
        7680   4.46540976       6.17208815       4.40000010    
        7740   4.45639324       6.13373661       4.40000010    
        7800   4.42655754       6.09663200       4.40000010    
        7860   4.40934420       6.06189728       4.40000010    
        7920   4.38803291       6.03019714       4.40000010    
        7980   4.36213112       6.00144243       4.40000010    
        8040   4.35557365       5.97482967       4.40000010    
        8100   4.33049202       5.94880104       4.40000010    
        8160   4.30262280       5.92215538       4.40000010    
        8220   4.27639341       5.89407110       4.40000010    
        8280   4.24196720       5.86493969       4.40000010    
        8340   4.23950815       5.83623028       4.40000010    
        8400   4.25049162       5.81001902       4.40000010    
        8460   4.24770498       5.78702593       4.40000010    
        8520   4.23655748       5.76500273       4.40000010    
        8580   4.23491812       5.73917484       4.40000010    
        8640   4.22475433       5.70560122       4.40000010    
        8700   4.22672129       5.66366863       4.40000010    
        8760   4.22180319       5.61485863       4.40000010    
        8820   4.21360636       5.56169319       4.40000010    
        8880   4.19344282       5.50876713       4.40000010    
        8940   4.16524601       5.46190262       4.40000010    
        9000   4.14262295       5.42461967       4.40000010    
        9060   4.13163948       5.39681196       4.40000010    
        9120   4.11819649       5.37620306       4.40000010    
        9180   4.10131168       5.36159658       4.40000010    
        9240   4.09770489       5.35366726       4.40000010    
        9300   4.07918024       5.35315228       4.40000010    
        9360   4.06278706       5.35905409       4.40000010    
        9420   4.03049183       5.36916685       4.40000010    
        9480   4.02229500       5.38122034       4.40000010    
        9540   4.00803280       5.39371204       4.40000010    
        9600   3.98786879       5.40577221       4.40000010    
        9660   3.97426224       5.41734266       4.40000010    
        9720   3.96196723       5.42877626       4.40000010    
        9780   3.94196725       5.43987799       4.40000010    
        9840   3.92393446       5.44929218       4.40000010    
        9900   3.90180326       5.45509291       4.40000010    
        9960   3.88377047       5.45616961       4.40000010    
       10020   3.87524581       5.45286751       4.40000010    
       10080   3.86655736       5.44640255       4.40000010    
       10140   3.84819674       5.43871117       4.40000010    
       10200   3.83540988       5.43203115       4.40000010    
       10260   3.81213117       5.42829132       4.40000010    
       10320   3.78590155       5.42890310       4.40000010    
       10380   3.74737716       5.43364096       4.40000010    
       10440   3.72573781       5.43989754       4.40000010    
       10500   3.72000003       5.44354439       4.40000010    
       10560   3.70918036       5.44009495       4.40000010    
       10620   3.68459010       5.42642736       4.40000010    
       10680   3.66983604       5.40274096       4.40000010    
       10740   3.66459012       5.37243271       4.40000010    
       10800   3.64950824       5.34041262       4.40000010    
       10860   3.62590170       5.31149721       3.67000008    
       10920   3.59278679       5.28908443       3.67000008    
       10980   3.57344270       5.27459097       3.67000008    
       11040   3.54885244       5.26779413       3.67000008    
       11100   3.53213120       5.26726675       3.67000008    
       11160   3.50508189       5.27064323       3.67000008    
       11220   3.48606563       5.27535248       3.67000008    
       11280   3.47983599       5.27963114       3.67000008    
       11340   3.47196722       5.28281641       3.67000008    
       11400   3.46836066       5.28525639       3.67000008    
       11460   3.45147538       5.28768396       3.67000008    
       11520   3.43606567       5.29061174       3.67000008    
       11580   3.42622948       5.29419470       3.67000008    
       11640   3.41278696       5.29882050       3.67000008    
       11700   3.37262297       5.30527401       3.67000008    
       11760   3.35950828       5.31368971       3.67000008    
       11820   3.34918022       5.32359743       3.67000008    
       11880   3.32950830       5.33392239       3.67000008    
       11940   3.30770493       5.34367895       3.67000008    
       12000   3.26213121       5.35229111       3.67000008    
       12060   3.22491813       5.35988140       3.67000008    
       12120   3.18229508       5.36682701       3.67000008    
