 20190316
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   8.75295067       7.75702238       11.3800001    
        7320   8.77639389       7.73796844       11.3800001    
        7380   8.76459026       7.72768927       11.3800001    
        7440   8.79360676       7.71968079       11.3800001    
        7500   8.77852440       7.70488501       11.3800001    
        7560   8.76508236       7.67849445       11.3800001    
        7620   8.78524590       7.64420605       11.3800001    
        7680   8.80688572       7.61211014       11.3800001    
        7740   8.83721352       7.59122896       11.3800001    
        7800   8.84262276       7.58146477       11.3800001    
        7860   8.86803246       7.57528305       11.3800001    
        7920   8.92295074       7.56511593       11.3800001    
        7980   8.98934460       7.54738474       11.3800001    
        8040   9.01147556       7.52112007       11.3800001    
        8100   9.03737736       7.48643970       11.3800001    
        8160   9.03032780       7.44578981       11.3800001    
        8220   9.03852463       7.40223789       11.3800001    
        8280   9.05950832       7.35628033       11.3800001    
        8340   9.07540989       7.30869198       11.3800001    
        8400   9.07704926       7.26415491       11.3800001    
        8460   9.10754108       7.22793102       11.3800001    
        8520   9.06573772       7.19989252       11.3800001    
        8580   9.03786850       7.17455149       11.3800001    
        8640   9.06196690       7.14632940       11.3800001    
        8700   9.05245876       7.11229467       11.3800001    
        8760   9.05409813       7.07294273       11.3800001    
        8820   9.05163956       7.03196859       11.3800001    
        8880   9.03491783       6.99354887       11.3800001    
        8940   9.02639389       6.95989704       11.3800001    
        9000   9.08180332       6.92850208       11.3800001    
        9060   9.08622932       6.89158773       11.3800001    
        9120   9.10016346       6.84187794       11.3800001    
        9180   9.09606552       6.78127098       11.3800001    
        9240   9.08180332       6.71772337       11.3800001    
        9300   9.09950829       6.65528965       11.3800001    
        9360   9.13262272       6.59512138       11.3800001    
        9420   9.18622971       6.53839016       11.3800001    
        9480   9.19524574       6.48872805       11.3800001    
        9540   9.20262337       6.44974709       11.3800001    
        9600   9.24590206       6.42002392       11.3800001    
        9660   9.29262257       6.39610004       11.3800001    
        9720   9.27950859       6.37716627       11.3800001    
        9780   9.30983639       6.36283398       11.3800001    
        9840   9.34426212       6.35105181       11.3800001    
        9900   9.36344242       6.34141922       11.3800001    
        9960   9.36098385       6.33739281       11.3800001    
       10020   9.35606575       6.34250879       11.3800001    
       10080   9.37524605       6.35634279       11.3800001    
       10140   9.36213112       6.37381697       11.3800001    
       10200   9.31295109       6.38828993       11.3800001    
       10260   9.26836109       6.39572811       11.3800001    
       10320   9.29836082       6.39686489       11.3800001    
       10380   9.27163887       6.39681673       11.3800001    
       10440   9.24836063       6.40002918       11.3800001    
       10500   9.17573738       6.40666962       11.3800001    
       10560   9.13049221       6.41354179       11.3800001    
       10620   9.10016346       6.41624689       11.3800001    
       10680   9.06639385       6.41278887       11.3800001    
       10740   9.03721333       6.40585375       11.3800001    
       10800   9.02737713       6.40100193       11.3800001    
       10860   9.01754093       6.40279961       9.30000019    
       10920   9.02573776       6.41089344       9.30000019    
       10980   9.01131153       6.42146206       9.30000019    
       11040   9.00147533       6.43389702       9.30000019    
       11100   8.98475456       6.45126867       9.30000019    
       11160   8.97983646       6.47441912       9.30000019    
       11220   8.98426247       6.49880457       9.30000019    
       11280   8.93147564       6.51679564       9.30000019    
       11340   8.87245941       6.52246952       9.30000019    
       11400   8.79541016       6.51484251       9.30000019    
       11460   8.75606537       6.49670506       9.30000019    
       11520   8.72163963       6.47231340       9.30000019    
       11580   8.69868851       6.44637012       9.30000019    
       11640   8.67049217       6.42348909       9.30000019    
       11700   8.60377026       6.40572262       9.30000019    
       11760   8.57311440       6.39112186       9.30000019    
       11820   8.53639317       6.37757969       9.30000019    
       11880   8.51672173       6.36556768       9.30000019    
       11940   8.50934410       6.35490894       9.30000019    
       12000   8.49540997       6.34230804       9.30000019    
       12060   8.45360661       6.32380772       9.30000019    
       12120   8.40606594       6.29848909       9.30000019    
       12180   8.42131138       6.27039576       9.30000019    
       12240   8.40311432       6.24556255       9.30000019    
       12300   8.36704922       6.22694588       9.30000019    
       12360   8.34131145       6.21245384       9.30000019    
       12420   8.35967255       6.19749403       9.30000019    
       12480   8.37393475       6.17893648       9.30000019    
       12540   8.37885284       6.15600061       9.30000019    
       12600   8.35786915       6.13021278       9.30000019    
       12660   8.33409882       6.10545444       9.30000019    
       12720   8.29803276       6.08535433       9.30000019    
