 20190125
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   5.02508211       6.98891497       5.58410168    
        7320   5.03196716       7.01108885       5.59574318    
        7380   5.02950811       7.03138113       5.59659529    
        7440   5.04590178       7.04207659       5.59335804    
        7500   5.07655716       7.03826714       5.59556961    
        7560   5.10147524       7.02027369       5.61009550    
        7620   5.11213112       6.99532270       5.63849831    
        7680   5.13344240       6.97677422       5.67520142    
        7740   5.13918018       6.97962427       5.71494627    
        7800   5.15278673       7.00804710       5.75371122    
        7860   5.16721296       7.05030966       5.78551865    
        7920   5.20196724       7.09225321       5.80675459    
        7980   5.20524597       7.12621498       5.81996679    
        8040   5.20770502       7.14791346       5.83176279    
        8100   5.24672127       7.15601683       5.84513664    
        8160   5.27901649       7.15441656       5.85796309    
        8220   5.27934408       7.15084076       5.86406040    
        8280   5.29836082       7.15066576       5.86126041    
        8340   5.32672119       7.15233850       5.85294342    
        8400   5.32672119       7.14974022       5.84760427    
        8460   5.33622932       7.13934660       5.85287619    
        8520   5.33131170       7.12509489       5.87079048    
        8580   5.34721327       7.11573792       5.89641857    
        8640   5.37590170       7.11713696       5.92505169    
        8700   5.38540983       7.12790442       5.95493937    
        8760   5.41163921       7.14302444       5.98523998    
        8820   5.43131161       7.15962696       6.01502848    
        8880   5.44967222       7.17676449       6.04444218    
        8940   5.45491791       7.19353437       6.07309151    
        9000   5.47754097       7.20941496       6.09774208    
        9060   5.47786903       7.22558451       6.11216307    
        9120   5.47491789       7.24257803       6.11039591    
        9180   5.47540998       7.25726557       6.09367371    
        9240   5.48032808       7.26215744       6.07427406    
        9300   5.48491812       7.25023270       6.06365919    
        9360   5.49311495       7.22365093       6.06140947    
        9420   5.48704910       7.19542837       6.05941200    
        9480   5.47475433       7.17595339       6.05029345    
        9540   5.45377064       7.16416550       6.03253794    
        9600   5.45868874       7.15248442       6.01184940    
        9660   5.42098379       7.13445807       5.99584055    
        9720   5.40377045       7.10949850       5.99118280    
        9780   5.35786867       7.08185720       6.00115347    
        9840   5.31770515       7.05754709       6.02353001    
        9900   5.30950832       7.04363775       6.05277824    
        9960   5.28196716       7.04450893       6.08491516    
       10020   5.26098347       7.05783081       6.11915016    
       10080   5.24016380       7.07757378       6.15598917    
       10140   5.24540997       7.10014534       6.19423342    
       10200   5.24950838       7.12641382       6.22772264    
       10260   5.24737692       7.15817022       6.24862480    
       10320   5.25229502       7.19254112       6.25397348    
       10380   5.27196741       7.22087717       6.24798489    
       10440   5.28836060       7.23523617       6.23762226    
       10500   5.27655745       7.23476410       6.22774887    
       10560   5.25901651       7.22501326       6.22063732    
       10620   5.24672127       7.21189356       6.21672297    
       10680   5.25491810       7.19799376       6.21469164    
       10740   5.22377062       7.18395519       6.21414280    
       10800   5.20327854       7.17026758       6.21794939    
       10860   5.19754076       7.15764999       5.38630009    
       10920   5.19377041       7.14759493       5.41028547    
       10980   5.17918015       7.14357281       5.43865252    
       11040   5.16606569       7.14903975       5.46531677    
       11100   5.14393425       7.16315651       5.48388529    
       11160   5.11327887       7.18036604       5.48918200    
       11220   5.09737682       7.19254541       5.48500347    
       11280   5.08590174       7.19214344       5.48398638    
       11340   5.05377054       7.17747116       5.49603939    
       11400   5.01770496       7.15794325       5.52166080    
       11460   4.99049187       7.14871550       5.55484247    
       11520   4.96131134       7.15682220       5.59416056    
       11580   4.89213133       7.17761374       5.63683271    
       11640   4.85557365       7.20466566       5.67951775    
       11700   4.82016373       7.23527384       5.71750832    
       11760   4.78442621       7.26705742       5.75393391    
       11820   4.75163937       7.29579401       5.79550743    
       11880   4.73491812       7.31915188       5.84817314    
       11940   4.69721317       7.34105206       5.90994835    
       12000   4.65672112       7.37000942       5.97527599    
       12060   4.64196730       7.41173744       6.03960514    
       12120   4.60180330       7.46425200       6.10117483    
       12180   4.60344267       7.52089357       6.15870619    
       12240   4.57770491       7.57621241       6.20885468    
       12300   4.52672148       7.62774611       6.24802399    
       12360   4.49885225       7.67452478       6.27439117    
       12420   4.46721315       7.71473837       6.29032516    
       12480   4.43721294       7.74500418       6.29933882    
       12540   4.42786884       7.76244211       6.30494308    
