 20190410
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7200   4.27409840       6.26540041       4.57645512    
        7260   4.26475430       6.27784109       4.59084034    
        7320   4.25163937       6.29263210       4.60581970    
        7380   4.25819683       6.30873442       4.62106848    
        7440   4.27098370       6.32472086       4.63741636    
        7500   4.28491783       6.34000015       4.65550041    
        7560   4.30295086       6.35491657       4.67608786    
        7620   4.28163958       6.37007523       4.69901943    
        7680   4.26754093       6.38638830       4.72228718    
        7740   4.25524569       6.40510559       4.73971891    
        7800   4.26098347       6.42603588       4.74530697    
        7860   4.26393461       6.44566011       4.73728895    
        7920   4.25737715       6.45788765       4.71751738    
        7980   4.26344252       6.45767546       4.68973351    
        8040   4.28065586       6.44415998       4.65775108    
        8100   4.29590178       6.41967487       4.62576485    
        8160   4.31360674       6.38731813       4.59659863    
        8220   4.32360649       6.35062218       4.57117128    
        8280   4.34409857       6.31338739       4.54913759    
        8340   4.32311487       6.27815914       4.52999353    
        8400   4.30377054       6.24581623       4.51441240    
        8460   4.30868864       6.21695662       4.50328302    
        8520   4.30262280       6.19261932       4.49634552    
        8580   4.33622932       6.17404842       4.49289227    
        8640   4.32918024       6.16153383       4.49150229    
        8700   4.31688547       6.15377903       4.49049664    
        8760   4.31803274       6.14881802       4.48867178    
        8820   4.33442640       6.14452791       4.48527622    
        8880   4.32901621       6.13899136       4.48066711    
        8940   4.33721304       6.13108063       4.47585630    
        9000   4.36344242       6.12079096       4.47145033    
        9060   4.39131165       6.10910416       4.46742535    
        9120   4.38934422       6.09738684       4.46348143    
        9180   4.33393431       6.08647871       4.45862246    
        9240   4.30229521       6.07636452       4.45097446    
        9300   4.31950808       6.06632614       4.43916988    
        9360   4.33868837       6.05526018       4.42270517    
        9420   4.29721308       6.04201221       4.40138483    
        9480   4.26967192       6.02522469       4.37525511    
        9540   4.24475431       6.00426579       4.34492445    
        9600   4.23655748       5.97857666       4.31170177    
        9660   4.21819687       5.94782209       4.27813959    
        9720   4.18622971       5.91230440       4.24800730    
        9780   4.16032791       5.87366962       4.22431517    
        9840   4.14278698       5.83496475       4.20713663    
        9900   4.12278700       5.79986143       4.19336653    
        9960   4.13737726       5.77074242       4.17881966    
       10020   4.12836075       5.74696493       4.16115379    
       10080   4.10918045       5.72558546       4.14011669    
       10140   4.11295080       5.70381927       4.11638927    
       10200   4.10065556       5.68026495       4.08976316    
       10260   4.08213139       5.65446711       4.05940580    
       10320   4.06573772       5.62586164       4.02476072    
       10380   4.04229498       5.59338617       3.98624229    
       10440   4.02786875       5.55616713       3.94574594    
       10500   4.00573778       5.51397657       3.90558410    
       10560   3.94786882       5.46815157       3.86834359    
       10620   3.91950822       5.42104578       3.83490491    
       10680   3.90393448       5.37545347       3.80456281    
       10740   3.87508202       5.33359337       3.77594376    
       10800   3.85065579       5.29604721       3.10960770    
       10860   3.81786895       5.26203585       3.08406782    
       10920   3.81049180       5.23028421       3.05976391    
       10980   3.80114746       5.20003223       3.03596544    
       11040   3.77901649       5.17095375       3.01292801    
