 20180920
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   9.24491787       11.4535065       11.0369062    
        7320   9.26540947       11.5180578       11.0546112    
        7380   9.27081966       11.5688705       11.0617476    
        7440   9.25032806       11.5992756       11.0543299    
        7500   9.25770473       11.6145945       11.0428181    
        7560   9.28360653       11.6190357       11.0497818    
        7620   9.32377052       11.6081715       11.0877800    
        7680   9.34196758       11.5863581       11.1368389    
        7740   9.36606598       11.5723743       11.1679373    
        7800   9.40836048       11.5873594       11.1789122    
        7860   9.45377064       11.6298494       11.1837559    
        7920   9.47672176       11.6717825       11.1890125    
        7980   9.53114796       11.6933126       11.1965704    
        8040   9.53524590       11.6997871       11.2047777    
        8100   9.54639339       11.7019854       11.2034655    
        8160   9.57458973       11.7038527       11.1884871    
        8220   9.60032749       11.7052240       11.1650085    
        8280   9.61704922       11.7012024       11.1444035    
        8340   9.64049149       11.6861877       11.1309566    
        8400   9.67541027       11.6643143       11.1216965    
        8460   9.72393417       11.6451511       11.1135588    
        8520   9.73737717       11.6340866       11.1065388    
        8580   9.77213097       11.6270037       11.1024218    
        8640   9.78983593       11.6184664       11.1022377    
        8700   9.82049179       11.6087618       11.1002312    
        8760   9.87950802       11.6009407       11.0917139    
        8820   9.91639328       11.5948315       11.0801010    
        8880   9.95655727       11.5865374       11.0715523    
        8940   9.97999954       11.5741186       11.0708208    
        9000   10.0204916       11.5611238       11.0816927    
        9060   10.0655737       11.5489950       11.0942698    
        9120   10.0967216       11.5371895       11.0964403    
        9180   10.1131144       11.5325069       11.0907049    
        9240   10.1262293       11.5375929       11.0826073    
        9300   10.1532784       11.5417376       11.0730438    
        9360   10.1532784       11.5382996       11.0626678    
        9420   10.1639347       11.5287266       11.0584612    
        9480   10.1573772       11.5141935       11.0678205    
        9540   10.2049179       11.4975510       11.0900726    
        9600   10.2560654       11.4876366       11.1181612    
        9660   10.2962294       11.4926186       11.1455717    
        9720   10.3659019       11.5123501       11.1708832    
        9780   10.4137707       11.5406170       11.1947603    
        9840   10.4642620       11.5713587       11.2144680    
        9900   10.5213118       11.6031151       11.2242689    
        9960   10.5491800       11.6350603       11.2232628    
       10020   10.5827866       11.6614876       11.2200880    
       10080   10.5968857       11.6761103       11.2217684    
       10140   10.6149178       11.6798649       11.2245483    
       10200   10.6350822       11.6794271       11.2192211    
       10260   10.6672134       11.6787872       11.2045479    
       10320   10.7073774       11.6741457       11.1858549    
       10380   10.7372131       11.6612492       11.1618481    
       10440   10.7680330       11.6407423       11.1282692    
       10500   10.8193445       11.6126881       11.0947676    
       10560   10.8360653       11.5739956       11.0778933    
       10620   10.8552456       11.5273323       11.0776405    
       10680   10.8634424       11.4872656       11.0814924    
       10740   10.8578691       11.4653168       11.0826254    
       10800   10.8840981       11.4573994       11.0828171    
       10860   10.9147539       11.4543667       9.05940723    
       10920   10.8926229       11.4531460       9.08812714    
       10980   10.8775406       11.4587517       9.11903477    
       11040   10.8603277       11.4757223       9.15312481    
       11100   10.8504915       11.4965391       9.18919373    
       11160   10.8340988       11.5160904       9.21047306    
       11220   10.8336067       11.5394039       9.19718933    
       11280   10.8177052       11.5618181       9.14774418    
       11340   10.8159018       11.5601206       9.08918762    
       11400   10.8142624       11.5128307       9.05295181    
       11460   10.7904921       11.4320908       9.04225063    
       11520   10.7713118       11.3586416       9.04018784    
       11580   10.7606554       11.3152399       9.03490067    
       11640   10.7401638       11.2925777       9.02229977    
       11700   10.7306557       11.2748833       9.00136471    
       11760   10.7303276       11.2530708       8.97878551    
       11820   10.7232790       11.2229147       8.96188354    
       11880   10.6913118       11.1877508       8.95554638    
       11940   10.6781969       11.1540718       8.95705128    
       12000   10.6536064       11.1235619       8.96285057    
       12060   10.6362295       11.0976543       8.97186852    
       12120   10.6029510       11.0785379       8.98703003    
       12180   10.5795078       11.0673819       9.00886536    
       12240   10.5532789       11.0612316       9.03327084    
       12300   10.5290165       11.0578070       9.05785561    
       12360   10.5077047       11.0583897       9.08570480    
       12420   10.4749184       11.0619516       9.11580467    
       12480   10.4580326       11.0665703       9.14511395    
       12540   10.4331150       11.0753565       9.17311192    
       12600   10.4044266       11.0888462       9.19361019    
       12660   10.3732786       11.1022291       9.19546604    
       12720   10.3457375       11.1100330       9.18751621    
       12780   10.3231144       11.1043625       9.18905830    
       12840   10.3132792       11.0837450       9.20346832    
       12900   10.2908201       11.0619192       9.22163200    
       12960   10.2719669       11.0504475       9.23376083    
       13020   10.2649183       11.0494909       9.23687172    
       13080   10.2491808       11.0530577       9.23208714    
       13140   10.2495079       11.0516262       9.21810055    
       13200   10.2240982       11.0376596       9.19486904    
       13260   10.2044258       11.0115213       9.16595459    
       13320   10.1899996       10.9776754       9.13587570    
       13380   10.1731148       10.9390745       9.10980606    
       13440   10.1563931       10.8990707       9.09230614    
       13500   10.1255741       10.8601561       9.08610630    
       13560   10.1095085       10.8256788       9.09314537    
       13620   10.0870495       10.8006458       9.11546612    
       13680   10.0524588       10.7876492       9.15175152    
       13740   10.0298357       10.7868891       9.19803047    
       13800   9.99950790       10.7972422       9.24932480    
       13860   9.97737694       10.8167524       9.30061722    
       13920   9.96213150       10.8443375       9.34926605    
       13980   9.94377041       10.8793364       9.39384747    
       14040   9.91147518       10.9183741       9.43099022    
       14100   9.88393402       10.9551220       9.45806789    
       14160   9.85114765       10.9850826       9.47430325    
       14220   9.82360649       11.0068951       9.47886467    
       14280   9.78999996       11.0181351       9.47429466    
       14340   9.75688553       11.0167608       9.46606922    
       14400   9.74196720       11.0034313       9.45771885    
       14460   9.71688557       10.9824896       10.2465467    
       14520   9.67590141       10.9602270       10.2380810    
       14580   9.64393425       10.9407110       10.2375154    
       14640   9.62016392       10.9270725       10.2410765    
       14700   9.60262299       10.9218922       10.2426949    
       14760   9.57311440       10.9238930       10.2401819    
       14820   9.54442596       10.9294529       10.2418442    
       14880   9.52196693       10.9363279       10.2533283    
       14940   9.51163960       10.9439869       10.2657270    
       15000   9.49573803       10.9526310       10.2669477    
       15060   9.47934437       10.9620514       10.2536535    
       15120   9.46131134       10.9694357       10.2296734    
       15180   9.43540955       10.9703865       10.2027807    
       15240   9.40754128       10.9602680       10.1786575    
       15300   9.38000011       10.9391832       10.1596889    
       15360   9.35295105       10.9140444       10.1485977    
       15420   9.32868862       10.8906727       10.1487141    
       15480   9.30344296       10.8713665       10.1555529    
       15540   9.28983593       10.8592424       10.1594143    
       15600   9.27393436       10.8564701       10.1564074    
       15660   9.26803303       10.8581219       10.1500511    
       15720   9.26081944       10.8561049       10.1412821    
       15780   9.25836086       10.8487892       10.1243525    
       15840   9.24983597       10.8404369       10.0985823    
       15900   9.23885250       10.8300056       10.0716944    
       15960   9.22688484       10.8097219       10.0457220    
       16020   9.21836090       10.7787848       10.0152311    
       16080   9.20655727       10.7445555       9.97943211    
       16140   9.19262314       10.7104931       9.94335270    
       16200   9.17409801       10.6753120       9.90905762    
       16260   9.15442657       10.6384115       9.87544537    
       16320   9.13360691       10.5993481       9.84159756    
       16380   9.11557388       10.5591917       9.80550003    
       16440   9.09721279       10.5204067       9.76554394    
       16500   9.07393456       10.4832888       9.72678947    
       16560   9.05213070       10.4433708       9.70006466    
       16620   9.02721310       10.3972054       9.69355297    
       16680   8.98754120       10.3503389       9.70313549    
       16740   8.94901657       10.3158226       9.71596241    
       16800   8.90639305       10.3016481       9.72676277    
       16860   8.87606525       10.3030043       9.73676872    
       16920   8.85262299       10.3102036       9.74546051    
       16980   8.82245922       10.3187723       9.75460434    
       17040   8.79737663       10.3287821       9.77102184    
       17100   8.76819706       10.3397532       9.79785728    
       17160   8.74606514       10.3493156       9.83005619    
       17220   8.72147560       10.3603954       9.86098385    
       17280   8.70573807       10.3803015       9.88398838    
       17340   8.68983650       10.4079838       9.89547348    
       17400   8.67508221       10.4350910       9.89497757    
       17460   8.66393471       10.4531317       9.88252068    
       17520   8.64508152       10.4574795       9.86636066    
       17580   8.61524582       10.4500313       9.85926151    
       17640   8.58442593       10.4348736       9.86235905    
       17700   8.57704926       10.4163713       9.86747646    
       17760   8.56770515       10.4019985       9.86906815    
       17820   8.55901623       10.3973808       9.86465168    
       17880   8.55377007       10.3998117       9.85225677    
       17940   8.54557419       10.4008770       9.83142853    
       18000   8.53721333       10.3956785       9.80119896    
       18060   8.51311493       10.3821974       8.93097401    
       18120   8.49590206       10.3590736       8.88503933    
       18180   8.49754143       10.3273172       8.83678913    
       18240   8.49918079       10.2860765       8.79496098    
       18300   8.49426270       10.2332439       8.75890827    
       18360   8.48672104       10.1733303       8.72600746    
       18420   8.48540974       10.1165962       8.70223331    
       18480   8.48622990       10.0692406       8.68710804    
       18540   8.47065544       10.0309086       8.67338467    
       18600   8.44901657       10.0002108       8.66069698    
       18660   8.43262291       9.97272968       8.65414524    
       18720   8.41508198       9.94466019       8.65738201    
       18780   8.39950848       9.92082977       8.67231941    
       18840   8.39508152       9.90813446       8.69759369    
       18900   8.38803291       9.90631104       8.72805119    
       18960   8.38000011       9.91191483       8.75941753    
       19020   8.37426186       9.92485142       8.78931713    
       19080   8.36770535       9.94353390       8.81499004    
       19140   8.35786915       9.96277809       8.83584213    
       19200   8.34196758       9.97896957       8.85192871    
       19260   8.32803249       9.99166203       8.86380005    
       19320   8.30114746       10.0021534       8.87629795    
       19380   8.27196693       10.0101318       8.89776134    
       19440   8.25442600       10.0137453       8.93383121    
       19500   8.24131107       10.0165386       8.98329258    
       19560   8.22000027       10.0275755       9.03703594    
       19620   8.20573807       10.0510015       9.08952808    
       19680   8.18885231       10.0842142       9.14359283    
       19740   8.17032814       10.1227722       9.19983673    
       19800   8.14852428       10.1638908       9.25328255    
       19860   8.13754082       10.2096424       9.29911900    
       19920   8.13098335       10.2593603       9.33685589    
       19980   8.12114716       10.3058701       9.36764908    
       20040   8.11377048       10.3444881       9.38922310    
       20100   8.10262299       10.3761396       9.39834785    
       20160   8.09360695       10.4032230       9.39142799    
       20220   8.08868885       10.4231596       9.36338425    
       20280   8.08377075       10.4279003       9.31381702    
       20340   8.08409882       10.4113750       9.24978542    
       20400   8.09081936       10.3712997       9.18551540    
       20460   8.10196686       10.3096752       9.12996674    
       20520   8.11213112       10.2348204       9.08212852    
       20580   8.11311436       10.1586962       9.04505062    
       20640   8.11754131       10.0911083       9.02016926    
       20700   8.12049198       10.0346775       8.99695587    
       20760   8.12737751       9.98915482       8.96742153    
       20820   8.13196754       9.95143127       8.93228245    
       20880   8.13442612       9.91317081       8.89763641    
       20940   8.13622952       9.87204170       8.87026024    
       21000   8.13377094       9.83005524       8.85159683    
       21060   8.12836075       9.78938484       8.83992958    
       21120   8.12721348       9.75427914       8.83592129    
       21180   8.12852478       9.72622776       8.83559895    
       21240   8.13213158       9.70678711       8.83014011    
       21300   8.13508224       9.69615459       8.81962776    
       21360   8.12967205       9.68578720       8.81281853    
       21420   8.11934471       9.66761112       8.81384945    
       21480   8.10950851       9.64654255       8.82027435    
       21540   8.09934425       9.63297176       8.83225060    
       21600   8.09081936       9.62975502       8.85212326    
       21660   8.08442593       9.63436604       8.73060036    
       21720   8.08196735       9.64439392       8.78090954    
       21780   8.08196735       9.66057396       8.84243011    
       21840   8.08491802       9.68860245       8.90491581    
       21900   8.08327866       9.73250771       8.95931911    
       21960   8.08606529       9.78592587       9.00760460    
       22020   8.09360695       9.83669281       9.05608654    
       22080   8.10049152       9.87945175       9.10609818    
       22140   8.10377026       9.91970062       9.15976143    
       22200   8.10950851       9.96066570       9.21682167    
       22260   8.11557388       10.0004272       9.27175808    
       22320   8.12213135       10.0409937       9.32194233    
       22380   8.12655735       10.0846167       9.36800194    
       22440   8.12655735       10.1299162       9.40390587    
       22500   8.12442589       10.1742039       9.42429447    
       22560   8.13016415       10.2142019       9.43275070    
       22620   8.13295078       10.2435741       9.43375397    
       22680   8.12606525       10.2587748       9.42933178    
       22740   8.11295128       10.2626419       9.42359829    
       22800   8.10426235       10.2579632       9.42150402    
       22860   8.10344219       10.2467594       9.42481232    
       22920   8.09852505       10.2333670       9.42872524    
       22980   8.09688568       10.2239637       9.42479134    
       23040   8.09688568       10.2219086       9.40917110    
       23100   8.08770466       10.2214861       9.38219070    
       23160   8.07622910       10.2117119       9.34439850    
       23220   8.07409859       10.1873636       9.30070972    
       23280   8.06393433       10.1487713       9.25667953    
       23340   8.05163956       10.0992289       9.21385098    
       23400   8.03803253       10.0455351       9.17311859    
