 20181020
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   7.47590160       10.6072121       8.09678173    
        7320   7.49098349       10.6319742       8.12783813    
        7380   7.48163939       10.6527214       8.15781212    
        7440   7.50704908       10.6692724       8.18978882    
        7500   7.53049183       10.6832371       8.21980381    
        7560   7.56131124       10.6984396       8.24715900    
        7620   7.59409857       10.7162218       8.27440453    
        7680   7.62344265       10.7339869       8.30477524    
        7740   7.64836073       10.7499743       8.33778286    
        7800   7.67819691       10.7653360       8.37514496    
        7860   7.67213106       10.7815399       8.42402172    
        7920   7.68688536       10.7988644       8.48742390    
        7980   7.70245886       10.8189297       8.56066513    
        8040   7.71590185       10.8471270       8.63318825    
        8100   7.73803282       10.8881025       8.69735241    
        8160   7.76262283       10.9391518       8.75504303    
        8220   7.77524567       10.9894457       8.81329823    
        8280   7.77901649       11.0301399       8.87040901    
        8340   7.80147552       11.0645494       8.91700649    
        8400   7.81836081       11.1024256       8.94774818    
        8460   7.83885241       11.1439838       8.96846771    
        8520   7.86409855       11.1787357       8.98993778    
        8580   7.87885237       11.1979818       9.01824570    
        8640   7.91245890       11.2029467       9.05037880    
        8700   7.93459034       11.2033682       9.07645130    
        8760   7.93163919       11.2107935       9.09198856    
        8820   7.92344284       11.2298174       9.10192299    
        8880   7.91426229       11.2521811       9.11797905    
        8940   7.92000008       11.2661467       9.14928341    
        9000   7.95442629       11.2708683       9.19660950    
        9060   7.96950817       11.2760067       9.25024891    
        9120   7.99196720       11.2907448       9.29872417    
        9180   7.99032784       11.3195744       9.34021187    
        9240   8.00803280       11.3599291       9.38247299    
        9300   8.01836109       11.4010992       9.43749428    
        9360   8.03803253       11.4351091       9.50498486    
        9420   8.06508160       11.4652205       9.57218647    
        9480   8.07081985       11.5021658       9.62701225    
        9540   8.07245922       11.5518818       9.66569996    
        9600   8.07245922       11.6063852       9.68670082    
        9660   8.10409832       11.6525974       9.69006824    
        9720   8.11885262       11.6816969       9.68298435    
        9780   8.13852501       11.6905813       9.67879772    
        9840   8.15081978       11.6813259       9.68606567    
        9900   8.16229534       11.6634779       9.70150471    
        9960   8.16606522       11.6492853       9.71554470    
       10020   8.16442585       11.6452265       9.72007942    
       10080   8.17213154       11.6485176       9.71387291    
       10140   8.16557407       11.6494102       9.70302868    
       10200   8.19229507       11.6385088       9.69201660    
       10260   8.21114731       11.6131763       9.67527771    
       10320   8.23868847       11.5792513       9.64362144    
       10380   8.25803280       11.5458612       9.59748745    
       10440   8.28458977       11.5148067       9.54331493    
       10500   8.29163933       11.4773445       9.48922825    
       10560   8.29688549       11.4301138       9.44136333    
       10620   8.31459045       11.3756857       9.40212727    
       10680   8.32688522       11.3191319       9.37017918    
       10740   8.31590176       11.2668724       9.34002686    
       10800   8.33016396       11.2228079       9.30513668    
       10860   8.34983635       11.1853094       7.86405039    
       10920   8.38836098       11.1472750       7.82640219    
       10980   8.41426277       11.1027412       7.78811836    
       11040   8.43918037       11.0525494       7.75126648    
       11100   8.43327904       11.0011845       7.72026205    
       11160   8.44311428       10.9503126       7.70309210    
       11220   8.43934441       10.9002037       7.70413685    
       11280   8.43688488       10.8562288       7.72378302    
       11340   8.43327904       10.8253860       7.75839043    
       11400   8.43704891       10.8115339       7.80323219    
       11460   8.43508244       10.8145084       7.85053873    
       11520   8.47065544       10.8326159       7.88913441    
       11580   8.49475384       10.8615742       7.91167831    
       11640   8.52344227       10.8920918       7.92357159    
       11700   8.54442596       10.9135904       7.93423223    
       11760   8.55180359       10.9207211       7.94410133    
       11820   8.56819630       10.9180450       7.94732952    
       11880   8.57442665       10.9142408       7.94284153    
       11940   8.60999966       10.9092503       7.93670797    
       12000   8.60918045       10.8970146       7.93778276    
       12060   8.62508202       10.8794489       7.94847441    
       12120   8.64885235       10.8657389       7.96140099    
       12180   8.66049194       10.8619738       7.96503592    
       12240   8.66377068       10.8654776       7.95476151    
       12300   8.64770508       10.8654451       7.93788481    
       12360   8.65311432       10.8519335       7.93059969    
       12420   8.67245865       10.8258915       7.93870831    
       12480   8.70426273       10.8003340       7.95352173    
       12540   8.72000027       10.7887306       7.96257353    
       12600   8.72819710       10.7918148       7.95692492    
       12660   8.72934437       10.7975636       7.93253994    
       12720   8.74278736       10.7925520       7.89694023    
       12780   8.76655769       10.7693644       7.86379766    
       12840   8.79819679       10.7301445       7.83851767    
       12900   8.81786919       10.6857214       7.81587458    
       12960   8.82147503       10.6449451       7.78516436    
       13020   8.82885265       10.6071339       7.74634504    
       13080   8.84147549       10.5642948       7.71220112    
       13140   8.84967232       10.5108290       7.69516230    
       13200   8.86442661       10.4535627       7.69642019    
       13260   8.88327885       10.4057522       7.70944595    
       13320   8.87426186       10.3765564       7.72676992    
       13380   8.86934471       10.3664589       7.74167109    
       13440   8.87147522       10.3699350       7.74896622    
       13500   8.87770462       10.3783817       7.74707556    
       13560   8.88622952       10.3831053       7.74183941    
       13620   8.90786839       10.3780127       7.74247408    
       13680   8.92049217       10.3629379       7.75267649    
       13740   8.93852425       10.3445320       7.76672983    
       13800   8.94622993       10.3310261       7.77233648    
       13860   8.93934441       10.3252296       7.76167440    
       13920   8.94131184       10.3207893       7.74326563    
       13980   8.94377041       10.3072147       7.73275328    
       14040   8.93754101       10.2825089       7.73680210    
       14100   8.94377041       10.2573595       7.75398302    
       14160   8.93836021       10.2420797       7.78030825    
       14220   8.96262264       10.2410698       7.81369352    
       14280   8.96557331       10.2514381       7.85247183    
       14340   8.95622921       10.2673206       7.89428139    
       14400   8.96032810       10.2875452       7.93880844    
       14460   8.96934414       10.3138065       9.75611019    
       14520   8.95786858       10.3457127       9.80063629    
       14580   8.95754051       10.3813210       9.84195614    
       14640   8.94557381       10.4193707       9.88323784    
       14700   8.94147587       10.4569550       9.92219830    
       14760   8.94934464       10.4919615       9.95133972    
