 20190323
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   4.81327868       6.72947741       5.66705942    
        7320   4.81819677       6.72034216       5.64209747    
        7380   4.81852436       6.70376015       5.60817242    
        7440   4.81114769       6.67738390       5.56900215    
        7500   4.79147530       6.64050817       5.52847052    
        7560   4.81311464       6.59527731       5.49060440    
        7620   4.82016373       6.54571676       5.45792198    
        7680   4.80704927       6.49626541       5.43092585    
        7740   4.78245878       6.45022106       5.40730047    
        7800   4.78573751       6.40899086       5.38378191    
        7860   4.76114750       6.37176228       5.35725832    
        7920   4.71737719       6.33601856       5.32601452    
        7980   4.71540976       6.29848766       5.29181433    
        8040   4.71049166       6.25696611       5.25863981    
        8100   4.70475388       6.21167040       5.22991753    
        8160   4.70098352       6.16600227       5.20674086    
        8220   4.72229528       6.12378645       5.18887281    
        8280   4.71655750       6.08692122       5.17466688    
        8340   4.69819689       6.05544472       5.16074133    
        8400   4.70508194       6.02827024       5.14354944    
        8460   4.71180344       6.00283718       5.12347078    
        8520   4.69131136       5.97582817       5.10491037    
        8580   4.67688513       5.94558144       5.09179020    
        8640   4.69491816       5.91509295       5.08225727    
        8700   4.67737722       5.88879776       5.07120514    
        8760   4.66622972       5.86761189       5.05387211    
        8820   4.65393448       5.84765863       5.02883816    
        8880   4.64049196       5.82386971       4.99875021    
        8940   4.63278675       5.79320097       4.96721792    
        9000   4.61229515       5.75650215       4.93622160    
        9060   4.62377071       5.71736145       4.90529537    
        9120   4.61114740       5.67830896       4.87299490    
        9180   4.58032799       5.63878441       4.83864832    
        9240   4.53000021       5.59633970       4.80291843    
        9300   4.51934433       5.54972982       4.76787996    
        9360   4.51278687       5.50029087       4.73621511    
        9420   4.50540972       5.45093489       4.70993805    
        9480   4.48491812       5.40482950       4.68993187    
        9540   4.47393465       5.36457968       4.67527485    
        9600   4.44557381       5.33161163       4.66290283    
        9660   4.42180347       5.30570555       4.64911604    
        9720   4.38770485       5.28458786       4.63014841    
        9780   4.37213135       5.26445818       4.60251856    
        9840   4.36885262       5.24211884       4.56386137    
        9900   4.38114738       5.21488857       4.51394844    
        9960   4.33327866       5.18023586       4.45540094    
       10020   4.30868864       5.13642836       4.39321423    
       10080   4.29672146       5.08325720       4.33285189    
       10140   4.26688528       5.02273703       4.27831793    
       10200   4.24655724       4.95869017       4.23159885    
       10260   4.24245882       4.89529657       4.19329166    
       10320   4.23999977       4.83557129       4.16293192    
       10380   4.23540974       4.78108978       4.14031267    
       10440   4.21377039       4.73268080       4.12475634    
       10500   4.20196724       4.69093418       4.11452627    
       10560   4.17491817       4.65690804       4.10661125    
       10620   4.13852453       4.63136578       4.09853458    
       10680   4.10377026       4.61270094       4.08897686    
       10740   4.06491804       4.59825325       4.07743645    
       10800   4.03377056       4.58580589       4.06384993    
       10860   4.02770472       4.57392025       3.56423926    
