 20190727
 Seconds  Measures(WS-m/s)  Meso-NH(WS-m/s)  FORECAST_AR(WS-m/s)
        7260   4.14836073       5.00948811       5.52765894    
        7320   4.12868834       4.98315287       5.50755453    
        7380   4.12377071       4.95861864       5.49120951    
        7440   4.09295082       4.93662834       5.47966480    
        7500   4.09016371       4.91801071       5.47352028    
        7560   4.06524611       4.90381908       5.47258425    
        7620   4.06196737       4.89521265       5.47567558    
        7680   4.07131147       4.89271355       5.48010874    
        7740   4.09934425       4.89569235       5.48372650    
        7800   4.10721302       4.90247679       5.48588037    
        7860   4.09409857       4.91097355       5.48636627    
        7920   4.07934427       4.91943073       5.48616076    
        7980   4.04360676       4.92709351       5.48686028    
        8040   4.02393436       4.93438816       5.48899555    
        8100   4.01819658       4.94262934       5.49189949    
        8160   4.03081989       4.95297003       5.49324894    
        8220   4.03786898       4.96555758       5.49130678    
        8280   4.02229500       4.97897387       5.48507023    
        8340   3.98950815       4.99095201       5.47407198    
        8400   3.98245907       4.99936533       5.45915699    
        8460   3.96442628       5.00292063       5.44135857    
        8520   3.95655727       5.00129032       5.42178774    
        8580   3.95442629       4.99510717       5.40244627    
        8640   3.94131136       4.98542595       5.38587666    
        8700   3.93229508       4.97368050       5.37521935    
        8760   3.91426229       4.96217918       5.37341309    
        8820   3.90721321       4.95397234       5.38185644    
        8880   3.88868856       4.95275736       5.39970732    
        8940   3.88901639       4.96183443       5.42437124    
        9000   3.87901640       4.98270273       5.45270634    
        9060   3.86655736       5.01408339       5.48182058    
        9120   3.87360644       5.05245876       5.50931978    
        9180   3.87983608       5.09381199       5.53390503    
        9240   3.86836076       5.13487101       5.55544710    
        9300   3.87032795       5.17349148       5.57422829    
        9360   3.85688519       5.20862865       5.59069824    
        9420   3.83426237       5.24023676       5.60540390    
        9480   3.80262303       5.26879406       5.61853123    
        9540   3.80147552       5.29493380       5.62977123    
        9600   3.81245899       5.31922770       5.63844490    
        9660   3.82409835       5.34192371       5.64389706    
        9720   3.83393431       5.36284781       5.64567518    
        9780   3.82114744       5.38148069       5.64367962    
        9840   3.80803275       5.39713097       5.63847113    
        9900   3.81819677       5.40919685       5.63159418    
        9960   3.82409835       5.41755247       5.62531042    
       10020   3.81180334       5.42268324       5.62226295    
       10080   3.77901649       5.42569160       5.62447119    
       10140   3.76557374       5.42825508       5.63230419    
