 20180913
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   1.83336365       2.45293760       1.72304451    
        3540   1.83336365       2.45293760       1.70158827    
        3600   1.80834782       2.45713401       1.68064129    
        3660   1.76199996       2.45713401       1.65979242    
        3720   1.76199996       2.45892596       1.64001894    
        3780   1.72004342       2.45892596       1.62121737    
        3840   1.72004342       2.45376945       1.60329616    
        3900   1.69368184       2.45376945       1.58577013    
        3960   1.67552173       2.44650698       1.56909037    
        4020   1.64800000       2.44650698       1.55295086    
        4080   1.63334787       2.44139218       1.53740871    
        4140   1.59443474       2.44139218       1.52298546    
        4200   1.59443474       2.43879437       1.50884521    
        4260   1.56472731       2.43879437       1.49482548    
        4320   1.56472731       2.43747187       1.48033094    
        4380   1.55752170       2.43747187       1.46652615    
        4440   1.52759087       2.43826628       1.45238733    
        4500   1.51526082       2.43826628       1.43764901    
        4560   1.49518180       2.44039488       1.42255652    
        4620   1.49518180       2.44039488       1.40652239    
        4680   1.48247826       2.44262695       1.39119267    
        4740   1.46286368       2.44262695       1.37537909    
        4800   1.45191300       2.44106102       1.35930943    
        4860   1.42039132       2.44106102       1.34317458    
        4920   1.40113640       2.43600702       1.32806754    
        4980   1.39600003       2.43600702       1.31490040    
        5040   1.39600003       2.43052793       1.30234003    
        5100   1.37472725       2.43052793       1.29065156    
        5160   1.37472725       2.42461896       1.27817667    
        5220   1.35390913       2.42461896       1.26538086    
        5280   1.32890475       2.42027712       1.25226760    
        5340   1.32890475       2.42027712       1.23868060    
        5400   1.32050002       2.41743779       1.22560632    
        5460   1.31504345       2.41743779       1.21220958    
        5520   1.31504345       2.41389036       1.19896793    
        5580   1.30460870       2.41389036       1.18547630    
        5640   1.30460870       2.40782118       1.17180705    
        5700   1.29590905       2.40782118       1.15801942    
        5760   1.29347825       2.40036869       1.14371276    
        5820   1.29347825       2.40036869       1.12913430    
        5880   1.28829169       2.39103961       1.11395526    
        5940   1.28364003       2.39103961       1.09869957    
        6000   1.28364003       2.37984324       1.08321476    
        6060   1.28364003       2.37984324       1.06754851    
        6120   1.28364003       2.36531138       1.05199194    
        6180   1.28584611       2.36531138       1.03711402    
        6240   1.28584611       2.34687161       1.02310574    
        6300   1.28292596       2.34687161       1.01007009    
        6360   1.28365386       2.32775021      0.998148561    
        6420   1.28365386       2.32775021      0.987000644    
        6480   1.28055561       2.30975986      0.977176785    
        6540   1.27703846       2.30975986      0.967707813    
        6600   1.27214813       2.29337573      0.958160102    
        6660   1.26340735       2.29337573      0.948371589    
        6720   1.26126921       2.27933645      0.937911808    
        6780   1.25874078       2.27933645      0.927054465    
        6840   1.25874078       2.26843166      0.915748894    
        6900   1.25750005       2.26843166      0.904346466    
        6960   1.26440740       2.25702024      0.892378986    
        7020   1.26760709       2.25702024      0.880847573    
        7080   1.25622225       2.24117208       1.25047803    
        7140   1.25622225       2.24117208       1.24924719    
        7200   1.25139284       2.22280312       1.25005043    
        7260   1.24685717       2.22280312       1.25122893    
        7320   1.24655557       2.20358729       1.25244999    
        7380   1.24103570       2.20358729       1.25289011    
        7440   1.23751855       2.18546677       1.25286877    
        7500   1.23328567       2.18546677       1.25232184    
        7560   1.23328567       2.17224360       1.25142646    
        7620   1.23170376       2.17224360       1.25071561    
        7680   1.22724998       2.16053677       1.25047755    
        7740   1.22414815       2.16053677       1.25016510    
        7800   1.21792591       2.14688301       1.24890566    
        7860   1.21792591       2.14688301       1.24668384    
        7920   1.21792591       2.13196993       1.24304950    
        7980   1.21789289       2.13196993       1.23908329    
        8040   1.21118522       2.11492038       1.23558593    
        8100   1.20603573       2.11492038       1.23355532    
        8160   1.20462966       2.09369636       1.23278737    
        8220   1.20462966       2.09369636       1.23296571    
        8280   1.19928575       2.06985426       1.23395646    
        8340   1.19914818       2.06985426       1.23474216    
        8400   1.19410717       2.04547524       1.23576927    
        8460   1.19348145       2.04547524       1.23648560    
        8520   1.18411112       2.02577329       1.23763239    
        8580   1.17885709       2.02577329       1.23901391    
        8640   1.17499995       2.01053715       1.23975766    
        8700   1.17499995       2.01053715       1.23903418    
        8760   1.17499995       1.99565017       1.23698437    
