 20180807
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   2.76631999       2.84824586       2.76467037    
        3540   2.76631999       2.84824586       2.76401854    
        3600   2.76692319       2.85585356       2.76367283    
        3660   2.76379991       2.85585356       2.76406598    
        3720   2.76826930       2.86185598       2.76527786    
        3780   2.76372004       2.86185598       2.76723003    
        3840   2.76760006       2.86887479       2.76984596    
        3900   2.77600002       2.86887479       2.77255154    
        3960   2.77151990       2.87775898       2.77549720    
        4020   2.77738452       2.87775898       2.77814460    
        4080   2.77738452       2.88875055       2.78071523    
        4140   2.77252007       2.88875055       2.78349471    
        4200   2.77876925       2.90123200       2.78631949    
        4260   2.77503991       2.90123200       2.78978467    
        4320   2.77503991       2.91410875       2.79354787    
        4380   2.78003836       2.91410875       2.79764795    
        4440   2.78031993       2.92648816       2.80164576    
        4500   2.78165388       2.92648816       2.80577421    
        4560   2.78432012       2.93885279       2.80969024    
        4620   2.78432012       2.93885279       2.81353521    
        4680   2.78757691       2.95141482       2.81705546    
        4740   2.79442310       2.95141482       2.81991792    
        4800   2.79442310       2.96361327       2.82214689    
        4860   2.79848003       2.96361327       2.82357287    
        4920   2.80349994       2.97514343       2.82434940    
        4980   2.80487990       2.97514343       2.82442880    
        5040   2.81371999       2.98523402       2.82361221    
        5100   2.81371999       2.98523402       2.82206464    
        5160   2.81371999       2.99236298       2.81967521    
        5220   2.81711531       2.99236298       2.81677914    
        5280   2.82128000       2.99557543       2.81327271    
        5340   2.82128000       2.99557543       2.80931520    
        5400   2.82742310       2.99425220       2.80511975    
        5460   2.83880758       2.99425220       2.80122113    
        5520   2.84387994       2.98888969       2.79752326    
        5580   2.84676933       2.98888969       2.79464650    
        5640   2.85364008       2.98078728       2.79223061    
        5700   2.85646152       2.98078728       2.78970075    
        5760   2.86263990       2.97139406       2.78713799    
        5820   2.86263990       2.97139406       2.78313804    
        5880   2.86542296       2.96194243       2.77791524    
        5940   2.87195992       2.96194243       2.77275848    
        6000   2.87542319       2.95393991       2.76769590    
        6060   2.87542319       2.95393991       2.76313066    
        6120   2.87542319       2.94546700       2.75913978    
        6180   2.88196301       2.94546700       2.75563169    
        6240   2.89019227       2.93178201       2.75276947    
        6300   2.89429641       2.93178201       2.75076437    
        6360   2.89429641       2.91836071       2.74942183    
        6420   2.90376925       2.91836071       2.74887943    
        6480   2.90718508       2.90695810       2.74871731    
        6540   2.91461539       2.90695810       2.74874806    
        6600   2.92000008       2.89829826       2.74896598    
        6660   2.92000008       2.89829826       2.74947977    
        6720   2.91907406       2.89247203       2.75016117    
        6780   2.92137027       2.89247203       2.75125408    
        6840   2.92137027       2.88815260       2.75258994    
        6900   2.92538452       2.88815260       2.75445890    
        6960   2.92538452       2.88445687       2.75677752    
        7020   2.92496300       2.88445687       2.75956964    
        7080   2.92849994       2.88117242       2.92754364    
        7140   2.92849994       2.88117242       2.92880368    
        7200   2.92574072       2.87889886       2.92995691    
        7260   2.93037033       2.87889886       2.93091893    
        7320   2.93037033       2.87849879       2.93191266    
        7380   2.93433332       2.87849879       2.93277144    
        7440   2.93433332       2.87919259       2.93346691    
        7500   2.93351841       2.87919259       2.93420458    
        7560   2.93149996       2.87883353       2.93476105    
        7620   2.93148160       2.87883353       2.93503189    
        7680   2.93176913       2.87837100       2.93475533    
        7740   2.93176913       2.87837100       2.93367386    
        7800   2.93176913       2.87831831       2.93148279    
        7860   2.93163991       2.87831831       2.92838931    
        7920   2.93163991       2.87698793       2.92420626    
        7980   2.93042302       2.87698793       2.91930962    
        8040   2.93144011       2.87199664       2.91416407    
        8100   2.93053842       2.87199664       2.90905261    
        8160   2.93515992       2.86283112       2.90402007    
        8220   2.93515992       2.86283112       2.89920497    
        8280   2.93407702       2.85020876       2.89423800    
        8340   2.93707681       2.85020876       2.88940334    
        8400   2.93828011       2.83606529       2.88456202    
        8460   2.93828011       2.83606529       2.87970185    
        8520   2.93888450       2.82223344       2.87495947    
        8580   2.93903852       2.82223344       2.87043667    
        8640   2.93903852       2.80907583       2.86624575    
        8700   2.93892002       2.80907583       2.86252165    
        8760   2.93892002       2.79636478       2.85898757    
        8820   2.93842316       2.79636478       2.85567737    
        8880   2.93987989       2.78451157       2.85262799    
        8940   2.93987989       2.78451157       2.85007739    
        9000   2.93987989       2.77498913       2.84795332    
        9060   2.93831992       2.77498913       2.84597564    
        9120   2.93712497       2.76834488       2.84395599    
        9180   2.93712497       2.76834488       2.84193420    
        9240   2.93870831       2.76383567       2.83963633    
        9300   2.93870831       2.76383567       2.83746147    
        9360   2.93921733       2.76127291       2.83513665    
        9420   2.93921733       2.76127291       2.83274889    
        9480   2.93921733       2.75955439       2.83018804    
        9540   2.93940902       2.75955439       2.82728457    
        9600   2.93940902       2.75777769       2.82391644    
        9660   2.93833327       2.75777769       2.82008815    
        9720   2.93833327       2.75568438       2.81564641    
        9780   2.93833327       2.75568438       2.81058550    
        9840   2.93265009       2.75256491       2.80499077    
        9900   2.93766665       2.75256491       2.79864001    
        9960   2.93449998       2.74802732       2.79168606    
       10020   2.93449998       2.74802732       2.78426075    
       10080   2.93776202       2.74172497       2.77639294    
       10140   2.93484998       2.74172497       2.76851273    
