 20181111
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   1.39657688       1.36433613       1.40305257    
        3540   1.39657688       1.36433613       1.39956856    
        3600   1.39259255       1.36852574       1.39486241    
        3660   1.38392591       1.36852574       1.38933647    
        3720   1.38242304       1.37438452       1.38352513    
        3780   1.37914813       1.37438452       1.37710655    
        3840   1.38330770       1.37925625       1.36867833    
        3900   1.38330770       1.37925625       1.35930848    
        3960   1.37892306       1.38047397       1.34959900    
        4020   1.37251854       1.38047397       1.34060538    
        4080   1.37251854       1.37621605       1.33261073    
        4140   1.37023079       1.37621605       1.32481432    
        4200   1.36669230       1.36800015       1.31689501    
        4260   1.36669230       1.36800015       1.30891824    
        4320   1.36669230       1.35797679       1.30081117    
        4380   1.36429632       1.35797679       1.29307044    
        4440   1.35776925       1.34778464       1.28593349    
        4500   1.35776925       1.34778464       1.27936852    
        4560   1.34781480       1.33932638       1.27374434    
        4620   1.33459258       1.33932638       1.26849294    
        4680   1.33080769       1.33271396       1.26277351    
        4740   1.33080769       1.33271396       1.25639009    
        4800   1.31885183       1.32824469       1.24835062    
        4860   1.31592309       1.32824469       1.24004424    
        4920   1.30111539       1.32442677       1.23242116    
        4980   1.29299998       1.32442677       1.22543836    
        5040   1.28665388       1.31847882       1.21930826    
        5100   1.28665388       1.31847882       1.21372283    
        5160   1.28665388       1.30870235       1.20804942    
        5220   1.28007412       1.30870235       1.20293081    
        5280   1.26923072       1.29922104       1.19798350    
        5340   1.26923072       1.29922104       1.19327271    
        5400   1.26159263       1.29348493       1.18851352    
        5460   1.25611115       1.29348493       1.18409050    
        5520   1.24938464       1.29001737       1.18027329    
        5580   1.23985183       1.29001737       1.17698824    
        5640   1.23838460       1.28737617       1.17337263    
        5700   1.23292589       1.28737617       1.17015707    
        5760   1.22276926       1.28437638       1.16725206    
        5820   1.22276926       1.28437638       1.16520166    
        5880   1.21429634       1.28106678       1.16398740    
        5940   1.20676923       1.28106678       1.16299939    
        6000   1.19615388       1.27878833       1.16211307    
        6060   1.19615388       1.27878833       1.16153920    
        6120   1.19615388       1.27767169       1.16118526    
        6180   1.19466662       1.27767169       1.16125023    
        6240   1.18523073       1.27793109       1.16211224    
        6300   1.18477774       1.27793109       1.16385674    
        6360   1.18477774       1.28005302       1.16725254    
        6420   1.17266667       1.28005302       1.17197430    
        6480   1.16507697       1.28373301       1.17656827    
        6540   1.16440737       1.28373301       1.18069685    
        6600   1.16440737       1.29025745       1.18321002    
        6660   1.16061544       1.29025745       1.18445837    
        6720   1.15870368       1.30173743       1.18463171    
        6780   1.15453851       1.30173743       1.18378162    
        6840   1.14903843       1.31254101       1.18145990    
        6900   1.14903843       1.31254101       1.17782891    
        6960   1.14903843       1.31839776       1.17310190    
        7020   1.15181482       1.31839776       1.16782200    
        7080   1.14265382       1.31855083       1.13725245    
        7140   1.14265382       1.31855083       1.13537264    
        7200   1.14277780       1.31283021       1.13217735    
        7260   1.13203704       1.31283021       1.12912035    
        7320   1.12961543       1.30384076       1.12728095    
        7380   1.12961543       1.30384076       1.12654734    
        7440   1.12153852       1.29418874       1.12618983    
        7500   1.11525929       1.29418874       1.12674892    
        7560   1.11525929       1.28515971       1.12702155    
        7620   1.10459256       1.28515971       1.12753332    
        7680   1.10069227       1.28000593       1.12809646    
        7740   1.09533334       1.28000593       1.12802386    
        7800   1.09533334       1.27932310       1.12771785    
        7860   1.08907688       1.27932310       1.12727475    
        7920   1.08907688       1.27705550       1.12671447    
        7980   1.08840740       1.27705550       1.12637222    
        8040   1.08019233       1.27335322       1.12515235    
        8100   1.07718515       1.27335322       1.12312567    
        8160   1.07718515       1.26997268       1.12064564    
        8220   1.07248151       1.26997268       1.11795545    
        8280   1.07411540       1.26556408       1.11505508    
        8340   1.06911111       1.26556408       1.11277330    
        8400   1.06911111       1.25878239       1.11119521    
        8460   1.07146156       1.25878239       1.11146069    
        8520   1.06707406       1.25006044       1.11290252    
        8580   1.06507409       1.25006044       1.11480486    
        8640   1.06442308       1.24149990       1.11608458    
        8700   1.06442308       1.24149990       1.11615872    
        8760   1.06442308       1.23737216       1.11470532    
        8820   1.06611109       1.23737216       1.11246586    
        8880   1.06446159       1.23651624       1.10949945    
        8940   1.06446159       1.23651624       1.10624111    
        9000   1.06200004       1.23246145       1.10203493    
        9060   1.05903709       1.23246145       1.09768939    
        9120   1.04911542       1.22311616       1.09337568    
        9180   1.04855561       1.22311616       1.08915770    
        9240   1.05073082       1.21056533       1.08506191    
        9300   1.04718518       1.21056533       1.08156204    
        9360   1.04550004       1.19686604       1.07880914    
        9420   1.04550004       1.19686604       1.07742929    
        9480   1.04337037       1.18304431       1.07631755    
        9540   1.04418516       1.18304431       1.07515132    
        9600   1.04418516       1.17146289       1.07342219    
        9660   1.04092312       1.17146289       1.07123268    
        9720   1.04092312       1.16275573       1.06921196    
        9780   1.04159260       1.16275573       1.06767786    
        9840   1.03719234       1.15422463       1.06614459    
        9900   1.03719234       1.15422463       1.06439543    
        9960   1.03180766       1.14426851       1.06171191    
       10020   1.03255558       1.14426851       1.05779040    
       10080   1.03196156       1.13474131       1.05236423    
       10140   1.03137040       1.13474131       1.04674649    
       10200   1.02692306       1.12633848       1.04084194    
       10260   1.02692306       1.12633848       1.03598571    
       10320   1.02788889       1.11519051       1.03227532    
       10380   1.02448153       1.11519051       1.02967119    
       10440   1.02448153       1.09906697       1.02785563    
       10500   1.02026927       1.09906697       1.02699614    
       10560   1.02026927       1.08317506       1.02721679    
       10620   1.02344441       1.08317506       1.02851987    
       10680   1.01573074       1.07151771       1.01613545    
       10740   1.01573074       1.07151771       1.01366007    
       10800   1.01425922       1.06348956       1.01035905    
       10860   1.00919235       1.06348956       1.00814927    
       10920   1.00857687       1.06056917       1.00651264    
       10980   1.00744450       1.06056917       1.00410092    
       11040   1.00744450       1.05899358       1.00074768    
       11100   1.00429630       1.05899358      0.997002900    
       11160   1.00630772       1.05521643      0.992678225    
       11220   1.00630772       1.05521643      0.988857090    
       11280   1.00650001       1.05080533      0.985257804    
       11340   1.00650001       1.05080533      0.982148528    
       11400   1.00730765       1.04406905      0.979979336    
       11460   1.00730765       1.04406905      0.978405774    
       11520   1.00730765       1.03442407      0.976532936    
       11580   1.01018524       1.03442407      0.974438965    
       11640   1.00784612       1.02828407      0.971605241    
       11700   1.00784612       1.02828407      0.969277143    
       11760   1.00842309       1.02569962      0.967339396    
       11820   1.00911117       1.02569962      0.965456724    
       11880   1.01092303       1.02275145      0.963888288    
       11940   1.01092303       1.02275145      0.962444544    
       12000   1.01453841       1.01937294      0.960923135    
       12060   1.01481485       1.01937294      0.958739579    
       12120   1.01481485       1.01759827      0.955377519    
       12180   1.01840746       1.01759827      0.951568782    
       12240   1.02038467       1.01635265      0.947186530    
       12300   1.02038467       1.01635265      0.943214893    
       12360   1.02038467       1.01420319      0.939377248    
       12420   1.02574074       1.01420319      0.935949743    
       12480   1.02250004       1.00842094      0.932755172    
       12540   1.02250004       1.00842094      0.930245459    
       12600   1.02250004       1.00130939      0.928090930    
       12660   1.02348006       1.00130939      0.926729977    
       12720   1.02447999      0.996897876      0.926017702    
       12780   1.02447999      0.996897876      0.925783098    
       12840   1.02292001      0.995329738      0.925637066    
       12900   1.02292001      0.995329738      0.925369561    
       12960   1.02575004      0.995687842      0.924428165    
       13020   1.02575004      0.995687842      0.922457278    
       13080   1.02575004      0.998466790      0.919319689    
       13140   1.02739131      0.998466790      0.916116595    
       13200   1.02790904       1.00166857      0.913073480    
       13260   1.02790904       1.00166857      0.910650909    
       13320   1.02790904       1.00147688      0.908667743    
       13380   1.02830434       1.00147688      0.906708121    
       13440   1.02690911      0.997703373      0.904046357    
       13500   1.02690911      0.997703373      0.901292562    
       13560   1.02565217      0.994819582      0.898012519    
       13620   1.02531815      0.994819582      0.894846737    
       13680   1.02418184      0.995128810      0.892071903    
       13740   1.02418184      0.995128810      0.889758527    
       13800   1.02395451      0.993934691      0.887819886    
       13860   1.02204347      0.993934691      0.886140943    
       13920   1.02204347      0.990452766      0.884657025    
       13980   1.02063632      0.990452766      0.883280873    
       14040   1.01804543      0.988359451      0.882472217    
       14100   1.01804543      0.988359451      0.882439494    
       14160   1.01804543      0.987462997      0.881958842    
       14220   1.02134788      0.987462997      0.880984783    
       14280   1.01750004      0.987537861       1.02255940    
       14340   1.01750004      0.987537861       1.02072394    
       14400   1.01486957      0.989979625       1.01894331    
       14460   1.01417387      0.989979625       1.01749432    
       14520   1.01417387      0.991267741       1.01637161    
       14580   1.01559091      0.991267741       1.01518965    
       14640   1.01440907      0.989216089       1.01401401    
       14700   1.01440907      0.989216089       1.01261508    
       14760   1.01277268      0.987640560       1.01134682    
       14820   1.01277268      0.987640560       1.01061285    
       14880   1.01073909      0.987795234       1.01077473    
       14940   1.01056516      0.987795234       1.01144183    
       15000   1.01056516      0.987981617       1.01220226    
       15060   1.01209092      0.987981617       1.01299632    
       15120   1.01209092      0.988616467       1.01325893    
       15180   1.01343477      0.988616467       1.01377010    
       15240   1.01018178      0.991262019       1.01385403    
       15300   1.01018178      0.991262019       1.01404679    
       15360   1.00839126      0.995147109       1.01431048    
       15420   1.00647831      0.995147109       1.01431501    
       15480   1.00554550      0.999063909       1.01407778    
       15540   1.00554550      0.999063909       1.01300728    
       15600   1.00365222       1.00150597       1.01157606    
       15660   1.00231814       1.00150597       1.00984836    
       15720   1.00004542       1.00359488       1.00832021    
       15780   1.00004542       1.00359488       1.00729084    
       15840  0.996227264       1.00458550       1.00658870    
       15900  0.996227264       1.00458550       1.00595200    
       15960  0.996227264       1.00475228       1.00491798    
       16020   1.00213039       1.00475228       1.00400066    
       16080  0.994727254       1.00424206       1.00299191    
       16140  0.994727254       1.00424206       1.00199592    
       16200  0.993739128       1.00433874       1.00069022    
       16260  0.993416667       1.00433874      0.999081671    
       16320  0.993416667       1.00543654      0.997290611    
       16380  0.992791653       1.00543654      0.994832754    
       16440  0.992791653       1.00604057      0.992084503    
       16500  0.992958307       1.00604057      0.989190340    
       16560  0.992958307       1.00562203      0.986513257    
       16620  0.992958307       1.00562203      0.984613717    
       16680  0.993399978       1.00397491      0.983546793    
       16740  0.993653834       1.00397491      0.983145297    
       16800  0.993653834       1.00107062      0.983328581    
       16860  0.999592602       1.00107062      0.984003901    
       16920  0.999592602      0.999119043      0.984295309    
       16980   1.00300002      0.999119043      0.984364569    
       17040   1.00174069      0.999282360      0.983757496    
       17100   1.00174069      0.999282360      0.983133078    
       17160   1.00239289       1.00241101      0.982702792    
       17220   1.00321424       1.00241101      0.982478917    
       17280   1.00321424       1.00526547      0.982819140    
       17340   1.00233328       1.00526547      0.983007133    
       17400   1.00296426       1.00523567      0.983500242    
       17460   1.00266671       1.00523567      0.984331667    
       17520   1.00388885       1.00558877      0.985811949    
       17580   1.00421429       1.00558877      0.987898409    
       17640   1.00421429       1.00798202      0.989748955    
       17700   1.00585186       1.00798202      0.990747154    
       17760   1.00585186       1.01171589      0.990205288    
       17820   1.01117861       1.01171589      0.989425600    
       17880   1.00811112       1.01708567       1.01531339    
       17940   1.00811112       1.01708567       1.01666129    
       18000   1.00832140       1.02124047       1.01839304    
       18060   1.01046431       1.02124047       1.02021408    
       18120   1.01233327       1.02051830       1.02189755    
       18180   1.01250005       1.02051830       1.02367258    
       18240   1.01250005       1.02043736       1.02582598    
       18300   1.01474071       1.02043736       1.02800167    
       18360   1.01482141       1.02249885       1.03036308    
       18420   1.01714289       1.02249885       1.03290296    
       18480   1.01714289       1.02468073       1.03566480    
       18540   1.01957142       1.02468073       1.03855467    
       18600   1.02170372       1.02731824       1.04050195    
       18660   1.02739286       1.02731824       1.04142225    
       18720   1.02739286       1.03077877       1.04124439    
       18780   1.02979314       1.03077877       1.04084063    
       18840   1.02932143       1.03400362       1.04024827    
       18900   1.02932143       1.03400362       1.04055488    
       18960   1.02900004       1.03538394       1.04132450    
       19020   1.03072417       1.03538394       1.04238296    
       19080   1.03289282       1.03471661       1.04415166    
       19140   1.03289282       1.03471661       1.04629076    
       19200   1.03286207       1.03265071       1.04890478    
       19260   1.03539288       1.03265071       1.05147302    
       19320   1.03551722       1.03261185       1.05416214    
       19380   1.03837931       1.03261185       1.05702221    
       19440   1.03837931       1.03513110       1.06002438    
       19500   1.04096425       1.03513110       1.06343472    
       19560   1.04096425       1.03872418       1.06655562    
       19620   1.04731035       1.03872418       1.07009304    
       19680   1.04428566       1.04230773       1.07351315    
       19740   1.04428566       1.04230773       1.07735121    
       19800   1.04506898       1.04739225       1.08119440    
       19860   1.04862070       1.04739225       1.08531475    
       19920   1.05085719       1.05337489       1.08953488    
       19980   1.05131030       1.05337489       1.09376550    
       20040   1.05339289       1.05938637       1.09858501    
       20100   1.05339289       1.05938637       1.10326457    
       20160   1.05564284       1.06596076       1.10781538    
       20220   1.05564284       1.06596076       1.11214697    
       20280   1.05586207       1.07308590       1.11640406    
       20340   1.05771434       1.07308590       1.12080264    
       20400   1.06017852       1.08197427       1.12466860    
       20460   1.06655169       1.08197427       1.12800407    
       20520   1.06342852       1.09022152       1.13049185    
       20580   1.06575859       1.09022152       1.13334072    
       20640   1.06471431       1.09769130       1.13628006    
       20700   1.06471431       1.09769130       1.13983083    
       20760   1.06451726       1.10452759       1.14379609    
       20820   1.06610715       1.10452759       1.14788187    
       20880   1.06821430       1.10930490       1.15220082    
       20940   1.06982756       1.10930490       1.15626526    
       21000   1.06982756       1.11428845       1.16010022    
       21060   1.07160711       1.11428845       1.16322732    
       21120   1.07337928       1.12145400       1.16566050    
       21180   1.07553566       1.12145400       1.16744173    
       21240   1.07957149       1.12944496       1.16858816    
       21300   1.07957149       1.12944496       1.16995192    
       21360   1.07957149       1.13613057       1.17100728    
       21420   1.08617246       1.13613057       1.17263019    
       21480   1.08371425       1.13983202       1.09513450    
       21540   1.08371425       1.13983202       1.09729433    
       21600   1.08613789       1.14151752       1.09920669    
       21660   1.09117246       1.14151752       1.10098791    
       21720   1.09382141       1.14341366       1.10266101    
       21780   1.09382141       1.14341366       1.10443687    
       21840   1.09903574       1.14657521       1.10622990    
       21900   1.09903574       1.14657521       1.10779667    
       21960   1.10175860       1.14950180       1.10920238    
       22020   1.10478568       1.14950180       1.11082911    
       22080   1.11021423       1.15259767       1.11260951    
       22140   1.11310339       1.15259767       1.11517656    
       22200   1.11592853       1.15606403       1.11672676    
       22260   1.12534487       1.15606403       1.11850536    
       22320   1.12335718       1.15942955       1.12055230    
       22380   1.12996554       1.15942955       1.12338340    
       22440   1.13114285       1.16194510       1.12633038    
       22500   1.13468969       1.16194510       1.12962532    
       22560   1.13468969       1.16439795       1.13290203    
       22620   1.14213789       1.16439795       1.13626230    
       22680   1.14653575       1.16862607       1.13975358    
       22740   1.14965522       1.16862607       1.14307392    
       22800   1.14965522       1.17337203       1.14606488    
       22860   1.15385711       1.17337203       1.14899290    
       22920   1.15706897       1.17877269       1.15210330    
       22980   1.16482759       1.17877269       1.15590537    
       23040   1.16875005       1.18486178       1.15989268    
       23100   1.16875005       1.18486178       1.16393495    
       23160   1.16875005       1.18994153       1.16716719    
       23220   1.17806900       1.18994153       1.17073321    
       23280   1.17639291       1.19512558       1.17445993    
       23340   1.17639291       1.19512558       1.17892921    
       23400   1.17989659       1.20078599       1.18318558    
       23460   1.18693101       1.20078599       1.18738341    
       23520   1.19092858       1.20652437       1.19134760    
       23580   1.19362068       1.20652437       1.19525731    
       23640   1.19825006       1.21314895       1.19921911    
       23700   1.19825006       1.21314895       1.20272219    
       23760   1.20062065       1.21937382       1.20567751    
       23820   1.20557141       1.21937382       1.20864880    
       23880   1.20755172       1.22514677       1.21165943    
       23940   1.21417236       1.22514677       1.21489871    
       24000   1.21417236       1.23144734       1.21759331    
       24060   1.22586203       1.23144734       1.22048485    
       24120   1.22517860       1.23592043       1.22315907    
       24180   1.23003447       1.23592043       1.22632968    
       24240   1.23357141       1.23978484       1.22933149    
       24300   1.23486209       1.23978484       1.23240399    
       24360   1.23486209       1.24361622       1.23502994    
       24420   1.24206901       1.24361622       1.23722541    
       24480   1.24206901       1.24800432       1.23896146    
       24540   1.24785709       1.24800432       1.24017644    
       24600   1.25349998       1.25211239       1.24097526    
       24660   1.25349998       1.25211239       1.24158108    
       24720   1.25386202       1.25500071       1.24224758    
       24780   1.25834477       1.25500071       1.24344802    
       24840   1.25834477       1.25610936       1.24500406    
       24900   1.26307142       1.25610936       1.24692369    
       24960   1.26307142       1.25608850       1.24843168    
       25020   1.26775861       1.25608850       1.25037014    
       25080   1.26764286       1.25615799       1.27788496    
       25140   1.26764286       1.25615799       1.27924895    
       25200   1.26693106       1.25806820       1.28045094    
       25260   1.27096426       1.25806820       1.28153539    
       25320   1.27428567       1.26054811       1.28258109    
       25380   1.27348280       1.26054811       1.28335428    
       25440   1.27348280       1.26317286       1.28385365    
       25500   1.27717245       1.26317286       1.28400648    
       25560   1.27717245       1.26512778       1.28402436    
       25620   1.28071427       1.26512778       1.28438771    
       25680   1.28058624       1.26662135       1.28546441    
       25740   1.28417242       1.26662135       1.28722262    
       25800   1.28739285       1.26760411       1.28780091    
       25860   1.29255176       1.26760411       1.28870142    
       25920   1.28910708       1.26772511       1.28937745    
       25980   1.29248273       1.26772511       1.29002798    
       26040   1.29167855       1.26859915       1.29058790    
       26100   1.29167855       1.26859915       1.29139996    
       26160   1.29375005       1.26963663       1.29223084    
       26220   1.29375005       1.26963663       1.29311419    
       26280   1.29571426       1.27123964       1.29390979    
       26340   1.29513788       1.27123964       1.29448974    
       26400   1.29721427       1.27270877       1.29479623    
       26460   1.29721427       1.27270877       1.29512393    
       26520   1.29682755       1.27477741       1.29601014    
       26580   1.29793108       1.27477741       1.29753053    
       26640   1.29914284       1.27663934       1.29880989    
       26700   1.30051720       1.27663934       1.30004120    
       26760   1.30051720       1.27766418       1.30039573    
       26820   1.30436671       1.27766418       1.30066478    
