 20180906
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   1.06350005       1.76655555       1.05934644    
        3540   1.06350005       1.76655555       1.05807769    
        3600   1.06021738       1.76155233       1.05685794    
        3660   1.05543482       1.76155233       1.05458236    
        3720   1.05543482       1.74617851       1.05158341    
        3780   1.04939127       1.74617851       1.04870820    
        3840   1.04745460       1.72988832       1.04650128    
        3900   1.04745460       1.72988832       1.04578972    
        3960   1.04330432       1.71470153       1.04633451    
        4020   1.04422724       1.71470153       1.04720044    
        4080   1.04030430       1.69774926       1.04840183    
        4140   1.04069567       1.69774926       1.04906547    
        4200   1.04069567       1.68373275       1.04939115    
        4260   1.03831816       1.68373275       1.04916131    
        4320   1.03831816       1.67395914       1.04836643    
        4380   1.03626084       1.67395914       1.04760289    
        4440   1.03245449       1.66464543       1.04648721    
        4500   1.02913046       1.66464543       1.04494822    
        4560   1.02913046       1.65501666       1.04264092    
        4620   1.02736366       1.65501666       1.03956032    
        4680   1.02334785       1.64411712       1.03555739    
        4740   1.02118182       1.64411712       1.03211999    
        4800   1.01760864       1.63005769       1.02890468    
        4860   1.01308692       1.63005769       1.02501810    
        4920   1.01308692       1.61361909       1.02092850    
        4980   1.01190913       1.61361909       1.01624787    
        5040   1.01118183       1.59585440       1.01135218    
        5100   1.01118183       1.59585440       1.00548089    
        5160   1.01452172       1.57946324      0.998156488    
        5220   1.01866663       1.57946324      0.991084695    
        5280   1.01095653       1.56187892      0.983438611    
        5340   1.01095653       1.56187892      0.977340937    
        5400   1.00808334       1.54282403      0.972016513    
        5460   1.00808334       1.54282403      0.967725277    
        5520   1.00419998       1.51947320      0.964239120    
        5580  0.995959997       1.51947320      0.961165428    
        5640  0.995959997       1.49528217      0.958344936    
        5700  0.992708325       1.49528217      0.956775725    
        5760  0.985791683       1.47440743      0.956654370    
        5820  0.985791683       1.47440743      0.957395315    
        5880  0.984120011       1.45743275      0.959090114    
        5940  0.984120011       1.45743275      0.960339785    
