 20180930
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        3480   2.30100012       2.22132349       2.29682994    
        3540   2.30100012       2.22132349       2.29205298    
        3600   2.29685187       2.22101617       2.28706670    
        3660   2.28722215       2.22101617       2.28229451    
        3720   2.28722215       2.22016525       2.27765656    
        3780   2.28434610       2.22016525       2.27307892    
        3840   2.28177786       2.21905231       2.26858473    
        3900   2.27973080       2.21905231       2.26401544    
        3960   2.27169228       2.21746898       2.25962615    
        4020   2.27169228       2.21746898       2.25546241    
        4080   2.27059269       2.21625257       2.25171828    
        4140   2.26651859       2.21625257       2.24833202    
        4200   2.26246142       2.21501923       2.24516153    
        4260   2.26246142       2.21501923       2.24219036    
        4320   2.26246142       2.21462822       2.23876643    
        4380   2.26266670       2.21462822       2.23528862    
        4440   2.25753856       2.21601391       2.23137045    
        4500   2.25470376       2.21601391       2.22694874    
        4560   2.25261545       2.21815538       2.22230339    
        4620   2.25261545       2.21815538       2.21746731    
        4680   2.24677777       2.21941113       2.21253133    
        4740   2.23965383       2.21941113       2.20749736    
        4800   2.23511100       2.21977806       2.20220089    
        4860   2.22759271       2.21977806       2.19657397    
        4920   2.22365379       2.21948862       2.19058847    
        4980   2.22365379       2.21948862       2.18443847    
        5040   2.21918511       2.21841836       2.17808628    
        5100   2.21507692       2.21841836       2.17192292    
        5160   2.21507692       2.21652293       2.16597247    
        5220   2.21403694       2.21652293       2.16039324    
        5280   2.20865393       2.21330929       2.15537858    
        5340   2.20865393       2.21330929       2.15085101    
        5400   2.20865393       2.20905924       2.14703941    
        5460   2.20700002       2.20905924       2.14384341    
        5520   2.20073080       2.20544434       2.14100003    
        5580   2.19919991       2.20544434       2.13830805    
        5640   2.19228005       2.20378661       2.13537645    
        5700   2.19228005       2.20378661       2.13211393    
        5760   2.19228005       2.20465732       2.12844515    
        5820   2.19054174       2.20465732       2.12453794    
        5880   2.19054174       2.20668483       2.12063503    
        5940   2.19000006       2.20668483       2.11663604    
        6000   2.18809080       2.20730400       2.11284089    
        6060   2.18809080       2.20730400       2.10933995    
        6120   2.18809080       2.20608330       2.10616875    
        6180   2.18809080       2.20608330       2.10334969    
        6240   2.18457150       2.20444918       2.10062981    
        6300   2.17836356       2.20444918       2.09794807    
        6360   2.17836356       2.20306563       2.09504342    
        6420   2.17619038       2.20306563       2.09205461    
        6480   2.17009091       2.20268250       2.08900237    
        6540   2.16780949       2.20268250       2.08598757    
        6600   2.16445446       2.20230269       2.08299923    
        6660   2.16171432       2.20230269       2.08007503    
        6720   2.15538096       2.20069289       2.07702732    
        6780   2.15538096       2.20069289       2.07385278    
        6840   2.14857149       2.19843626       2.07072711    
        6900   2.14857149       2.19843626       2.06765938    
        6960   2.14857149       2.19607854       2.06469989    
        7020   2.14936352       2.19607854       2.06179094    
        7080   2.14319038       2.19296455       2.12368631    
        7140   2.14319038       2.19296455       2.12150049    
        7200   2.14172721       2.18961906       2.11877418    
        7260   2.13795447       2.18961906       2.11572933    
        7320   2.13342857       2.18633938       2.11270094    
        7380   2.13259101       2.18633938       2.10993314    
        7440   2.13259101       2.18231916       2.10772896    
        7500   2.12866664       2.18231916       2.10607815    
        7560   2.12668180       2.17645812       2.10471892    
        7620   2.12247610       2.17645812       2.10344696    
        7680   2.12195444       2.17057490       2.10194540    
        7740   2.11436367       2.17057490       2.10001922    
        7800   2.11052370       2.16649818       2.09772873    
        7860   2.11052370       2.16649818       2.09510541    
        7920   2.11052370       2.16381168       2.09216213    
        7980   2.11145449       2.16381168       2.08941054    
        8040   2.10400009       2.16025567       2.08683348    
        8100   2.10418177       2.16025567       2.08476686    
        8160   2.10052371       2.15512490       2.08321953    
