 20190517
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   8.13428497      -7.57232857       2.58115363      -4.96555805       8.15456581      -7.50979853    
        3660   8.13400078      -7.51414585       2.58645535      -5.00338411       8.17980099      -7.48038769    
        3720   8.14843941      -7.45761061       2.59624910      -5.05019712       8.21005821      -7.45791531    
        3780   8.18257904      -7.40225458       2.60807729      -5.10213423       8.23806763      -7.44437695    
        3840   8.22738838      -7.33984804       2.62029052      -5.15540266       8.25561428      -7.44089985    
        3900   8.24015903      -7.39414215       2.63113642      -5.20780945       8.26631546      -7.43720818    
        3960   8.22691154      -7.41310406       2.63553977      -5.26142883       8.27821350      -7.41625547    
        4020   8.24705601      -7.45693064       2.62877631      -5.32061529       8.29466534      -7.36762142    
        4080   8.19460869      -7.49273491       2.61286998      -5.38139153       8.30875111      -7.30316639    
        4140   8.17448807      -7.53694296       2.59479308      -5.42926741       8.32435131      -7.24231672    
        4200   8.15508842      -7.58602238       2.58076382      -5.45362568       8.33950424      -7.17686272    
        4260   8.13891220      -7.63447809       2.57234979      -5.45820618       8.35951519      -7.10620260    
        4320   8.10423851      -7.71355104       2.56692982      -5.45275307       8.37792492      -7.04482746    
        4380   8.09716129      -7.74955606       2.56080151      -5.44359779       8.39906883      -6.99218655    
        4440   8.10637188      -7.77892542       2.55321407      -5.43304777       8.41816521      -6.94581223    
        4500   8.08732319      -7.81708670       2.54735160      -5.42261553       8.43439865      -6.90826988    
        4560   8.07460499      -7.83932114       2.54495120      -5.41678810       8.44540691      -6.86769819    
        4620   8.07760048      -7.88822460       2.54260206      -5.42090368       8.45926380      -6.82138348    
        4680   8.06941891      -7.92438602       2.53667116      -5.43308687       8.47488117      -6.77021360    
        4740   8.07337379      -7.94916821       2.52885795      -5.44444656       8.49216747      -6.71929598    
        4800   8.03532410      -7.99314117       2.52316689      -5.44755554       8.50732613      -6.66436958    
        4860   8.03834534      -8.03090572       2.52121449      -5.44079828       8.51514721      -6.60875130    
        4920   8.01158905      -8.06161880       2.52164841      -5.42641449       8.51913738      -6.55070734    
        4980   7.98162413      -8.08885670       2.52187705      -5.40718555       8.51911449      -6.48980904    
        5040   7.95282936      -8.09008312       2.52028155      -5.38449335       8.52383232      -6.42933369    
        5100   7.96463680      -8.11406803       2.51760912      -5.35803604       8.54111671      -6.35767651    
        5160   7.95994759      -8.13730621       2.51699996      -5.32657909       8.57406807      -6.28613424    
        5220   7.91971159      -8.18375015       2.52294445      -5.28952217       8.61742878      -6.22169209    
        5280   7.89693928      -8.22265053       2.53940105      -5.24870682       8.66313934      -6.16676521    
        5340   7.87935114      -8.26226807       2.56732154      -5.20758295       8.70392227      -6.12370443    
        5400   7.83861589      -8.32049751       2.60409117      -5.16898966       8.74180412      -6.09071541    
        5460   7.78034544      -8.37051392       2.64514923      -5.13599110       8.77967930      -6.06687403    
        5520   7.74195051      -8.42510891       2.68633914      -5.11280346       8.82322025      -6.04339409    
        5580   7.69637251      -8.50311852       2.72587347      -5.10149717       8.87361526      -6.01365089    
        5640   7.62856627      -8.60460091       2.76463127      -5.09809828       8.92879486      -5.97877455    
        5700   7.56552601      -8.66726780       2.80480194      -5.09430218       8.98037243      -5.94920874    
        5760   7.53432751      -8.74739265       2.84802818      -5.08446884       9.02516174      -5.92620564    
        5820   7.48151445      -8.82456875       2.89464235      -5.06929302       9.05714417      -5.91123295    
        5880   7.42233276      -8.89145088       2.94292331      -5.05315971       9.07220173      -5.90511274    
        5940   7.34044027      -8.97082233       2.98730326      -5.04058361       9.07350445      -5.90217257    
        6000   7.30500507      -9.05626392       3.01989675      -5.03401804       9.07101917      -5.89786816    
        6060   7.26346350      -9.10057259       3.03680778      -5.03400278       9.07185078      -5.88879919    
        6120   7.22046280      -9.16150475       3.04172587      -5.03779554       9.07577991      -5.87754011    
        6180   7.15994263      -9.22213650       3.04285955      -5.03914642       9.08328724      -5.87302351    
        6240   7.09604359      -9.25959873       3.04742885      -5.03480768       9.08856297      -5.87914324    
        6300   7.02884007      -9.31513977       3.05765319      -5.02946711       9.08747673      -5.89382458    
        6360   6.98076344      -9.37577915       3.07163477      -5.03022289       9.08029461      -5.91405201    
        6420   6.91123867      -9.43749905       3.08496118      -5.03864145       9.07117271      -5.93814278    
        6480   6.86273336      -9.51765251       3.09336686      -5.05138493       9.06498051      -5.96873617    
        6540   6.79595518      -9.58400917       3.09677052      -5.06530714       9.06187153      -6.00702333    
        6600   6.72089529      -9.66069794       3.09921670      -5.08206558       9.05803776      -6.04546595    
        6660   6.64571381      -9.69445229       3.10426927      -5.10647011       9.05253792      -6.07693529    
        6720   6.58361721      -9.78192520       3.11058569      -5.13896894       9.04740334      -6.09942722    
        6780   6.54416895      -9.80455112       3.11418438      -5.17362499       9.04450607      -6.11244631    
        6840   6.48276281      -9.84668446       3.11500359      -5.20341063       9.04243088      -6.11762714    
        6900   6.41834497      -9.88354301       3.11760187      -5.22338724       9.03865051      -6.12355471    
        6960   6.35674572      -9.94706440       3.12484145      -5.23221588       9.03202343      -6.13920403    
        7020   6.25191164      -9.99973011       3.13437343      -5.23321247       9.02064419      -6.16880655    
        7080   6.15622854      -10.0477753       3.14252234      -5.23341846       9.00274754      -6.21071863    
        7140   6.07890463      -10.0770311       3.14718127      -5.23934555       8.97926426      -6.25958538    
        7200   6.06105852      -10.1320715       3.14665318      -5.25403070       5.91056204      -10.3136320    
        7260   5.98751879      -10.1819468       3.14021897      -5.27813101       5.84898138      -10.3887682    
        7320   5.92285109      -10.2721491       3.13032842      -5.31128883       5.78813982      -10.4508600    
        7380   5.84862566      -10.3356314       3.12131834      -5.35001755       5.73160505      -10.4985466    
        7440   5.77616882      -10.3652964       3.11557317      -5.38690948       5.68974257      -10.5390396    
        7500   5.70481443      -10.3992262       3.11310196      -5.41429615       5.65375137      -10.5792294    
        7560   5.65547276      -10.3919287       3.11528015      -5.42872620       5.61286783      -10.6389694    
        7620   5.64909458      -10.4000664       3.12406754      -5.43279839       5.56456423      -10.7162170    
        7680   5.60558748      -10.3857918       3.13742852      -5.43929815       5.52119350      -10.8032703    
        7740   5.56446075      -10.3833742       3.14854097      -5.47151470       5.47643232      -10.8818512    
        7800   5.51786757      -10.3797789       3.15151954      -5.53947735       5.43302441      -10.9473429    
        7860   5.47336006      -10.3857813       3.14869332      -5.62095547       5.39591932      -11.0068693    
        7920   5.41830206      -10.3745298       3.14763665      -5.69153547       5.36201000      -11.0700645    
        7980   5.38075304      -10.3612957       3.15186405      -5.74923086       5.32205772      -11.1256762    
        8040   5.33297873      -10.3907595       3.15793085      -5.80226660       5.27252340      -11.1757927    
        8100   5.24249887      -10.4000235       3.16054988      -5.85530329       5.22458029      -11.2188816    
        8160   5.17665815      -10.4027662       3.15859962      -5.90669727       5.18062162      -11.2631617    
        8220   5.13876534      -10.4094305       3.15494204      -5.95276976       5.13337994      -11.3172045    
        8280   5.04923773      -10.4007549       3.15156293      -5.99480867       5.08782244      -11.3811941    
        8340   5.00320339      -10.4227982       3.14691925      -6.04033422       5.04561853      -11.4441414    
        8400   4.93936777      -10.4072084       3.13889217      -6.09594297       5.00990915      -11.5017996    
        8460   4.89736795      -10.4122219       3.12888312      -6.16163874       4.97505236      -11.5547886    
        8520   4.81960344      -10.4327574       3.12059140      -6.23110628       4.94361210      -11.6076975    
        8580   4.77113008      -10.4717007       3.11599040      -6.29717684       4.91597223      -11.6636925    
        8640   4.71121931      -10.4864616       3.11540103      -6.35764122       4.89050293      -11.7304506    
        8700   4.66454935      -10.5317249       3.11888504      -6.41501522       4.86624289      -11.7940159    
        8760   4.57295895      -10.5712404       3.12508965      -6.47458267       4.84719610      -11.8607302    
        8820   4.48129177      -10.5987978       3.13161087      -6.54181910       4.82283497      -11.9275904    
        8880   4.44673443      -10.5963049       3.13744831      -6.61661243       4.78977013      -11.9971457    
        8940   4.39865828      -10.6137953       3.14157748      -6.69313574       4.74786854      -12.0583887    
        9000   4.35534000      -10.6122360       3.14068317      -6.76864338       4.70781422      -12.1137714    
        9060   4.31019878      -10.6217947       3.13231134      -6.84342623       4.67398071      -12.1615381    
        9120   4.26394033      -10.6109848       3.11893845      -6.91397810       4.64202785      -12.2070713    
        9180   4.26735830      -10.5953493       3.10563731      -6.97782755       4.60161543      -12.2547321    
        9240   4.24699163      -10.5995169       3.09391332      -7.03848600       4.55177450      -12.3065338    
        9300   4.23000002      -10.5636921       3.08039832      -7.10145617       4.49420404      -12.3630772    
        9360   4.22750378      -10.5407124       3.06036425      -7.16869307       4.43619823      -12.4269886    
        9420   4.18128586      -10.5291033       3.03128576      -7.23836756       4.37664080      -12.4957094    
        9480   4.17077017      -10.5017080       2.99442863      -7.30860758       4.32399845      -12.5598650    
        9540   4.18124008      -10.4924240       2.95417547      -7.38124037       4.27979994      -12.6098862    
        9600   4.19797850      -10.4905815       2.91533136      -7.45926857       4.24326372      -12.6490707    
        9660   4.16843271      -10.4743919       2.88076758      -7.53840113       4.21020126      -12.6858625    
        9720   4.13420725      -10.4682560       2.85166287      -7.60916805       4.17887783      -12.7228909    
        9780   4.09644222      -10.4347639       2.82853746      -7.66980696       4.14891005      -12.7606916    
        9840   4.09458494      -10.4554205       2.81025267      -7.72593927       4.11611319      -12.7950945    
        9900   4.08197403      -10.4517756       2.79408622      -7.78228188       4.08432055      -12.8240910    
        9960   4.08785534      -10.4318371       2.77808428      -7.83808613       4.05627203      -12.8455467    
       10020   4.09105492      -10.3944988       2.76198506      -7.88998842       4.02884340      -12.8554897    
       10080   4.09981632      -10.3973684       2.74624777      -7.93597174       4.00340462      -12.8527079    
       10140   4.07235861      -10.3827028       2.73155332      -7.97456503       3.97974801      -12.8366127    
       10200   4.04973984      -10.3638258       2.71819305      -8.00253487       3.95838475      -12.8094568    
       10260   4.05640745      -10.3449774       2.70560980      -8.01658154       3.93792009      -12.7791758    
