 20181116
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   2.90955687       7.10499954       4.13986492       6.24426746       2.92561030       7.10519838    
        3660   2.90291166       7.09479904       4.15506649       6.28500223       2.92298436       7.07182455    
        3720   2.91291642       7.08165884       4.16817427       6.32056141       2.91284418       7.04255629    
        3780   2.92777085       7.08734417       4.17679119       6.34623909       2.90700340       7.01135254    
        3840   2.93316603       7.10416126       4.18026400       6.36358786       2.91764331       6.98841047    
        3900   2.95197868       7.10925245       4.18142796       6.37681770       2.93800688       6.96871424    
        3960   2.95330787       7.10297632       4.18713474       6.38849306       2.96013665       6.95746565    
        4020   2.96120811       7.05755806       4.20374489       6.39912558       2.97757435       6.95694208    
        4080   2.96120811       7.05755806       4.23149157       6.41087675       2.98801136       6.96735001    
        4140   2.95187712       7.06774330       4.26366806       6.42945099       2.99274683       6.97708893    
        4200   2.97261381       7.05994081       4.29014397       6.45796633       2.99029732       6.97789860    
        4260   2.96371531       7.05285835       4.30407429       6.49261332       2.98910928       6.97712517    
        4320   2.99252629       7.02546501       4.30746508       6.52777147       2.99520993       6.97061062    
        4380   2.97414827       7.03660870       4.30869436       6.56092215       3.00993824       6.96318817    
        4440   2.98068309       6.99189091       4.31463051       6.58997297       3.02317238       6.94848251    
        4500   2.98093677       6.98738623       4.32749033       6.61159468       3.03219056       6.92975807    
        4560   2.99321890       6.99963284       4.34586382       6.62437630       3.03294969       6.89883518    
        4620   3.01396275       7.00677347       4.36424828       6.62906837       3.03048658       6.86642075    
        4680   3.00327802       7.00325918       4.37664843       6.62737560       3.02210760       6.84244061    
        4740   3.00638461       6.99891376       4.38109684       6.62420511       3.00696445       6.81781673    
        4800   2.98835254       6.99247980       4.37844706       6.62575340       2.98921037       6.79294729    
        4860   2.98743749       6.98201370       4.36760426       6.63015842       2.97783494       6.76336861    
        4920   2.98267674       6.97591829       4.35151720       6.63116598       2.97349429       6.74076271    
        4980   2.99017501       6.96589899       4.34018564       6.62853193       2.97111058       6.72883654    
        5040   2.99205852       6.93731976       4.33766127       6.62892437       2.96830988       6.72462702    
        5100   2.98947906       6.90213823       4.33698416       6.63654900       2.95992208       6.71999598    
