 20190429
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3600   3.89296889      -6.16864634       4.45728922      -2.74193048       3.88575268      -6.22261381    
        3660   3.88497329      -6.16888237       4.45989180      -2.77586842       3.88962460      -6.23545551    
        3720   3.88544607      -6.18780136       4.46096659      -2.81422305       3.90058112      -6.24143600    
        3780   3.89645481      -6.16406727       4.46272707      -2.85286498       3.91782451      -6.23579597    
        3840   3.92276907      -6.21859407       4.46818924      -2.88761878       3.94028568      -6.23566771    
        3900   3.92454672      -6.24213505       4.47874165      -2.91581225       3.96519756      -6.23933411    
        3960   3.93768001      -6.22876167       4.49368954      -2.93642783       3.99216533      -6.24079466    
        4020   3.97526836      -6.21650457       4.51204443      -2.95068693       4.01923037      -6.24262524    
        4080   4.01065207      -6.21601057       4.53307056      -2.96224117       4.04876995      -6.25206518    
        4140   4.05634832      -6.21564627       4.55548620      -2.97520232       4.07308340      -6.26636362    
        4200   4.07032728      -6.22049809       4.57703781      -2.99170780       4.09727573      -6.28454304    
        4260   4.10924292      -6.22205114       4.59595919      -3.01217985       4.11854172      -6.30538130    
        4320   4.12994671      -6.19527912       4.61192179      -3.03725386       4.13728046      -6.32723856    
        4380   4.17945910      -6.18804550       4.62531281      -3.06707048       4.15723848      -6.33193779    
        4440   4.22779751      -6.22226524       4.63610649      -3.09922314       4.17602015      -6.32753086    
        4500   4.24560881      -6.19608355       4.64433098      -3.12854290       4.19677353      -6.30910015    
        4560   4.29911089      -6.18354034       4.65029049      -3.14965296       4.22025919      -6.28954124    
        4620   4.34066534      -6.17693233       4.65455580      -3.16072869       4.24792099      -6.26669359    
        4680   4.38558340      -6.17809629       4.65770626      -3.16445684       4.27254295      -6.24362850    
        4740   4.40577078      -6.22523212       4.66022253      -3.16487479       4.29752350      -6.22814274    
        4800   4.39997244      -6.19101906       4.66310501      -3.16439986       4.32010317      -6.21313143    
        4860   4.44658804      -6.16688251       4.66749144      -3.16409564       4.33741474      -6.18821430    
        4920   4.48656464      -6.17140532       4.67254925      -3.16434050       4.35198259      -6.16173601    
        4980   4.51446629      -6.15355396       4.67460394      -3.16433764       4.36407757      -6.13199711    
        5040   4.55500507      -6.16600275       4.67121506      -3.16294885       4.37674284      -6.10516071    
        5100   4.57892704      -6.16972589       4.66405106      -3.15936446       4.39689922      -6.08470345    
        5160   4.58967924      -6.19917107       4.65664911      -3.15360165       4.41713810      -6.07152462    
        5220   4.58424425      -6.17011595       4.65126324      -3.14741993       4.44048262      -6.06661034    
        5280   4.60070086      -6.18198347       4.64934778      -3.14334822       4.46688128      -6.05970716    
        5340   4.60183668      -6.17558527       4.65218258      -3.14321399       4.49293089      -6.05224228    
        5400   4.60349512      -6.15033293       4.65936899      -3.14804912       4.51459026      -6.04850149    
        5460   4.64898157      -6.14417410       4.66875315      -3.15687513       4.53380394      -6.04436302    
        5520   4.68121624      -6.16360807       4.67784739      -3.16658998       4.54944277      -6.03499413    
        5580   4.70687389      -6.13283825       4.68467712      -3.17535305       4.56755400      -6.02613401    
        5640   4.71618652      -6.13689375       4.68808126      -3.18311572       4.58688450      -6.01638222    
        5700   4.74526834      -6.09544134       4.68858576      -3.19042635       4.60046721      -6.00482655    
        5760   4.75150156      -6.10118866       4.68767786      -3.19848204       4.61648798      -5.99047756    
        5820   4.75661087      -6.09461117       4.68654728      -3.20742393       4.63144302      -5.97125673    
        5880   4.78732586      -6.07652235       4.68543959      -3.21483445       4.64034128      -5.94633293    
        5940   4.79715824      -6.05846214       4.68385887      -3.21727729       4.64216185      -5.91564083    
        6000   4.82379246      -6.04882669       4.68173265      -3.21291614       4.64057589      -5.88052082    
        6060   4.79033947      -6.00713539       4.67771959      -3.20271063       4.64092541      -5.84118128    
        6120   4.78845882      -6.00444937       4.66865206      -3.18848157       4.64861012      -5.79541111    
        6180   4.82460308      -5.96496964       4.65451384      -3.16994834       4.66037893      -5.74770737    
        6240   4.82883406      -5.97101259       4.63994837      -3.14483833       4.67867184      -5.70559025    
        6300   4.81464672      -5.99074125       4.62951469      -3.11269689       4.70653534      -5.66827631    
        6360   4.79808044      -5.97894382       4.62559271      -3.07756376       4.73826599      -5.63362408    
        6420   4.79048014      -5.96078491       4.62966061      -3.04541802       4.76741171      -5.59905386    
        6480   4.80657005      -5.93543339       4.64273071      -3.01916552       4.79393768      -5.56744146    
        6540   4.78710175      -5.91675615       4.66187286      -2.99674320       4.82001543      -5.54227781    
        6600   4.79391241      -5.88911486       4.68064976      -2.97503924       4.84338713      -5.52199173    
        6660   4.83888006      -5.89562559       4.69695663      -2.95515633       4.86035442      -5.50350046    
        6720   4.83596373      -5.89841461       4.71209860      -2.94123745       4.86669159      -5.48473597    
        6780   4.85187864      -5.89504337       4.72550058      -2.93429112       4.86087894      -5.46332264    
        6840   4.83480978      -5.84819555       4.73322058      -2.93054342       4.84390354      -5.43960905    
        6900   4.84737015      -5.82377577       4.73028183      -2.92625046       4.81987572      -5.41327000    
        6960   4.84047794      -5.80282497       4.71438885      -2.92049694       4.79210711      -5.38366938    
