 20180913
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        3660   6.39943266      -11.3363199       3.31121254      -4.77618551       6.40823936      -11.2634335    
        3720   6.40567684      -11.3092613       3.33067060      -4.75933409       6.39209175      -11.2410498    
        3780   6.39897537      -11.2622671       3.34838581      -4.74813128       6.36409855      -11.2257195    
        3840   6.43208027      -11.2685003       3.35895085      -4.74613047       6.32866287      -11.2172794    
        3900   6.43064308      -11.2655535       3.35893393      -4.75394392       6.29647017      -11.2148685    
        3960   6.45754004      -11.2517109       3.34793472      -4.77022648       6.24682236      -11.2236137    
        4020   6.49941826      -11.2469282       3.32718277      -4.79235172       6.21393728      -11.2244167    
        4080   6.49687386      -11.2025156       3.29906106      -4.81793690       6.19171095      -11.2374039    
        4140   6.51018858      -11.1816483       3.26919246      -4.84509468       6.19080734      -11.2369623    
        4200   6.49621868      -11.1635342       3.24624681      -4.87212038       6.19443893      -11.2359238    
        4260   6.52846384      -11.1468029       3.23739290      -4.89880228       6.20279121      -11.2178850    
        4320   6.49634552      -11.1347218       3.24357152      -4.92498207       6.21734190      -11.1941290    
        4380   6.51695776      -11.1407175       3.26058698      -4.94751024       6.23293066      -11.1605263    
        4440   6.54491520      -11.1492367       3.28364253      -4.96028328       6.24712515      -11.1128397    
        4500   6.51665592      -11.1396627       3.31039357      -4.95959282       6.25783300      -11.0744820    
        4560   6.52426434      -11.1184120       3.33997297      -4.94743681       6.27386856      -11.0394688    
        4620   6.54104280      -11.1079979       3.36996126      -4.92966843       6.27624416      -11.0169735    
        4680   6.54571390      -11.1011600       3.39623666      -4.91247845       6.28090763      -10.9951468    
        4740   6.52438974      -11.0548134       3.41618657      -4.90005827       6.28218985      -10.9809732    
        4800   6.49965763      -11.0609837       3.43124127      -4.89395952       6.29479170      -10.9670944    
        4860   6.51819992      -11.0288801       3.44533110      -4.89336395       6.30065966      -10.9430542    
        4920   6.54620934      -11.0033360       3.46122336      -4.89677334       6.30017138      -10.9145927    
        4980   6.57952356      -10.9963169       3.47910309      -4.90164566       6.30626392      -10.8870153    
        5040   6.52091551      -11.0368099       3.49769068      -4.90441751       6.30384016      -10.8538284    
        5100   6.53525972      -11.0434189       3.51518893      -4.90295792       6.29404068      -10.8126221    
        5160   6.57403612      -11.0080938       3.52978969      -4.89840746       6.28212357      -10.7793617    
        5220   6.59396935      -10.9581499       3.54054976      -4.89277935       6.28420830      -10.7356234    
        5280   6.56331396      -10.9834728       3.54845405      -4.88606310       6.28942633      -10.6900234    
        5340   6.50886536      -10.9799700       3.55682683      -4.87585974       6.29904127      -10.6481981    
        5400   6.47758913      -10.9913731       3.56950545      -4.85941648       6.30285835      -10.6137981    
        5460   6.48949003      -10.9792013       3.58838964      -4.83750248       6.30750942      -10.5892811    
        5520   6.51296043      -10.9392757       3.61206031      -4.81549072       6.30050755      -10.5741644    
        5580   6.46101713      -10.9592619       3.63606167      -4.80061865       6.28967285      -10.5599775    
        5640   6.43413162      -10.9668531       3.65495348      -4.79758930       6.27941895      -10.5450621    
        5700   6.39855957      -10.9503212       3.66619158      -4.80517483       6.27136946      -10.5228987    
        5760   6.38298607      -10.9233465       3.67220783      -4.81722975       6.26290512      -10.4996099    
        5820   6.40122318      -10.9202929       3.67793727      -4.82762480       6.25049353      -10.4862585    
        5880   6.35232496      -10.9073782       3.68573833      -4.83458805       6.23434877      -10.4718990    
        5940   6.33041668      -10.8843098       3.69356823      -4.84054708       6.21286154      -10.4649992    
        6000   6.32295799      -10.8863745       3.69819641      -4.84893656       6.19542408      -10.4641495    
        6060   6.32107687      -10.8901758       3.69852710      -4.86158180       6.16949129      -10.4716253    
        6120   6.28424835      -10.8314629       3.69563603      -4.87908840       6.14454126      -10.4875374    
        6180   6.27193594      -10.7826662       3.69075370      -4.90255404       6.11904907      -10.5094337    
        6240   6.23679543      -10.7438345       3.68446136      -4.93424225       6.09595013      -10.5351734    
        6300   6.20894718      -10.7108183       3.67751265      -4.97574902       6.07311821      -10.5577250    
        6360   6.19970512      -10.6573362       3.67093253      -5.02509594       6.04653454      -10.5787401    
        6420   6.21784401      -10.6641588       3.66490054      -5.07732010       6.01941395      -10.5964994    
        6480   6.20981312      -10.6580019       3.65779042      -5.12809992       5.98524904      -10.6153593    
        6540   6.18107367      -10.6441507       3.64683199      -5.17484093       5.94894791      -10.6354713    
        6600   6.18563128      -10.6309147       3.63106227      -5.21690512       5.91275120      -10.6594057    
        6660   6.18878841      -10.6287165       3.61295772      -5.25553894       5.88371897      -10.6812859    
        6720   6.15273046      -10.6541262       3.59592128      -5.29345465       5.85495663      -10.7002869    
        6780   6.09503126      -10.6662188       3.58109260      -5.33332634       5.82802534      -10.7116470    
        6840   6.05445194      -10.6928396       3.56728530      -5.37511253       5.79999018      -10.7123604    
        6900   5.99698305      -10.7424154       3.55301332      -5.41481209       5.77407932      -10.7109880    
        6960   5.96993494      -10.7361393       3.53848410      -5.44790030       5.74401188      -10.7138519    
        7020   5.95819616      -10.7362394       3.52578926      -5.47361898       5.70775223      -10.7266350    
        7080   5.97251320      -10.7331743       3.51563215      -5.49630356       5.66860628      -10.7474842    
        7140   5.97511864      -10.6907721       3.50417447      -5.52332973       5.62553835      -10.7746925    
        7200   5.99209642      -10.6531906       3.48629594      -5.55965757       5.58244801      -10.8027563    
        7260   5.98198652      -10.7261028       3.46085072      -5.60398579       5.88331747      -10.8176775    
        7320   5.94515944      -10.7540188       3.43074727      -5.65103865       5.85637426      -10.8176146    
        7380   5.90834665      -10.7751427       3.40115118      -5.69595671       5.83900833      -10.8020887    
        7440   5.91507721      -10.8061914       3.37731671      -5.73515844       5.82279491      -10.7748461    
        7500   5.90175724      -10.8035402       3.36092281      -5.76495028       5.81830883      -10.7404461    
        7560   5.89852142      -10.8050833       3.34923816      -5.78275299       5.81426811      -10.7108297    
        7620   5.83541727      -10.8181686       3.34025455      -5.78875732       5.82367039      -10.6687546    
        7680   5.80046701      -10.8378086       3.33670950      -5.78483057       5.82549286      -10.6371260    
        7740   5.76392555      -10.8938684       3.34207535      -5.77427197       5.82063818      -10.6002016    
        7800   5.70234728      -10.9250317       3.35331345      -5.76218033       5.79715776      -10.5604248    
        7860   5.72290564      -10.9399538       3.36013460      -5.75214815       5.75789356      -10.5329752    
        7920   5.68603325      -10.9551907       3.35393763      -5.74519300       5.72263813      -10.5139418    
        7980   5.66826344      -10.9757633       3.33398509      -5.74198008       5.68790627      -10.4959526    
        8040   5.62614584      -10.9966621       3.30539417      -5.74419260       5.64880705      -10.4762926    
        8100   5.61008358      -10.9804239       3.27414942      -5.75276470       5.59945440      -10.4676266    
        8160   5.59153461      -10.9922037       3.24267936      -5.76618576       5.56511879      -10.4528208    
        8220   5.59523773      -10.9920893       3.21022248      -5.78143549       5.52953386      -10.4308796    
        8280   5.54236460      -10.9934521       3.17664003      -5.79529524       5.49932957      -10.3953133    
        8340   5.52842951      -11.0166807       3.14369226      -5.80487776       5.47086334      -10.3639593    
        8400   5.50367498      -11.0686798       3.11313486      -5.80792046       5.45011377      -10.3220272    
        8460   5.47877645      -11.0591249       3.08607864      -5.80340290       5.43417263      -10.2728662    
        8520   5.44815397      -11.0806246       3.06403756      -5.79090786       5.42167616      -10.2342434    
        8580   5.43173075      -11.0818901       3.04829931      -5.77224207       5.42414999      -10.2045345    
        8640   5.40361261      -11.1000519       3.03848624      -5.75227308       5.43128872      -10.1683874    
        8700   5.38306570      -11.0643082       3.03361964      -5.73611593       5.44794321      -10.1473770    
        8760   5.35777569      -11.0778770       3.03453755      -5.72609568       5.46122122      -10.1379442    
        8820   5.26870775      -11.1115541       3.04341936      -5.72323179       5.47398043      -10.1311035    
        8880   5.21486998      -11.1466732       3.05970764      -5.72916222       5.47172976      -10.1353359    
        8940   5.16635466      -11.1602592       3.07738924      -5.74553680       5.46100760      -10.1435471    
        9000   5.15109539      -11.1847353       3.08855271      -5.77187109       5.43920898      -10.1393251    
        9060   5.14873695      -11.1884422       3.08898664      -5.80411291       5.41639185      -10.1241426    
        9120   5.13675117      -11.1627388       3.07988930      -5.83540344       5.39925432      -10.0941534    
        9180   5.13116789      -11.1593056       3.06603408      -5.85766649       5.39059496      -10.0599957    
        9240   5.10721493      -11.1224232       3.05309415      -5.86529684       5.38525105      -10.0206966    
        9300   5.09518290      -11.1117573       3.04455423      -5.85847330       5.37751436      -9.98699760    
        9360   5.08832502      -11.1036568       3.04046535      -5.84272480       5.37263155      -9.96636868    
        9420   5.09416914      -11.0615654       3.03889561      -5.82548904       5.36424303      -9.95320988    
        9480   5.09669590      -11.0174160       3.03791285      -5.81235409       5.35577297      -9.94101143    
        9540   5.12303638      -10.9940023       3.03666997      -5.80609083       5.34496307      -9.93467331    
        9600   5.08921289      -11.0229244       3.03471994      -5.80787659       5.34042501      -9.92200184    
        9660   5.08074951      -10.9732094       3.03191185      -5.81749249       5.33440495      -9.90233326    
