 20190105
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       28680   51.3454552       65.1224976       53.3718147    
       28740   52.8590927       65.1224976       54.1778564    
       28800   53.2733345       65.3950882       54.9673347    
       28860   54.5244446       65.3950882       55.7310333    
       28920   55.4659081       65.8762054       56.3983765    
       28980   55.9466667       65.8762054       57.0490799    
       29040   57.1444435       66.1737213       57.6891556    
       29100   58.0155563       66.1737213       58.2750511    
       29160   58.3659096       66.1719284       58.8520088    
       29220   58.6800003       66.1719284       59.4318619    
       29280   59.4466667       66.2076416       59.9881935    
       29340   60.3488884       66.2076416       60.5717773    
       29400   60.5434799       66.2927856       61.1458321    
       29460   61.0933342       66.2927856       61.6313400    
       29520   61.9422226       66.3535309       62.0547905    
       29580   62.5466652       66.3535309       62.4284325    
       29640   62.7934799       66.4539337       62.8450966    
       29700   63.0422211       66.4539337       63.3382797    
       29760   63.3466682       66.2086716       63.8841934    
       29820   63.9955559       66.2086716       64.4900360    
       29880   64.4369583       66.2080536       65.1108170    
       29940   64.5111084       66.2080536       65.6603165    
       30000   65.0111084       66.4928055       66.2352753    
       30060   65.6644440       66.4928055       66.8010483    
       30120   65.9195633       66.6443787       67.4039078    
       30180   66.0222244       66.6443787       68.0537415    
       30240   66.7399979       66.8126526       68.7057648    
       30300   67.0977249       66.8126526       69.3359299    
       30360   67.0977249       67.1952438       69.9397125    
       30420   67.4465103       67.1952438       70.4974747    
       30480   67.4465103       67.4670029       70.9938660    
       30540   67.7047653       67.4670029       71.4217606    
       30600   68.0024414       67.6521149       71.7818451    
       30660   68.3199997       67.6521149       72.1363831    
       30720   68.3199997       67.7220917       72.5011902    
       30780   68.6076889       67.7220917       72.8855209    
       30840   69.6615372       67.5665665       73.2500916    
       30900   70.2657928       67.5665665       73.6000137    
       30960   70.5589752       67.4417725       73.9286880    
       31020   71.5871811       67.4417725       74.2492371    
       31080   72.1421051       67.4340286       74.5460434    
       31140   73.1684189       67.4340286       74.8612213    
       31200   73.3025665       67.5079269       75.1741409    
       31260   74.4897461       67.5079269       75.4243851    
       31320   75.2552643       67.4359131       75.6378555    
       31380   75.6368408       67.4359131       75.8398438    
       31440   75.5076904       67.4202271       76.0418549    
       31500   75.7025604       67.4202271       76.2998199    
       31560   76.0999985       67.3804169       76.6296158    
       31620   76.3512802       67.3804169       77.0099564    
       31680   76.6999969       67.3460922       77.4129944    
       31740   76.7384644       67.3460922       77.7912750    
       31800   76.7500000       67.6059265       78.1980591    
       31860   76.7846146       67.6059265       78.6132202    
       31920   76.7923050       68.0007858       78.9926529    
       31980   76.4589767       68.0007858       79.3540497    
       32040   76.5605240       68.4990540       79.7274094    
