 20181214
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       28680   67.0133362       21.4321461       67.4571304    
       28740   67.0133362       21.4321461       67.7239990    
       28800   67.4199982       21.5067463       67.9529419    
       28860   67.5688858       21.5067463       68.1437149    
       28920   67.6311111       21.5547447       68.4061050    
       28980   67.6311111       21.5547447       68.6109314    
       29040   67.8466644       21.5705032       68.7868729    
       29100   67.9511108       21.5705032       68.9638596    
       29160   67.9888916       21.5963211       69.1080780    
       29220   67.9888916       21.5963211       69.2273331    
       29280   68.0533371       21.6869221       69.3361130    
       29340   68.2288895       21.6869221       69.4602966    
       29400   68.4199982       21.7416382       69.6148682    
       29460   68.4199982       21.7416382       69.7692413    
       29520   68.2799988       21.7492352       69.8719254    
       29580   68.0311127       21.7492352       69.9483337    
       29640   68.0431824       21.8582191       70.0065842    
       29700   67.8466644       21.8582191       70.0653229    
       29760   67.6155548       21.8108673       70.1465302    
       29820   67.4533310       21.8108673       70.2249832    
       29880   67.3000031       21.6835728       70.3468552    
       29940   67.4911118       21.6835728       70.4523544    
       30000   67.7377777       21.7229099       70.5168076    
       30060   68.1133347       21.7229099       70.5834732    
       30120   68.1386337       21.8349934       70.6377411    
       30180   68.5488892       21.8349934       70.7219238    
       30240   68.7511139       21.7999706       70.8217697    
       30300   69.1622238       21.7999706       70.8866348    
       30360   69.1431808       21.7696438       70.9836578    
       30420   69.2644424       21.7696438       71.0551529    
       30480   69.2466660       21.8612728       71.2038574    
       30540   69.5377808       21.8612728       71.4512405    
       30600   69.5377808       22.0256367       71.7808151    
       30660   69.6200027       22.0256367       72.2018967    
       30720   69.4422226       22.5081367       72.4948502    
       30780   69.4644470       22.5081367       72.6393509    
       30840   69.4644470       23.3696308       72.7827682    
       30900   69.3577805       23.3696308       72.9519348    
       30960   69.2511139       23.7708511       73.1388550    
       31020   69.6022186       23.7708511       73.4485321    
       31080   69.6022186       24.0760727       73.8147964    
       31140   69.9111099       24.0760727       74.2140274    
       31200   69.8622208       24.5254688       74.6270981    
       31260   69.4044418       24.5254688       74.9859543    
       31320   69.4044418       25.1998100       75.4877701    
       31380   69.0911102       25.1998100       76.1291733    
       31440   68.7088852       25.9763355       76.7938690    
       31500   69.0454559       25.9763355       77.5189590    
       31560   68.8488922       27.3282146       78.2562866    
       31620   68.8511124       27.3282146       79.0040665    
       31680   68.6913071       28.7761784       79.7211609    
       31740   68.7133331       28.7761784       80.3803253    
       31800   68.7288895       30.3334618       81.0660095    
       31860   68.4355545       30.3334618       81.7658081    
       31920   68.4355545       31.7437763       82.4044724    
       31980   68.2822189       31.7437763       82.9841995    
       32040   68.1755524       33.2575722       83.4381104    
       32100   68.1159058       33.2575722       83.7300415    
       32160   68.0999985       34.5625267       84.0867233    
       32220   68.2244415       34.5625267       84.5136261    
       32280   68.2750015       35.3838272       68.8065720    
       32340   68.3886337       35.3838272       68.7399521    
       32400   68.3866653       36.4577065       68.6776810    
       32460   68.5488892       36.4577065       68.6289520    
       32520   68.6181793       37.4308815       68.5710831    
       32580   68.7068176       37.4308815       68.5007553    
       32640   68.9377747       38.4828682       68.4888382    
       32700   68.8266678       38.4828682       68.4699173    
       32760   68.7068176       39.5448647       68.3889008    
       32820   68.6863632       39.5448647       68.2265091    
       32880   68.8311081       40.6880836       67.9497681    
       32940   68.6409073       40.6880836       67.6270142    
       33000   68.3545456       41.5192184       67.1776581    
       33060   68.0909119       41.5192184       66.5553665    
       33120   68.0909119       41.9328117       65.8546829    
       33180   67.6500015       41.9328117       65.1626205    
       33240   67.5113602       41.7290192       64.5085373    
       33300   67.1577759       41.7290192       63.8860703    
       33360   67.3386383       41.1602173       63.3724937    
       33420   67.3704529       41.1602173       62.9643898    
       33480   67.1409073       40.8197250       62.6140900    
       33540   67.3222198       40.8197250       62.2977409    
       33600   67.1272736       40.8589325       62.0484123    
       33660   66.6113663       40.8589325       61.8966637    
       33720   66.3931808       41.1157532       61.8041229    
       33780   66.4599991       41.1157532       61.7962761    
       33840   66.0022736       41.5896873       61.8371620    
       33900   65.8681793       41.5896873       61.9526596    
       33960   65.5795441       42.3208694       62.1187477    
       34020   65.6533356       42.3208694       62.2591438    
       34080   65.4499969       43.2845955       62.3316307    
       34140   65.3750000       43.2845955       62.2459259    
       34200   65.2386398       44.4060707       62.0829086    
       34260   65.1266632       44.4060707       61.8654938    
       34320   64.7613602       45.2216721       61.5872650    
       34380   64.6295471       45.2216721       61.4654312    
       34440   64.5113602       45.6468735       61.4389687    
       34500   64.5113602       45.6468735       61.3866692    
       34560   64.5931854       45.8693771       61.2899361    
       34620   64.6545486       45.8693771       61.1375008    
       34680   64.4704514       46.4424019       61.0266914    
       34740   64.4704514       46.4424019       61.0049934    
       34800   64.5090942       46.7344627       61.0548058    
       34860   64.6590881       46.7344627       61.2076759    
       34920   65.1674423       47.1672592       61.3675842    
       34980   65.1545486       47.1672592       61.3175392    
       35040   65.3090897       47.8986664       61.0790100    
       35100   65.6363602       47.8986664       60.7667465    
       35160   65.6363602       48.5838394       60.4330940    
       35220   65.5431824       48.5838394       60.1124153    
       35280   65.5749969       48.5113754       59.7593422    
       35340   65.6697693       48.5113754       59.4259491    
       35400   65.6795425       48.3308716       59.1517830    
       35460   65.6409073       48.3308716       58.8590851    
       35520   65.5886383       48.0204353       58.5675850    
       35580   65.1133347       48.0204353       58.3361359    
       35640   65.2613602       47.9104767       58.1540298    
       35700   65.0068207       47.9104767       58.0953255    
       35760   64.8755569       47.7552299       58.2031555    
       35820   64.8181839       47.7552299       58.2476845    
       35880   64.6159058       47.7873650       64.4214401    
       35940   64.4688873       47.7873650       64.3417664    
       36000   64.3577805       48.4646912       64.3404160    
       36060   64.2681808       48.4646912       64.3709946    
       36120   63.9500008       48.8814507       64.3217316    
       36180   63.9688873       48.8814507       64.2714920    
       36240   63.8111115       49.3143387       64.0741653    
       36300   63.4636345       49.3143387       63.7554550    
       36360   63.5363655       49.4239998       63.5021172    
       36420   63.5977783       49.4239998       63.3362694    
       36480   63.4266663       49.1801796       63.3014450    
       36540   63.1590919       49.1801796       63.4598846    
       36600   63.3022232       49.0118256       63.6336555    
       36660   63.5600014       49.0118256       63.9340096    
       36720   63.8577766       49.3025360       64.3029709    
       36780   63.8577766       49.3025360       64.6728973    
       36840   64.3955536       49.8554573       65.0252075    
       36900   64.5840912       49.8554573       65.3153534    
       36960   64.8860474       50.6459618       65.5848389    
       37020   64.8860474       50.6459618       65.7729111    
       37080   64.8714294       51.4387436       65.9005432    
       37140   64.9390259       51.4387436       66.0073318    
       37200   64.6800003       52.1493073       66.0850372    
       37260   64.8341446       52.1493073       66.1366959    
       37320   64.9975586       52.6534348       66.1180878    
       37380   64.8949966       52.6534348       66.1068115    
       37440   64.9424973       53.0381355       66.0516129    
       37500   65.1878052       53.0381355       65.9571304    
       37560   65.1268311       53.1929283       65.8757019    
       37620   64.9124985       53.1929283       65.8184662    
       37680   64.7925034       53.2094193       65.7742920    
       37740   64.7609787       53.2094193       65.8151932    
       37800   64.3560944       53.2885780       65.8786011    
       37860   63.8317070       53.2885780       65.8784866    
       37920   63.9225006       53.3961563       65.7690964    
       37980   64.0512161       53.3961563       65.5372543    
       38040   63.9804878       53.6244888       65.1853104    
       38100   63.8170738       53.6244888       64.7880173    
       38160   63.8170738       53.4607658       64.3466492    
       38220   63.4219513       53.4607658       63.8929825    
       38280   63.1926842       52.8233566       63.5321770    
       38340   63.2341461       52.8233566       63.1462669    
       38400   63.2341461       52.0281563       62.7510376    
       38460   63.2560959       52.0281563       62.3710938    
       38520   63.2048798       51.5460434       61.9486465    
       38580   63.1357155       51.5460434       61.5938187    
       38640   63.0999985       50.9856453       61.3585930    
       38700   63.0560989       50.9856453       61.2041054    
       38760   63.1756096       50.3261299       61.1381874    
       38820   63.2047615       50.3261299       61.0903358    
       38880   63.3780479       50.0802803       61.0672455    
       38940   63.4341469       50.0802803       61.1065941    
       39000   63.5976181       50.1310005       61.1331177    
       39060   63.6761894       50.1310005       61.1216583    
       39120   63.7341461       50.2520676       61.0071259    
       39180   63.8780479       50.2520676       60.7659836    
       39240   64.2292709       50.3547707       60.4977226    
       39300   64.1285706       50.3547707       60.2064133    
       39360   64.4170761       50.0315018       59.9115181    
       39420   64.4585342       50.0315018       59.5709572    
       39480   64.2404785       49.5768738       64.4347458    
       39540   63.8238106       49.5768738       64.3271790    
       39600   63.9658546       49.1275864       64.1569061    
       39660   63.4585381       49.1275864       63.9235687    
       39720   63.1666679       48.6515503       63.6417351    
       39780   63.4238091       48.6515503       63.3772011    
       39840   63.1190491       47.8901367       63.0744438    
       39900   62.9780502       47.8901367       62.8338661    
       39960   63.0071411       46.9757729       62.5774307    
       40020   62.6166649       46.9757729       62.1436615    
       40080   62.5571442       46.0995445       61.6563225    
       40140   62.4804878       46.0995445       61.1214638    
       40200   62.5238113       45.1064301       60.5299950    
       40260   62.1952362       45.1064301       60.0058823    
       40320   61.4428558       43.9579506       59.5622063    
       40380   61.0634155       43.9579506       59.2675400    
       40440   60.8571434       42.6955795       59.0073509    
       40500   60.4642868       42.6955795       58.8025322    
       40560   60.4642868       41.6974945       58.6827812    
       40620   60.5883713       41.6974945       58.5857773    
       40680   60.6749992       40.9700203       58.5294189    
       40740   60.9822235       40.9700203       58.4954300    
       40800   60.9822235       40.4944420       58.4069405    
       40860   60.9956512       40.4944420       58.2673683    
       40920   60.7760887       40.2540894       58.0215225    
       40980   60.5711098       40.2540894       57.7221565    
       41040   60.7608681       39.8888741       57.3805351    
       41100   60.9434776       39.8888741       57.0013618    
       41160   61.0782623       39.1165924       56.6708984    
       41220   60.8199997       39.1165924       56.3443108    
       41280   60.9608688       38.2237968       56.0474663    
       41340   61.3956528       38.2237968       55.8101959    
       41400   61.8347816       37.5746002       55.5488167    
       41460   62.0244446       37.5746002       55.3054352    
       41520   62.7244453       37.0351906       55.0107613    
       41580   63.2500000       37.0351906       54.7311440    
       41640   63.4500008       36.4171104       54.4704247    
       41700   63.7391319       36.4171104       54.2021675    
       41760   63.9577789       35.6549950       53.9357643    
