 20180806
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080   1.46924448       1.97210562       1.48496139    
       25140   1.47835553       1.97210562       1.48990226    
       25200   1.48497772       1.97751713       1.49525547    
       25260   1.48497772       1.97751713       1.50059414    
       25320   1.48920000       1.98366559       1.50559855    
       25380   1.49328887       1.98366559       1.51011956    
       25440   1.49627268       1.98978746       1.51398969    
       25500   1.50373328       1.98978746       1.51776564    
       25560   1.50286663       1.99476933       1.52159691    
       25620   1.50173914       1.99476933       1.52562177    
       25680   1.50408697       1.99840069       1.53001833    
       25740   1.50575554       1.99840069       1.53510725    
       25800   1.50731111       2.00079608       1.54028666    
       25860   1.50621736       2.00079608       1.54626119    
       25920   1.50367391       2.00253487       1.55268836    
       25980   1.50231111       2.00253487       1.55900466    
       26040   1.49902225       2.00416636       1.56535637    
       26100   1.50226092       2.00416636       1.57202542    
       26160   1.50806522       2.00624061       1.57868803    
       26220   1.50566661       2.00624061       1.58543074    
       26280   1.51322222       2.00860286       1.59189010    
       26340   1.51621735       2.00860286       1.59803486    
       26400   1.52937782       2.01101065       1.60392070    
       26460   1.54582226       2.01101065       1.60992146    
       26520   1.55955553       2.01379299       1.61564863    
       26580   1.55484784       2.01379299       1.62152541    
       26640   1.56920004       2.01694655       1.62783349    
       26700   1.57742226       2.01694655       1.63446701    
       26760   1.58508885       2.02013850       1.64117837    
       26820   1.58508885       2.02013850       1.64812076    
       26880   1.59153330       2.02347112       1.65492260    
       26940   1.59915555       2.02347112       1.66155553    
       27000   1.60502219       2.02709317       1.66820157    
       27060   1.60502219       2.02709317       1.67495883    
       27120   1.60457778       2.03107238       1.68186820    
       27180   1.60070455       2.03107238       1.68868768    
       27240   1.59988642       2.03503656       1.69555318    
       27300   1.60080004       2.03503656       1.70226896    
       27360   1.60713339       2.03902721       1.70847499    
       27420   1.61313331       2.03902721       1.71419597    
       27480   1.61709094       2.04311681       1.71977305    
       27540   1.62128890       2.04311681       1.72518933    
       27600   1.62995553       2.04693866       1.73024261    
       27660   1.63504541       2.04693866       1.73515010    
       27720   1.64290905       2.05021644       1.73982549    
       27780   1.64482224       2.05021644       1.74371850    
       27840   1.65131819       2.05287838       1.74695063    
       27900   1.65545452       2.05287838       1.74980509    
       27960   1.66225004       2.05458951       1.75235021    
       28020   1.66071117       2.05458951       1.75480556    
       28080   1.65974998       2.05522346       1.75716472    
       28140   1.65470457       2.05522346       1.75942993    
       28200   1.64925003       2.05534482       1.76159310    
       28260   1.64839995       2.05534482       1.76377141    
       28320   1.64936364       2.05512309       1.76586485    
       28380   1.64509094       2.05512309       1.76789629    
       28440   1.64344442       2.05493593       1.76997387    
       28500   1.63656819       2.05493593       1.77204144    
       28560   1.62702274       2.05479336       1.77418566    
       28620   1.60763633       2.05479336       1.77638495    
       28680   1.60293329       2.05498314       1.58036005    
       28740   1.59668183       2.05498314       1.56853628    
       28800   1.57986367       2.05547571       1.55756330    
       28860   1.56774998       2.05547571       1.54698777    
       28920   1.56555557       2.05551267       1.53656971    
       28980   1.56470454       2.05551267       1.52594590    
       29040   1.55704546       2.05495214       1.51643741    
       29100   1.55704546       2.05495214       1.50745952    
       29160   1.55065119       2.05372334       1.49963999    
       29220   1.55200005       2.05372334       1.49159610    
       29280   1.55446339       2.05243778       1.48412549    
       29340   1.55460000       2.05243778       1.47637010    
       29400   1.56217074       2.05158234       1.46848083    
       29460   1.56340003       2.05158234       1.46058857    
       29520   1.56735003       2.05062890       1.45289111    
       29580   1.57200003       2.05062890       1.44484794    
       29640   1.56604874       2.04933381       1.43770123    
       29700   1.56980002       2.04933381       1.43043923    
       29760   1.56315005       2.04787755       1.42346907    
       29820   1.55697501       2.04787755       1.41611433    
       29880   1.55763412       2.04645944       1.40879941    
       29940   1.55412495       2.04645944       1.40167904    
       30000   1.55982494       2.04481983       1.39509714    
       30060   1.55878043       2.04481983       1.38881683    
       30120   1.56675613       2.04280138       1.38323557    
       30180   1.57117069       2.04280138       1.37753153    
       30240   1.57687497       2.04026008       1.37224412    
       30300   1.57082927       2.04026008       1.36629605    
       30360   1.57673168       2.03716874       1.36053610    
       30420   1.58717072       2.03716874       1.35441518    
       30480   1.58717072       2.03369236       1.34843969    
       30540   1.58334148       2.03369236       1.34272969    
       30600   1.59021950       2.03018379       1.33696842    
       30660   1.60056102       2.03018379       1.33118105    
       30720   1.60056102       2.02682376       1.32559192    
       30780   1.60939026       2.02682376       1.31936419    
       30840   1.60997617       2.02310085       1.31336808    
       30900   1.61228573       2.02310085       1.30690718    
       30960   1.61158538       2.01898956       1.30052865    
       31020   1.60253656       2.01898956       1.29410088    
       31080   1.59219515       2.01404285       1.28781378    
       31140   1.58638096       2.01404285       1.28104854    
       31200   1.58102441       2.00766635       1.27416945    
       31260   1.56178045       2.00766635       1.26740479    
       31320   1.55066669       2.00001621       1.26074612    
       31380   1.54161906       2.00001621       1.25393832    
       31440   1.53704882       1.99191546       1.24775374    
       31500   1.52923810       1.99191546       1.24165261    
       31560   1.51938093       1.98355794       1.23596382    
       31620   1.50697625       1.98355794       1.23044086    
       31680   1.50487804       1.97494245       1.22537053    
       31740   1.50371432       1.97494245       1.22056282    
       31800   1.49795234       1.96621215       1.21631169    
       31860   1.49330950       1.96621215       1.21244800    
       31920   1.49043906       1.95774519       1.20913887    
       31980   1.49119043       1.95774519       1.20632410    
       32040   1.49038100       1.95032585       1.20407152    
       32100   1.48945236       1.95032585       1.20197046    
       32160   1.48945236       1.94371319       1.20015466    
       32220   1.48659527       1.94371319       1.19832039    
