 20190723
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080  0.927833319       1.62727785      0.943389893    
       25140  0.927833319       1.62727785      0.944393039    
       25200  0.927833319       1.63421679      0.946195662    
       25260  0.922166646       1.63421679      0.949244618    
       25320  0.922166646       1.64283907      0.952694178    
       25380  0.922166646       1.64283907      0.956668317    
       25440  0.920923054       1.65306246      0.960868418    
       25500  0.920923054       1.65306246      0.965318799    
       25560  0.919142842       1.66390169      0.969723403    
       25620  0.900615394       1.66390169      0.974356353    
       25680  0.900615394       1.67484343      0.979085565    
       25740  0.891642869       1.67484343      0.984046698    
       25800  0.891642869       1.68648851      0.989094019    
       25860  0.880999982       1.68648851      0.994395971    
       25920  0.871142864       1.69867587      0.999781668    
       25980  0.871142864       1.69867587       1.00527632    
       26040  0.871142864       1.71096265       1.01062834    
       26100  0.871142864       1.71096265       1.01618159    
       26160  0.871142864       1.72282910       1.02167714    
       26220  0.882571399       1.72282910       1.02716792    
       26280  0.882571399       1.73410404       1.03288746    
       26340  0.882571399       1.73410404       1.03864777    
       26400  0.870000005       1.74464369       1.04426110    
       26460  0.838142872       1.74464369       1.04986084    
       26520  0.838142872       1.75483489       1.05547631    
       26580  0.838142872       1.75483489       1.06112647    
       26640  0.823000014       1.76392436       1.06673098    
       26700  0.823000014       1.76392436       1.07215428    
       26760  0.823000014       1.77217579       1.07768214    
       26820  0.814866662       1.77217579       1.08323801    
       26880  0.814866662       1.77956581       1.08856797    
       26940  0.800714314       1.77956581       1.09365880    
       27000  0.784600019       1.78729045       1.09871256    
       27060  0.784600019       1.78729045       1.10357893    
       27120  0.784600019       1.79421544       1.10834444    
       27180  0.775375009       1.79421544       1.11297715    
       27240  0.775375009       1.80031419       1.11732769    
       27300  0.808294117       1.80031419       1.12133348    
       27360  0.808294117       1.80581677       1.12554896    
       27420  0.811375022       1.80581677       1.13000309    
       27480  0.819400012       1.81000662       1.13463783    
       27540  0.822875023       1.81000662       1.13950288    
