 20180906
 Seconds  Measures(GLF-%)  Meso-NH(GLF-%)  FORECAST_AR(GLF-%)
       28680   49.1948700       70.7111053       32.8847389    
       28740   49.3074989       70.7111053       33.0926857    
       28800   49.5560989       70.6921158       33.2734756    
       28860   49.5560989       70.6921158       33.4438629    
       28920   50.0357132       70.8975220       33.6387405    
       28980   50.1139526       70.8975220       33.8311653    
       29040   51.0558128       70.9837036       34.0203972    
       29100   51.9857140       70.9837036       34.2327995    
       29160   52.3325577       71.1490631       34.4651489    
       29220   53.4953499       71.1490631       34.6690140    
       29280   54.3046494       71.3111343       34.8669624    
       29340   54.8904762       71.3111343       35.1354256    
       29400   55.2418594       71.5524673       35.4471512    
       29460   56.1604652       71.5524673       35.8108101    
       29520   56.8186035       71.7501984       36.2219391    
       29580   57.1142845       71.7501984       36.4947433    
       29640   57.2627907       72.1201477       36.6609383    
       29700   58.0162773       72.1201477       36.7883949    
       29760   58.5139542       72.6889267       36.8612823    
       29820   59.0404778       72.6889267       36.9407806    
       29880   58.8744202       72.8426743       37.0561867    
       29940   59.0209312       72.8426743       37.2259865    
       30000   58.9441872       72.7789536       37.4186668    
       30060   59.4261894       72.7789536       37.6787567    
       30120   59.8595238       72.8605499       37.9841118    
       30180   60.1139526       72.8605499       38.1975594    
       30240   60.3534889       73.0363159       38.3747559    
       30300   60.3785706       73.0363159       38.5378838    
       30360   60.6604652       73.3923950       38.6527023    
       30420   61.1976738       73.3923950       38.7701378    
       30480   61.7441864       73.6070251       38.8875504    
       30540   61.8095245       73.6070251       38.9840851    
       30600   62.0720940       73.6327896       39.0322876    
       30660   62.4720917       73.6327896       39.0699348    
       30720   62.7883720       73.6580811       39.0916252    
       30780   62.8523827       73.6580811       39.1068535    
       30840   63.2860451       73.4941711       39.1369057    
       30900   63.7558136       73.4941711       39.1514816    
       30960   63.8232574       73.2731781       39.1585541    
       31020   64.0697708       73.2731781       39.2470436    
       31080   64.0697708       73.1105423       39.4658737    
       31140   64.6092987       73.1105423       39.7785072    
       31200   65.1860428       72.9156342       40.1742134    
       31260   65.6477280       72.9156342       40.5806084    
       31320   65.6477280       73.2376709       40.9641800    
       31380   65.9955521       73.2376709       41.3569298    
       31440   66.2456512       73.8917847       41.6958237    
       31500   66.5148926       73.8917847       41.9224548    
       31560   66.5195618       74.4558487       42.0717583    
       31620   66.6586990       74.4558487       42.1475487    
       31680   66.9108658       74.8074493       42.1893539    
       31740   67.2085114       74.8074493       42.2448959    
       31800   67.4413071       74.8583908       42.2908554    
       31860   68.0021744       74.8583908       42.3149452    
       31920   68.3565216       74.7791595       42.3046684    
       31980   68.4978714       74.7791595       42.2814751    
       32040   68.5326080       74.6627884       42.2451134    
       32100   68.9326096       74.6627884       42.1601753    
       32160   69.2304382       74.4119110       42.1290512    
       32220   70.0434799       74.4119110       42.1390228    
       32280   70.0434799       74.1119156       61.9133301    
       32340   70.8673935       74.1119156       61.8871841    
       32400   71.3847809       74.0252151       61.7972794    
       32460   71.7782593       74.0252151       61.6959648    
       32520   71.7782593       73.9699707       61.6539459    
       32580   71.9847794       73.9699707       61.6444397    
       32640   72.3977814       73.6683273       61.6564789    
       32700   72.4844437       73.6683273       61.6917725    
       32760   72.6999969       73.5906982       61.6574211    
       32820   72.9847794       73.5906982       61.5554390    
       32880   73.1934814       73.5996780       61.4738655    
       32940   73.3888855       73.5996780       61.3917961    
       33000   73.5173950       73.3512955       61.3322487    
       33060   73.7934799       73.3512955       61.3268661    
       33120   74.1043472       73.1838760       61.3498726    
       33180   74.3777771       73.1838760       61.4034805    
       33240   74.6173935       73.1077194       61.4565048    
       33300   74.9804382       73.1077194       61.4718857    
       33360   75.2826080       73.1447067       61.4656944    
       33420   75.7311096       73.1447067       61.4527855    
       33480   75.8913040       73.1749954       61.4736366    
       33540   76.4956512       73.1749954       61.4997368    
       33600   77.0065231       73.1167679       61.4827614    
       33660   77.5311127       73.1167679       61.4542847    
       33720   77.5217361       73.1977615       61.4001427    
       33780   77.8543472       73.1977615       61.3416252    
       33840   78.0326080       73.1114731       61.3389244    
       33900   78.3044434       73.1114731       61.3377953    
       33960   78.2391281       72.9181061       61.3235130    
       34020   78.4456558       72.9181061       61.3313332    
       34080   78.5130463       72.9460373       61.3000565    
       34140   78.5777740       72.9460373       61.2322235    
       34200   78.5304337       72.9284973       61.0915642    
       34260   78.5891342       72.9284973       60.9057693    
       34320   78.6021729       72.7572937       60.7302971    
       34380   78.6777802       72.7572937       60.5698967    
       34440   78.6413040       72.2939606       60.4162331    
       34500   78.4934769       72.2939606       60.2469406    
       34560   78.3086929       71.8710938       60.1171379    
       34620   78.5666656       71.8710938       60.0187988    
       34680   78.0755539       71.4744339       59.9555168    
       34740   77.4782639       71.4744339       59.8790512    
       34800   77.1804352       71.2293701       59.7902412    
       34860   77.1288910       71.2293701       59.6989441    
       34920   76.9386368       71.1207962       59.6117897    
       34980   76.6577759       71.1207962       59.5620041    
       35040   76.2977753       70.9634094       59.5102501    
       35100   75.9400024       70.9634094       59.5201035    
       35160   75.8727264       70.8193283       59.5964050    
       35220   75.4711075       70.8193283       59.7046432    
       35280   75.0999985       70.6651535       59.8343849    
       35340   74.6288910       70.6651535       59.9451447    
       35400   74.4863663       70.7736359       60.0597954    
       35460   74.2711105       70.7736359       60.2012520    
       35520   73.9199982       70.9663010       60.3999786    
       35580   73.7488861       70.9663010       60.6688957    
       35640   73.5755539       71.1712341       60.9546738    
       35700   73.5755539       71.1712341       61.2574730    
       35760   73.4044418       71.5997543       61.6046066    
       35820   73.1977768       71.5997543       61.8933144    
       35880   72.9733353       72.0954819       78.6102676    
       35940   72.9733353       72.0954819       78.7748413    
       36000   72.7555542       72.7647705       78.8776627    
       36060   72.3866653       72.7647705       79.0000916    
       36120   72.1999969       73.1792908       79.1576004    
       36180   72.1999969       73.1792908       79.2868423    
       36240   72.0422211       73.3524170       79.3564987    
       36300   72.1869583       73.3524170       79.3796921    
       36360   72.2869568       73.6616821       79.3699951    
       36420   72.0622253       73.6616821       79.4185410    
       36480   72.0644455       73.7523651       79.5033188    
       36540   72.1155548       73.7523651       79.5359650    
       36600   72.2913055       73.7350693       79.5133514    
       36660   72.1355591       73.7350693       79.4179688    
       36720   72.1422195       73.8612442       79.2686462    
       36780   72.1777802       73.8612442       79.0873260    
       36840   72.3304367       73.7736664       78.9251938    
       36900   72.0400009       73.7736664       78.8106842    
       36960   71.9533310       73.4829865       78.7547531    
       37020   71.9488907       73.4829865       78.7409363    
       37080   72.1673889       73.2727661       78.7369156    
       37140   71.9244461       73.2727661       78.7016144    
       37200   71.5377808       73.2903748       78.6034317    
       37260   71.2977753       73.2903748       78.4898529    
       37320   71.3478241       73.3425522       78.3477173    
       37380   71.2200012       73.3425522       78.1917267    
       37440   71.0340881       73.1455460       78.1055756    
       37500   70.8488388       73.1455460       78.0291672    
       37560   70.3295441       72.8392792       77.9552765    
       37620   69.0409088       72.8392792       77.8985214    
       37680   68.7395325       72.8114777       77.8381882    
       37740   67.3116302       72.8114777       77.8353729    
       37800   66.6181793       72.7966919       77.8543701    
       37860   65.3568192       72.7966919       77.9328308    
       37920   65.1139526       72.7672958       78.0680771    
       37980   63.9813957       72.7672958       78.2040100    
       38040   63.4295464       72.8226929       78.3641968    
       38100   62.9204559       72.8226929       78.5558472    
       38160   61.9818192       73.1041946       78.7291183    
       38220   61.8325577       73.1041946       78.8296356    
       38280   61.0999985       73.4816208       78.8958282    
       38340   61.0681801       73.4816208       78.9253006    
       38400   60.6568184       73.7843781       78.9717636    
       38460   60.5930214       73.7843781       79.0330353    
       38520   60.3772736       73.9491196       79.0909271    
       38580   59.9977760       73.9491196       79.1385269    
       38640   59.9000015       74.1813049       79.1619186    
       38700   59.2727280       74.1813049       79.2012863    
       38760   59.1749992       74.3991699       79.2272873    
       38820   58.9377785       74.3991699       79.2350235    
       38880   58.9636345       74.5206909       79.2218399    
       38940   58.7818184       74.5206909       79.1973343    
       39000   58.7818184       74.5872803       79.2064209    
       39060   58.7818184       74.5872803       79.2259750    
       39120   58.3136368       74.5697403       79.2362518    
       39180   57.9818192       74.5697403       79.2069397    
       39240   57.5704536       74.6822968       79.1213074    
       39300   57.3465118       74.6822968       79.0326233    
       39360   57.2159081       74.7569504       78.9310150    
       39420   56.8181801       74.7569504       78.7889709    
       39480   56.7363625       74.6093750       64.3950424    
       39540   56.4418602       74.6093750       64.2303162    
       39600   56.6681824       74.4092941       64.0662231    
       39660   56.4568176       74.4092941       63.9355736    
       39720   56.3534889       74.0986938       63.8227386    
       39780   56.2697678       74.0986938       63.7129936    
       39840   56.4477272       73.7882156       63.5894012    
       39900   56.3113632       73.7882156       63.4770775    
       39960   55.7906990       73.5397186       63.3560181    
       40020   55.5255814       73.5397186       63.2081146    
       40080   55.5999985       73.2231293       63.0663757    
       40140   55.0302315       73.2231293       62.9531326    
       40200   54.4627914       72.8611298       62.8910904    
       40260   53.9465103       72.8611298       62.8828316    
       40320   53.9022713       72.5217590       62.9172363    
       40380   53.2255821       72.5217590       62.9714813    
       40440   52.8255806       72.3761902       63.0472679    
       40500   52.2418594       72.3761902       63.0954895    
       40560   51.9068184       72.3916092       63.1304779    
       40620   51.3395348       72.3916092       63.1448097    
       40680   50.3860474       72.4834747       63.1301956    
       40740   49.7093010       72.4834747       63.1222534    
