 20190418
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7200   1.37399304      -5.11842823       4.39213181      -2.41627169      -1.09715176      -5.64435625    
        7260   1.41622388      -5.10838842       4.38887978      -2.39110208      -1.09715176      -5.64435625    
        7320   1.43775117      -5.09883356       4.38449049      -2.37429833      -1.09715176      -5.64435625    
        7380   1.45935786      -5.10224152       4.37775850      -2.36434126      -1.09715176      -5.64435625    
        7440   1.47476244      -5.08459520       4.36771822      -2.35854077      -1.09715176      -5.64435625    
        7500   1.51053607      -5.08706665       4.35525322      -2.35462165      -1.09715176      -5.64435625    
        7560   1.55971313      -5.07850599       4.34289789      -2.35142684      -1.09715176      -5.64435625    
        7620   1.59692514      -5.07044506       4.33330822      -2.34846592      -1.09715176      -5.64435625    
        7680   1.64522052      -5.05655956       4.32750893      -2.34528613      -1.09715176      -5.64435625    
        7740   1.67790139      -5.04954529       4.32419395      -2.34204888      -1.09715176      -5.64435625    
        7800   1.69802964      -5.02018261       4.32030153      -2.33905816      -1.09715176      -5.64435625    
        7860   1.70849085      -4.99412680       4.31259871      -2.33592796      -1.09715176      -5.64435625    
        7920   1.72205496      -4.96777678       4.29908276      -2.33173490      -1.09715176      -5.64435625    
        7980   1.73241770      -4.96206665       4.27957869      -2.32519794      -1.09715176      -5.64435625    
        8040   1.73974741      -4.97610855       4.25615692      -2.31479192      -1.09715176      -5.64435625    
        8100   1.72580290      -4.96690655       4.23226500      -2.29949617      -1.09715176      -5.64435625    
        8160   1.70977640      -4.97563934       4.21102524      -2.27993035      -1.09715176      -5.64435625    
        8220   1.70477319      -4.97212505       4.19380188      -2.25855255      -1.09715176      -5.64435625    
        8280   1.70729005      -4.96245527       4.18006086      -2.23833561      -1.09715176      -5.64435625    
        8340   1.69469702      -4.95195532       4.16824913      -2.22140622      -1.09715176      -5.64435625    
        8400   1.69952691      -4.93178415       4.15651226      -2.20818853      -1.09715176      -5.64435625    
        8460   1.71635902      -4.89998627       4.14329052      -2.19729114      -1.09715176      -5.64435625    
        8520   1.72737384      -4.88109064       4.12777424      -2.18675184      -1.09715176      -5.64435625    
        8580   1.73284829      -4.88290262       4.10988522      -2.17574477      -1.09715176      -5.64435625    
        8640   1.74367082      -4.87217331       4.08993101      -2.16470432      -1.09715176      -5.64435625    
        8700   1.74460161      -4.86158276       4.06849766      -2.15382838      -1.09715176      -5.64435625    
        8760   1.76742315      -4.86324263       4.04621029      -2.14146042      -1.09715176      -5.64435625    
        8820   1.77366507      -4.85242176       4.02380180      -2.12533402      -1.09715176      -5.64435625    
        8880   1.78821099      -4.86327696       4.00216961      -2.10555267      -1.09715176      -5.64435625    
        8940   1.81174922      -4.84621620       3.98221207      -2.08432817      -1.09715176      -5.64435625    
        9000   1.82159150      -4.83559418       3.96416664      -2.06373143      -1.09715176      -5.64435625    
        9060   1.84052396      -4.83253431       3.94776058      -2.04462004      -1.09715176      -5.64435625    
        9120   1.86330104      -4.82348967       3.93288803      -2.02683616      -1.09715176      -5.64435625    
        9180   1.89220202      -4.80246067       3.91945386      -2.00972462      -1.09715176      -5.64435625    
        9240   1.93322027      -4.77961206       3.90733266      -1.99290013      -1.09715176      -5.64435625    
        9300   1.95977652      -4.78329468       3.89661670      -1.97639370      -1.09715176      -5.64435625    
        9360   1.96869373      -4.80215788       3.88707304      -1.96011043      -1.09715176      -5.64435625    
        9420   1.98058105      -4.81152248       3.87769556      -1.94421518      -1.09715176      -5.64435625    
        9480   2.01758456      -4.80208588       3.86748648      -1.92945051      -1.09715176      -5.64435625    
        9540   2.04375052      -4.79989672       3.85606551      -1.91629946      -1.09715176      -5.64435625    
        9600   2.05254102      -4.78464746       3.84358239      -1.90461493      -1.09715176      -5.64435625    
        9660   2.06109595      -4.77811003       3.83050156      -1.89412844      -1.09715176      -5.64435625    
        9720   2.06371880      -4.78265285       3.81744552      -1.88464952      -1.09715176      -5.64435625    
        9780   2.06487083      -4.77899075       3.80473566      -1.87615061      -1.09715176      -5.64435625    
        9840   2.07819533      -4.77331829       3.79234147      -1.86923027      -1.09715176      -5.64435625    
        9900   2.09601235      -4.76355648       3.78003979      -1.86490667      -1.09715176      -5.64435625    
        9960   2.10049963      -4.75930834       3.76724195      -1.86340511      -1.09715176      -5.64435625    
       10020   2.11284733      -4.76122475       3.75354528      -1.86377251      -1.09715176      -5.64435625    
       10080   2.12422633      -4.76252174       3.73889756      -1.86360466      -1.09715176      -5.64435625    
       10140   2.13245797      -4.75553370       3.72320127      -1.85836756      -1.09715176      -5.64435625    
       10200   2.13533521      -4.73896027       3.70635653      -1.84303236      -1.09715176      -5.64435625    
       10260   2.14223838      -4.71419096       3.68878102      -1.81562185      -1.09715176      -5.64435625    
       10320   2.14471650      -4.69345379       3.67112732      -1.77886283      -1.09715176      -5.64435625    
       10380   2.15049720      -4.67199278       3.65342259      -1.73799884      -1.09715176      -5.64435625    
       10440   2.15162253      -4.65108442       3.63513446      -1.69771278      -1.09715176      -5.64435625    
       10500   2.15130615      -4.61164808       3.61563468      -1.66114545      -1.09715176      -5.64435625    
       10560   2.15012264      -4.57805252       3.59517956      -1.63098943      -1.09715176      -5.64435625    
       10620   2.14614534      -4.55512190       3.57523894      -1.60988390      -1.09715176      -5.64435625    
       10680   2.15204883      -4.52446842       3.55732822      -1.59818256      -1.09715176      -5.64435625    
       10740   2.14403510      -4.49212408       3.54153442      -1.59197414      -1.09715176      -5.64435625    
       10800   2.15407729      -4.47318983       3.52662373      -1.58486533      0.311398953      -5.94184589    
       10860   2.15132284      -4.45767689       3.51113081      -1.57174563      0.311398953      -5.94184589    
       10920   2.14573431      -4.44042730       3.49498343      -1.55055833      0.311398953      -5.94184589    
       10980   2.14410996      -4.43228436       3.47983098      -1.52183795      0.311398953      -5.94184589    
       11040   2.14440989      -4.38636351       3.46714330      -1.48735404      0.311398953      -5.94184589    
       11100   2.13885021      -4.35232115       3.45656466      -1.44917476      0.311398953      -5.94184589    
       11160   2.13614202      -4.33860207       3.44641376      -1.40953159      0.311398953      -5.94184589    
       11220   2.13287687      -4.32079363       3.43478441      -1.37090039      0.311398953      -5.94184589    
       11280   2.14919233      -4.29642200       3.42028832      -1.33552647      0.311398953      -5.94184589    
       11340   2.13490295      -4.29242325       3.40287519      -1.30394757      0.311398953      -5.94184589    
       11400   2.13202953      -4.27116680       3.38383603      -1.27549422      0.311398953      -5.94184589    
       11460   2.12589407      -4.26946306       3.36479044      -1.24984574      0.311398953      -5.94184589    
       11520   2.12292695      -4.25583553       3.34648871      -1.22696090      0.311398953      -5.94184589    
       11580   2.12027001      -4.23483372       3.32873845      -1.20624053      0.311398953      -5.94184589    
       11640   2.11683106      -4.21902132       3.31108904      -1.18628609      0.311398953      -5.94184589    
       11700   2.12198853      -4.20071077       3.29413271      -1.16553462      0.311398953      -5.94184589    
       11760   2.12359548      -4.19634342       3.27952623      -1.14344895      0.311398953      -5.94184589    
       11820   2.12147856      -4.18228769       3.26839781      -1.12105882      0.311398953      -5.94184589    
