 20180822
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7200   3.60809922      -5.92180920       4.00622892      -2.35048556       4.05000019      -7.01480579    
        7260   3.58805394      -5.90805578       3.99762344      -2.36659598       4.05000019      -7.01480579    
        7320   3.53067803      -5.92078686       3.98746920      -2.38614464       4.05000019      -7.01480579    
        7380   3.48952341      -5.93428040       3.97690654      -2.40361500       4.05000019      -7.01480579    
        7440   3.41700768      -5.96848345       3.96704602      -2.41409063       4.05000019      -7.01480579    
        7500   3.35326576      -6.00661087       3.95751786      -2.41696835       4.05000019      -7.01480579    
        7560   3.32248878      -6.01404619       3.94606304      -2.41672182       4.05000019      -7.01480579    
        7620   3.29323483      -6.03184223       3.92954397      -2.41961432       4.05000019      -7.01480579    
        7680   3.25845075      -6.03622007       3.90580368      -2.42923784       4.05000019      -7.01480579    
        7740   3.22621584      -6.01192093       3.87529659      -2.44492745       4.05000019      -7.01480579    
        7800   3.21777844      -6.01903009       3.84203863      -2.46324587       4.05000019      -7.01480579    
        7860   3.22850800      -6.03838634       3.81206179      -2.48032928       4.05000019      -7.01480579    
        7920   3.22247243      -6.04522133       3.78900003      -2.49377894       4.05000019      -7.01480579    
        7980   3.17310834      -6.06026173       3.77283835      -2.50298357       4.05000019      -7.01480579    
        8040   3.12538791      -6.06148148       3.76165533      -2.50794244       4.05000019      -7.01480579    
        8100   3.07559252      -6.05593300       3.75403786      -2.50947142       4.05000019      -7.01480579    
        8160   3.03055382      -6.08239126       3.74956799      -2.50971341       4.05000019      -7.01480579    
        8220   2.95352864      -6.09071636       3.74739408      -2.51137400       4.05000019      -7.01480579    
        8280   2.93133450      -6.07497215       3.74575996      -2.51690674       4.05000019      -7.01480579    
        8340   2.90982151      -6.07047367       3.74206471      -2.52759433       4.05000019      -7.01480579    
        8400   2.85340643      -6.05252600       3.73425794      -2.54260230       4.05000019      -7.01480579    
        8460   2.81679845      -6.06614971       3.72236872      -2.55899763       4.05000019      -7.01480579    
        8520   2.77029705      -6.09272575       3.70841002      -2.57264090       4.05000019      -7.01480579    
        8580   2.73445058      -6.11709547       3.69543886      -2.57950163       4.05000019      -7.01480579    
        8640   2.72614145      -6.12659073       3.68635416      -2.57727313       4.05000019      -7.01480579    
        8700   2.71125436      -6.13235092       3.68253636      -2.56789589       4.05000019      -7.01480579    
        8760   2.67201138      -6.14441586       3.68334794      -2.55843115       4.05000019      -7.01480579    
        8820   2.62467360      -6.16758156       3.68669915      -2.55656695       4.05000019      -7.01480579    
        8880   2.57936931      -6.17980576       3.69062757      -2.56505990       4.05000019      -7.01480579    
        8940   2.53638458      -6.18606377       3.69426107      -2.58177638       4.05000019      -7.01480579    
        9000   2.47541046      -6.19136810       3.69714928      -2.60247731       4.05000019      -7.01480579    
        9060   2.44367290      -6.19748259       3.69861197      -2.62284064       4.05000019      -7.01480579    
        9120   2.42142177      -6.19207573       3.69805527      -2.63940573       4.05000019      -7.01480579    
        9180   2.39033985      -6.20980692       3.69547391      -2.64997029       4.05000019      -7.01480579    
        9240   2.35595870      -6.22843504       3.69185138      -2.65405655       4.05000019      -7.01480579    
        9300   2.32554793      -6.23461390       3.68843532      -2.65269184       4.05000019      -7.01480579    
        9360   2.28173184      -6.21621752       3.68628216      -2.64741874       4.05000019      -7.01480579    
        9420   2.24502707      -6.17775059       3.68549299      -2.63902783       4.05000019      -7.01480579    
        9480   2.22775388      -6.15919733       3.68563843      -2.62778759       4.05000019      -7.01480579    
        9540   2.18661308      -6.16887093       3.68635559      -2.61409235       4.05000019      -7.01480579    
        9600   2.13155317      -6.16551828       3.68750262      -2.59855628       4.05000019      -7.01480579    
        9660   2.09840846      -6.16600037       3.68912721      -2.58188868       4.05000019      -7.01480579    
        9720   2.05806375      -6.14718962       3.69160557      -2.56551290       4.05000019      -7.01480579    
        9780   2.02515292      -6.12340927       3.69540977      -2.55192542       4.05000019      -7.01480579    
        9840   1.98069918      -6.11509132       3.70016360      -2.54394984       4.05000019      -7.01480579    
        9900   1.90954483      -6.11008358       3.70443797      -2.54281592       4.05000019      -7.01480579    
        9960   1.84374678      -6.08563757       3.70645499      -2.54687023       4.05000019      -7.01480579    
       10020   1.79372895      -6.07148218       3.70488191      -2.55234861       4.05000019      -7.01480579    
       10080   1.75263214      -6.02765179       3.69884562      -2.55494881       4.05000019      -7.01480579    
       10140   1.71424711      -5.98443031       3.68781757      -2.55096006       4.05000019      -7.01480579    
       10200   1.67471695      -5.94756508       3.67221594      -2.53813195       4.05000019      -7.01480579    
       10260   1.60519075      -5.90817070       3.65385509      -2.51604152       4.05000019      -7.01480579    
       10320   1.53346193      -5.88248491       3.63537264      -2.48643374       4.05000019      -7.01480579    
       10380   1.47487962      -5.85167599       3.61897540      -2.45319390       4.05000019      -7.01480579    
       10440   1.42201889      -5.82982063       3.60597992      -2.42081046       4.05000019      -7.01480579    
       10500   1.36064816      -5.80653095       3.59714484      -2.39247537       4.05000019      -7.01480579    
       10560   1.30007052      -5.77671337       3.59310484      -2.36940336       4.05000019      -7.01480579    
       10620   1.23717344      -5.75920916       3.59323192      -2.35116935       4.05000019      -7.01480579    
       10680   1.18312562      -5.74248934       3.59506536      -2.33649921       4.05000019      -7.01480579    
       10740   1.10441232      -5.72772264       3.59554338      -2.32394266       4.05000019      -7.01480579    
       10800   1.02977574      -5.67730665       3.59260583      -2.31244087       4.49951315      -5.36231089    
       10860   1.00348365      -5.63149643       3.58526683      -2.30183554       4.49951315      -5.36231089    
       10920  0.961600602      -5.60407782       3.57298994      -2.29314399       4.49951315      -5.36231089    
       10980  0.909084320      -5.56072187       3.55553579      -2.28778529       4.49951315      -5.36231089    
       11040  0.875501871      -5.51675892       3.53344393      -2.28621221       4.49951315      -5.36231089    
       11100  0.862497687      -5.47856522       3.50847745      -2.28711033       4.49951315      -5.36231089    
