 20181012
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   6.39656734      -4.39103127       4.35327005      -3.24305725       7.73079157      -5.82556963    
        7320   6.32813787      -4.36783743       4.32382870      -3.24482226       7.73079157      -5.82556963    
        7380   6.27028799      -4.36021423       4.30725527      -3.24825859       7.73079157      -5.82556963    
        7440   6.24237919      -4.34249687       4.29915476      -3.24861312       7.73079157      -5.82556963    
        7500   6.20390606      -4.33181334       4.29820108      -3.24504781       7.73079157      -5.82556963    
        7560   6.16007853      -4.31167364       4.30344677      -3.23826742       7.73079157      -5.82556963    
        7620   6.10642862      -4.27743435       4.31147909      -3.22629762       7.73079157      -5.82556963    
        7680   6.08140612      -4.26118469       4.31957912      -3.20908022       7.73079157      -5.82556963    
        7740   6.04912949      -4.26405287       4.32735205      -3.19234729       7.73079157      -5.82556963    
        7800   5.98759222      -4.25579071       4.33432293      -3.18354011       7.73079157      -5.82556963    
        7860   5.92541170      -4.21249914       4.33916235      -3.18673420       7.73079157      -5.82556963    
        7920   5.89321518      -4.21262169       4.33968115      -3.20151091       7.73079157      -5.82556963    
        7980   5.86896992      -4.23147726       4.33231020      -3.22317600       7.73079157      -5.82556963    
        8040   5.84240723      -4.23752117       4.31463909      -3.24555492       7.73079157      -5.82556963    
        8100   5.78554153      -4.22996426       4.28790474      -3.26626301       7.73079157      -5.82556963    
        8160   5.75035954      -4.22471619       4.25598764      -3.28937411       7.73079157      -5.82556963    
        8220   5.73338318      -4.20812988       4.22373343      -3.32347012       7.73079157      -5.82556963    
        8280   5.71646357      -4.19583416       4.19491196      -3.37337160       7.73079157      -5.82556963    
        8340   5.70817757      -4.15051985       4.17038250      -3.43130040       7.73079157      -5.82556963    
        8400   5.70883417      -4.16015005       4.14897633      -3.48339391       7.73079157      -5.82556963    
        8460   5.66775465      -4.12805510       4.12881851      -3.52130485       7.73079157      -5.82556963    
        8520   5.64041758      -4.09542751       4.10908508      -3.54423881       7.73079157      -5.82556963    
        8580   5.63450623      -4.09306288       4.09089088      -3.55455947       7.73079157      -5.82556963    
        8640   5.60129738      -4.09196091       4.07596874      -3.55444741       7.73079157      -5.82556963    
        8700   5.56285906      -4.09624147       4.06502438      -3.54671860       7.73079157      -5.82556963    
        8760   5.55556822      -4.09693480       4.05641651      -3.53566647       7.73079157      -5.82556963    
        8820   5.53184891      -4.09483957       4.04796457      -3.52481103       7.73079157      -5.82556963    
        8880   5.46613169      -4.08635616       4.03792286      -3.51206589       7.73079157      -5.82556963    
        8940   5.43573380      -4.05894423       4.02472925      -3.48976302       7.73079157      -5.82556963    
        9000   5.42929697      -4.03920317       4.00811625      -3.45310903       7.73079157      -5.82556963    
        9060   5.40496731      -4.02400064       3.98918462      -3.40585089       7.73079157      -5.82556963    
        9120   5.36289787      -3.98870015       3.96876478      -3.35597682       7.73079157      -5.82556963    
        9180   5.34867048      -3.98421001       3.94855976      -3.30924368       7.73079157      -5.82556963    
        9240   5.33217239      -3.97329807       3.93326306      -3.26964426       7.73079157      -5.82556963    
        9300   5.30025864      -3.98297977       3.92770696      -3.24071908       7.73079157      -5.82556963    
        9360   5.26925516      -3.95875692       3.92989612      -3.22330761       7.73079157      -5.82556963    
        9420   5.25230455      -3.89638948       3.93136907      -3.21495819       7.73079157      -5.82556963    
        9480   5.23528481      -3.84309196       3.92618680      -3.21447372       7.73079157      -5.82556963    
        9540   5.24130249      -3.80896950       3.91304278      -3.22200561       7.73079157      -5.82556963    
        9600   5.22567320      -3.79842734       3.89145923      -3.23654056       7.73079157      -5.82556963    
        9660   5.21052217      -3.77555060       3.86088824      -3.25666690       7.73079157      -5.82556963    
        9720   5.18764019      -3.74863291       3.82118082      -3.28079557       7.73079157      -5.82556963    
        9780   5.16605663      -3.74788260       3.77405834      -3.30651546       7.73079157      -5.82556963    
        9840   5.14973736      -3.71454120       3.72330379      -3.33115268       7.73079157      -5.82556963    
        9900   5.14761829      -3.69821882       3.67253733      -3.35288811       7.73079157      -5.82556963    
        9960   5.12053871      -3.66084528       3.62390828      -3.37243986       7.73079157      -5.82556963    
       10020   5.11237144      -3.65304828       3.57848072      -3.39307141       7.73079157      -5.82556963    
       10080   5.10942698      -3.64633369       3.53750134      -3.41762733       7.73079157      -5.82556963    
       10140   5.10363913      -3.63339496       3.50172687      -3.44398093       7.73079157      -5.82556963    
       10200   5.09657478      -3.62197351       3.47157836      -3.46714377       7.73079157      -5.82556963    
       10260   5.06967878      -3.57866931       3.44845510      -3.48673844       7.73079157      -5.82556963    
       10320   5.04834986      -3.55190039       3.43353724      -3.50825167       7.73079157      -5.82556963    
       10380   5.03721094      -3.57668018       3.42541981      -3.53680730       7.73079157      -5.82556963    
       10440   5.01087856      -3.55847168       3.42009735      -3.57217097       7.73079157      -5.82556963    
       10500   5.00349092      -3.49705625       3.41417050      -3.61001348       7.73079157      -5.82556963    
       10560   5.00719357      -3.49486661       3.40795159      -3.64530826       7.73079157      -5.82556963    
       10620   4.98227310      -3.50325966       3.40356874      -3.67374325       7.73079157      -5.82556963    
       10680   4.95843267      -3.48635817       3.40136886      -3.69215178       7.73079157      -5.82556963    
       10740   4.93846750      -3.45132756       3.39885092      -3.69848943       7.73079157      -5.82556963    
       10800   4.90255499      -3.42326951       3.39366770      -3.69219685       7.73079157      -5.82556963    
       10860   4.86951685      -3.41676116       3.38563800      -3.67431283       6.10059595      -4.94016504    
       10920   4.83824921      -3.42041540       3.37683058      -3.64848518       6.10059595      -4.94016504    
       10980   4.84355068      -3.40839958       3.37011051      -3.62122750       6.10059595      -4.94016504    
       11040   4.84491920      -3.39027476       3.36710048      -3.59835362       6.10059595      -4.94016504    
       11100   4.82436943      -3.39478636       3.36652493      -3.58041430       6.10059595      -4.94016504    
       11160   4.81019878      -3.41673160       3.36623001      -3.56613803       6.10059595      -4.94016504    
       11220   4.79059792      -3.41370511       3.36464524      -3.55696440       6.10059595      -4.94016504    
       11280   4.77873230      -3.41977334       3.36026001      -3.55328321       6.10059595      -4.94016504    
       11340   4.75504446      -3.41977096       3.35246778      -3.55021787       6.10059595      -4.94016504    
       11400   4.70432949      -3.40238547       3.34242129      -3.54109454       6.10059595      -4.94016504    
       11460   4.68966579      -3.39133573       3.33170891      -3.52362609       6.10059595      -4.94016504    
       11520   4.68137789      -3.40243006       3.32109737      -3.50142241       6.10059595      -4.94016504    
       11580   4.67920637      -3.40757513       3.31112909      -3.48167229       6.10059595      -4.94016504    
       11640   4.62635469      -3.36693931       3.30210090      -3.46997237       6.10059595      -4.94016504    
       11700   4.58983183      -3.33128643       3.29429650      -3.46522617       6.10059595      -4.94016504    
       11760   4.60221577      -3.31169319       3.28837943      -3.45953035       6.10059595      -4.94016504    
       11820   4.59230947      -3.28413558       3.28510952      -3.44244695       6.10059595      -4.94016504    
       11880   4.58191442      -3.29031110       3.28512597      -3.40862465       6.10059595      -4.94016504    
       11940   4.54923868      -3.28834963       3.28815722      -3.36492157       6.10059595      -4.94016504    
       12000   4.50428152      -3.28636575       3.29196239      -3.32377815       6.10059595      -4.94016504    
       12060   4.46681166      -3.27248383       3.29393506      -3.29242444       6.10059595      -4.94016504    
       12120   4.43532658      -3.26773262       3.29375315      -3.27279449       6.10059595      -4.94016504    
       12180   4.41032028      -3.26160169       3.29194236      -3.26575804       6.10059595      -4.94016504    
       12240   4.38112974      -3.24957418       3.28821731      -3.27111721       6.10059595      -4.94016504    
       12300   4.35119534      -3.25264764       3.28217888      -3.28505087       6.10059595      -4.94016504    
       12360   4.31141520      -3.24425697       3.27487397      -3.30036640       6.10059595      -4.94016504    
       12420   4.25908756      -3.24921203       3.26907420      -3.31103086       6.10059595      -4.94016504    
       12480   4.23431301      -3.23672318       3.26821828      -3.31667280       6.10059595      -4.94016504    
       12540   4.23919773      -3.22651935       3.27401137      -3.32109261       6.10059595      -4.94016504    
       12600   4.20747280      -3.21732235       3.28572464      -3.32692027       6.10059595      -4.94016504    
       12660   4.17971945      -3.25411367       3.30218196      -3.33428121       6.10059595      -4.94016504    
       12720   4.15081739      -3.27088499       3.32237697      -3.34183550       6.10059595      -4.94016504    
       12780   4.13032961      -3.26347375       3.34330153      -3.34644580       6.10059595      -4.94016504    
       12840   4.09840822      -3.24779773       3.36003017      -3.34441948       6.10059595      -4.94016504    
       12900   4.05356979      -3.22381163       3.37046266      -3.33495665       6.10059595      -4.94016504    
       12960   4.02837038      -3.19506884       3.37807894      -3.32090068       6.10059595      -4.94016504    
       13020   4.01414013      -3.20887923       3.38832355      -3.30559969       6.10059595      -4.94016504    
       13080   3.99369979      -3.24278331       3.40367413      -3.28953958       6.10059595      -4.94016504    
       13140   3.96721101      -3.27120471       3.42355037      -3.27166700       6.10059595      -4.94016504    
       13200   3.90715599      -3.28477645       3.44752908      -3.25280190       6.10059595      -4.94016504    
       13260   3.86747789      -3.29299951       3.47573590      -3.23519635       6.10059595      -4.94016504    
       13320   3.84216809      -3.30703855       3.50710869      -3.22042656       6.10059595      -4.94016504    
       13380   3.80765939      -3.32125211       3.53992438      -3.20839286       6.10059595      -4.94016504    
       13440   3.76257801      -3.31213284       3.57228184      -3.19860125       6.10059595      -4.94016504    
       13500   3.71547580      -3.33484697       3.60190463      -3.19153905       6.10059595      -4.94016504    
       13560   3.67657804      -3.34142494       3.62578273      -3.18633652       6.10059595      -4.94016504    
       13620   3.63681912      -3.34770179       3.64118576      -3.18064499       6.10059595      -4.94016504    
       13680   3.61418724      -3.34559107       3.64778280      -3.17359877       6.10059595      -4.94016504    
       13740   3.59948087      -3.34232712       3.64802575      -3.16745615       6.10059595      -4.94016504    
       13800   3.57888770      -3.34159160       3.64509416      -3.16485786       6.10059595      -4.94016504    
       13860   3.54296184      -3.35377479       3.64021206      -3.16421533       6.10059595      -4.94016504    
