 20190727
 Seconds  Measures(WD-m/s_VX)  Measures(WD-m/s_VY)  Meso-NH(WD-m/s_VX)  Meso-NH(WD-m/s_VY)  FORECAST_AR(WD-m/s_VX)  FORECAST_AR(WD-m/s_VY)
        7260   3.93093252     -0.449317694       2.07468343       2.88499761       5.16028833     -0.451466739    
        7320   3.89525628     -0.492122859       2.04489660       2.88450694       5.16028833     -0.451466739    
        7380   3.88156199     -0.525975525       2.01697993       2.88395333       5.16028833     -0.451466739    
        7440   3.84463382     -0.564796984       1.99244416       2.88264513       5.16028833     -0.451466739    
        7500   3.83911443     -0.579382777       1.97205675       2.88076901       5.16028833     -0.451466739    
        7560   3.81122255     -0.605834424       1.95568633       2.87948704       5.16028833     -0.451466739    
        7620   3.80380177     -0.636498630       1.94252920       2.88044214       5.16028833     -0.451466739    
        7680   3.80694866     -0.691450775       1.93133867       2.88489199       5.16028833     -0.451466739    
        7740   3.81864285     -0.770704091       1.92059743       2.89321113       5.16028833     -0.451466739    
        7800   3.82689285     -0.814538419       1.90867639       2.90497541       5.16028833     -0.451466739    
        7860   3.81400728     -0.822524548       1.89413750       2.91935825       5.16028833     -0.451466739    
        7920   3.80344653     -0.845395327       1.87616277       2.93550754       5.16028833     -0.451466739    
        7980   3.76783991     -0.880684853       1.85498023       2.95274806       5.16028833     -0.451466739    
        8040   3.74354053     -0.915202558       1.83170962       2.97072601       5.16028833     -0.451466739    
        8100   3.73178911     -0.933084846       1.80798721       2.98936319       5.16028833     -0.451466739    
        8160   3.72384691     -0.977375031       1.78525794       3.00853205       5.16028833     -0.451466739    
        8220   3.71045566      -1.02088511       1.76417780       3.02789879       5.16028833     -0.451466739    
        8280   3.67856741      -1.05905306       1.74456048       3.04656553       5.16028833     -0.451466739    
        8340   3.63821864      -1.09472573       1.72580528       3.06335044       5.16028833     -0.451466739    
        8400   3.63179040      -1.13263643       1.70738912       3.07720399       5.16028833     -0.451466739    
        8460   3.61347938      -1.13794851       1.68905783       3.08754683       5.16028833     -0.451466739    
        8520   3.60055614      -1.15257096       1.67078161       3.09431624       5.16028833     -0.451466739    
        8580   3.59903574      -1.14935827       1.65266669       3.09796715       5.16028833     -0.451466739    
        8640   3.58436155      -1.17145777       1.63493669       3.09908867       5.16028833     -0.451466739    
        8700   3.57539439      -1.18422401       1.61795795       3.09844255       5.16028833     -0.451466739    
        8760   3.55360484      -1.20864248       1.60232031       3.09738612       5.16028833     -0.451466739    
        8820   3.54303861      -1.22847128       1.58862758       3.09791255       5.16028833     -0.451466739    
        8880   3.52158546      -1.24696159       1.57727933       3.10269403       5.16028833     -0.451466739    
        8940   3.52443385      -1.23969400       1.56820762       3.11438465       5.16028833     -0.451466739    
        9000   3.51779199      -1.22671604       1.56080866       3.13455796       5.16028833     -0.451466739    
        9060   3.50987577      -1.20118046       1.55417156       3.16283321       5.16028833     -0.451466739    
        9120   3.51841402      -1.19651353       1.54738533       3.19710302       5.16028833     -0.451466739    
        9180   3.52074051      -1.20779371       1.53978062       3.23470116       5.16028833     -0.451466739    
        9240   3.50324106      -1.23234975       1.53104961       3.27332187       5.16028833     -0.451466739    
        9300   3.49789262      -1.26400256       1.52128160       3.31126690       5.16028833     -0.451466739    
        9360   3.48013067      -1.31888890       1.51066804       3.34751201       5.16028833     -0.451466739    
        9420   3.46197367      -1.37321830       1.49926567       3.38174748       5.16028833     -0.451466739    
        9480   3.43360472      -1.40531015       1.48692715       3.41411018       5.16028833     -0.451466739    
        9540   3.43070078      -1.38989544       1.47346592       3.44485879       5.16028833     -0.451466739    
        9600   3.44251370      -1.38041604       1.45890021       3.47409773       5.16028833     -0.451466739    
        9660   3.45602226      -1.36826801       1.44343495       3.50168109       5.16028833     -0.451466739    
        9720   3.46780872      -1.36246037       1.42740524       3.52719378       5.16028833     -0.451466739    
        9780   3.45779729      -1.35176933       1.41122508       3.55005097       5.16028833     -0.451466739    
        9840   3.44203067      -1.36219513       1.39537954       3.56962061       5.16028833     -0.451466739    
        9900   3.44785070      -1.39625990       1.38035274       3.58543158       5.16028833     -0.451466739    
        9960   3.44959378      -1.40985048       1.36647737       3.59748530       5.16028833     -0.451466739    
       10020   3.43454123      -1.41332316       1.35371995       3.60637736       5.16028833     -0.451466739    
       10080   3.40231276      -1.40382814       1.34164989       3.61323452       5.16028833     -0.451466739    
       10140   3.39427447      -1.39024723       1.32948899       3.61963010       5.16028833     -0.451466739    
       10200   3.39177394      -1.37714982       1.31631982       3.62748122       5.16028833     -0.451466739    
       10260   3.37147379      -1.35043907       1.30142689       3.63845730       5.16028833     -0.451466739    
       10320   3.35948825      -1.33158696       1.28452790       3.65340972       5.16028833     -0.451466739    
       10380   3.36112833      -1.32581794       1.26568973       3.67200708       5.16028833     -0.451466739    
       10440   3.36611605      -1.30655873       1.24517965       3.69295979       5.16028833     -0.451466739    
       10500   3.36192274      -1.29482436       1.22340500       3.71465516       5.16028833     -0.451466739    
       10560   3.33768988      -1.31179810       1.20083749       3.73569751       5.16028833     -0.451466739    
       10620   3.32894039      -1.28795838       1.17802870       3.75508952       5.16028833     -0.451466739    
       10680   3.31550264      -1.24841261       1.15552294       3.77237678       5.16028833     -0.451466739    
       10740   3.30495024      -1.22995329       1.13369703       3.78768730       5.16028833     -0.451466739    
       10800   3.29306436      -1.19121659       1.11261845       3.80155849       5.16028833     -0.451466739    
       10860   3.29715014      -1.13856268       1.09196723       3.81468415       5.02310658     -0.263249874    
       10920   3.27743745      -1.09810698       1.07122791       3.82763362       5.02310658     -0.263249874    
       10980   3.27718878      -1.05101550       1.05006790       3.84070921       5.02310658     -0.263249874    
