 20190723
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       28680   1.15322733       1.67383492       1.16194880    
       28740   1.16999996       1.67383492       1.16764009    
       28800   1.16999996       1.67857933       1.17319906    
       28860   1.18470836       1.67857933       1.17861342    
       28920   1.20620835       1.68326640       1.18384314    
       28980   1.21928000       1.68326640       1.18896091    
       29040   1.21928000       1.68742764       1.19387114    
       29100   1.24940002       1.68742764       1.19864404    
       29160   1.25769234       1.69096625       1.20323861    
       29220   1.27216005       1.69096625       1.20768833    
       29280   1.27216005       1.69378281       1.21204138    
       29340   1.27216005       1.69378281       1.21628678    
       29400   1.29287505       1.69600356       1.22041225    
       29460   1.29287505       1.69600356       1.22446322    
       29520   1.28999996       1.69798124       1.22840106    
       29580   1.30815995       1.69798124       1.23223734    
       29640   1.30815995       1.69962537       1.23603618    
       29700   1.30815995       1.69962537       1.23978424    
       29760   1.30815995       1.70096290       1.24350548    
       29820   1.29203844       1.70096290       1.24718845    
       29880   1.29403996       1.70227742       1.25086415    
       29940   1.29403996       1.70227742       1.25454378    
       30000   1.29403996       1.70363188       1.25823271    
       30060   1.28015387       1.70363188       1.26197863    
       30120   1.31439996       1.70506144       1.26579165    
       30180   1.31439996       1.70506144       1.26969421    
       30240   1.31439996       1.70665765       1.27368820    
       30300   1.33766663       1.70665765       1.27774775    
       30360   1.33766663       1.70862556       1.28180635    
       30420   1.33766663       1.70862556       1.28580296    
       30480   1.36534786       1.71105886       1.28980982    
       30540   1.36534786       1.71105886       1.29380727    
       30600   1.36534786       1.71358871       1.29789746    
       30660   1.40199995       1.71358871       1.30206549    
       30720   1.40199995       1.71626222       1.30622840    
       30780   1.40069568       1.71626222       1.31038523    
       30840   1.43540907       1.71939933       1.31449258    
       30900   1.43540907       1.71939933       1.31858456    
       30960   1.44019043       1.72261500       1.32266438    
       31020   1.44019043       1.72261500       1.32659590    
       31080   1.44019043       1.72573853       1.33044147    
       31140   1.44019043       1.72573853       1.33420861    
       31200   1.44633329       1.72891033       1.33783925    
       31260   1.44633329       1.72891033       1.34138942    
       31320   1.44633329       1.73184752       1.34482884    
       31380   1.42904544       1.73184752       1.34814894    
       31440   1.42904544       1.73434377       1.35132539    
       31500   1.42904544       1.73434377       1.35425436    
       31560   1.42904544       1.73650813       1.35697997    
       31620   1.42904544       1.73650813       1.35956717    
       31680   1.42561901       1.73819983       1.36202002    
       31740   1.42009997       1.73819983       1.36437249    
       31800   1.42009997       1.73918891       1.36663032    
       31860   1.41010523       1.73918891       1.36878777    
       31920   1.40538883       1.73973966       1.37081730    
       31980   1.40538883       1.73973966       1.37269616    
       32040   1.38605881       1.74000454       1.37443304    
       32100   1.37074995       1.74000454       1.37602913    
       32160   1.34626663       1.73984814       1.37741911    
       32220   1.34626663       1.73984814       1.37863696    
       32280   1.32328570       1.73921299       1.43175626    
       32340   1.29992306       1.73921299       1.43273401    
       32400   1.27669227       1.73784053       1.43352830    
       32460   1.27669227       1.73784053       1.43426275    
       32520   1.25616670       1.73620188       1.43491459    
       32580   1.23083329       1.73620188       1.43545020    
       32640   1.20336366       1.73432314       1.43599248    
       32700   1.20336366       1.73432314       1.43664992    
       32760   1.15779996       1.73229492       1.43732977    
       32820   1.12366664       1.73229492       1.43810892    
       32880   1.12366664       1.73049212       1.43904269    
       32940   1.12366664       1.73049212       1.44001544    
       33000   1.12366664       1.72918856       1.44099975    
       33060   1.12366664       1.72918856       1.44203472    
       33120   1.12366664       1.72855985       1.44316113    
       33180   1.11150002       1.72855985       1.44443703    
       33240   1.09928572       1.72817659       1.44594240    
       33300   1.09928572       1.72817659       1.44759285    
       33360   1.09928572       1.72836483       1.44936502    
       33420   1.09928572       1.72836483       1.45121694    
       33480   1.13433337       1.72954881       1.45312190    
       33540   1.13433337       1.72954881       1.45508957    
       33600   1.13433337       1.73123050       1.45714641    
       33660   1.13433337       1.73123050       1.45924568    
       33720   1.17460001       1.73328495       1.46144891    
       33780   1.17460001       1.73328495       1.46375322    
       33840   1.17460001       1.73568022       1.46595621    
       33900   1.17460001       1.73568022       1.46807528    
       33960   1.17460001       1.73850262       1.47023201    
       34020   1.17460001       1.73850262       1.47247720    
       34080   1.17460001       1.74101496       1.47475457    
       34140   1.17460001       1.74101496       1.47698784    
       34200   1.17460001       1.74365771       1.47912514    
       34260   1.17460001       1.74365771       1.48108184    
       34320   1.17460001       1.74642193       1.48287117    
       34380   1.17460001       1.74642193       1.48456526    
       34440   1.12524998       1.74885190       1.48617220    
       34500   1.12524998       1.74885190       1.48772633    
       34560   1.12524998       1.75061738       1.48916805    
       34620   1.12524998       1.75061738       1.49051738    
       34680   1.12524998       1.75199485       1.49196088    
       34740   1.12524998       1.75199485       1.49342251    
       34800   1.10339999       1.75297654       1.49491894    
       34860   1.12825000       1.75297654       1.49651074    
       34920   1.12825000       1.75429344       1.49803889    
       34980   1.07120001       1.75429344       1.49954236    
       35040   1.07249999       1.75571525       1.50109828    
       35100   1.07249999       1.75571525       1.50273108    
       35160   1.07249999       1.75688529       1.50451112    
       35220   1.07249999       1.75688529       1.50638711    
       35280   1.07249999       1.75823677       1.50826073    
       35340   1.07249999       1.75823677       1.51014197    
       35400   1.07249999       1.76011109       1.51192844    
       35460   1.07249999       1.76011109       1.51361120    
       35520   1.07249999       1.76196504       1.51518333    
       35580   1.07249999       1.76196504       1.51666927    
       35640   1.07249999       1.76341152       1.51825356    
       35700   1.07249999       1.76341152       1.51993680    
       35760   1.07249999       1.76436329       1.52174270    
       35820   1.07249999       1.76436329       1.52373385    
       35880   1.07249999       1.76568377       1.21274054    
       35940   1.07249999       1.76568377       1.21712208    
       36000   1.07249999       1.76744628       1.22149444    
       36060   1.01766670       1.76744628       1.22592831    
       36120   1.01766670       1.76990664       1.23045242    
       36180   1.01766670       1.76990664       1.23509288    
       36240  0.851000011       1.77224600       1.23984396    
       36300  0.851000011       1.77224600       1.24458337    
       36360  0.851000011       1.77489603       1.24916720    
       36420  0.851000011       1.77489603       1.25368381    
       36480  0.851000011       1.77764726       1.25805736    
       36540  0.851000011       1.77764726       1.26223326    
       36600  0.851000011       1.77982438       1.26626158    
       36660  0.851000011       1.77982438       1.27016866    
       36720  0.851000011       1.78137136       1.27385926    
       36780  0.851000011       1.78137136       1.27729034    
       36840  0.851000011       1.78217816       1.28049338    
       36900  0.851000011       1.78217816       1.28338671    
       36960  0.851000011       1.78217709       1.28624606    
       37020  0.851000011       1.78217709       1.28909266    
       37080  0.851000011       1.78132951       1.29188287    
       37140  0.851000011       1.78132951       1.29464173    
       37200  0.851000011       1.78029478       1.29721355    
       37260  0.851000011       1.78029478       1.29957128    
       37320  0.851000011       1.77913010       1.30182362    
       37380  0.851000011       1.77913010       1.30390644    
       37440  0.851000011       1.77737999       1.30586863    
       37500  0.851000011       1.77737999       1.30791199    
       37560  0.851000011       1.77520990       1.31002188    
       37620  0.851000011       1.77520990       1.31207681    
       37680  0.851000011       1.77274072       1.31400800    
       37740  0.851000011       1.77274072       1.31587148    
       37800  0.851000011       1.77067292       1.31774116    
       37860  0.851000011       1.77067292       1.31966937    
       37920  0.851000011       1.76820862       1.32160234    
       37980  0.851000011       1.76820862       1.32352746    
       38040  0.851000011       1.76590598       1.32550573    
       38100  0.829750001       1.76590598       1.32752991    
       38160  0.829750001       1.76379693       1.32965684    
       38220  0.829750001       1.76379693       1.33194721    
       38280  0.790400028       1.76197541       1.33438945    
       38340  0.790400028       1.76197541       1.33679795    
       38400  0.805166662       1.76070738       1.33912897    
       38460  0.763000011       1.76070738       1.34136641    
       38520  0.763000011       1.76019871       1.34348619    
       38580  0.763166666       1.76019871       1.34564829    
       38640  0.747200012       1.75947487       1.34780097    
       38700  0.747200012       1.75947487       1.34986782    
       38760  0.747200012       1.75843143       1.35170484    
       38820  0.747200012       1.75843143       1.35324192    
       38880  0.795166671       1.75750041       1.35459614    
       38940  0.795166671       1.75750041       1.35586655    
       39000  0.795166671       1.75577855       1.35698271    
       39060  0.795166671       1.75577855       1.35804796    
       39120  0.795166671       1.75346279       1.35908091    
       39180  0.795166671       1.75346279       1.36008883    
       39240  0.795166671       1.75070441       1.36108208    
       39300  0.795166671       1.75070441       1.36187708    
       39360  0.795166671       1.74792325       1.36241460    
       39420  0.795166671       1.74792325       1.36267161    
       39480  0.795166671       1.74522054      0.978197217    
       39540  0.795166671       1.74522054      0.980261385    
       39600  0.795166671       1.74164641      0.982101262    
       39660  0.775285721       1.74164641      0.983831882    
       39720  0.775285721       1.73724270      0.985405922    
       39780  0.775285721       1.73724270      0.986721098    
       39840  0.766250014       1.73188162      0.987865925    
       39900  0.776571453       1.73188162      0.988927782    
       39960  0.776571453       1.72583961      0.989907444    
       40020  0.776571453       1.72583961      0.990917802    
       40080  0.776571453       1.71910715      0.992034674    
       40140  0.776571453       1.71910715      0.993280113    
       40200  0.776571453       1.71202815      0.994740844    
       40260  0.776571453       1.71202815      0.996424973    
       40320  0.776571453       1.70537126      0.998322546    
       40380  0.776571453       1.70537126       1.00050151    
       40440  0.793874979       1.69957256       1.00290608    
       40500  0.793874979       1.69957256       1.00546336    
       40560  0.793874979       1.69466507       1.00812936    
       40620  0.793874979       1.69466507       1.01065922    
       40680  0.869444430       1.69068527       1.01300383    
       40740  0.869444430       1.69068527       1.01521003    
       40800  0.869444430       1.68720722       1.01733685    
       40860  0.869444430       1.68720722       1.01949358    
       40920  0.869444430       1.68308508       1.02168930    
       40980  0.869444430       1.68308508       1.02385461    
       41040  0.869444430       1.67875493       1.02600110    
       41100  0.869444430       1.67875493       1.02806890    
