 20181009
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       25080   2.29718184       2.23778248       2.29583287    
       25140   2.30035567       2.23778248       2.29241896    
       25200   2.29577780       2.24063635       2.29115224    
       25260   2.28997779       2.24063635       2.29156780    
       25320   2.28781819       2.24460959       2.29231477    
       25380   2.28473330       2.24460959       2.29436016    
       25440   2.28928900       2.24828601       2.29602528    
       25500   2.28128886       2.24828601       2.29739761    
       25560   2.28156829       2.25101113       2.30112195    
       25620   2.28457785       2.25101113       2.30546331    
       25680   2.28597784       2.25752997       2.31044745    
       25740   2.28690910       2.25752997       2.31399107    
       25800   2.27688646       2.26869965       2.31799436    
       25860   2.27026677       2.26869965       2.31941700    
       25920   2.26604438       2.27629089       2.31911802    
       25980   2.26952267       2.27629089       2.31933236    
       26040   2.25973344       2.28299904       2.31822014    
       26100   2.24333334       2.28299904       2.31564426    
       26160   2.22842216       2.28434968       2.31396341    
       26220   2.22977281       2.28434968       2.31338286    
       26280   2.21731114       2.27865791       2.31246829    
       26340   2.21611118       2.27865791       2.30832314    
       26400   2.20733333       2.27599525       2.30514050    
       26460   2.21763635       2.27599525       2.30304623    
       26520   2.21125007       2.27346325       2.30248451    
       26580   2.20782232       2.27346325       2.30284595    
       26640   2.21182227       2.27280307       2.29982400    
       26700   2.21182227       2.27280307       2.29204726    
       26760   2.20528889       2.27255511       2.28784418    
       26820   2.18666673       2.27255511       2.28813744    
       26880   2.17146659       2.25799394       2.28700757    
       26940   2.17146659       2.25799394       2.28547692    
       27000   2.16742229       2.25864172       2.28448200    
       27060   2.15956521       2.25864172       2.28290081    
       27120   2.15456533       2.25491405       2.28297400    
       27180   2.15804434       2.25491405       2.28289223    
       27240   2.15593338       2.25368905       2.28332615    
       27300   2.15778255       2.25368905       2.28463888    
       27360   2.14433336       2.25554371       2.28527761    
       27420   2.13360000       2.25554371       2.28528309    
       27480   2.11680007       2.25981641       2.28322220    
       27540   2.11519575       2.25981641       2.28035975    
       27600   2.11935544       2.26277757       2.27680397    
       27660   2.11435556       2.26277757       2.27218533    
       27720   2.10173345       2.25524068       2.26693511    
       27780   2.09941316       2.25524068       2.26217461    
       27840   2.09026670       2.24643707       2.25938439    
       27900   2.08266664       2.24643707       2.25811934    
       27960   2.06979990       2.23963475       2.25704885    
       28020   2.06854343       2.23963475       2.25555992    
       28080   2.05993342       2.23836088       2.25189853    
       28140   2.06279993       2.23836088       2.24731469    
       28200   2.05975008       2.23795605       2.24394083    
       28260   2.05695558       2.23795605       2.24231887    
       28320   2.05019999       2.23026466       2.24114299    
       28380   2.04795456       2.23026466       2.24170613    
       28440   2.04200006       2.22718978       2.24339652    
       28500   2.04200006       2.22718978       2.24395943    
       28560   2.04321432       2.22499847       2.24450421    
       28620   2.03999996       2.22499847       2.24532866    
       28680   2.03110003       2.22806287       2.04819250    
       28740   2.03110003       2.22806287       2.04489565    
       28800   2.02061534       2.23252439       2.04164410    
       28860   2.01778936       2.23252439       2.03823185    
       28920   2.01489186       2.22993755       2.03370690    
       28980   2.01489186       2.22993755       2.02838111    
       29040   2.02537847       2.22457767       2.02412271    
       29100   2.01361108       2.22457767       2.02126861    
       29160   2.02261114       2.21826625       2.01884794    
       29220   2.03383780       2.21826625       2.01539731    
       29280   2.03848648       2.21378899       2.01279783    
       29340   2.03266668       2.21378899       2.01056433    
       29400   2.04678369       2.21078849       2.01043916    
       29460   2.06256747       2.21078849       2.00992584    
       29520   2.07832432       2.20795035       2.01143599    
       29580   2.08174992       2.20795035       2.01351547    
       29640   2.08664870       2.21055126       2.01691175    
       29700   2.08918929       2.21055126       2.02304268    
       29760   2.10243249       2.21723723       2.03188968    
       29820   2.11002779       2.21723723       2.03944993    
       29880   2.11862159       2.22742391       2.04708004    
       29940   2.13535142       2.22742391       2.05554724    
       30000   2.13348651       2.24518943       2.06537867    
       30060   2.14100003       2.24518943       2.07351565    
       30120   2.13654065       2.26363420       2.08097887    
       30180   2.13835144       2.26363420       2.08708906    
       30240   2.13335133       2.28453851       2.09168983    
       30300   2.13286114       2.28453851       2.09953332    
       30360   2.12694597       2.29866934       2.11201954    
       30420   2.12070274       2.29866934       2.12075186    
       30480   2.12291884       2.30908275       2.12555957    
       30540   2.12741661       2.30908275       2.13216710    
       30600   2.12124324       2.33487105       2.14056563    
       30660   2.12064862       2.33487105       2.15055943    
       30720   2.13251352       2.34558225       2.16076970    
       30780   2.14124322       2.34558225       2.16946650    
       30840   2.14124322       2.36251354       2.17677999    
       30900   2.14916205       2.36251354       2.18243289    
       30960   2.15297294       2.38057351       2.18733954    
       31020   2.18189478       2.38057351       2.19335866    
       31080   2.18381071       2.39449763       2.19926119    
       31140   2.19770265       2.39449763       2.20691681    
       31200   2.21508098       2.40629840       2.21629977    
       31260   2.21655273       2.40629840       2.22679639    
       31320   2.22167563       2.41758513       2.23790216    
       31380   2.23537827       2.41758513       2.24923229    
       31440   2.25454044       2.43719053       2.26032686    
       31500   2.25757885       2.43719053       2.27059317    
       31560   2.26243234       2.45935369       2.27952838    
       31620   2.28470278       2.45935369       2.28804469    
       31680   2.30056763       2.48094845       2.29606390    
       31740   2.31036854       2.48094845       2.30544138    
       31800   2.31232429       2.49871969       2.31540799    
       31860   2.32228947       2.49871969       2.32403088    
       31920   2.34173679       2.51517844       2.33156681    
       31980   2.36955261       2.51517844       2.33952117    
       32040   2.36955261       2.53426504       2.34723020    
       32100   2.37920523       2.53426504       2.35509992    
       32160   2.38717508       2.54957557       2.36368990    
       32220   2.38914633       2.54957557       2.37179637    
       32280   2.38914633       2.56419349       2.41829896    
       32340   2.39607143       2.56419349       2.42765999    
       32400   2.40620923       2.58158827       2.43760109    
       32460   2.41711354       2.58158827       2.44580817    
       32520   2.41711354       2.59508348       2.45419717    
       32580   2.42657781       2.59508348       2.46408415    
       32640   2.44234776       2.61013865       2.47377419    
       32700   2.45134783       2.61013865       2.48360395    
       32760   2.45134783       2.62757468       2.49225736    
       32820   2.45726085       2.62757468       2.50110626    
       32880   2.46749997       2.64467001       2.50951219    
       32940   2.46743488       2.64467001       2.51668692    
       33000   2.47061706       2.66059780       2.52382207    
       33060   2.46878266       2.66059780       2.52970886    
       33120   2.47778273       2.67514133       2.53646803    
       33180   2.47115207       2.67514133       2.54377055    
       33240   2.47115207       2.68845892       2.55124879    
       33300   2.47854352       2.68845892       2.55768800    
       33360   2.50013041       2.70200682       2.56302071    
       33420   2.51456523       2.70200682       2.56875968    
       33480   2.51456523       2.71248841       2.57401228    
       33540   2.52882600       2.71248841       2.57971621    
       33600   2.55769563       2.72079921       2.58525991    
       33660   2.59417391       2.72079921       2.58888149    
       33720   2.59417391       2.72763824       2.59172153    
       33780   2.63782620       2.72763824       2.59406710    
       33840   2.68380427       2.73267913       2.59645748    
       33900   2.70184445       2.73267913       2.59924650    
       33960   2.72526097       2.73744345       2.60272431    
       34020   2.76278257       2.73744345       2.60546398    
