 20180905
 Seconds  Measures(TAU-ms)  Meso-NH(TAU-ms)  FORECAST_AR(TAU-ms)
       25080   6.25384092       8.01387787       6.17365599    
       25140   6.18924999       8.01387787       6.12961388    
       25200   6.19111109       8.00275898       6.08843279    
       25260   6.12666655       8.00275898       6.04272032    
       25320   6.10020447       7.97511911       6.00165367    
       25380   6.07886028       7.97511911       5.97081470    
       25440   6.07886028       7.93304920       5.94835758    
       25500   6.04259539       7.93304920       5.94130754    
       25560   6.03041458       7.90762901       5.93552446    
       25620   5.97044992       7.90762901       5.93260098    
       25680   5.94221973       7.91522264       5.93167877    
       25740   5.85585356       7.91522264       5.91989899    
       25800   5.78790236       7.93238592       5.90166378    
       25860   5.74747515       7.93238592       5.87954426    
       25920   5.72297478       7.92807102       5.85765314    
       25980   5.71309757       7.92807102       5.83338118    
       26040   5.67678070       7.89299536       5.81543398    
       26100   5.66090012       7.89299536       5.79174376    
       26160   5.63707304       7.86813784       5.76195908    
       26220   5.59636593       7.86813784       5.72631264    
       26280   5.57826185       7.85323143       5.68898582    
       26340   5.58714294       7.85323143       5.65524197    
       26400   5.58878040       7.79168749       5.62489367    
       26460   5.56634140       7.79168749       5.59788179    
       26520   5.56634140       7.71961498       5.57754135    
       26580   5.53326845       7.71961498       5.56132698    
       26640   5.53917074       7.66121149       5.55492449    
       26700   5.53897476       7.66121149       5.54844999    
       26760   5.53512192       7.62025118       5.53668594    
       26820   5.54265833       7.62025118       5.51879883    
       26880   5.53365850       7.59757853       5.49695063    
       26940   5.52785015       7.59757853       5.47270632    
       27000   5.50684977       7.57050180       5.45035601    
       27060   5.51443911       7.57050180       5.42800045    
       27120   5.50173807       7.53285933       5.41152000    
       27180   5.50204897       7.53285933       5.40076590    
       27240   5.54873180       7.49465561       5.39501047    
       27300   5.55319071       7.49465561       5.39993954    
       27360   5.58726168       7.47037697       5.41324091    
       27420   5.62065840       7.47037697       5.43643379    
       27480   5.65224409       7.47542286       5.46615982    
       27540   5.63088083       7.47542286       5.50552702    
       27600   5.66816664       7.52628565       5.54642105    
       27660   5.69392681       7.52628565       5.59511852    
       27720   5.67182922       7.60364437       5.64473772    
       27780   5.65890455       7.60364437       5.70072842    
       27840   5.63278580       7.68116188       5.76702881    
       27900   5.61590242       7.68116188       5.84132910    
       27960   5.59395123       7.77322721       5.92306519    
       28020   5.59361887       7.77322721       6.00821161    
       28080   5.55695248       7.90803671       6.09174919    
       28140   5.53904867       7.90803671       6.17519999    
       28200   5.55839014       8.06885815       6.25280333    
       28260   5.56604767       8.06885815       6.33228159    
       28320   5.55628586       8.22544575       6.40794945    
       28380   5.53939009       8.22544575       6.48146152    
       28440   5.51856089       8.36827278       6.54051542    
       28500   5.52199984       8.36827278       6.58118582    
       28560   5.51800013       8.50227833       6.60914421    
       28620   5.52154779       8.50227833       6.63130569    
       28680   5.48456097       8.57405758       5.53525496    
       28740   5.53614283       8.57405758       5.54209089    
       28800   5.53530931       8.59581089       5.56362677    
       28860   5.56652403       8.59581089       5.60658741    
       28920   5.56665850       8.64118481       5.65915394    
       28980   5.62830973       8.64118481       5.71888113    
       29040   5.65565109       8.75310802       5.77516747    
       29100   5.69372749       8.75310802       5.81809521    
       29160   5.69372749       8.93160057       5.84244537    
       29220   5.71668911       8.93160057       5.85700035    
       29280   5.76173925       9.09278584       5.86613846    
       29340   5.81447840       9.09278584       5.87732029    
       29400   5.84704447       9.19165611       5.89935255    
       29460   5.93473339       9.19165611       5.93493223    
       29520   5.96723890       9.26983356       5.97659397    
