 20190203
 Seconds  Measures(SEE-arcsec)  Meso-NH(SEE-arcsec)  FORECAST_AR(SEE-arcsec)
       35880  0.777944446      0.804043651      0.883320510    
       35940  0.772842109      0.804043651      0.885748029    
       36000  0.763899982      0.801736236      0.887754202    
       36060  0.763899982      0.801736236      0.889643312    
       36120  0.757476211      0.799426854      0.892002344    
       36180  0.753545463      0.799426854      0.894308686    
       36240  0.753545463      0.795518219      0.896078169    
       36300  0.749782622      0.795518219      0.898413002    
       36360  0.746874988      0.793622136      0.901398540    
       36420  0.746874988      0.793622136      0.903999805    
       36480  0.745599985      0.789634705      0.905920625    
       36540  0.744000018      0.789634705      0.907048941    
       36600  0.744629622      0.788443983      0.907801270    
       36660  0.744629622      0.788443983      0.908085942    
       36720  0.746321440      0.784860194      0.907655358    
       36780  0.745551705      0.784860194      0.907715082    
       36840  0.750199974      0.779873192      0.908374548    
       36900  0.750199974      0.779873192      0.909337938    
       36960  0.751999974      0.772146583      0.910781980    
       37020  0.754031241      0.772146583      0.912385225    
       37080  0.754031241      0.766810536      0.913699806    
       37140  0.758060634      0.766810536      0.915071130    
       37200  0.760411739      0.763546586      0.916066766    
       37260  0.760411739      0.763546586      0.916702807    
       37320  0.764628589      0.759356558      0.917244852    
       37380  0.765833318      0.759356558      0.917390466    
       37440  0.775216222      0.753799856      0.917303562    
       37500  0.775216222      0.753799856      0.916768551    
       37560  0.777078927      0.747975528      0.915998816    
       37620  0.778589725      0.747975528      0.915667713    
       37680  0.778589725      0.741331935      0.915856242    
       37740  0.778589725      0.741331935      0.915852308    
       37800  0.778589725      0.733885825      0.915813684    
       37860  0.778589725      0.733885825      0.915640771    
       37920  0.778589725      0.728652894      0.915322363    
       37980  0.778589725      0.728652894      0.915035725    
       38040  0.778589725      0.723404944      0.914543509    
       38100  0.778131604      0.723404944      0.914112449    
       38160  0.771243215      0.717713952      0.913467228    
       38220  0.771243215      0.717713952      0.912742794    
       38280  0.769388914      0.711348057      0.912386894    
       38340  0.771685719      0.711348057      0.912079513    
       38400  0.771685719      0.704211295      0.911546648    
       38460  0.771588206      0.704211295      0.910073817    
       38520  0.773242414      0.698654175      0.907558560    
       38580  0.777000010      0.698654175      0.904683232    
       38640  0.777000010      0.692333281      0.901600301    
       38700  0.776419342      0.692333281      0.898954868    
       38760  0.776066661      0.682043135      0.896816373    
       38820  0.776931047      0.682043135      0.895134568    
       38880  0.776931047      0.671057880      0.893776178    
       38940  0.776892841      0.671057880      0.892355442    
       39000  0.778481483      0.662146568      0.890956998    
       39060  0.778481483      0.662146568      0.889182866    
       39120  0.782730758      0.654627919      0.887090564    
       39180  0.785160005      0.654627919      0.884576142    
       39240  0.785583317      0.647312462      0.881484330    
       39300  0.785583317      0.647312462      0.878686190    
       39360  0.783956528      0.638856053      0.876307130    
       39420  0.780727267      0.638856053      0.874270976    
       39480  0.780727267      0.628234863      0.560675204    
       39540  0.779142857      0.628234863      0.557241678    
       39600  0.784049988      0.619358480      0.554505646    
       39660  0.794052660      0.619358480      0.552001119    
       39720  0.794052660      0.612143278      0.549714148    
       39780  0.803222239      0.612143278      0.547105789    
       39840  0.810999990      0.607693911      0.544234872    
       39900  0.810999990      0.607693911      0.541552067    
       39960  0.819999993      0.604270518      0.539264977    
       40020  0.829333305      0.604270518      0.537293494    
       40080  0.829333305      0.599755585      0.535384774    
       40140  0.837499976      0.599755585      0.533783078    
       40200  0.847769260      0.596808255      0.532030106    
       40260  0.836384594      0.596808255      0.529741585    
       40320  0.836384594      0.593887031      0.526852310    
       40380  0.840083361      0.593887031      0.523642838    
       40440  0.839250028      0.590430379      0.520432055    
       40500  0.824249983      0.590430379      0.517102599    
       40560  0.824249983      0.584682167      0.513938010    
       40620  0.825909078      0.584682167      0.510775983    
       40680  0.826799989      0.578937769      0.507408559    
       40740  0.826799989      0.578937769      0.504237413    
       40800  0.834699988      0.573841512      0.500887573    
       40860  0.834333360      0.573841512      0.497796416    
       40920  0.834333360      0.567803442      0.495237738    
       40980  0.825124979      0.567803442      0.492949635    
       41040   1.09549999      0.561066031      0.491104126    
       41100   1.09300005      0.561066031      0.489546061    
       41160   1.09975004      0.556427717      0.488057137    
       41220   1.13600004      0.556427717      0.486437976    
       41280   1.18599999      0.553542435      0.484740406    
       41340   1.18599999      0.553542435      0.482872903    
       41400   1.18042862      0.550890088      0.481212884    
       41460   1.16412497      0.550890088      0.479596198    
       41520   1.16412497      0.547889113      0.477774709    
       41580   1.15755558      0.547889113      0.475754708    
       41640   1.13839996      0.545672059      0.473287195    
       41700   1.11618185      0.545672059      0.470605910    
       41760   1.10516667      0.542652667      0.468133628    
       41820   1.10516667      0.542652667      0.466160417    
       41880   1.10516667      0.537860036      0.464630872    
       41940   1.10516667      0.537860036      0.463101268    
       42000   1.10516667      0.533884704      0.461575747    
       42060   1.10516667      0.533884704      0.460323244    
       42120   1.10516667      0.531659722      0.459514111    
       42180   1.09061539      0.531659722      0.459249556    
       42240   1.08700001      0.529392183      0.459293664    
       42300   1.08700001      0.529392183      0.459484011    
       42360   1.08700001      0.528862059      0.459412903    
       42420   1.08700001      0.528862059      0.459016681    
       42480   1.08700001      0.529518962      0.458351046    
       42540   1.08640003      0.529518962      0.457550317    
       42600   1.08640003      0.529148459      0.456994146    
       42660   1.08640003      0.529148459      0.456596524    
       42720   1.05981255      0.527701318      0.456283271    
       42780   1.03605878      0.527701318      0.456003278    
       42840   1.03605878      0.527175725      0.455537260    
       42900   1.03605878      0.527175725      0.455032736    
       42960   1.03066671      0.526978314      0.454545766    
       43020   1.03005266      0.526978314      0.453952938    
       43080   1.03005266      0.526028812      0.836416185    
       43140   1.02055001      0.526028812      0.838306725    
       43200   1.02271426      0.525145233      0.840168655    
       43260   1.02271426      0.525145233      0.841987669    
       43320   1.02271426      0.525341272      0.843613923    
       43380   1.01922727      0.525341272      0.845037878    
       43440   1.01882613      0.525653362      0.846408963    
       43500   1.00783336      0.525653362      0.847680449    
       43560   1.00783336      0.525218904      0.848798215    
       43620  0.995559990      0.525218904      0.849582732    
       43680  0.985423088      0.524723470      0.849763215    
       43740  0.975222230      0.524723470      0.849586606    
       43800  0.959142864      0.523766041      0.849144399    
       43860  0.959142864      0.523766041      0.848901272    
       43920  0.971962988      0.520562470      0.848967195    
       43980  0.971962988      0.520562470      0.849384248    
       44040  0.971962988      0.516455889      0.850338340    
       44100  0.981884599      0.516455889      0.851513445    
       44160  0.991923094      0.513623416      0.852388918    
       44220  0.998851836      0.513623416      0.852694809    
       44280   1.00457144      0.513017595      0.852633357    
       44340   1.00457144      0.513017595      0.852406919    
       44400   1.00457144      0.511286914      0.852403462    
       44460   1.00600004      0.511286914      0.853005648    
       44520   1.00600004      0.508250713      0.853824496    
       44580   1.00600004      0.508250713      0.854574084    
       44640  0.995142877      0.506148934      0.855306447    
       44700  0.913035691      0.506148934      0.855850875    
       44760  0.909931064      0.504997790      0.856744170    
       44820  0.901464283      0.504997790      0.858205557    
       44880  0.901464283      0.503834069      0.859889209    
       44940  0.901464283      0.503834069      0.861735344    
