 20190206
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        7080   14.6471815       18.6628075       14.7273064    
        7140   14.6471815       18.6628075       14.6969566    
        7200   14.6479998       18.6297112       14.6636200    
        7260   14.6601305       18.6297112       14.6276703    
        7320   14.6636362       18.5825253       14.5895309    
        7380   14.6663914       18.5825253       14.5497150    
        7440   14.6706362       18.5217762       14.5086403    
        7500   14.6816521       18.5217762       14.4663677    
        7560   14.6816521       18.4506607       14.4233952    
        7620   14.6888638       18.4506607       14.3817368    
        7680   14.7143183       18.3729057       14.3423777    
        7740   14.7277393       18.3729057       14.3056202    
        7800   14.7277393       18.2907753       14.2718821    
        7860   14.7410002       18.2907753       14.2415667    
        7920   14.7410002       18.2161293       14.2132578    
        7980   14.7410002       18.2161293       14.1864204    
        8040   14.7410002       18.1518555       14.1601648    
        8100   14.7410002       18.1518555       14.1335831    
        8160   14.7560453       18.0940304       14.1072130    
        8220   14.7604780       18.0940304       14.0811281    
        8280   14.7604780       18.0371151       14.0571470    
        8340   14.7656364       18.0371151       14.0356207    
        8400   14.7656956       17.9797211       14.0160522    
        8460   14.7639561       17.9797211       13.9988260    
        8520   14.7625456       17.9293785       13.9835234    
        8580   14.7625456       17.9293785       13.9698658    
        8640   14.7673178       17.8855896       13.9582052    
        8700   14.7673178       17.8855896       13.9479046    
        8760   14.7673178       17.8482971       13.9385242    
        8820   14.7673178       17.8482971       13.9288759    
        8880   14.7673178       17.8178654       13.9181089    
        8940   14.7673178       17.8178654       13.9072666    
        9000   14.7729130       17.7901344       13.8967361    
        9060   14.7855654       17.7901344       13.8890228    
        9120   14.7855654       17.7571621       13.8838902    
        9180   14.7885914       17.7571621       13.8822279    
        9240   14.7968178       17.7246532       13.8847513    
        9300   14.7968178       17.7246532       13.8892851    
        9360   14.8015652       17.7016087       13.8953342    
        9420   14.8118258       17.7016087       13.9007149    
        9480   14.8162270       17.6944199       13.9046841    
        9540   14.8162270       17.6944199       13.9066734    
        9600   14.8234348       17.6926498       13.9078608    
        9660   14.8324547       17.6926498       13.9082756    
        9720   14.8324547       17.6848564       13.9085855    
        9780   14.8324547       17.6848564       13.9085674    
        9840   14.8324547       17.6734982       13.9073019    
        9900   14.8324547       17.6734982       13.9045963    
        9960   14.8462725       17.6613770       13.8995056    
       10020   14.8473911       17.6613770       13.8921556    
       10080   14.8536367       17.6440563       13.8830824    
       10140   14.8588257       17.6440563       13.8733549    
       10200   14.8588257       17.6171131       13.8633976    
       10260   14.8675003       17.6171131       13.8557034    
       10320   14.8816366       17.5832081       13.8503027    
       10380   14.8854351       17.5832081       13.8463593    
       10440   14.8899546       17.5482693       13.8431330    
       10500   14.8899546       17.5482693       13.8394327    
       10560   14.8899546       17.5222721       13.8345938    
