 20180926
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        7080   2.45845461       2.56366754       2.14610672    
        7140   2.45845461       2.56366754       2.13664722    
        7200   2.45213032       2.54575253       2.12733555    
        7260   2.45282602       2.54575253       2.11799455    
        7320   2.45709085       2.52759147       2.10894132    
        7380   2.45709085       2.52759147       2.10045838    
        7440   2.45217395       2.50911522       2.09244680    
        7500   2.44560862       2.50911522       2.08507943    
        7560   2.44654536       2.49096155       2.07814455    
        7620   2.44654536       2.49096155       2.07162619    
        7680   2.44195652       2.47372890       2.06555867    
        7740   2.43243480       2.47372890       2.05951715    
        7800   2.43386364       2.45844126       2.05342507    
        7860   2.43386364       2.45844126       2.04715633    
        7920   2.43386364       2.44440937       2.04073787    
        7980   2.42582607       2.44440937       2.03467369    
        8040   2.42654538       2.43197298       2.02901721    
        8100   2.42654538       2.43197298       2.02403188    
        8160   2.41804338       2.41943383       2.01978731    
        8220   2.41799998       2.41943383       2.01600480    
        8280   2.40934777       2.40604854       2.01251268    
        8340   2.40590906       2.40604854       2.00903916    
        8400   2.39747834       2.39413238       2.00565886    
        8460   2.39704537       2.39413238       2.00236773    
        8520   2.38649988       2.38492608       1.99928939    
        8580   2.37908697       2.38492608       1.99690473    
        8640   2.37908697       2.37686205       1.99507868    
        8700   2.37545443       2.37686205       1.99390936    
        8760   2.37545443       2.36899877       1.99311972    
        8820   2.36895657       2.36899877       1.99263716    
        8880   2.36722732       2.36174750       1.99257922    
        8940   2.36722732       2.36174750       1.99265838    
        9000   2.35795641       2.35676241       1.99300086    
        9060   2.35133338       2.35676241       1.99347866    
        9120   2.34439135       2.35321188       1.99410391    
        9180   2.33737493       2.35321188       1.99488676    
        9240   2.33737493       2.35118651       1.99596286    
        9300   2.32878256       2.35118651       1.99717069    
        9360   2.31026077       2.34997535       1.99863541    
        9420   2.31026077       2.34997535       2.00020671    
        9480   2.30254173       2.34917331       2.00194836    
        9540   2.29584002       2.34917331       2.00389194    
        9600   2.29584002       2.34957719       2.00593114    
        9660   2.29584002       2.34957719       2.00813937    
        9720   2.29584002       2.35075521       2.01046610    
        9780   2.29130769       2.35075521       2.01293492    
        9840   2.29130769       2.35252690       2.01563668    
        9900   2.28714824       2.35252690       2.01861954    
        9960   2.27965379       2.35474873       2.02191663    
       10020   2.27965379       2.35474873       2.02549720    
       10080   2.27622223       2.35733390       2.02932453    
       10140   2.26692319       2.35733390       2.03325796    
       10200   2.26344442       2.36078429       2.03719735    
       10260   2.25174069       2.36078429       2.04112935    
