 20181221
 Seconds  Measures(PWV-mm)  Meso-NH(PWV-mm)  FORECAST_AR(PWV-mm)
        7080   2.06150007       2.43189359       2.15463495    
        7140   2.06150007       2.43189359       2.15869522    
        7200   2.05903697       2.44119334       2.16244364    
        7260   2.05525923       2.44119334       2.16571021    
        7320   2.05525923       2.45008612       2.16844940    
        7380   2.05253839       2.45008612       2.17065310    
        7440   2.04896164       2.45760775       2.17193675    
        7500   2.04755545       2.45760775       2.17292476    
        7560   2.04619241       2.46333265       2.17315793    
        7620   2.04370379       2.46333265       2.17327714    
        7680   2.04370379       2.46713305       2.17321420    
        7740   2.04053855       2.46713305       2.17335725    
        7800   2.03484607       2.46764755       2.17411280    
        7860   2.03755546       2.46764755       2.17500162    
        7920   2.03755546       2.46509123       2.17651463    
        7980   2.03846431       2.46509123       2.17840576    
        8040   2.03518510       2.46145940       2.18056440    
        8100   2.03518510       2.46145940       2.18339705    
        8160   2.03370380       2.46009731       2.18631530    
        8220   2.03146434       2.46009731       2.18968558    
        8280   2.03088880       2.46189952       2.19337082    
        8340   2.03088880       2.46189952       2.19730878    
        8400   2.02928567       2.46468139       2.20177555    
        8460   2.02735710       2.46468139       2.20640492    
        8520   2.02735710       2.46746778       2.21130157    
        8580   2.02564287       2.46746778       2.21623063    
        8640   2.02414823       2.47196794       2.22102690    
        8700   2.02414823       2.47196794       2.22612095    
        8760   2.02414823       2.47881246       2.23114657    
        8820   2.02607131       2.47881246       2.23612595    
        8880   2.02040744       2.48658299       2.24115157    
        8940   2.02040744       2.48658299       2.24650431    
        9000   2.01910710       2.49359870       2.25239301    
        9060   2.01857138       2.49359870       2.25912619    
        9120   2.01857138       2.50082946       2.26649904    
        9180   2.01760721       2.50082946       2.27421212    
        9240   2.01755548       2.50872254       2.28186893    
        9300   2.01755548       2.50872254       2.28954625    
        9360   2.01714277       2.51842237       2.29742122    
        9420   2.01692867       2.51842237       2.30550694    
        9480   2.01603699       2.53082371       2.31374836    
        9540   2.01603699       2.53082371       2.32222915    
        9600   2.01492596       2.54340172       2.33020854    
        9660   2.01492596       2.54340172       2.33761811    
        9720   2.01492596       2.55684257       2.34434938    
        9780   2.01653576       2.55684257       2.35021043    
        9840   2.01366663       2.57079124       2.35558105    
        9900   2.01366663       2.57079124       2.36058974    
        9960   2.01540732       2.58290696       2.36556578    
       10020   2.01603580       2.58290696       2.37061977    
       10080   2.01651859       2.59302759       2.37566781    
       10140   2.01651859       2.59302759       2.38060927    
       10200   2.01728582       2.60126376       2.38511992    
       10260   2.02003574       2.60126376       2.38875532    
       10320   2.02051854       2.60921478       2.39151311    
       10380   2.02135706       2.60921478       2.39346266    
       10440   2.02218509       2.61754465       2.39471984    
       10500   2.02218509       2.61754465       2.39570594    
       10560   2.02560711       2.62444448       2.39632177    
       10620   2.02682757       2.62444448       2.39703870    
       10680   2.02342868       2.62790465       2.05652595    
       10740   2.02342868       2.62790465       2.05601311    
       10800   2.02348280       2.62862110       2.05576062    
       10860   2.02449989       2.62862110       2.05532265    
       10920   2.02425003       2.62835312       2.05450392    
       10980   2.02425003       2.62835312       2.05336523    
       11040   2.02472425       2.62825346       2.05181837    
       11100   2.02507138       2.62825346       2.05026364    
       11160   2.02617860       2.62827587       2.04857087    
       11220   2.02737927       2.62827587       2.04715776    
       11280   2.02910709       2.62706399       2.04648113    
