 20190705
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       25080   2.01962233       1.67762065       2.12299991    
       25140   2.02613044       1.67762065       2.12299991    
       25200   2.02541304       1.67630410       2.12299991    
       25260   2.02642226       1.67630410       2.12299991    
       25320   2.02891111       1.67477632       2.12299991    
       25380   2.03500009       1.67477632       2.12299991    
       25440   2.04682612       1.67313337       2.12299991    
       25500   2.04406667       1.67313337       2.12299991    
       25560   2.05664444       1.67150462       2.12299991    
       25620   2.06975555       1.67150462       2.12299991    
       25680   2.07621741       1.66995466       2.12299991    
       25740   2.08248878       1.66995466       2.12299991    
       25800   2.08175564       1.66842484       2.12299991    
       25860   2.08426094       1.66842484       2.12299991    
       25920   2.08343482       1.66680312       2.12299991    
       25980   2.07706666       1.66680312       2.12299991    
       26040   2.07873917       1.66509938       2.12299991    
       26100   2.07791305       1.66509938       2.12299991    
       26160   2.07565212       1.66330540       2.12299991    
       26220   2.07488894       1.66330540       2.12299991    
       26280   2.06819558       1.66138840       2.12299991    
       26340   2.06369567       1.66138840       2.12299991    
       26400   2.05991316       1.65931070       2.12299991    
       26460   2.06086659       1.65931070       2.12299991    
       26520   2.05969572       1.65710711       2.12299991    
       26580   2.06004357       1.65710711       2.12299991    
       26640   2.07345653       1.65485156       2.12299991    
       26700   2.08562231       1.65485156       2.12299991    
       26760   2.08756518       1.65253174       2.12299991    
       26820   2.10471749       1.65253174       2.12299991    
       26880   2.11582613       1.65017581       2.12299991    
       26940   2.11500001       1.65017581       2.12299991    
       27000   2.11628270       1.64794552       2.12299991    
       27060   2.11613345       1.64794552       2.12299991    
       27120   2.11853337       1.64581251       2.12299991    
       27180   2.13284445       1.64581251       2.12299991    
       27240   2.13776088       1.64376235       2.12299991    
       27300   2.14477777       1.64376235       2.12299991    
       27360   2.15280008       1.64177680       2.12299991    
       27420   2.15746665       1.64177680       2.12299991    
       27480   2.15276098       1.63980162       2.12299991    
       27540   2.15757775       1.63980162       2.12299991    
       27600   2.15682220       1.63782573       2.12299991    
       27660   2.14902234       1.63782573       2.12299991    
       27720   2.13684773       1.63590229       2.12299991    
       27780   2.13380003       1.63590229       2.12299991    
       27840   2.12733340       1.63404524       2.12299991    
       27900   2.11660004       1.63404524       2.12299991    
       27960   2.10915208       1.63221288       2.12299991    
       28020   2.10888886       1.63221288       2.12299991    
       28080   2.10537767       1.63054967       2.12299991    
       28140   2.10582232       1.63054967       2.12299991    
       28200   2.10219574       1.62911391       2.12299991    
       28260   2.09826088       1.62911391       2.12299991    
       28320   2.10011101       1.62798762       2.12299991    
       28380   2.08626676       1.62798762       2.12299991    
       28440   2.07145643       1.62721491       2.12299991    
       28500   2.05547833       1.62721491       2.12299991    
       28560   2.05748892       1.62665653       2.12299991    
       28620   2.04644442       1.62665653       2.12299991    
       28680   2.04115224       1.62610376       2.17400002    
       28740   2.02939129       1.62610376       2.17400002    
       28800   2.02295566       1.62538671       2.17400002    
       28860   2.01875567       1.62538671       2.17400002    
       28920   2.00980425       1.62464392       2.17400002    
       28980   1.99936962       1.62464392       2.17400002    
       29040   1.99248886       1.62393463       2.17400002    
       29100   1.97700000       1.62393463       2.17400002    
       29160   1.96954346       1.62318313       2.17400002    
       29220   1.95850003       1.62318313       2.17400002    
       29280   1.94715559       1.62240374       2.17400002    
       29340   1.93975556       1.62240374       2.17400002    
       29400   1.94054353       1.62155771       2.17400002    
       29460   1.93554354       1.62155771       2.17400002    
       29520   1.92973328       1.62066364       2.17400002    
       29580   1.92564440       1.62066364       2.17400002    
       29640   1.92976081       1.61977100       2.17400002    
       29700   1.93376088       1.61977100       2.17400002    
       29760   1.92726672       1.61885786       2.17400002    
       29820   1.93393338       1.61885786       2.17400002    
       29880   1.93936956       1.61785614       2.17400002    
       29940   1.95034778       1.61785614       2.17400002    
       30000   1.95155561       1.61688471       2.17400002    
       30060   1.95879996       1.61688471       2.17400002    
       30120   1.95795655       1.61602080       2.17400002    
       30180   1.96073914       1.61602080       2.17400002    
       30240   1.96560872       1.61520207       2.17400002    
       30300   1.96084440       1.61520207       2.17400002    
       30360   1.96289134       1.61443794       2.17400002    
       30420   1.96193480       1.61443794       2.17400002    
       30480   1.95613337       1.61380720       2.17400002    
       30540   1.95108891       1.61380720       2.17400002    
       30600   1.96078265       1.61331248       2.17400002    
       30660   1.96882606       1.61331248       2.17400002    
       30720   1.96882606       1.61275351       2.17400002    
       30780   1.97660875       1.61275351       2.17400002    
       30840   1.97867393       1.61214209       2.17400002    
