 20181201
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       32280   2.43536353       2.14683008       1.82353997    
       32340   2.43771100       2.14683008       1.82458282    
       32400   2.44424438       2.14402556       1.82609689    
       32460   2.45020461       2.14402556       1.82755697    
       32520   2.45056820       2.14236522       1.82869780    
       32580   2.45504451       2.14236522       1.82902038    
       32640   2.46655560       2.14218378       1.82890356    
       32700   2.46461368       2.14218378       1.82876146    
       32760   2.47295451       2.14091468       1.82863045    
       32820   2.47157788       2.14091468       1.82840157    
       32880   2.47417784       2.13760591       1.82791626    
       32940   2.47099996       2.13760591       1.82715344    
       33000   2.47263646       2.13448310       1.82632148    
       33060   2.47497773       2.13448310       1.82556510    
       33120   2.47538638       2.13048220       1.82490718    
       33180   2.47665906       2.13048220       1.82421052    
       33240   2.49524999       2.12659168       1.82333577    
       33300   2.50071120       2.12659168       1.82251561    
       33360   2.50524998       2.12342429       1.82180345    
       33420   2.51506829       2.12342429       1.82112324    
       33480   2.52590919       2.11964202       1.82046592    
       33540   2.52590919       2.11964202       1.81964445    
       33600   2.53718185       2.11630058       1.81865907    
       33660   2.54943180       2.11630058       1.81754518    
       33720   2.56079555       2.11308408       1.81640470    
       33780   2.56660008       2.11308408       1.81523490    
       33840   2.57004547       2.10942554       1.81398463    
       33900   2.57915902       2.10942554       1.81269538    
       33960   2.58552265       2.10552955       1.81132782    
       34020   2.58552265       2.10552955       1.80985081    
       34080   2.59506822       2.10116172       1.80821776    
       34140   2.62361360       2.10116172       1.80639124    
       34200   2.64293337       2.09613967       1.80440533    
       34260   2.65952277       2.09613967       1.80213022    
       34320   2.69870448       2.09025955       1.79979205    
       34380   2.72202229       2.09025955       1.79725242    
       34440   2.75662231       2.08359289       1.79458690    
       34500   2.76650000       2.08359289       1.79200995    
       34560   2.78895545       2.07659650       1.78953075    
       34620   2.81664443       2.07659650       1.78715611    
       34680   2.84111118       2.06896400       1.78483486    
       34740   2.84111118       2.06896400       1.78251827    
       34800   2.87159991       2.06159115       1.78012002    
       34860   2.89297771       2.06159115       1.77771175    
       34920   2.89555550       2.05442691       1.77524853    
       34980   2.89555550       2.05442691       1.77280819    
       35040   2.90351105       2.04696035       1.77006328    
       35100   2.91064453       2.04696035       1.76690745    
