 20181126
 Seconds  Measures(ISO-arcsec)  Meso-NH(ISO-arcsec)  FORECAST_AR(ISO-arcsec)
       32280   2.56004357       2.11312199       2.27436447    
       32340   2.55986953       2.11312199       2.27939105    
       32400   2.55736947       2.11849976       2.28489685    
       32460   2.55222225       2.11849976       2.29061198    
       32520   2.55334783       2.12557817       2.29637909    
       32580   2.55284452       2.12557817       2.30205393    
       32640   2.54965901       2.13407373       2.30746317    
       32700   2.54081821       2.13407373       2.31216931    
       32760   2.54253340       2.14281249       2.31654787    
       32820   2.53275561       2.14281249       2.32077694    
       32880   2.52263641       2.15009570       2.32503247    
       32940   2.51818180       2.15009570       2.32932878    
       33000   2.51637769       2.15603685       2.33321691    
       33060   2.50015545       2.15603685       2.33674431    
       33120   2.48927283       2.16203237       2.34021974    
       33180   2.47904539       2.16203237       2.34385371    
       33240   2.48771119       2.16660738       2.34802914    
       33300   2.48188877       2.16660738       2.35292935    
       33360   2.46934080       2.17151165       2.35807776    
       33420   2.45565915       2.17151165       2.36379695    
       33480   2.46191120       2.17881083       2.36967945    
       33540   2.45452261       2.17881083       2.37592912    
       33600   2.45468187       2.18760347       2.38235569    
       33660   2.45931816       2.18760347       2.38895607    
       33720   2.46775556       2.19745350       2.39570761    
       33780   2.46347737       2.19745350       2.40247846    
       33840   2.47990918       2.20830297       2.40932679    
       33900   2.49072719       2.20830297       2.41609883    
       33960   2.49746656       2.21994162       2.42256260    
       34020   2.50404549       2.21994162       2.42868733    
       34080   2.51202273       2.23194170       2.43453550    
       34140   2.52218175       2.23194170       2.44011474    
       34200   2.53709102       2.24282098       2.44581151    
       34260   2.54675555       2.24282098       2.45147800    
       34320   2.54399991       2.25260782       2.45720434    
       34380   2.54818177       2.25260782       2.46288800    
       34440   2.55761361       2.26279449       2.46861219    
       34500   2.56424451       2.26279449       2.47444105    
       34560   2.57379556       2.27320910       2.48036408    
       34620   2.59159088       2.27320910       2.48638964    
       34680   2.59734082       2.28373146       2.49267459    
       34740   2.59066677       2.28373146       2.49916577    
       34800   2.59718180       2.29463387       2.50585628    
       34860   2.58625007       2.29463387       2.51259112    
       34920   2.57740903       2.30658078       2.51947284    
       34980   2.57413340       2.30658078       2.52643347    
       35040   2.57599998       2.31943989       2.53336501    
       35100   2.58625007       2.31943989       2.54008007    
       35160   2.59249997       2.33303189       2.54625034    
       35220   2.58879995       2.33303189       2.55198479    
       35280   2.59918189       2.34673309       2.55712605    
       35340   2.59584093       2.34673309       2.56182647    
       35400   2.59179544       2.35851097       2.56603026    
       35460   2.58902216       2.35851097       2.56982303    
       35520   2.58913636       2.36810780       2.57315612    
       35580   2.58850002       2.36810780       2.57598352    
       35640   2.59750009       2.37594390       2.57859421    
       35700   2.60088897       2.37594390       2.58083916    
       35760   2.61238647       2.38211322       2.58299756    
       35820   2.63238645       2.38211322       2.58503819    
       35880   2.63693190       2.38752389       2.69700170    
       35940   2.63693190       2.38752389       2.69727635    
       36000   2.63954544       2.39267564       2.69716096    
       36060   2.64502335       2.39267564       2.69676638    
       36120   2.63861370       2.39612913       2.69608188    
       36180   2.63686371       2.39612913       2.69533920    
       36240   2.63820004       2.39808941       2.69454885    
       36300   2.63820004       2.39808941       2.69401360    
       36360   2.64775562       2.39865470       2.69375443    
       36420   2.65308881       2.39865470       2.69356418    
       36480   2.64953327       2.39862657       2.69354630    
       36540   2.64953327       2.39862657       2.69358087    
       36600   2.65644455       2.39955854       2.69333363    
       36660   2.66515565       2.39955854       2.69333029    
       36720   2.66782212       2.40132308       2.69386148    
       36780   2.66782212       2.40132308       2.69452763    
       36840   2.66304445       2.40209222       2.69517922    
       36900   2.64717770       2.40209222       2.69526005    
       36960   2.64391112       2.40478683       2.69451547    
       37020   2.64391112       2.40478683       2.69322062    
       37080   2.65044451       2.40717840       2.69158053    
       37140   2.65328884       2.40717840       2.68980908    
       37200   2.65093470       2.40617561       2.68795800    
       37260   2.64355564       2.40617561       2.68611336    
       37320   2.62459993       2.40368462       2.68421268    
       37380   2.61972737       2.40368462       2.68221951    
       37440   2.61331105       2.40075254       2.68001294    
       37500   2.59968901       2.40075254       2.67751598    
       37560   2.59559989       2.39754105       2.67539477    
       37620   2.59031105       2.39754105       2.67384028    
       37680   2.59031105       2.39323044       2.67249799    
       37740   2.58302212       2.39323044       2.67138553    
       37800   2.57435560       2.39010549       2.67036867    
       37860   2.55788898       2.39010549       2.66917920    
       37920   2.54847717       2.38780737       2.66768312    
       37980   2.53795552       2.38780737       2.66584682    
       38040   2.52315545       2.38584137       2.66339302    
       38100   2.51253343       2.38584137       2.66033983    
       38160   2.50472736       2.38262343       2.65688348    
       38220   2.49979997       2.38262343       2.65307236    
       38280   2.48866677       2.37696433       2.64974213    
       38340   2.49020004       2.37696433       2.64681268    
       38400   2.49459100       2.36964464       2.64368582    
       38460   2.49588895       2.36964464       2.64040184    
       38520   2.49193335       2.36420202       2.63693213    
       38580   2.50018191       2.36420202       2.63317156    
       38640   2.49172735       2.35805273       2.62922049    
       38700   2.49057770       2.35805273       2.62514782    
       38760   2.48002219       2.35122561       2.62112927    
       38820   2.48165917       2.35122561       2.61743045    
       38880   2.48252273       2.34363389       2.61434054    
       38940   2.48177767       2.34363389       2.61198139    
       39000   2.48328900       2.33622789       2.61053014    
