   3.87328887       5.00791359    
   3.85364604       5.02891397    
   3.79253626       5.04435253    
   3.95414662       5.06148529    
   4.01991367       5.09174442    
   4.07932425       5.12013721    
   3.98204422       5.12889385    
   3.83612871       5.13782978    
   3.91429257       5.14826870    
   4.07212973       5.14077997    
   4.28830624       5.10071468    
   4.16528559       5.02659750    
   4.13134050       4.95391369    
   4.33104181       4.89249134    
   4.38544798       4.84111500    
   4.26173639       4.80975628    
   4.12498665       4.80305862    
   4.16325092       4.82004070    
   4.18184233       4.83617783    
   4.12240791       4.85094452    
   4.15989399       4.86204863    
   4.38243532       4.84957981    
   4.39391518       4.80989027    
   4.47032738       4.75942898    
   4.58598900       4.70730686    
   4.70337677       4.63689423    
   4.65157938       4.55182648    
   4.69967794       4.49336338    
   4.87217760       4.46881962    
   4.99772835       4.48019123    
   5.21754551       4.52204657    
   5.42159319       4.57265377    
   5.50430632       4.63261652    
   5.46441889       4.69052792    
   5.30267334       4.74094391    
   5.07592392       4.76130962    
   4.61602116       4.76212168    
   4.23395967       4.78031492    
   4.07386684       4.81317234    
   3.84005117       4.84280968    
   3.71895742       4.85079145    
   3.76280355       4.84071922    
   3.79872584       4.85519218    
   3.61627054       4.84763050    
   3.41293478       4.80972004    
   3.25429988       4.75094461    
   3.14101791       4.69932318    
   2.96934247       4.66890240    
   2.80326676       4.65073347    
   2.87957859       4.64175081    
   3.00063658       4.65328789    
   3.08629918       4.64864874    
   3.19216037       4.62695789    
   3.16826963       4.63159132    
   3.18952465       4.61770964    
   3.20639277       4.59011555    
   3.20910192       4.53921986    
   3.26491666       4.50820351    
   4.25009632       3.58314586    
   4.02985430       3.60119295    
   3.80062819       3.64056063    
   3.58034778       3.70026731    
   3.68424678       3.76442671    
   3.81683493       3.82977867    
   3.89274836       3.91190290    
   4.01984787       3.99270821    
   4.24793386       4.06109142    
   4.25040722       4.10973501    
   4.16575766       4.15843487    
   4.09773445       4.21155643    
   3.98554492       4.24369717    
   3.94033957       4.24335384    
   3.84728694       4.21412230    
   3.79503489       4.16783047    
   3.60029864       4.10586786    
   3.53888392       4.01370239    
   3.51534653       3.91406059    
   3.41333127       3.79370165    
   3.35644007       3.72673273    
   3.29273224       3.71210670    
   3.38709307       3.69863081    
   3.43361664       3.64869761    
   3.52458644       3.55716395    
   3.78393221       3.49129248    
   4.05160999       3.50910449    
   4.50170803       3.46897173    
   4.85279322       3.38501978    
   5.24833870       3.32400966    
   5.48770237       3.34293222    
   5.50669670       3.35908890    
   5.32763147       3.25691843    
   4.98560190       3.14592242    
   4.77198935       3.10612607    
   4.51424313       3.05745387    
   4.25552654       2.95564938    
   4.16138077       2.85515523    
   4.13368940       2.81096625    
   4.10244274       2.79501200    
   4.09115505       2.73937607    
   4.13399744       2.71097827    
   4.25558615       2.76308584    
   4.30818987       2.73560953    
   4.35058880       2.74064159    
   4.51174927       2.72341251    
   4.58675671       2.74195218    
   4.61685705       2.75797653    
   4.56404352       2.70656919    
   4.43111086       2.74197102    
   4.24529791       2.79027390    
   3.99620056       2.79580498    
   3.69925928       2.76583886    
   3.45136952       2.71409225    
   3.33584666       2.73553133    
   3.21775627       2.79580736    
   3.19551945       2.79198456    
   3.17316675       2.82194090    
   5.77114916       8.32070255    
   5.74132633       8.38118553    
   5.53664351       8.29420090    
   5.16313410       8.08041954    
   4.80836201       7.84326649    
   4.65503979       7.66517019    
   4.44480944       7.49161005    
   4.37213278       7.37335873    
   4.32533550       7.39135838    
   4.25704098       7.57114697    
   4.21950054       7.85556793    
   4.11321259       8.14353848    
   3.88150525       8.43949699    
   3.74473453       8.60213280    
   3.82113314       8.63470650    
   3.88309288       8.52525330    
   3.74761963       8.27015877    
   3.54091883       8.08836937    
   3.51312900       8.00000858    
   3.57911921       7.96021652    
   3.47750020       7.93654919    
   3.42864871       7.87766409    
   3.42083788       7.76121759    
   3.44234776       7.61975479    
   3.68806267       7.50849390    
   3.93928075       7.34958792    
   4.41430950       7.21193409    
   4.82944393       7.23731709    
   5.05816174       7.43060064    
   5.21176672       7.61369944    
   5.23434544       7.66649771    
   5.26853657       7.71033955    
   5.43593884       7.81275558    
   5.56397343       7.89099741    
   6.10351324       7.89486933    
   6.62564564       7.98043680    
   7.15132999       8.08074284    
   7.78676701       8.25111389    
   8.31327152       8.38007164    
   8.85760880       8.44317341    
   9.34648514       8.49607468    
   9.79308414       8.44331646    
   10.4090061       8.35809135    
   10.7295990       8.13815022    
   10.8650188       7.91381359    
   10.7204390       7.75117016    
   10.6028748       7.57729197    
   10.4465017       7.48577976    
   10.3247032       7.37202358    
   10.2953320       7.26529980    
   10.1333189       7.19405985    
   9.03771114       6.16852951    
   8.96653938       6.20653486    
   9.09505653       6.22566414    
   9.23805809       6.19801617    
   9.47866249       6.17412853    
   9.56964016       6.15940857    
   9.60575676       6.16660261    
   9.64309788       6.15603161    
   9.53002930       6.19910860    
   9.45710564       6.24264765    
   9.22906685       6.36602211    
   8.92015076       6.59872913    
   8.67910290       6.87212658    
   8.50633430       7.12949085    
   8.36332130       7.35720682    
   8.30596924       7.59691620    
   8.20206738       7.90218449    
   8.38445854       8.08395195    
   8.59096813       8.11323833    
   8.84545326       8.16840553    
   9.15256023       8.35651302    
   9.16425514       8.52867794    
   8.99958038       8.58170700    
   9.12027550       8.71646214    
   9.73421669       8.97823906    
   10.1380558       9.17784977    
   10.5041275       9.30085850    
   10.8496857       9.48939514    
   11.3543606       9.62879848    
   11.8848104       9.72211552    
   11.9115925       9.91232872    
   11.9724684       10.2030926    
   12.6437197       10.3606243    
   13.2472992       10.4192734    
   13.3408327       10.6083326    
   12.9124355       10.8036165    
   12.4225435       10.8528032    
   12.0308428       10.8468685    
   11.1147604       10.9289379    
   9.93122864       10.9324789    
   9.41931343       10.9117212    
   9.06137371       10.8665342    
   8.77398205       10.8425159    
   8.64930534       10.6512508    
   8.43285084       10.4716873    
   8.58311653       10.5607567    
   8.77151680       10.7354288    
   8.75635624       10.8833923    
   8.68080139       10.9200315    
   8.48381233       11.0140209    
   8.46101665       11.0076504    
   8.06246376       10.8413525    
   7.40540171       10.5444193    
   7.31639767       10.2406263    
   7.23717880       10.0868130    
   7.14496613       10.0616474    
   6.83821774       10.1541491    
   6.00073624       8.16896534    
   5.75161648       8.19192982    
   5.46645355       8.34698009    
   5.11383152       8.49040031    
   4.72207737       8.55710888    
   4.42756701       8.63891029    
   4.31627417       8.70450115    
   4.43738699       8.83894920    
   4.54860020       8.85035133    
   4.45941067       8.95226288    
   4.37658310       9.08543205    
   4.38045979       9.12285423    
   4.44181347       9.03248119    
   4.41780663       9.00388050    
   4.39000607       8.97877693    
   4.49493551       8.86146069    
   4.60344076       8.77574158    
   4.54674006       8.76078224    
   4.58275604       8.87436199    
   4.75771189       8.92516518    
   4.85515690       8.91191101    
   4.88423538       8.94342709    
   4.88213873       9.01226997    
   5.09040260       8.88096428    
   5.21833324       8.50830650    
   5.30975723       8.11417294    
   5.49013996       7.79615307    
   5.83020020       7.43447638    
   6.14029169       6.87139511    
   6.33438253       6.50755024    
   6.49326849       6.38511133    
   6.56742477       6.33717108    
   6.52018118       6.37138081    
   6.30740547       6.46450520    
   6.06243610       6.74996567    
   5.76788235       6.96759129    
   5.50275517       7.13690948    
   5.30789375       7.40671778    
   5.12341070       7.40558481    
   4.94285536       7.41177368    
   4.75450802       7.34700489    
   4.78869915       7.28028107    
   4.87394238       7.17330790    
   4.92896748       7.00211096    
   5.04691458       6.87516117    
   5.23039961       6.70478439    
   5.39450645       6.51953888    
   5.52060795       6.42202902    
   5.66740894       6.43776321    
   5.73815680       6.61156559    
   5.73117495       6.77936554    
   5.73160267       6.95091105    
   5.60857630       7.19921255    
   5.48643064       7.45455265    
   5.40726328       7.61145782    
   5.40546894       7.59044123    
   5.38880730       7.57511044    
   6.30536985       6.02015448    
   6.01053572       6.02010489    
   5.59871817       6.01653051    
