 20190302
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        7260   13.4080324       14.9731588       13.3117104    
        7320   13.4134426       14.9722071       13.3215504    
        7380   13.4214754       14.9729729       13.3287897    
        7440   13.4308195       14.9756556       13.3320904    
        7500   13.4432783       14.9784164       13.3305950    
        7560   13.4555740       14.9782429       13.3244648    
        7620   13.4688520       14.9733667       13.3167143    
        7680   13.4818029       14.9631443       13.3115759    
        7740   13.4906559       14.9490557       13.3100729    
        7800   13.5004921       14.9353285       13.3111305    
        7860   13.5100002       14.9252291       13.3135443    
        7920   13.5185242       14.9184208       13.3172979    
        7980   13.5247545       14.9135923       13.3230877    
        8040   13.5344267       14.9100180       13.3318243    
        8100   13.5442619       14.9079809       13.3429012    
        8160   13.5547543       14.9082394       13.3559399    
        8220   13.5621309       14.9107752       13.3707104    
        8280   13.5695086       14.9146967       13.3864994    
        8340   13.5747538       14.9203033       13.4026861    
        8400   13.5799999       14.9276190       13.4190903    
        8460   13.5863934       14.9358540       13.4348240    
        8520   13.5926228       14.9451180       13.4491053    
        8580   13.5967216       14.9552498       13.4619818    
        8640   13.5990162       14.9651375       13.4738684    
        8700   13.5947542       14.9736891       13.4853697    
        8760   13.5893440       14.9806347       13.4968309    
        8820   13.5883608       14.9863091       13.5086269    
        8880   13.5880327       14.9912262       13.5213585    
        8940   13.5873766       14.9958286       13.5340643    
        9000   13.5872135       15.0008202       13.5444756    
        9060   13.5865574       15.0068789       13.5509367    
        9120   13.5860653       15.0135479       13.5531015    
        9180   13.5863934       15.0182524       13.5522366    
        9240   13.5875406       15.0189667       13.5499144    
        9300   13.5918036       15.0155630       13.5477533    
        9360   13.5993443       15.0093002       13.5480404    
        9420   13.6068850       15.0017452       13.5520983    
        9480   13.6157379       14.9946766       13.5593204    
        9540   13.6252460       14.9896870       13.5697365    
        9600   13.6326227       14.9881363       13.5827818    
        9660   13.6401644       14.9898720       13.5979395    
        9720   13.6444263       14.9942303       13.6144171    
        9780   13.6452456       15.0011816       13.6302395    
        9840   13.6460657       15.0103798       13.6420183    
        9900   13.6468849       15.0208225       13.6474056    
        9960   13.6470490       15.0305729       13.6475706    
       10020   13.6454096       15.0368261       13.6462011    
       10080   13.6429510       15.0378008       13.6466084    
