 20190303
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        7260   13.6991806       14.7278528       13.5655756    
        7320   13.7013111       14.7238503       13.5721350    
        7380   13.7019672       14.7209005       13.5807581    
        7440   13.7026234       14.7202787       13.5899591    
        7500   13.7019672       14.7219162       13.5990829    
        7560   13.6981964       14.7251940       13.6080656    
        7620   13.6960659       14.7291670       13.6166019    
        7680   13.6952457       14.7332125       13.6248245    
        7740   13.6932783       14.7372646       13.6330843    
        7800   13.6936064       14.7414742       13.6409197    
        7860   13.6932783       14.7462330       13.6473579    
        7920   13.6908197       14.7513638       13.6518087    
        7980   13.6904917       14.7557755       13.6547203    
        8040   13.6918030       14.7583723       13.6574049    
        8100   13.6939344       14.7588100       13.6612844    
        8160   13.6972132       14.7575903       13.6670275    
        8220   13.7013111       14.7563906       13.6743822    
        8280   13.7037706       14.7567368       13.6822023    
        8340   13.7021313       14.7588110       13.6886330    
        8400   13.7016392       14.7619934       13.6920786    
        8460   13.6998358       14.7656946       13.6922121    
        8520   13.6965570       14.7688961       13.6904049    
        8580   13.6885242       14.7703619       13.6888914    
        8640   13.6775408       14.7691393       13.6882830    
        8700   13.6683607       14.7654161       13.6881771    
        8760   13.6609840       14.7606792       13.6877270    
        8820   13.6526232       14.7562046       13.6858149    
        8880   13.6439342       14.7518177       13.6819267    
        8940   13.6345901       14.7469482       13.6763296    
        9000   13.6226225       14.7408485       13.6691465    
        9060   13.6108198       14.7328539       13.6606207    
        9120   13.6008196       14.7231398       13.6516228    
        9180   13.5840988       14.7124376       13.6427689    
        9240   13.5675411       14.7010975       13.6337233    
        9300   13.5540981       14.6897097       13.6236296    
        9360   13.5436068       14.6786366       13.6120110    
        9420   13.5339346       14.6671343       13.5991049    
        9480   13.5244265       14.6542168       13.5853958    
        9540   13.5155735       14.6394844       13.5711994    
        9600   13.5054102       14.6228523       13.5573130    
        9660   13.4970493       14.6051598       13.5452490    
        9720   13.4903278       14.5872660       13.5349836    
        9780   13.4849176       14.5708332       13.5252380    
        9840   13.4760656       14.5567856       13.5148201    
        9900   13.4688520       14.5446062       13.5036793    
        9960   13.4595079       14.5327082       13.4929447    
       10020   13.4516392       14.5200109       13.4828110    
       10080   13.4439344       14.5064869       13.4731092    
       10140   13.4391804       14.4927692       13.4642344    
       10200   13.4301643       14.4793816       13.4565687    
       10260   13.4186888       14.4666309       13.4495401    
       10320   13.4062300       14.4550457       13.4425030    
       10380   13.3936062       14.4447021       13.4353199    
       10440   13.3780327       14.4349136       13.4281263    
       10500   13.3663931       14.4249487       13.4206095    
       10560   13.3572130       14.4148169       13.4128885    
       10620   13.3470488       14.4044724       13.4051609    
       10680   13.3414755       14.3939972       13.3974581    
       10740   13.3362293       14.3838062       13.3893261    
       10800   13.3303280       14.3742161       13.3800020    
       10860   13.3214750       14.3650560       13.4792919    
       10920   13.3119669       14.3554020       13.4657536    
       10980   13.3024588       14.3442688       13.4510059    
       11040   13.2934427       14.3313456       13.4353838    
       11100   13.2852459       14.3166933       13.4196911    
       11160   13.2759018       14.3003569       13.4040995    
       11220   13.2649183       14.2832031       13.3883486    
       11280   13.2542620       14.2660484       13.3724422    
       11340   13.2432785       14.2490683       13.3568497    
       11400   13.2309837       14.2322474       13.3420763    
       11460   13.2157373       14.2156458       13.3281956    
       11520   13.1988525       14.1995659       13.3149147    
       11580   13.1834431       14.1843662       13.3018694    
       11640   13.1660652       14.1700888       13.2885017    
       11700   13.1511478       14.1564207       13.2740784    
       11760   13.1400003       14.1428175       13.2582521    
       11820   13.1286888       14.1284418       13.2414532    
       11880   13.1162291       14.1128302       13.2237167    
       11940   13.1039343       14.0957851       13.2054510    
       12000   13.0939341       14.0774231       13.1882057    
       12060   13.0816393       14.0581884       13.1740265    
       12120   13.0701637       14.0391483       13.1640282    
       12180   13.0619669       14.0221386       13.1574812    
       12240   13.0567217       14.0088615       13.1525631    
       12300   13.0501642       13.9995451       13.1485853    
       12360   13.0431147       13.9925613       13.1454468    
       12420   13.0352459       13.9862785       13.1428118    
       12480   13.0290165       13.9806147       13.1405258    
       12540   13.0232782       13.9756279       13.1383591    
       12600   13.0162296       13.9715528       13.1356306    
       12660   13.0104914       13.9682827       13.1323462    
       12720   13.0047541       13.9651461       13.1289692    
       12780   12.9991808       13.9615450       13.1256132    
       12840   12.9954100       13.9577198       13.1229286    
       12900   12.9914751       13.9537859       13.1214676    
       12960   12.9872131       13.9497671       13.1207447    
       13020   12.9818029       13.9461918       13.1204243    
       13080   12.9757376       13.9438143       13.1201744    
       13140   12.9716396       13.9423418       13.1194172    
       13200   12.9680328       13.9410238       13.1177874    
       13260   12.9644260       13.9390621       13.1154709    
       13320   12.9601641       13.9363918       13.1128254    
       13380   12.9559021       13.9330139       13.1105261    
       13440   12.9513111       13.9291115       13.1092501    
       13500   12.9454098       13.9251013       13.1092529    
       13560   12.9391804       13.9216909       13.1100073    
       13620   12.9334431       13.9194422       13.1102190    
       13680   12.9273767       13.9184599       13.1093054    
       13740   12.9236069       13.9179125       13.1072254    
       13800   12.9155741       13.9166260       13.1041145    
       13860   12.9080324       13.9141951       13.1001139    
       13920   12.9036064       13.9105635       13.0959005    
       13980   12.9040985       13.9058256       13.0920010    
       14040   12.9090166       13.9002199       13.0881767    
       14100   12.9142628       13.8941870       13.0836334    
       14160   12.9168854       13.8881311       13.0781574    
       14220   12.9186888       13.8821287       13.0721178    
       14280   12.9280329       13.8756580       13.0662136    
       14340   12.9378691       13.8683653       13.0611792    
       14400   12.9460659       13.8605824       13.0574789    
       14460   12.9526234       13.8530912       12.9699030    
       14520   12.9642620       13.8466520       12.9691582    
       14580   12.9781971       13.8416653       12.9692497    
       14640   12.9893446       13.8379965       12.9695873    
       14700   12.9978685       13.8352642       12.9694147    
       14760   13.0113115       13.8330297       12.9682741    
       14820   13.0309839       13.8308201       12.9659557    
       14880   13.0542622       13.8280983       12.9626341    
       14940   13.0750818       13.8244829       12.9588537    
       15000   13.0927868       13.8199081       12.9550056    
       15060   13.1083603       13.8145437       12.9511995    
       15120   13.1286888       13.8086548       12.9472685    
       15180   13.1554098       13.8025417       12.9435701    
       15240   13.1885242       13.7965355       12.9408064    
       15300   13.2249184       13.7907171       12.9393330    
       15360   13.2596722       13.7851429       12.9393721    
       15420   13.2939348       13.7803316       12.9410276    
       15480   13.3252459       13.7767134       12.9436226    
       15540   13.3581963       13.7747059       12.9464512    
       15600   13.3903275       13.7742071       12.9489431    
       15660   13.4237709       13.7746630       12.9508142    
       15720   13.4600000       13.7756519       12.9517593    
       15780   13.5024586       13.7766247       12.9517422    
       15840   13.5465574       13.7771091       12.9511967    
       15900   13.5921316       13.7767620       12.9506254    
       15960   13.6373768       13.7753429       12.9497509    
       16020   13.6831150       13.7728605       12.9468927    
       16080   13.7324591       13.7696199       12.9416218    
       16140   13.7826233       13.7660103       12.9350710    
       16200   13.8326225       13.7613335       12.9282894    
       16260   13.8819675       13.7547541       12.9215651    
       16320   13.9308195       13.7468166       12.9149551    
       16380   13.9814758       13.7385645       12.9086390    
       16440   14.0314751       13.7305002       12.9029560    
       16500   14.0808201       13.7226782       12.8978586    
       16560   14.1283607       13.7150602       12.8933372    
       16620   14.1747541       13.7075911       12.8892317    
       16680   14.2222948       13.7002439       12.8841791    
       16740   14.2701635       13.6935940       12.8783636    
       16800   14.3165569       13.6879892       12.8721724    
       16860   14.3593445       13.6819592       12.8657274    
