 20190508
 Seconds  Measures(TEMP-C°)  Meso-NH(TEMP-C°)  FORECAST_AR(TEMP-C°)
        7200   14.0745897       15.2558937       14.1128597    
        7260   14.0663939       15.2510824       14.1208353    
        7320   14.0578690       15.2490463       14.1297579    
        7380   14.0463934       15.2492447       14.1392317    
        7440   14.0355740       15.2511215       14.1483450    
        7500   14.0265570       15.2542791       14.1555605    
        7560   14.0185242       15.2582378       14.1603765    
        7620   14.0129509       15.2619486       14.1633339    
        7680   14.0126228       15.2641058       14.1652098    
        7740   14.0137701       15.2642155       14.1662245    
        7800   14.0142622       15.2626944       14.1659365    
        7860   14.0177050       15.2601614       14.1646004    
        7920   14.0193443       15.2567081       14.1632395    
        7980   14.0201635       15.2518339       14.1627207    
        8040   14.0178690       15.2455816       14.1633530    
        8100   14.0149183       15.2389479       14.1644249    
        8160   14.0152454       15.2330790       14.1649981    
        8220   14.0126228       15.2284708       14.1651459    
        8280   14.0109835       15.2246265       14.1659641    
        8340   14.0114756       15.2207108       14.1686258    
        8400   14.0113115       15.2164335       14.1736746    
        8460   14.0072126       15.2123995       14.1806593    
        8520   14.0034428       15.2097178       14.1885891    
        8580   13.9993439       15.2090616       14.1965275    
        8640   13.9952459       15.2102995       14.2038803    
        8700   13.9916391       15.2125092       14.2103930    
        8760   13.9855738       15.2146120       14.2159348    
        8820   13.9811478       15.2158165       14.2203207    
        8880   13.9749184       15.2159023       14.2235947    
        8940   13.9678688       15.2148895       14.2264395    
        9000   13.9636068       15.2128239       14.2298679    
        9060   13.9613113       15.2100859       14.2345247    
        9120   13.9598360       15.2076988       14.2396755    
        9180   13.9595079       15.2067595       14.2438269    
        9240   13.9586887       15.2072630       14.2461262    
        9300   13.9578686       15.2078190       14.2465620    
        9360   13.9550819       15.2070923       14.2453251    
        9420   13.9511471       15.2045393       14.2420673    
        9480   13.9450817       15.2001572       14.2362070    
        9540   13.9377050       15.1941309       14.2279253    
        9600   13.9337702       15.1865473       14.2188845    
        9660   13.9314756       15.1772051       14.2110357    
        9720   13.9293442       15.1661072       14.2050581    
        9780   13.9277048       15.1543016       14.2002325    
        9840   13.9239340       15.1433668       14.1952095    
        9900   13.9201641       15.1341658       14.1891327    
        9960   13.9201641       15.1262951       14.1819849    
       10020   13.9180326       15.1186399       14.1743164    
       10080   13.9142628       15.1101608       14.1667814    
       10140   13.9113111       15.1004992       14.1596031    
       10200   13.9096718       15.0902252       14.1525707    
       10260   13.9073772       15.0801506       14.1451101    
       10320   13.9039345       15.0706081       14.1364288    
       10380   13.8985243       15.0613737       14.1260681    
       10440   13.8914757       15.0518713       14.1145000    
       10500   13.8862295       15.0414209       14.1025915    
       10560   13.8822947       15.0294456       14.0909414    
       10620   13.8783607       15.0161476       14.0795250    
       10680   13.8724594       15.0024242       14.0678577    
       10740   13.8673773       14.9889202       14.0555382    
       10800   13.8618031       14.9755602       13.6308327    
       10860   13.8570490       14.9618378       13.6183548    
       10920   13.8542624       14.9473686       13.6056080    
       10980   13.8508196       14.9321871       13.5921259    
       11040   13.8455734       14.9166002       13.5768814    
       11100   13.8380327       14.9007568       13.5596914    
       11160   13.8291807       14.8845339       13.5423250    
       11220   13.8213120       14.8673353       13.5268497    
       11280   13.8127871       14.8486156       13.5139084    
       11340   13.8018036       14.8291693       13.5030127    
       11400   13.7918034       14.8106079       13.4935522    
       11460   13.7826233       14.7940760       13.4847898    
       11520   13.7709837       14.7797012       13.4755983    
       11580   13.7591801       14.7671108       13.4651575    
       11640   13.7475414       14.7553539       13.4533997    
       11700   13.7386885       14.7428827       13.4409332    
       11760   13.7306557       14.7286921       13.4288750    
       11820   13.7196722       14.7128258       13.4180441    
       11880   13.7103281       14.6963215       13.4082489    
       11940   13.7019672       14.6806107       13.3985529    
       12000   13.6926231       14.6663980       13.3881426    
       12060   13.6827869       14.6530809       13.3766012    
       12120   13.6736069       14.6394072       13.3640642    
       12180   13.6650820       14.6246538       13.3507967    
       12240   13.6590166       14.6087799       13.3365898    
       12300   13.6545906       14.5922318       13.3212309    
       12360   13.6493444       14.5753736       13.3050938    
       12420   13.6431150       14.5579453       13.2885885    
       12480   13.6400003       14.5392628       13.2720518    
       12540   13.6383610       14.5193539       13.2557831    
       12600   13.6340981       14.4988346       13.2397890    
       12660   13.6293440       14.4781857       13.2238808    
       12720   13.6244259       14.4577875       13.2083092    
       12780   13.6186886       14.4378738       13.1937208    
       12840   13.6119671       14.4184303       13.1805992    
       12900   13.6049185       14.3994598       13.1689034    
       12960   13.5968857       14.3813105       13.1578026    
       13020   13.5901642       14.3644552       13.1465187    
       13080   13.5839348       14.3490038       13.1353512    
       13140   13.5780325       14.3343058       13.1252308    
       13200   13.5716391       14.3196697       13.1164665    
       13260   13.5626230       14.3054504       13.1081839    
       13320   13.5532789       14.2924557       13.0989637    
       13380   13.5449181       14.2805071       13.0881176    
       13440   13.5370493       14.2683544       13.0760555    
       13500   13.5303278       14.2549219       13.0637608    
       13560   13.5219669       14.2399654       13.0521069    
       13620   13.5096722       14.2241316       13.0412893    
       13680   13.4983606       14.2083168       13.0309935    
       13740   13.4860659       14.1929636       13.0208464    
       13800   13.4744263       14.1779766       13.0107965    
       13860   13.4613113       14.1631718       13.0011053    
       13920   13.4488525       14.1485214       12.9919786    
       13980   13.4381971       14.1341524       12.9834318    
       14040   13.4286880       14.1203709       12.9752741    
       14100   13.4203281       14.1076136       12.9667721    
       14160   13.4122953       14.0960093       12.9579926    
       14220   13.4039345       14.0849466       12.9496861    
       14280   13.3950815       14.0733967       12.9420004    
       14340   13.3865576       14.0610018       12.9346581    
       14400   13.3781967       14.0486736       13.2979364    
       14460   13.3704920       14.0371284       13.2880735    
